Region,Hour of year,Airspace 'business',Cumulative contrail warming
Polaris FIR,46.6883,41.4892,63.0329
Polaris FIR,47.7999,40.809,64.8154
Polaris FIR,48.9115,40.0935,65.5887
Polaris FIR,50.0232,39.2473,66.5664
Polaris FIR,51.1348,38.2945,67.7788
Polaris FIR,52.2464,37.3136,69.9813
Polaris FIR,53.358,36.3523,71.4946
Polaris FIR,54.4697,35.3741,73.0372
Polaris FIR,55.5813,34.5164,73.5136
Polaris FIR,56.6929,33.5568,74.4033
Polaris FIR,57.8045,32.3822,75.3802
Polaris FIR,58.9162,31.3905,76.3466
Polaris FIR,60.0278,30.3626,77.36
Polaris FIR,61.1394,29.3039,78.4205
Polaris FIR,62.251,28.2902,79.4793
Polaris FIR,63.3627,27.1585,80.372
Polaris FIR,64.4743,25.9205,81.4955
Polaris FIR,65.5859,24.3908,82.1266
Polaris FIR,66.6975,22.982,83.2753
Polaris FIR,67.8092,21.1264,84.3484
Polaris FIR,68.9208,19.5357,85.5125
Polaris FIR,70.0324,17.5085,86.7646
Polaris FIR,71.144,16.0369,87.7506
Polaris FIR,72.2557,14.471,88.6549
Polaris FIR,73.3673,13.1494,89.5493
Polaris FIR,74.4789,11.9054,90.1253
Polaris FIR,75.5906,10.7087,90.9863
Polaris FIR,76.7022,9.8279,91.4078
Polaris FIR,77.8138,9.1218,91.8862
Polaris FIR,78.9254,8.3798,92.6189
Polaris FIR,80.0371,7.8268,93.0784
Polaris FIR,81.1487,7.3497,93.6186
Polaris FIR,82.2603,6.8897,94.1874
Polaris FIR,83.3719,6.5161,94.6733
Polaris FIR,84.4836,6.0853,95.0272
Polaris FIR,85.5952,5.7941,95.4581
Polaris FIR,86.7068,5.4657,95.8753
Polaris FIR,87.8184,5.2039,96.3403
Polaris FIR,88.9301,4.8972,96.7392
Polaris FIR,90.0417,4.5778,97.0935
Polaris FIR,91.1533,4.254,97.4289
Polaris FIR,92.2649,3.9817,97.9277
Polaris FIR,93.3766,3.6389,98.2577
Polaris FIR,94.4882,3.3535,98.4989
Polaris FIR,95.5998,3.0055,99.0188
Polaris FIR,96.7114,2.6555,99.2898
Polaris FIR,97.8231,2.1805,99.6322
Polaris FIR,98.9347,1.6615,99.8313
Warszawa FIR,0.0,100.0,0.0
Warszawa FIR,1.1112,75.2942,0.3963
Warszawa FIR,2.2225,72.4035,0.4413
Warszawa FIR,3.3337,70.2547,0.7404
Warszawa FIR,4.445,68.6144,1.7736
Warszawa FIR,5.5562,66.8738,2.4334
Warszawa FIR,6.6674,65.7087,3.6706
Warszawa FIR,7.7787,64.7329,5.3298
Warszawa FIR,8.8899,63.4742,6.7653
Warszawa FIR,10.0012,62.4826,7.5579
Warszawa FIR,11.1124,61.4032,9.0601
Warszawa FIR,12.2236,60.464,10.5004
