Hour,Flight distance,Contrail warming,Warming per flight distance,Region
12,0.00143168,7.273e-05,0.05079959,Memphis FIR
13,0.00243474,-0.00016985,-0.06976193,Memphis FIR
14,0.00330019,-0.00048187,-0.14601351,Memphis FIR
15,0.00340146,-0.00067812,-0.19936284,Memphis FIR
16,0.00320128,-0.00053003,-0.16556834,Memphis FIR
17,0.00337718,-0.0005366,-0.15889005,Memphis FIR
18,0.00331361,-0.00043828,-0.13226591,Memphis FIR
19,0.00340843,-0.00013073,-0.03835587,Memphis FIR
20,0.00343856,0.00032854,0.09554534,Memphis FIR
21,0.00350609,0.00086929,0.24793737,Memphis FIR
22,0.00377868,0.00158158,0.41855427,Memphis FIR
23,0.003491,0.0027064,0.77524909,Memphis FIR
0,0.00306054,0.00321071,1.04906876,Memphis FIR
1,0.00292092,0.00346976,1.18789925,Memphis FIR
2,0.00269403,0.00349175,1.29610991,Memphis FIR
3,0.00229616,0.00299296,1.3034615,Memphis FIR
4,0.00205879,0.00246959,1.19953219,Memphis FIR
5,0.00150015,0.00161775,1.07839815,Memphis FIR
6,0.00097944,0.00236627,2.41594491,Minneapolis FIR
7,0.00073134,0.00189197,2.58698591,Minneapolis FIR
8,0.00078741,0.00218133,2.77026722,Minneapolis FIR
9,0.00102613,0.0022377,2.1807068,Minneapolis FIR
10,0.00101199,0.00177793,1.7568576,Minneapolis FIR
11,0.00080972,0.0009164,1.13175903,Minneapolis FIR
12,0.00112994,0.00024629,0.2179696,Minneapolis FIR
13,0.00207914,-0.00017233,-0.08288527,Minneapolis FIR
14,0.00255277,-0.00043497,-0.17039276,Minneapolis FIR
15,0.00288467,-0.00047353,-0.1641532,Minneapolis FIR
16,0.00308066,-0.00038089,-0.12363742,Minneapolis FIR
17,0.00364627,-0.00043358,-0.11891111,Minneapolis FIR
18,0.00390549,-0.00044481,-0.11389459,Minneapolis FIR
19,0.0039134,-0.00012036,-0.03075695,Minneapolis FIR
20,0.00340656,0.00029609,0.0869177,Minneapolis FIR
21,0.0033882,0.00115379,0.34053042,Minneapolis FIR
22,0.00355483,0.00279026,0.78491952,Minneapolis FIR
23,0.00347282,0.00429211,1.23591475,Minneapolis FIR
0,0.00369367,0.00613166,1.66004329,Minneapolis FIR
1,0.00339701,0.00746384,2.19718203,Minneapolis FIR
2,0.0034037,0.00796384,2.33976241,Minneapolis FIR
3,0.0029349,0.00722495,2.46173187,Minneapolis FIR
4,0.0023391,0.00539081,2.30465059,Minneapolis FIR
5,0.0016598,0.00360678,2.17302754,Minneapolis FIR
6,0.00041023,0.00063018,1.53616656,New York FIR
7,0.00021824,0.00030831,1.4127223,New York FIR
8,0.00015851,0.00016169,1.02007186,New York FIR
9,0.00026754,0.00015965,0.59671478,New York FIR
10,0.00050208,0.00011829,0.23560791,New York FIR
11,0.00119541,1.344e-05,0.01124421,New York FIR
12,0.00158689,-0.00011571,-0.07291753,New York FIR
13,0.00189189,-0.00034267,-0.18112394,New York FIR
14,0.00214975,-0.00057069,-0.26546832,New York FIR
15,0.00215621,-0.00060114,-0.278795,New York FIR
16,0.0021417,-0.00055852,-0.26078345,New York FIR
17,0.00215947,-0.00042516,-0.19687987,New York FIR
18,0.00223223,-0.00026103,-0.11693826,New York FIR
19,0.00228534,-3.191e-05,-0.01396439,New York FIR
20,0.00233835,0.00036135,0.15453278,New York FIR
21,0.00236499,0.00075979,0.32126594,New York FIR
22,0.00235454,0.00139503,0.59248606,New York FIR
23,0.00235603,0.00206478,0.87638345,New York FIR
0,0.00229969,0.00236561,1.02866798,New York FIR
1,0.00202904,0.00219061,1.07963043,New York FIR
2,0.00186497,0.00197413,1.05853405,New York FIR
3,0.00165882,0.00165086,0.99519926,New York FIR
4,0.00129684,0.00147289,1.13575424,New York FIR
5,0.00082622,0.00104509,1.26489826,New York FIR
6,0.00158385,0.0011513,0.72689885,Oakland FIR
7,0.00125588,0.00095484,0.76030049,Oakland FIR
8,0.00086455,0.00083842,0.96977588,Oakland FIR
9,0.00058708,0.00060031,1.02254706,Oakland FIR
10,0.00038479,0.00039019,1.01403748,Oakland FIR
11,0.00027366,0.00026447,0.96641806,Oakland FIR
12,0.00028003,0.00021178,0.75630114,Oakland FIR
13,0.00027483,0.00010812,0.39339193,Oakland FIR
14,0.00105308,-7.229e-05,-0.06864998,Oakland FIR
15,0.00190619,-0.00019512,-0.10236252,Oakland FIR
16,0.0023861,-0.00023707,-0.09935286,Oakland FIR
17,0.00268578,-0.00021978,-0.0818304,Oakland FIR
18,0.0028206,-0.00018919,-0.0670731,Oakland FIR
19,0.00286386,-0.0001675,-0.05848785,Oakland FIR
20,0.00294076,-0.00018367,-0.06245779,Oakland FIR
21,0.00292045,-0.00018572,-0.06359338,Oakland FIR
22,0.00276809,8.37e-06,0.00302387,Oakland FIR
23,0.00253614,0.0002377,0.09372609,Oakland FIR
0,0.00255502,0.00070605,0.27633918,Oakland FIR
1,0.00254046,0.0011911,0.46885276,Oakland FIR
2,0.00238564,0.00148765,0.62358494,Oakland FIR
3,0.00228377,0.00164718,0.72125132,Oakland FIR
4,0.00225429,0.00174839,0.77558312,Oakland FIR
5,0.00202879,0.00155788,0.76788712,Oakland FIR
6,0.00040179,0.00078665,1.95787349,Cleveland FIR
7,0.0002003,0.00043852,2.18935805,Cleveland FIR
8,0.00020271,0.00042804,2.11155885,Cleveland FIR
9,0.00040079,0.00075543,1.88485468,Cleveland FIR
10,0.00069457,0.00063621,0.91598068,Cleveland FIR
11,0.0013073,0.00032106,0.24559226,Cleveland FIR
12,0.00183946,-0.00017038,-0.09262688,Cleveland FIR
13,0.00221052,-0.0005969,-0.27002767,Cleveland FIR
14,0.00239425,-0.00075247,-0.3142838,Cleveland FIR
15,0.00260462,-0.00075871,-0.29129464,Cleveland FIR
16,0.00241073,-0.00069175,-0.28694388,Cleveland FIR
17,0.00241489,-0.00057532,-0.23823788,Cleveland FIR
18,0.00253363,-0.0004987,-0.19683242,Cleveland FIR
19,0.00267062,-2.908e-05,-0.01088894,Cleveland FIR
20,0.00278093,0.00053115,0.19099805,Cleveland FIR
21,0.00293522,0.00133871,0.45608351,Cleveland FIR
22,0.00277946,0.00243076,0.87454067,Cleveland FIR
23,0.00288884,0.00357309,1.23686294,Cleveland FIR
0,0.00268364,0.00432595,1.61197179,Cleveland FIR
1,0.00249868,0.00420792,1.68405476,Cleveland FIR
2,0.00224667,0.00355463,1.58217576,Cleveland FIR
3,0.00200143,0.00348834,1.74292046,Cleveland FIR
4,0.0015997,0.00299635,1.87307332,Cleveland FIR
5,0.00091522,0.00182576,1.99489097,Cleveland FIR
6,0.00136466,0.00270151,1.97961823,Seattle FIR
7,0.00097256,0.00209313,2.15218311,Seattle FIR
8,0.00062883,0.00140052,2.22716797,Seattle FIR
9,0.00033618,0.00096991,2.88505786,Seattle FIR
10,0.00024306,0.00060384,2.48436042,Seattle FIR
11,0.00027518,0.000666,2.42019357,Seattle FIR
12,0.00026039,0.00034222,1.31428065,Seattle FIR
13,0.00035492,0.00015628,0.44033114,Seattle FIR
14,0.00098638,-0.00023166,-0.23485654,Seattle FIR
15,0.00163638,-0.00062544,-0.38221268,Seattle FIR
16,0.00200227,-0.00086078,-0.42990036,Seattle FIR
17,0.00222266,-0.00083033,-0.37357606,Seattle FIR
18,0.00235268,-0.00081508,-0.34644798,Seattle FIR
19,0.00239454,-0.00062622,-0.2615186,Seattle FIR
20,0.00243261,-0.00055704,-0.22899047,Seattle FIR
21,0.00240915,-0.00040809,-0.1693896,Seattle FIR
22,0.00233191,4.143e-05,0.01776628,Seattle FIR
23,0.00219794,0.00062995,0.28661063,Seattle FIR
0,0.0021666,0.00144162,0.66538248,Seattle FIR
1,0.00209205,0.00221577,1.05913786,Seattle FIR
2,0.0019491,0.00324634,1.665556,Seattle FIR
3,0.00192951,0.00377804,1.95803609,Seattle FIR
4,0.00187114,0.00381987,2.0414653,Seattle FIR
5,0.00174307,0.00348264,1.99798588,Seattle FIR
6,0.00039127,0.00047127,1.20445815,Atlanta FIR
7,0.00020031,0.00024205,1.20836476,Atlanta FIR
8,0.00017633,0.00015767,0.89414268,Atlanta FIR
9,0.00026878,0.00018731,0.69688559,Atlanta FIR
10,0.00049577,0.0002244,0.45263302,Atlanta FIR
11,0.00101117,0.0001742,0.17227166,Atlanta FIR
12,0.00233756,4.015e-05,0.01717756,Atlanta FIR
13,0.00344962,-1.305e-05,-0.00378387,Atlanta FIR
14,0.00399035,-5.009e-05,-0.01255282,Atlanta FIR
15,0.00408207,1.782e-05,0.00436616,Atlanta FIR
16,0.0039663,5.544e-05,0.01397901,Atlanta FIR
17,0.00389204,7.066e-05,0.01815416,Atlanta FIR
18,0.00406058,7.083e-05,0.01744264,Atlanta FIR
19,0.00403469,0.00016773,0.04157295,Atlanta FIR
20,0.004128,0.00043417,0.1051762,Atlanta FIR
21,0.00409362,0.00097947,0.23926857,Atlanta FIR
22,0.00403605,0.00180767,0.44788031,Atlanta FIR
23,0.00400133,0.0023111,0.57758164,Atlanta FIR
0,0.00362363,0.00261086,0.72050906,Atlanta FIR
1,0.00339766,0.00256434,0.75473583,Atlanta FIR
2,0.00290983,0.00252406,0.86742463,Atlanta FIR
3,0.00249774,0.00259045,1.03712079,Atlanta FIR
4,0.00197056,0.00217674,1.10463,Atlanta FIR
5,0.00101372,0.00114492,1.12942198,Atlanta FIR
6,0.00196657,0.00549033,2.7918352,New York Oceanic FIR
7,0.00164248,0.00375182,2.28423645,New York Oceanic FIR
8,0.0013198,0.00218108,1.65258145,New York Oceanic FIR
9,0.00097259,0.00094964,0.97640012,New York Oceanic FIR
10,0.00067414,0.00025602,0.37976945,New York Oceanic FIR
11,0.0005383,-3.511e-05,-0.06523021,New York Oceanic FIR
12,0.00054113,-0.00012497,-0.23094763,New York Oceanic FIR
13,0.00071306,-0.0002013,-0.28230573,New York Oceanic FIR
14,0.00110163,-0.00027205,-0.24695332,New York Oceanic FIR
15,0.00175804,-0.00033391,-0.1899325,New York Oceanic FIR
16,0.00237231,-0.00015035,-0.06337759,New York Oceanic FIR
17,0.00263649,0.00025865,0.09810472,New York Oceanic FIR
18,0.00252813,0.00102397,0.40503235,New York Oceanic FIR
19,0.00225731,0.00176293,0.78098384,New York Oceanic FIR
20,0.00221597,0.00298387,1.34652888,New York Oceanic FIR
21,0.00216475,0.00394077,1.82042548,New York Oceanic FIR
22,0.00191738,0.00433897,2.26296873,New York Oceanic FIR
23,0.00183371,0.00504796,2.75287418,New York Oceanic FIR
0,0.00195304,0.0061402,3.14392507,New York Oceanic FIR
1,0.00214312,0.00780013,3.6396155,New York Oceanic FIR
2,0.00225399,0.00822742,3.65015164,New York Oceanic FIR
3,0.00229429,0.00797355,3.47538774,New York Oceanic FIR
4,0.0022927,0.00770615,3.36116585,New York Oceanic FIR
5,0.00220247,0.00696774,3.16360583,New York Oceanic FIR
6,8.592e-05,-1.895e-05,-0.22059235,Tirana FIR
7,0.00012278,-4.335e-05,-0.35304318,Tirana FIR
8,0.00014349,-4.771e-05,-0.33252922,Tirana FIR
9,0.00014378,-2.296e-05,-0.1596909,Tirana FIR
10,0.000172,-1.492e-05,-0.08675483,Tirana FIR
11,0.00017317,2.35e-06,0.01354374,Tirana FIR
12,0.00017445,5.788e-05,0.33176644,Tirana FIR
13,0.00018751,0.00011317,0.60353283,Tirana FIR
14,0.000181,0.00018218,1.00651414,Tirana FIR
15,0.0001603,0.00020355,1.26978104,Tirana FIR
16,0.00016123,0.00022474,1.39386511,Tirana FIR
17,0.00016134,0.00021658,1.34236849,Tirana FIR
18,0.00015471,0.00021992,1.42153583,Tirana FIR
19,0.00016026,0.00019969,1.24604075,Tirana FIR
20,0.00014008,0.00016053,1.14594594,Tirana FIR
21,9.375e-05,9.847e-05,1.05029584,Tirana FIR
22,8.02e-05,8.895e-05,1.10917658,Tirana FIR
23,7.46e-05,9.224e-05,1.23646598,Tirana FIR
0,4.457e-05,5.052e-05,1.13357112,Tirana FIR
1,3.466e-05,3.583e-05,1.03381964,Tirana FIR
2,2.913e-05,2.482e-05,0.85178707,Tirana FIR
3,4.47e-05,3.141e-05,0.70277723,Tirana FIR
4,4.457e-05,1.7e-05,0.38144843,Tirana FIR
5,5.98e-05,-1.083e-05,-0.18101186,Tirana FIR
6,0.00055584,-0.00015927,-0.28654799,Sofia FIR
7,0.00062143,-0.00018259,-0.29382069,Sofia FIR
8,0.00066808,-0.0001313,-0.19654,Sofia FIR
9,0.00093111,-6.321e-05,-0.0678879,Sofia FIR
10,0.00122343,-2.65e-06,-0.00216913,Sofia FIR
11,0.00102421,0.00016278,0.15893126,Sofia FIR
12,0.00107702,0.00050122,0.4653793,Sofia FIR
13,0.00102661,0.00118346,1.1527921,Sofia FIR
14,0.00100718,0.00181303,1.80010556,Sofia FIR
15,0.00104905,0.00228256,2.17582316,Sofia FIR
16,0.00112907,0.00280572,2.48499234,Sofia FIR
17,0.00098212,0.0025761,2.62299672,Sofia FIR
18,0.00072766,0.00198681,2.73043097,Sofia FIR
19,0.00063125,0.00174942,2.77137059,Sofia FIR
20,0.00062712,0.0018728,2.98636507,Sofia FIR
21,0.00048326,0.00128202,2.65287006,Sofia FIR
22,0.00049551,0.00096377,1.94499311,Sofia FIR
23,0.0006185,0.00124797,2.01773991,Sofia FIR
0,0.00044554,0.00100727,2.26079319,Sofia FIR
1,0.00030936,0.00069428,2.24422044,Sofia FIR
2,0.00031748,0.00037685,1.18700001,Sofia FIR
3,0.0006155,0.00040059,0.65083819,Sofia FIR
4,0.00061872,0.00020189,0.32630578,Sofia FIR
5,0.0005016,-8.704e-05,-0.17353159,Sofia FIR
6,0.00040868,-4.885e-05,-0.11952936,Nicosia FIR
7,0.00043284,-5.26e-05,-0.12152345,Nicosia FIR
8,0.0004379,-4.825e-05,-0.11017682,Nicosia FIR
9,0.00055584,-6.277e-05,-0.11292129,Nicosia FIR
10,0.00058797,-4.452e-05,-0.07571827,Nicosia FIR
11,0.00055273,-2.735e-05,-0.04947368,Nicosia FIR
12,0.00057815,-1.422e-05,-0.02460115,Nicosia FIR
13,0.00063594,6.234e-05,0.09803422,Nicosia FIR
14,0.00058194,8.257e-05,0.14188466,Nicosia FIR
15,0.0005825,0.00013223,0.22700833,Nicosia FIR
16,0.00056204,0.0001977,0.35174998,Nicosia FIR
17,0.00056798,0.0002289,0.40300995,Nicosia FIR
18,0.00059432,0.00019541,0.32878613,Nicosia FIR
19,0.00052562,0.00018832,0.35828401,Nicosia FIR
20,0.00047995,0.00014818,0.30874996,Nicosia FIR
21,0.00041165,0.0001184,0.28763029,Nicosia FIR
22,0.00031229,7.134e-05,0.22844127,Nicosia FIR
23,0.00035292,0.00010294,0.29167809,Nicosia FIR
0,0.00042126,0.00011856,0.28143356,Nicosia FIR
1,0.00032478,8.589e-05,0.26444785,Nicosia FIR
2,0.00031296,5.728e-05,0.18303249,Nicosia FIR
3,0.00033879,1.719e-05,0.05074207,Nicosia FIR
4,0.00029816,-1.606e-05,-0.05386887,Nicosia FIR
5,0.00038959,-5.119e-05,-0.1313929,Nicosia FIR
6,0.00045284,-0.00012296,-0.27153896,Zagreb FIR
7,0.00050965,-0.00018777,-0.36843007,Zagreb FIR
8,0.0006415,-0.00021787,-0.33962997,Zagreb FIR
9,0.00071087,-0.00022304,-0.31376287,Zagreb FIR
10,0.00078143,-0.00013139,-0.16814523,Zagreb FIR
11,0.00093879,-8.383e-05,-0.08929248,Zagreb FIR
12,0.0009226,7.202e-05,0.07806308,Zagreb FIR
13,0.000829,0.00035413,0.4271745,Zagreb FIR
14,0.00081653,0.00055388,0.67833803,Zagreb FIR
15,0.00086654,0.00121399,1.40095152,Zagreb FIR
16,0.00078126,0.00147872,1.89273588,Zagreb FIR
17,0.00073994,0.00164842,2.22777171,Zagreb FIR
18,0.00069721,0.00189387,2.7163345,Zagreb FIR
19,0.00064837,0.0017257,2.6615944,Zagreb FIR
20,0.00058696,0.00133989,2.28277225,Zagreb FIR
21,0.00052271,0.00106517,2.03779106,Zagreb FIR
22,0.00042127,0.00079402,1.88483146,Zagreb FIR
23,0.00030072,0.00064447,2.14304535,Zagreb FIR
0,0.00017758,0.00045761,2.57686317,Zagreb FIR
1,0.00010831,0.00023244,2.14609724,Zagreb FIR
2,8.421e-05,0.00015424,1.83160932,Zagreb FIR
3,0.00012517,0.00013855,1.10684183,Zagreb FIR
4,0.00020028,0.00015416,0.76973536,Zagreb FIR
5,0.00029796,1.681e-05,0.05641789,Zagreb FIR
6,0.00091124,-0.00013338,-0.14637101,Barcelona FIR
7,0.00130519,-0.00034327,-0.26300606,Barcelona FIR
8,0.00152374,-0.0004797,-0.31481609,Barcelona FIR
9,0.00167193,-0.00051496,-0.30800257,Barcelona FIR
10,0.0017928,-0.00052622,-0.2935198,Barcelona FIR
11,0.0017412,-0.00049132,-0.28217273,Barcelona FIR
12,0.00181186,-0.0004939,-0.27259522,Barcelona FIR
13,0.001629,-0.00041813,-0.25667604,Barcelona FIR
14,0.00147121,-0.00019815,-0.13468367,Barcelona FIR
15,0.00156044,0.00016659,0.1067611,Barcelona FIR
16,0.00150225,0.00062935,0.41893717,Barcelona FIR
17,0.00159297,0.00117084,0.73500401,Barcelona FIR
18,0.0016151,0.00133548,0.82687586,Barcelona FIR
19,0.00159792,0.0013974,0.87451141,Barcelona FIR
20,0.00146825,0.00139292,0.94869487,Barcelona FIR
21,0.00128648,0.00120482,0.9365229,Barcelona FIR
22,0.00104068,0.00083609,0.80340809,Barcelona FIR
23,0.00060443,0.00053098,0.87848161,Barcelona FIR
0,0.00026264,0.00033951,1.29265851,Barcelona FIR
1,0.00013771,0.00017512,1.27166916,Barcelona FIR
2,9.051e-05,0.000122,1.34787897,Barcelona FIR
3,0.00011319,0.0001181,1.04338282,Barcelona FIR
4,0.00012713,7.817e-05,0.61490017,Barcelona FIR
5,0.00032528,9.38e-06,0.02884621,Barcelona FIR
6,0.00127922,-1.157e-05,-0.00904081,Madrid FIR
7,0.00227136,-0.00040585,-0.17868316,Madrid FIR
8,0.00280018,-0.00072334,-0.25831888,Madrid FIR
9,0.00287329,-0.00078467,-0.27309004,Madrid FIR
10,0.00277071,-0.00066567,-0.24025226,Madrid FIR
11,0.00302235,-0.0006966,-0.23048245,Madrid FIR
12,0.00324541,-0.00062564,-0.1927763,Madrid FIR
13,0.00312632,-0.00032757,-0.1047794,Madrid FIR
14,0.0030296,0.00022399,0.0739332,Madrid FIR
15,0.00299903,0.00119762,0.39933684,Madrid FIR
16,0.00296069,0.00238508,0.80558444,Madrid FIR
17,0.00281069,0.00362772,1.2906853,Madrid FIR
18,0.00266924,0.00435345,1.6309677,Madrid FIR
19,0.00281319,0.00462169,1.64286391,Madrid FIR
20,0.00286737,0.00510992,1.78209483,Madrid FIR
21,0.00253503,0.00463565,1.82864023,Madrid FIR
22,0.00192874,0.00383074,1.98614055,Madrid FIR
23,0.00113168,0.00234636,2.0733375,Madrid FIR
0,0.00056302,0.00133702,2.37472319,Madrid FIR
1,0.00024248,0.00061497,2.53621454,Madrid FIR
2,0.0001788,0.00034617,1.93613068,Madrid FIR
3,0.00023213,0.00028071,1.2092852,Madrid FIR
4,0.00032231,0.00033935,1.05285624,Madrid FIR
5,0.00047027,0.00026116,0.55533921,Madrid FIR
6,0.00094684,1.003e-05,0.01058953,Bordeaux FIR
7,0.00148463,-8.376e-05,-0.05642128,Bordeaux FIR
8,0.00152422,-0.00023748,-0.15580188,Bordeaux FIR
9,0.00154932,-0.00024645,-0.15906949,Bordeaux FIR
10,0.00162568,-0.00021788,-0.13402315,Bordeaux FIR
11,0.0016844,-0.00014043,-0.08337287,Bordeaux FIR
12,0.00174438,-7.416e-05,-0.04251533,Bordeaux FIR
13,0.00159852,0.00011568,0.07236811,Bordeaux FIR
14,0.0014379,0.00053982,0.37542358,Bordeaux FIR
15,0.00149743,0.00120916,0.80749062,Bordeaux FIR
16,0.00160575,0.00216668,1.3493289,Bordeaux FIR
17,0.00160202,0.00283667,1.77067952,Bordeaux FIR
18,0.00153468,0.00319025,2.07877021,Bordeaux FIR
19,0.00142664,0.00300153,2.10391542,Bordeaux FIR
20,0.00155124,0.0034845,2.24626956,Bordeaux FIR
21,0.00154356,0.00336468,2.17981647,Bordeaux FIR
22,0.0009124,0.00209619,2.29745233,Bordeaux FIR
23,0.00043181,0.00113509,2.62869841,Bordeaux FIR
0,0.00019093,0.00055923,2.92906774,Bordeaux FIR
1,9.077e-05,0.00028827,3.17588314,Bordeaux FIR
2,7.583e-05,0.00017501,2.3079182,Bordeaux FIR
3,9.704e-05,0.00023316,2.40258813,Bordeaux FIR
4,0.00016634,0.00030224,1.81706367,Bordeaux FIR
5,0.00033394,0.00014916,0.44665985,Bordeaux FIR
6,0.00034524,-4.08e-06,-0.01181,Reims FIR
7,0.00045083,-4.023e-05,-0.08923783,Reims FIR
8,0.00043097,-9.796e-05,-0.22729431,Reims FIR
9,0.00054378,-0.00015272,-0.28085579,Reims FIR
10,0.00060348,-0.00011302,-0.18727479,Reims FIR
11,0.00058195,-5.993e-05,-0.10298176,Reims FIR
12,0.00057253,6.106e-05,0.1066493,Reims FIR
13,0.0005274,0.00017126,0.32472594,Reims FIR
14,0.00049473,0.00031781,0.64238849,Reims FIR
15,0.00053161,0.00051711,0.97273073,Reims FIR
16,0.00054518,0.00073241,1.34341215,Reims FIR
17,0.00053198,0.00093176,1.7515002,Reims FIR
18,0.0005087,0.00104817,2.06047133,Reims FIR
19,0.00045243,0.00106384,2.3514202,Reims FIR
20,0.00046188,0.00104936,2.27192997,Reims FIR
21,0.00048303,0.00103223,2.13697735,Reims FIR
22,0.00028556,0.00057236,2.00433233,Reims FIR
23,0.00013045,0.00031775,2.43584944,Reims FIR
0,7.462e-05,0.00020577,2.75769432,Reims FIR
1,3.65e-05,0.00012705,3.48071202,Reims FIR
2,2.958e-05,7.893e-05,2.66811784,Reims FIR
3,7.605e-05,0.00015301,2.0119758,Reims FIR
4,0.00011642,0.00014568,1.25137916,Reims FIR
5,0.00017726,7.28e-05,0.41067757,Reims FIR
6,0.0016376,0.00018203,0.11115869,Paris FIR
7,0.00232861,0.00014006,0.06014715,Paris FIR
8,0.00242304,-0.00011054,-0.04561918,Paris FIR
9,0.00244142,-0.00019662,-0.08053648,Paris FIR
10,0.00263261,-2.912e-05,-0.01106202,Paris FIR
11,0.00261218,0.00027997,0.10717687,Paris FIR
12,0.0026824,0.00057835,0.21560885,Paris FIR
13,0.0026399,0.00113321,0.42926084,Paris FIR
14,0.00246969,0.00197218,0.79855463,Paris FIR
15,0.00246889,0.00280998,1.13815747,Paris FIR
16,0.00247164,0.00363504,1.47069835,Paris FIR
17,0.00243858,0.0045244,1.85534252,Paris FIR
18,0.0024168,0.00469629,1.94318652,Paris FIR
19,0.00212611,0.00409441,1.92577295,Paris FIR
20,0.00225082,0.00425827,1.89187944,Paris FIR
21,0.00223099,0.00417883,1.87308154,Paris FIR
22,0.00138455,0.0025459,1.83878711,Paris FIR
23,0.00068879,0.00140294,2.0368101,Paris FIR
0,0.0003128,0.00074979,2.39702299,Paris FIR
1,0.00015787,0.00039752,2.51805942,Paris FIR
2,0.00011306,0.00026768,2.36748275,Paris FIR
3,0.00020605,0.00029094,1.41200646,Paris FIR
4,0.00039085,0.00035829,0.91670169,Paris FIR
5,0.0007298,0.00029735,0.40743392,Paris FIR
6,0.00133568,-0.00023306,-0.17448705,Marseille FIR
7,0.00166058,-0.00044991,-0.27093762,Marseille FIR
8,0.00179725,-0.00059158,-0.32916114,Marseille FIR
9,0.00216585,-0.00067573,-0.31199385,Marseille FIR
10,0.00229633,-0.0006964,-0.30326772,Marseille FIR
11,0.00239055,-0.00070294,-0.29404983,Marseille FIR
12,0.00236959,-0.00059552,-0.25131904,Marseille FIR
13,0.00217493,-0.00023912,-0.10994355,Marseille FIR
14,0.00202046,0.00025468,0.12604937,Marseille FIR
15,0.00209129,0.00104443,0.4994202,Marseille FIR
16,0.00209766,0.00192857,0.91938729,Marseille FIR
17,0.00213405,0.00284045,1.33101591,Marseille FIR
18,0.00205518,0.0032973,1.60438181,Marseille FIR
19,0.00178535,0.00321262,1.79943429,Marseille FIR
20,0.00170176,0.00299573,1.76037851,Marseille FIR
21,0.00158711,0.00255739,1.61135085,Marseille FIR
22,0.00106797,0.00158907,1.48793997,Marseille FIR
23,0.00052637,0.00095265,1.80983699,Marseille FIR
0,0.00023337,0.00047884,2.05189173,Marseille FIR
1,0.00014619,0.00028056,1.91920707,Marseille FIR
2,0.0001552,0.0002309,1.48770139,Marseille FIR
3,0.00030074,0.00029756,0.98941836,Marseille FIR
4,0.0004244,0.00025257,0.5951087,Marseille FIR
5,0.00070613,9.966e-05,0.14113269,Marseille FIR
6,0.00072381,0.00011954,0.16515925,Brest FIR
7,0.0012605,-0.00023458,-0.18609764,Brest FIR
8,0.00148548,-0.00013679,-0.09208154,Brest FIR
9,0.00132027,4.493e-05,0.03402943,Brest FIR
10,0.00133096,3.42e-06,0.00256842,Brest FIR
11,0.00162103,0.00021301,0.13140274,Brest FIR
12,0.0016832,0.00044755,0.2658932,Brest FIR
13,0.00170992,0.00065139,0.38094937,Brest FIR
14,0.0015512,0.00112684,0.72643243,Brest FIR
15,0.00142351,0.0017184,1.20716018,Brest FIR
16,0.00139474,0.00238614,1.71082134,Brest FIR
17,0.00145918,0.00331601,2.27250683,Brest FIR
18,0.00140593,0.00408001,2.90200909,Brest FIR
19,0.0011824,0.00412538,3.48897566,Brest FIR
20,0.00110554,0.00409016,3.69969928,Brest FIR
21,0.0011749,0.00459526,3.9112104,Brest FIR
22,0.00112761,0.00431965,3.83080671,Brest FIR
23,0.00066752,0.00258711,3.87569118,Brest FIR
0,0.00036394,0.00151132,4.15262476,Brest FIR
1,0.00017086,0.00060769,3.55667747,Brest FIR
2,9.478e-05,0.00035265,3.72094936,Brest FIR
3,0.00013455,0.00037589,2.79363532,Brest FIR
4,0.00021795,0.00039952,1.83305098,Brest FIR
5,0.00036565,0.00030253,0.82737548,Brest FIR
6,0.00112455,-0.00031326,-0.27856992,Athinai FIR
7,0.00147826,-0.00045527,-0.3079791,Athinai FIR
8,0.00153646,-0.00047572,-0.30962427,Athinai FIR
9,0.00161104,-0.00030519,-0.18943367,Athinai FIR
10,0.00197065,-0.00027398,-0.13903127,Athinai FIR
11,0.00191918,-0.00014762,-0.07692014,Athinai FIR
12,0.00191805,9.076e-05,0.04731972,Athinai FIR
13,0.0018872,0.00059333,0.31439552,Athinai FIR
14,0.00183698,0.00114186,0.62159743,Athinai FIR
15,0.00175226,0.00142645,0.81406229,Athinai FIR
16,0.00194886,0.00195142,1.00131431,Athinai FIR
17,0.00201365,0.00228999,1.13723687,Athinai FIR
