Region,Hour of year,Traffic,Cumulative contrail warming,Subset
European Airspace,0.0,100.0,0.0136,All hours
European Airspace,1.1228,87.2983,-0.1622,All hours
European Airspace,2.2456,84.4058,-0.1761,All hours
European Airspace,3.3684,82.4769,-0.129,All hours
European Airspace,4.4913,80.9413,-0.0692,All hours
European Airspace,5.6141,79.8543,-0.0304,All hours
European Airspace,6.7369,78.783,0.1893,All hours
European Airspace,7.8597,77.8892,0.4255,All hours
European Airspace,8.9825,76.9127,0.7844,All hours
European Airspace,10.1053,76.0211,1.0764,All hours
European Airspace,11.2282,75.092,1.7966,All hours
European Airspace,12.351,74.2419,2.1424,All hours
European Airspace,13.4738,73.4093,3.0854,All hours
European Airspace,14.5966,72.49,3.6871,All hours
European Airspace,15.7194,71.7817,4.2857,All hours
European Airspace,16.8538,70.9037,5.3447,All hours
European Airspace,17.9766,70.1092,6.0931,All hours
European Airspace,19.0994,69.3446,6.8065,All hours
European Airspace,20.2222,68.5875,7.9606,All hours
European Airspace,21.3451,67.8815,8.7509,All hours
European Airspace,22.4679,67.1486,9.9236,All hours
European Airspace,23.5907,66.4677,11.0505,All hours
European Airspace,24.7135,65.8702,12.146,All hours
European Airspace,25.8363,65.0781,13.8576,All hours
European Airspace,26.9591,64.4214,15.1651,All hours
European Airspace,28.082,63.819,16.5075,All hours
European Airspace,29.2048,63.1366,17.9304,All hours
European Airspace,30.3276,62.5573,19.2799,All hours
European Airspace,31.4504,61.9407,20.6717,All hours
European Airspace,32.5732,61.269,22.7185,All hours
European Airspace,33.7076,60.7319,24.664,All hours
European Airspace,34.8304,60.205,26.3243,All hours
European Airspace,35.9532,59.657,27.9134,All hours
European Airspace,37.0761,59.1375,29.534,All hours
European Airspace,38.1989,58.5239,30.947,All hours
European Airspace,39.3217,57.9971,32.4907,All hours
European Airspace,40.4445,57.5034,33.9691,All hours
European Airspace,41.5673,56.954,35.6364,All hours
European Airspace,42.6901,56.3567,37.0714,All hours
European Airspace,43.8129,55.7501,38.5262,All hours
European Airspace,44.9358,55.1726,40.3252,All hours
European Airspace,46.0586,54.6245,42.0061,All hours
European Airspace,47.1814,54.0296,44.4445,All hours
European Airspace,48.3042,53.395,46.3778,All hours
European Airspace,49.427,52.8344,48.2315,All hours
European Airspace,50.5614,52.2977,49.4674,All hours
European Airspace,51.6842,51.55,51.1839,All hours
European Airspace,52.807,50.8053,52.8851,All hours
European Airspace,53.9299,49.9755,54.6373,All hours
European Airspace,55.0527,49.0464,56.9011,All hours
European Airspace,56.1755,48.1437,58.5638,All hours
European Airspace,57.2983,47.1656,60.2278,All hours
European Airspace,58.4211,46.0276,62.2789,All hours
European Airspace,59.5439,44.8705,64.1252,All hours
European Airspace,60.6667,43.5533,66.1339,All hours
European Airspace,61.7896,42.3614,67.9808,All hours
European Airspace,62.9124,41.3882,69.6892,All hours
European Airspace,64.0352,40.2237,71.1295,All hours
European Airspace,65.158,38.9712,72.4257,All hours
European Airspace,66.2808,37.8744,73.5438,All hours
European Airspace,67.4152,36.5066,74.9245,All hours
European Airspace,68.538,34.6605,76.3942,All hours
European Airspace,69.6608,33.0522,77.6477,All hours
European Airspace,70.7837,31.5571,78.7417,All hours
European Airspace,71.9065,29.9499,79.7836,All hours
European Airspace,73.0293,28.6478,80.7869,All hours
European Airspace,74.1521,27.3993,81.6008,All hours
European Airspace,75.2749,26.3358,82.4871,All hours
European Airspace,76.3977,25.4076,83.2922,All hours
European Airspace,77.5205,24.2738,84.3222,All hours
European Airspace,78.6434,23.254,85.1778,All hours
European Airspace,79.7662,22.4848,86.0341,All hours
European Airspace,80.889,21.794,86.8493,All hours
European Airspace,82.0118,21.0663,87.7096,All hours
European Airspace,83.1346,20.3408,88.6166,All hours
European Airspace,84.269,19.6921,89.6203,All hours
European Airspace,85.3918,18.859,90.4717,All hours
European Airspace,86.5146,18.194,91.2798,All hours
European Airspace,87.6375,17.6681,91.917,All hours
European Airspace,88.7603,17.0693,92.6671,All hours
European Airspace,89.8831,16.3009,93.4062,All hours
European Airspace,91.0059,15.5612,94.2077,All hours
European Airspace,92.1287,14.7528,95.0865,All hours
European Airspace,93.2515,13.9869,95.8899,All hours
European Airspace,94.3743,13.2951,96.6322,All hours
European Airspace,95.4972,12.6602,97.3481,All hours
European Airspace,96.62,11.5603,98.0099,All hours
European Airspace,97.7428,10.693,98.676,All hours
European Airspace,98.8656,10.0938,99.3706,All hours
European Airspace,100.0,1.4471,100.0,All hours
European Airspace,0.0,100.0,0.0136,Winter (Oct–Mar)
European Airspace,2.269,74.2931,0.573,Winter (Oct–Mar)
European Airspace,4.5381,69.9213,2.367,Winter (Oct–Mar)
European Airspace,6.8071,67.0204,5.1989,Winter (Oct–Mar)
European Airspace,9.0762,65.0781,7.2945,Winter (Oct–Mar)
European Airspace,11.3452,63.6676,9.5399,Winter (Oct–Mar)
European Airspace,13.6143,62.4603,11.1517,Winter (Oct–Mar)
European Airspace,15.9065,61.2793,13.5417,Winter (Oct–Mar)
European Airspace,18.1755,60.3225,15.8144,Winter (Oct–Mar)
European Airspace,20.4445,59.4137,18.2428,Winter (Oct–Mar)
European Airspace,22.7136,58.377,20.3312,Winter (Oct–Mar)
European Airspace,24.9826,57.5034,22.2322,Winter (Oct–Mar)
European Airspace,27.2517,56.6649,24.2238,Winter (Oct–Mar)
European Airspace,29.5439,55.7403,26.0859,Winter (Oct–Mar)
European Airspace,31.8129,54.9395,28.3243,Winter (Oct–Mar)
European Airspace,34.082,54.0926,30.6126,Winter (Oct–Mar)
European Airspace,36.351,53.2931,32.8543,Winter (Oct–Mar)
European Airspace,38.6201,52.512,34.567,Winter (Oct–Mar)
European Airspace,40.8891,51.4831,36.0939,Winter (Oct–Mar)
European Airspace,43.1813,50.3417,38.0834,Winter (Oct–Mar)
European Airspace,45.4503,49.2503,40.4633,Winter (Oct–Mar)
European Airspace,47.7194,48.023,42.3551,Winter (Oct–Mar)
European Airspace,49.9884,46.7835,44.2026,Winter (Oct–Mar)
European Airspace,52.2575,45.0352,46.4206,Winter (Oct–Mar)
European Airspace,54.5265,43.244,48.6474,Winter (Oct–Mar)
European Airspace,56.7956,41.5941,50.8509,Winter (Oct–Mar)
European Airspace,59.0878,39.9189,52.4206,Winter (Oct–Mar)
European Airspace,61.3568,38.1845,53.919,Winter (Oct–Mar)
European Airspace,63.6258,35.5702,55.86,Winter (Oct–Mar)
European Airspace,65.8949,32.2431,57.6487,Winter (Oct–Mar)
European Airspace,68.1639,27.8093,59.2307,Winter (Oct–Mar)
European Airspace,70.433,25.8931,60.1209,Winter (Oct–Mar)
European Airspace,72.7252,24.2922,61.2524,Winter (Oct–Mar)
European Airspace,74.9942,22.0161,62.5664,Winter (Oct–Mar)
European Airspace,77.2633,20.8049,63.5777,Winter (Oct–Mar)
European Airspace,79.5323,19.6272,64.6658,Winter (Oct–Mar)
European Airspace,81.8013,18.2016,65.7974,Winter (Oct–Mar)
European Airspace,84.0704,16.8483,66.7615,Winter (Oct–Mar)
European Airspace,86.3626,15.4321,67.774,Winter (Oct–Mar)
European Airspace,88.6316,14.2978,68.7983,Winter (Oct–Mar)
European Airspace,90.9007,13.2951,69.6224,Winter (Oct–Mar)
European Airspace,93.1697,12.1213,70.4482,Winter (Oct–Mar)
European Airspace,95.4388,10.7846,71.1874,Winter (Oct–Mar)
European Airspace,97.7078,10.1212,71.9258,Winter (Oct–Mar)
European Airspace,100.0,1.4471,72.5671,Winter (Oct–Mar)
European Airspace,0.0,75.2457,0.0538,Night (20h–04h)
European Airspace,3.1182,57.976,2.0727,Night (20h–04h)
European Airspace,6.2365,53.9969,4.239,Night (20h–04h)
European Airspace,9.3547,50.5577,6.2792,Night (20h–04h)
European Airspace,12.473,46.4435,9.1594,Night (20h–04h)
European Airspace,15.6221,43.9968,11.4874,Night (20h–04h)
European Airspace,18.7404,42.1133,13.8969,Night (20h–04h)
European Airspace,21.8586,40.2856,16.0972,Night (20h–04h)
European Airspace,24.9768,37.7807,18.3405,Night (20h–04h)
European Airspace,28.0951,34.9384,20.604,Night (20h–04h)
European Airspace,31.2442,32.3303,22.2913,Night (20h–04h)
European Airspace,34.3625,30.2618,23.6389,Night (20h–04h)
European Airspace,37.4807,28.5517,24.841,Night (20h–04h)
European Airspace,40.599,26.9071,25.8342,Night (20h–04h)
European Airspace,43.7481,25.1256,26.8764,Night (20h–04h)
European Airspace,46.8663,23.5629,27.8175,Night (20h–04h)
European Airspace,49.9846,22.6295,28.5866,Night (20h–04h)
European Airspace,53.1028,21.6005,29.5914,Night (20h–04h)
European Airspace,56.2211,20.5651,30.5533,Night (20h–04h)
European Airspace,59.3702,19.5364,31.4614,Night (20h–04h)
European Airspace,62.4884,18.598,32.3655,Night (20h–04h)
European Airspace,65.6067,17.9583,33.1002,Night (20h–04h)
European Airspace,68.7249,17.3202,33.8428,Night (20h–04h)
European Airspace,71.874,16.5637,34.6339,Night (20h–04h)
European Airspace,74.9923,15.7836,35.4253,Night (20h–04h)
European Airspace,78.1105,14.9436,36.2657,Night (20h–04h)
European Airspace,81.2288,14.199,37.1536,Night (20h–04h)
European Airspace,84.347,13.4577,37.902,Night (20h–04h)
European Airspace,87.4961,12.7701,38.7098,Night (20h–04h)
European Airspace,90.6144,11.7114,39.4005,Night (20h–04h)
European Airspace,93.7326,10.7454,40.1254,Night (20h–04h)
European Airspace,96.8509,10.1213,40.8348,Night (20h–04h)
European Airspace,100.0,1.4471,41.4934,Night (20h–04h)
European Airspace,0.0,63.9683,0.022,Winter & Night
European Airspace,6.609,45.3635,3.2964,Winter & Night
European Airspace,13.2798,41.7232,6.4293,Winter & Night
European Airspace,19.9506,38.3068,9.1079,Winter & Night
European Airspace,26.6214,33.6348,11.9429,Winter & Night
European Airspace,33.2922,27.5969,13.9911,Winter & Night
European Airspace,39.9629,22.6295,15.5853,Winter & Night
European Airspace,46.6337,19.7816,17.0408,Winter & Night
European Airspace,53.3045,17.8751,18.2488,Winter & Night
European Airspace,59.9753,16.2521,19.3734,Winter & Night
European Airspace,66.6461,14.8997,20.4592,Winter & Night
European Airspace,73.3169,13.7,21.4458,Winter & Night
European Airspace,79.9876,12.5957,22.4146,Winter & Night
European Airspace,86.6584,10.9812,23.2382,Winter & Night
European Airspace,93.3292,10.1991,24.0524,Winter & Night
European Airspace,100.0,1.4471,24.7687,Winter & Night
North Atlantic,0.0,100.0,0.0001,All hours
North Atlantic,1.1228,78.669,0.507,All hours
North Atlantic,2.2456,71.1147,1.2872,All hours
North Atlantic,3.3684,66.1593,2.7418,All hours
North Atlantic,4.4913,63.347,4.0833,All hours
North Atlantic,5.6141,61.2304,5.1284,All hours
North Atlantic,6.7369,59.1753,5.8905,All hours
North Atlantic,7.8597,57.4375,6.6267,All hours
North Atlantic,8.9825,55.9403,7.2152,All hours
North Atlantic,10.1053,54.6689,7.9672,All hours
North Atlantic,11.2282,53.479,8.6932,All hours
North Atlantic,12.351,52.3118,9.8677,All hours
North Atlantic,13.4738,51.5337,11.117,All hours
North Atlantic,14.5966,50.7619,11.9591,All hours
North Atlantic,15.7194,49.9627,13.0075,All hours
North Atlantic,16.8538,49.3111,14.1854,All hours
North Atlantic,17.9766,48.5854,15.3227,All hours
North Atlantic,19.0994,47.8536,16.746,All hours
North Atlantic,20.2222,47.188,17.9438,All hours
North Atlantic,21.3451,46.5434,18.9086,All hours
North Atlantic,22.4679,46.039,20.0598,All hours
North Atlantic,23.5907,45.3795,21.5315,All hours
North Atlantic,24.7135,44.7844,23.1437,All hours
North Atlantic,25.8363,44.2521,24.5106,All hours
North Atlantic,26.9591,43.7326,25.7511,All hours
North Atlantic,28.082,43.3421,27.1703,All hours
North Atlantic,29.2048,42.7917,28.7231,All hours
North Atlantic,30.3276,42.3514,30.2753,All hours
North Atlantic,31.4504,41.9712,31.4953,All hours
North Atlantic,32.5732,41.5591,32.874,All hours
North Atlantic,33.7076,41.162,34.0564,All hours
North Atlantic,34.8304,40.8308,35.2792,All hours
North Atlantic,35.9532,40.4102,36.613,All hours
North Atlantic,37.0761,39.9688,38.0821,All hours
North Atlantic,38.1989,39.5397,39.7844,All hours
North Atlantic,39.3217,39.1117,41.3289,All hours
North Atlantic,40.4445,38.7856,42.465,All hours
North Atlantic,41.5673,38.407,43.8952,All hours
North Atlantic,42.6901,38.0498,45.2549,All hours
North Atlantic,43.8129,37.6537,46.7199,All hours
North Atlantic,44.9358,37.2607,48.1264,All hours
North Atlantic,46.0586,36.8904,49.1999,All hours
North Atlantic,47.1814,36.5671,50.6216,All hours
North Atlantic,48.3042,36.2367,52.0274,All hours
North Atlantic,49.427,35.9225,53.0492,All hours
North Atlantic,50.5614,35.5935,54.2611,All hours
North Atlantic,51.6842,35.2325,55.3875,All hours
North Atlantic,52.807,34.9012,56.5844,All hours
North Atlantic,53.9299,34.5703,57.633,All hours
North Atlantic,55.0527,34.1394,58.5982,All hours
North Atlantic,56.1755,33.7997,59.6199,All hours
North Atlantic,57.2983,33.4761,60.8305,All hours
North Atlantic,58.4211,33.0481,62.1675,All hours
North Atlantic,59.5439,32.7287,63.0033,All hours
North Atlantic,60.6667,32.3396,64.2165,All hours
North Atlantic,61.7896,31.9991,65.1633,All hours
North Atlantic,62.9124,31.6483,66.3135,All hours
North Atlantic,64.0352,31.296,67.4746,All hours
North Atlantic,65.158,30.9281,68.7083,All hours
North Atlantic,66.2808,30.566,69.9236,All hours
North Atlantic,67.4152,30.157,70.8314,All hours
North Atlantic,68.538,29.8603,71.6107,All hours
North Atlantic,69.6608,29.4926,72.5496,All hours
North Atlantic,70.7837,29.0304,73.7526,All hours
North Atlantic,71.9065,28.6192,74.6085,All hours
North Atlantic,73.0293,28.1936,75.3026,All hours
North Atlantic,74.1521,27.8439,76.3162,All hours
North Atlantic,75.2749,27.4373,77.2082,All hours
North Atlantic,76.3977,27.0717,78.2506,All hours
North Atlantic,77.5205,26.6287,79.1527,All hours
North Atlantic,78.6434,26.2139,80.2134,All hours
North Atlantic,79.7662,25.7629,81.1314,All hours
North Atlantic,80.889,25.3089,82.1294,All hours
North Atlantic,82.0118,24.91,83.2104,All hours
North Atlantic,83.1346,24.5065,84.2243,All hours
North Atlantic,84.269,24.0934,85.2245,All hours
North Atlantic,85.3918,23.6415,86.3477,All hours
North Atlantic,86.5146,23.1786,87.2923,All hours
North Atlantic,87.6375,22.6647,88.2548,All hours
North Atlantic,88.7603,22.1775,89.415,All hours
North Atlantic,89.8831,21.553,90.3973,All hours
North Atlantic,91.0059,20.9319,91.5183,All hours
North Atlantic,92.1287,20.3186,92.8239,All hours
North Atlantic,93.2515,19.5257,94.0095,All hours
North Atlantic,94.3743,18.5866,95.0792,All hours
North Atlantic,95.4972,17.6004,96.2827,All hours
North Atlantic,96.62,16.7389,97.3083,All hours
North Atlantic,97.7428,15.6795,98.3376,All hours
North Atlantic,98.8656,14.4159,99.2588,All hours
North Atlantic,100.0,1.6365,100.0,All hours
North Atlantic,0.0,87.1983,0.0001,Winter (Oct–Mar)
North Atlantic,2.269,49.7167,1.4078,Winter (Oct–Mar)
North Atlantic,4.5381,46.9152,3.0309,Winter (Oct–Mar)
North Atlantic,6.8071,45.1594,5.0983,Winter (Oct–Mar)
North Atlantic,9.0762,43.7846,7.0891,Winter (Oct–Mar)
North Atlantic,11.3452,42.7928,9.1293,Winter (Oct–Mar)
North Atlantic,13.6143,41.9972,10.7504,Winter (Oct–Mar)
North Atlantic,15.9065,41.2502,12.3789,Winter (Oct–Mar)
North Atlantic,18.1755,40.5686,14.2239,Winter (Oct–Mar)
North Atlantic,20.4445,39.865,15.9496,Winter (Oct–Mar)
North Atlantic,22.7136,39.0935,18.0883,Winter (Oct–Mar)
North Atlantic,24.9826,38.4141,19.6689,Winter (Oct–Mar)
North Atlantic,27.2517,37.8143,21.5902,Winter (Oct–Mar)
North Atlantic,29.5439,37.1992,23.3832,Winter (Oct–Mar)
North Atlantic,31.8129,36.6095,24.9544,Winter (Oct–Mar)
North Atlantic,34.082,36.1601,26.5411,Winter (Oct–Mar)
North Atlantic,36.351,35.5925,27.9057,Winter (Oct–Mar)
North Atlantic,38.6201,35.0655,29.1994,Winter (Oct–Mar)
North Atlantic,40.8891,34.4138,30.3441,Winter (Oct–Mar)
North Atlantic,43.1813,33.7874,31.7799,Winter (Oct–Mar)
North Atlantic,45.4503,33.2388,33.301,Winter (Oct–Mar)
North Atlantic,47.7194,32.6881,34.3161,Winter (Oct–Mar)
North Atlantic,49.9884,31.9861,35.6065,Winter (Oct–Mar)
North Atlantic,52.2575,31.441,37.0313,Winter (Oct–Mar)
North Atlantic,54.5265,30.8063,38.3885,Winter (Oct–Mar)
North Atlantic,56.7956,30.1137,39.5298,Winter (Oct–Mar)
North Atlantic,59.0878,29.521,40.4841,Winter (Oct–Mar)
North Atlantic,61.3568,28.8069,41.6314,Winter (Oct–Mar)
North Atlantic,63.6258,28.0815,42.4998,Winter (Oct–Mar)
North Atlantic,65.8949,27.4097,43.3249,Winter (Oct–Mar)
North Atlantic,68.1639,26.6559,44.3758,Winter (Oct–Mar)
North Atlantic,70.433,25.9547,45.2416,Winter (Oct–Mar)
North Atlantic,72.7252,25.2047,46.2978,Winter (Oct–Mar)
North Atlantic,74.9942,24.5364,47.5145,Winter (Oct–Mar)
North Atlantic,77.2633,23.8705,48.4624,Winter (Oct–Mar)
North Atlantic,79.5323,23.0147,49.3474,Winter (Oct–Mar)
North Atlantic,81.8013,22.2098,50.4755,Winter (Oct–Mar)
North Atlantic,84.0704,21.123,51.3962,Winter (Oct–Mar)
North Atlantic,86.3626,20.0636,52.7408,Winter (Oct–Mar)
North Atlantic,88.6316,18.8639,53.8681,Winter (Oct–Mar)
North Atlantic,90.9007,17.8334,54.9876,Winter (Oct–Mar)
North Atlantic,93.1697,16.8071,56.0481,Winter (Oct–Mar)
North Atlantic,95.4388,15.7236,57.0429,Winter (Oct–Mar)
North Atlantic,97.7078,14.4323,57.9768,Winter (Oct–Mar)
North Atlantic,100.0,1.6365,58.7362,Winter (Oct–Mar)
North Atlantic,0.0,89.1378,0.0651,Night (20h–04h)
North Atlantic,3.1182,53.3858,3.9119,Night (20h–04h)
North Atlantic,6.2365,48.8873,6.4266,Night (20h–04h)
North Atlantic,9.3547,45.4317,9.3891,Night (20h–04h)
North Atlantic,12.473,42.704,11.93,Night (20h–04h)
North Atlantic,15.6221,40.3216,14.2724,Night (20h–04h)
North Atlantic,18.7404,38.0759,16.8943,Night (20h–04h)
North Atlantic,21.8586,36.4672,19.1766,Night (20h–04h)
North Atlantic,24.9768,34.9488,21.1991,Night (20h–04h)
North Atlantic,28.0951,33.3664,23.2683,Night (20h–04h)
North Atlantic,31.2442,32.0292,25.0642,Night (20h–04h)
North Atlantic,34.3625,31.0443,26.7016,Night (20h–04h)
North Atlantic,37.4807,30.0253,28.5047,Night (20h–04h)
North Atlantic,40.599,29.0737,30.1277,Night (20h–04h)
North Atlantic,43.7481,28.1055,31.6035,Night (20h–04h)
North Atlantic,46.8663,27.2513,33.1031,Night (20h–04h)
North Atlantic,49.9846,26.521,34.6393,Night (20h–04h)
North Atlantic,53.1028,25.7569,36.1018,Night (20h–04h)
North Atlantic,56.2211,25.0765,37.459,Night (20h–04h)
North Atlantic,59.3702,24.4836,38.9291,Night (20h–04h)
North Atlantic,62.4884,23.9372,40.1471,Night (20h–04h)
North Atlantic,65.6067,23.2837,41.5008,Night (20h–04h)
North Atlantic,68.7249,22.5908,42.6917,Night (20h–04h)
North Atlantic,71.874,21.9844,43.9836,Night (20h–04h)
North Atlantic,74.9923,21.2769,45.2011,Night (20h–04h)
North Atlantic,78.1105,20.5454,46.444,Night (20h–04h)
North Atlantic,81.2288,19.7667,47.9009,Night (20h–04h)
North Atlantic,84.347,18.7898,49.0754,Night (20h–04h)
North Atlantic,87.4961,17.8584,50.2937,Night (20h–04h)
North Atlantic,90.6144,16.8728,51.3679,Night (20h–04h)
North Atlantic,93.7326,15.7567,52.4476,Night (20h–04h)
North Atlantic,96.8509,14.5184,53.449,Night (20h–04h)
North Atlantic,100.0,1.6365,54.2187,Night (20h–04h)
North Atlantic,0.0,59.3615,0.0647,Winter & Night
North Atlantic,6.609,39.815,3.001,Winter & Night
North Atlantic,13.2798,35.2005,6.0289,Winter & Night
North Atlantic,19.9506,31.3512,8.4212,Winter & Night
North Atlantic,26.6214,28.8823,10.5938,Winter & Night
North Atlantic,33.2922,26.6034,12.3428,Winter & Night
North Atlantic,39.9629,24.871,14.2244,Winter & Night
North Atlantic,46.6337,23.6252,15.771,Winter & Night
North Atlantic,53.3045,22.2784,17.317,Winter & Night
North Atlantic,59.9753,20.8767,18.5187,Winter & Night
North Atlantic,66.6461,19.4992,20.0249,Winter & Night
North Atlantic,73.3169,18.3092,21.2606,Winter & Night
North Atlantic,79.9876,17.0727,22.4955,Winter & Night
North Atlantic,86.6584,15.8845,23.6375,Winter & Night
North Atlantic,93.3292,14.6488,24.6979,Winter & Night
North Atlantic,100.0,1.6365,25.5415,Winter & Night
Continental Europe,0.0,100.0,0.0178,All hours
Continental Europe,1.1228,86.4906,-0.281,All hours
Continental Europe,2.2456,84.1599,-0.4281,All hours
Continental Europe,3.3684,82.6556,-0.4037,All hours
Continental Europe,4.4913,81.3821,-0.4073,All hours
Continental Europe,5.6141,80.317,-0.3039,All hours
Continental Europe,6.7369,79.4405,-0.0562,All hours
Continental Europe,7.8597,78.4592,0.4313,All hours
Continental Europe,8.9825,77.526,0.7418,All hours
Continental Europe,10.1053,76.9165,1.3185,All hours
Continental Europe,11.2282,76.1262,2.0387,All hours
Continental Europe,12.351,75.4581,2.8251,All hours
Continental Europe,13.4738,74.6308,3.4415,All hours
Continental Europe,14.5966,73.8737,4.301,All hours
Continental Europe,15.7194,73.1578,4.9843,All hours
Continental Europe,16.8538,72.4224,5.8516,All hours
Continental Europe,17.9766,71.6396,6.7725,All hours
Continental Europe,19.0994,70.9427,7.9423,All hours
Continental Europe,20.2222,70.2505,8.7306,All hours
Continental Europe,21.3451,69.6712,9.6704,All hours
Continental Europe,22.4679,68.9626,10.571,All hours
Continental Europe,23.5907,68.2658,11.1264,All hours
Continental Europe,24.7135,67.5952,12.0877,All hours
Continental Europe,25.8363,66.8832,13.2532,All hours
Continental Europe,26.9591,66.2697,14.2349,All hours
Continental Europe,28.082,65.656,15.2418,All hours
Continental Europe,29.2048,65.0397,17.0472,All hours
Continental Europe,30.3276,64.278,18.7373,All hours
Continental Europe,31.4504,63.5797,20.4034,All hours
Continental Europe,32.5732,63.0842,22.4029,All hours
Continental Europe,33.7076,62.6007,24.389,All hours
Continental Europe,34.8304,61.9355,26.0497,All hours
Continental Europe,35.9532,61.3097,27.9926,All hours
Continental Europe,37.0761,60.8092,29.3558,All hours
Continental Europe,38.1989,60.1577,30.8792,All hours
Continental Europe,39.3217,59.5352,32.1522,All hours
Continental Europe,40.4445,58.9487,33.8809,All hours
Continental Europe,41.5673,58.4109,35.3644,All hours
Continental Europe,42.6901,57.9095,37.4288,All hours
Continental Europe,43.8129,57.362,39.4686,All hours
Continental Europe,44.9358,56.8039,41.6379,All hours
Continental Europe,46.0586,56.2912,43.7497,All hours
Continental Europe,47.1814,55.6452,45.6043,All hours
Continental Europe,48.3042,54.9134,47.467,All hours
Continental Europe,49.427,54.3296,49.4573,All hours
Continental Europe,50.5614,53.7564,51.1349,All hours
Continental Europe,51.6842,53.1217,53.574,All hours
Continental Europe,52.807,52.3999,55.737,All hours
Continental Europe,53.9299,51.7123,58.3805,All hours
Continental Europe,55.0527,50.9106,60.1652,All hours
Continental Europe,56.1755,50.0331,61.6546,All hours
Continental Europe,57.2983,49.1085,63.605,All hours
Continental Europe,58.4211,48.0777,65.7376,All hours
Continental Europe,59.5439,47.0204,67.9598,All hours
Continental Europe,60.6667,45.9393,70.4506,All hours
Continental Europe,61.7896,44.4561,72.5292,All hours
Continental Europe,62.9124,42.8881,74.0919,All hours
Continental Europe,64.0352,41.5276,76.3397,All hours
Continental Europe,65.158,39.9879,78.184,All hours
Continental Europe,66.2808,37.8512,79.6004,All hours
Continental Europe,67.4152,35.6054,81.4097,All hours
Continental Europe,68.538,33.1715,82.9318,All hours
Continental Europe,69.6608,31.2825,83.7159,All hours
Continental Europe,70.7837,29.041,84.6144,All hours
Continental Europe,71.9065,26.5636,85.1646,All hours
Continental Europe,73.0293,24.1872,86.4219,All hours
Continental Europe,74.1521,22.1631,87.635,All hours
Continental Europe,75.2749,21.0614,88.5244,All hours
Continental Europe,76.3977,19.7354,89.2793,All hours
Continental Europe,77.5205,18.418,90.031,All hours
Continental Europe,78.6434,17.2373,90.7308,All hours
Continental Europe,79.7662,15.8559,91.4393,All hours
Continental Europe,80.889,14.895,92.0523,All hours
Continental Europe,82.0118,13.9544,92.7107,All hours
Continental Europe,83.1346,12.995,93.1665,All hours
Continental Europe,84.269,12.2483,93.6945,All hours
Continental Europe,85.3918,11.3942,94.2886,All hours
Continental Europe,86.5146,10.7911,94.9212,All hours
Continental Europe,87.6375,10.2198,95.5414,All hours
Continental Europe,88.7603,9.6558,96.0816,All hours
Continental Europe,89.8831,9.0786,96.6425,All hours
Continental Europe,91.0059,8.4791,97.0309,All hours
Continental Europe,92.1287,7.8168,97.4382,All hours
Continental Europe,93.2515,6.7254,97.8722,All hours
Continental Europe,94.3743,5.9079,98.3093,All hours
Continental Europe,95.4972,5.4203,98.6731,All hours
Continental Europe,96.62,5.0013,99.0167,All hours
Continental Europe,97.7428,4.5079,99.3898,All hours
Continental Europe,98.8656,3.7358,99.7486,All hours
Continental Europe,100.0,0.8846,100.0,All hours
Continental Europe,0.0,100.0,0.0178,Winter (Oct–Mar)
Continental Europe,2.269,76.1262,0.6184,Winter (Oct–Mar)
Continental Europe,4.5381,71.8305,2.8991,Winter (Oct–Mar)
Continental Europe,6.8071,69.0858,5.4687,Winter (Oct–Mar)
Continental Europe,9.0762,67.0987,7.2055,Winter (Oct–Mar)
Continental Europe,11.3452,65.3131,8.792,Winter (Oct–Mar)
Continental Europe,13.6143,63.5595,10.6512,Winter (Oct–Mar)
Continental Europe,15.9065,62.623,13.2168,Winter (Oct–Mar)
Continental Europe,18.1755,61.4464,15.662,Winter (Oct–Mar)
Continental Europe,20.4445,60.4948,17.5978,Winter (Oct–Mar)
Continental Europe,22.7136,59.1452,19.8395,Winter (Oct–Mar)
Continental Europe,24.9826,58.2545,21.7084,Winter (Oct–Mar)
Continental Europe,27.2517,57.3982,24.0271,Winter (Oct–Mar)
Continental Europe,29.5439,56.5615,26.3759,Winter (Oct–Mar)
Continental Europe,31.8129,55.8041,28.4829,Winter (Oct–Mar)
Continental Europe,34.082,54.9134,30.6539,Winter (Oct–Mar)
Continental Europe,36.351,54.1758,32.9632,Winter (Oct–Mar)
Continental Europe,38.6201,53.3938,35.0106,Winter (Oct–Mar)
Continental Europe,40.8891,52.5679,37.5574,Winter (Oct–Mar)
Continental Europe,43.1813,51.6717,40.336,Winter (Oct–Mar)
Continental Europe,45.4503,50.7132,42.1878,Winter (Oct–Mar)
Continental Europe,47.7194,49.569,44.1929,Winter (Oct–Mar)
Continental Europe,49.9884,48.446,46.3543,Winter (Oct–Mar)
Continental Europe,52.2575,47.1988,48.3394,Winter (Oct–Mar)
Continental Europe,54.5265,45.9667,51.1528,Winter (Oct–Mar)
Continental Europe,56.7956,44.2471,53.2754,Winter (Oct–Mar)
Continental Europe,59.0878,41.8821,55.1824,Winter (Oct–Mar)
Continental Europe,61.3568,39.832,57.3159,Winter (Oct–Mar)
Continental Europe,63.6258,37.4301,59.0943,Winter (Oct–Mar)
Continental Europe,65.8949,33.8865,60.7327,Winter (Oct–Mar)
Continental Europe,68.1639,24.9232,62.4134,Winter (Oct–Mar)
