Region,Hour of year,Traffic,Cumulative contrail warming,Subset
Manila FIR,34.082,53.1532,17.3689,Winter (Oct–Mar)
Manila FIR,36.351,52.6659,18.5149,Winter (Oct–Mar)
Manila FIR,38.6201,52.1791,19.7814,Winter (Oct–Mar)
Manila FIR,40.8891,51.7057,21.1716,Winter (Oct–Mar)
Manila FIR,43.1813,51.2518,22.8105,Winter (Oct–Mar)
Manila FIR,45.4503,50.7809,23.8591,Winter (Oct–Mar)
Manila FIR,47.7194,50.267,24.9847,Winter (Oct–Mar)
Manila FIR,49.9884,49.7775,26.0827,Winter (Oct–Mar)
Manila FIR,52.2575,49.2217,27.8836,Winter (Oct–Mar)
Manila FIR,54.5265,48.8308,29.3851,Winter (Oct–Mar)
Manila FIR,56.7956,48.3022,31.0064,Winter (Oct–Mar)
Manila FIR,59.0878,47.6826,32.1871,Winter (Oct–Mar)
Manila FIR,61.3568,47.1152,33.626,Winter (Oct–Mar)
Manila FIR,63.6258,46.4442,35.4355,Winter (Oct–Mar)
Manila FIR,65.8949,45.7585,36.8742,Winter (Oct–Mar)
Manila FIR,68.1639,45.2046,38.4604,Winter (Oct–Mar)
Manila FIR,70.433,44.4802,39.9699,Winter (Oct–Mar)
Manila FIR,72.7252,43.768,41.4377,Winter (Oct–Mar)
Manila FIR,74.9942,42.9942,42.6442,Winter (Oct–Mar)
Manila FIR,77.2633,42.0024,43.8783,Winter (Oct–Mar)
Manila FIR,79.5323,40.6393,44.8777,Winter (Oct–Mar)
Manila FIR,81.8013,39.2086,45.9189,Winter (Oct–Mar)
Manila FIR,84.0704,36.7424,46.3309,Winter (Oct–Mar)
Manila FIR,86.3626,34.3455,46.4532,Winter (Oct–Mar)
Manila FIR,88.6316,32.5397,46.4162,Winter (Oct–Mar)
Manila FIR,90.9007,30.9826,46.3793,Winter (Oct–Mar)
Manila FIR,93.1697,29.5331,46.3241,Winter (Oct–Mar)
Manila FIR,95.4388,27.9756,46.2953,Winter (Oct–Mar)
Manila FIR,97.7078,25.4767,46.286,Winter (Oct–Mar)
Manila FIR,100.0,13.5303,46.3461,Winter (Oct–Mar)
Manila FIR,0.0,100.0,0.0668,Night (20h–04h)
Manila FIR,3.1182,60.9164,1.1877,Night (20h–04h)
Manila FIR,6.2365,57.5906,1.9195,Night (20h–04h)
Manila FIR,9.3547,55.4686,1.9352,Night (20h–04h)
Manila FIR,12.473,54.0637,2.6354,Night (20h–04h)
Manila FIR,15.6221,52.8602,2.9932,Night (20h–04h)
Manila FIR,18.7404,51.7995,3.772,Night (20h–04h)
Manila FIR,21.8586,50.4523,4.5165,Night (20h–04h)
Manila FIR,24.9768,49.3946,5.2402,Night (20h–04h)
Manila FIR,28.0951,48.5007,5.7789,Night (20h–04h)
Manila FIR,31.2442,47.5361,6.4826,Night (20h–04h)
Manila FIR,34.3625,46.4962,7.2854,Night (20h–04h)
Manila FIR,37.4807,45.4383,7.6913,Night (20h–04h)
Manila FIR,40.599,44.3362,8.0666,Night (20h–04h)
Manila FIR,43.7481,43.1935,8.4515,Night (20h–04h)
Manila FIR,46.8663,42.0762,8.6203,Night (20h–04h)
Manila FIR,49.9846,40.5217,8.5288,Night (20h–04h)
Manila FIR,53.1028,39.4039,8.3649,Night (20h–04h)
Manila FIR,56.2211,38.0717,8.065,Night (20h–04h)
Manila FIR,59.3702,36.9114,7.7507,Night (20h–04h)
Manila FIR,62.4884,35.787,7.4807,Night (20h–04h)
Manila FIR,65.6067,34.7978,7.2474,Night (20h–04h)
Manila FIR,68.7249,33.7697,6.9442,Night (20h–04h)
Manila FIR,71.874,32.8656,6.6782,Night (20h–04h)
Manila FIR,74.9923,31.945,6.54,Night (20h–04h)
Manila FIR,78.1105,31.1437,6.3065,Night (20h–04h)
Manila FIR,81.2288,30.348,6.1127,Night (20h–04h)
Manila FIR,84.347,29.5278,5.9263,Night (20h–04h)
Manila FIR,87.4961,28.5498,5.7714,Night (20h–04h)
Manila FIR,90.6144,27.6929,5.5759,Night (20h–04h)
Manila FIR,93.7326,26.3284,5.4278,Night (20h–04h)
Manila FIR,96.8509,24.5638,5.2068,Night (20h–04h)
Manila FIR,100.0,13.5303,5.0337,Night (20h–04h)
Manila FIR,0.0,75.7172,0.0683,Winter & Night
Manila FIR,6.609,56.3759,0.3579,Winter & Night
Manila FIR,13.2798,53.1719,1.0935,Winter & Night
Manila FIR,19.9506,50.7969,2.0074,Winter & Night
Manila FIR,26.6214,48.883,2.8828,Winter & Night
Manila FIR,33.2922,46.7643,4.1682,Winter & Night
Manila FIR,39.9629,44.4695,4.8957,Winter & Night
Manila FIR,46.6337,42.0611,5.3593,Winter & Night
Manila FIR,53.3045,39.2688,5.5997,Winter & Night
Manila FIR,59.9753,36.1068,5.5836,Winter & Night
Manila FIR,66.6461,33.5693,5.5839,Winter & Night
Manila FIR,73.3169,31.7832,5.498,Winter & Night
Manila FIR,79.9876,30.1346,5.3361,Winter & Night
Manila FIR,86.6584,28.4011,5.2893,Winter & Night
Manila FIR,93.3292,25.9143,5.2065,Winter & Night
Manila FIR,100.0,13.5303,5.0476,Winter & Night
Cordoba FIR,0.0,100.0,-0.0228,All hours
Cordoba FIR,1.1228,70.9135,0.4432,All hours
Cordoba FIR,2.2456,66.4962,1.6061,All hours
Cordoba FIR,3.3684,63.9544,2.398,All hours
Cordoba FIR,4.4913,62.1666,3.1771,All hours
Cordoba FIR,5.6141,60.2895,5.0272,All hours
Cordoba FIR,6.7369,58.9193,7.3416,All hours
Cordoba FIR,7.8597,57.7807,8.3114,All hours
Cordoba FIR,8.9825,56.767,9.7445,All hours
Cordoba FIR,10.1053,55.8076,10.7193,All hours
Cordoba FIR,11.2282,54.938,13.2077,All hours
Cordoba FIR,12.351,54.223,15.1534,All hours
Cordoba FIR,13.4738,53.3233,16.23,All hours
Cordoba FIR,14.5966,52.562,18.4689,All hours
Cordoba FIR,15.7194,51.9705,19.5969,All hours
Cordoba FIR,16.8538,51.1593,20.922,All hours
Cordoba FIR,17.9766,50.5145,23.8232,All hours
Cordoba FIR,19.0994,49.8681,24.5682,All hours
Cordoba FIR,20.2222,49.4175,25.6727,All hours
Cordoba FIR,21.3451,48.8989,26.47,All hours
Cordoba FIR,22.4679,48.4048,27.4723,All hours
Cordoba FIR,23.5907,47.7581,29.2911,All hours
Cordoba FIR,24.7135,47.2102,30.7856,All hours
Cordoba FIR,25.8363,46.6935,32.0154,All hours
Cordoba FIR,26.9591,46.1859,33.7029,All hours
Cordoba FIR,28.082,45.7356,35.2295,All hours
Cordoba FIR,29.2048,45.2746,36.4581,All hours
Cordoba FIR,30.3276,44.8023,37.0958,All hours
Cordoba FIR,31.4504,44.3684,38.5127,All hours
Cordoba FIR,32.5732,43.9516,39.708,All hours
Cordoba FIR,33.7076,43.5587,40.7837,All hours
Cordoba FIR,34.8304,43.1388,41.122,All hours
Cordoba FIR,35.9532,42.7511,41.9892,All hours
Cordoba FIR,37.0761,42.3246,43.1029,All hours
Cordoba FIR,38.1989,41.931,43.988,All hours
Cordoba FIR,39.3217,41.4958,44.8092,All hours
Cordoba FIR,40.4445,41.0661,46.2103,All hours
Cordoba FIR,41.5673,40.6952,47.6091,All hours
Cordoba FIR,42.6901,40.2888,50.042,All hours
Cordoba FIR,43.8129,39.8611,51.5573,All hours
Cordoba FIR,44.9358,39.5231,53.2244,All hours
Cordoba FIR,46.0586,39.1531,54.1527,All hours
Cordoba FIR,47.1814,38.8329,55.4294,All hours
Cordoba FIR,48.3042,38.4781,56.1441,All hours
Cordoba FIR,49.427,38.1203,58.5708,All hours
Cordoba FIR,50.5614,37.6871,59.3383,All hours
Cordoba FIR,51.6842,37.2913,60.8241,All hours
Cordoba FIR,52.807,36.8808,62.3831,All hours
Cordoba FIR,53.9299,36.5424,64.0191,All hours
Cordoba FIR,55.0527,36.1509,65.0917,All hours
Cordoba FIR,56.1755,35.8186,65.6467,All hours
Cordoba FIR,57.2983,35.4844,66.3251,All hours
Cordoba FIR,58.4211,35.1297,67.3962,All hours
Cordoba FIR,59.5439,34.7368,68.2023,All hours
Cordoba FIR,60.6667,34.3856,70.2219,All hours
Cordoba FIR,61.7896,33.9899,71.343,All hours
Cordoba FIR,62.9124,33.6126,72.7281,All hours
Cordoba FIR,64.0352,33.2228,74.0117,All hours
Cordoba FIR,65.158,32.88,75.0738,All hours
Cordoba FIR,66.2808,32.4984,75.9521,All hours
Cordoba FIR,67.4152,32.0588,76.6531,All hours
Cordoba FIR,68.538,31.6061,77.7023,All hours
Cordoba FIR,69.6608,31.1356,78.881,All hours
Cordoba FIR,70.7837,30.7485,80.6516,All hours
Cordoba FIR,71.9065,30.3227,80.889,All hours
Cordoba FIR,73.0293,29.923,81.9755,All hours
Cordoba FIR,74.1521,29.4895,83.393,All hours
Cordoba FIR,75.2749,29.1156,83.9058,All hours
Cordoba FIR,76.3977,28.7575,84.4603,All hours
Cordoba FIR,77.5205,28.3517,84.761,All hours
Cordoba FIR,78.6434,27.8903,86.5111,All hours
Cordoba FIR,79.7662,27.4632,87.473,All hours
Cordoba FIR,80.889,27.031,88.2978,All hours
Cordoba FIR,82.0118,26.5288,89.6153,All hours
Cordoba FIR,83.1346,26.0787,90.4541,All hours
Cordoba FIR,84.269,25.6692,91.0791,All hours
Cordoba FIR,85.3918,25.0789,91.9201,All hours
Cordoba FIR,86.5146,24.5537,92.4792,All hours
Cordoba FIR,87.6375,23.9328,93.2172,All hours
Cordoba FIR,88.7603,23.2998,93.7417,All hours
Cordoba FIR,89.8831,22.626,94.4238,All hours
Cordoba FIR,91.0059,21.971,95.2788,All hours
Cordoba FIR,92.1287,21.0563,95.8202,All hours
Cordoba FIR,93.2515,20.1017,96.6607,All hours
Cordoba FIR,94.3743,19.3466,97.2372,All hours
Cordoba FIR,95.4972,18.3047,98.0986,All hours
Cordoba FIR,96.62,17.1375,98.6237,All hours
Cordoba FIR,97.7428,15.7067,99.1968,All hours
Cordoba FIR,98.8656,13.6087,99.5496,All hours
Cordoba FIR,100.0,1.518,100.0,All hours
Cordoba FIR,0.0,100.0,-0.0228,Winter (Oct–Mar)
Cordoba FIR,2.269,68.5443,-0.0738,Winter (Oct–Mar)
Cordoba FIR,4.5381,63.3838,0.5304,Winter (Oct–Mar)
Cordoba FIR,6.8071,60.4168,1.0222,Winter (Oct–Mar)
Cordoba FIR,9.0762,58.0083,1.2862,Winter (Oct–Mar)
Cordoba FIR,11.3452,56.3493,2.0464,Winter (Oct–Mar)
Cordoba FIR,13.6143,54.6234,2.5323,Winter (Oct–Mar)
Cordoba FIR,15.9065,53.0964,2.6326,Winter (Oct–Mar)
Cordoba FIR,18.1755,51.7861,3.1205,Winter (Oct–Mar)
Cordoba FIR,20.4445,50.3835,4.1371,Winter (Oct–Mar)
Cordoba FIR,22.7136,49.4142,4.314,Winter (Oct–Mar)
Cordoba FIR,24.9826,48.4122,4.6061,Winter (Oct–Mar)
Cordoba FIR,27.2517,47.1674,5.1746,Winter (Oct–Mar)
Cordoba FIR,29.5439,46.2344,5.6346,Winter (Oct–Mar)
Cordoba FIR,31.8129,45.3341,6.4537,Winter (Oct–Mar)
Cordoba FIR,34.082,44.3974,6.988,Winter (Oct–Mar)
Cordoba FIR,36.351,43.6294,7.2047,Winter (Oct–Mar)
Cordoba FIR,38.6201,42.7213,7.5358,Winter (Oct–Mar)
Cordoba FIR,40.8891,41.8606,7.9581,Winter (Oct–Mar)
Cordoba FIR,43.1813,40.9934,8.1904,Winter (Oct–Mar)
Cordoba FIR,45.4503,40.1685,8.534,Winter (Oct–Mar)
Cordoba FIR,47.7194,39.3666,9.3713,Winter (Oct–Mar)
Cordoba FIR,49.9884,38.7207,10.0546,Winter (Oct–Mar)
Cordoba FIR,52.2575,37.9794,10.6054,Winter (Oct–Mar)
Cordoba FIR,54.5265,36.9868,10.9078,Winter (Oct–Mar)
Cordoba FIR,56.7956,36.2324,11.1395,Winter (Oct–Mar)
Cordoba FIR,59.0878,35.6576,11.4399,Winter (Oct–Mar)
Cordoba FIR,61.3568,34.9611,11.9248,Winter (Oct–Mar)
Cordoba FIR,63.6258,34.0975,12.6847,Winter (Oct–Mar)
Cordoba FIR,65.8949,33.2558,13.6483,Winter (Oct–Mar)
Cordoba FIR,68.1639,32.4589,13.7344,Winter (Oct–Mar)
Cordoba FIR,70.433,31.5126,13.9918,Winter (Oct–Mar)
Cordoba FIR,72.7252,30.4852,14.3782,Winter (Oct–Mar)
Cordoba FIR,74.9942,29.7315,14.5102,Winter (Oct–Mar)
Cordoba FIR,77.2633,28.9693,14.8033,Winter (Oct–Mar)
Cordoba FIR,79.5323,28.0712,15.1035,Winter (Oct–Mar)
Cordoba FIR,81.8013,27.2388,15.3085,Winter (Oct–Mar)
Cordoba FIR,84.0704,26.0523,15.486,Winter (Oct–Mar)
Cordoba FIR,86.3626,24.8855,15.8155,Winter (Oct–Mar)
Cordoba FIR,88.6316,23.6608,16.2205,Winter (Oct–Mar)
Cordoba FIR,90.9007,22.2642,16.6879,Winter (Oct–Mar)
Cordoba FIR,93.1697,20.4628,17.1303,Winter (Oct–Mar)
Cordoba FIR,95.4388,18.3643,17.2793,Winter (Oct–Mar)
Cordoba FIR,97.7078,15.9571,17.5399,Winter (Oct–Mar)
Cordoba FIR,100.0,2.421,17.7917,Winter (Oct–Mar)
Cordoba FIR,0.0,91.1167,0.002,Night (20h–04h)
Cordoba FIR,3.1182,63.9015,2.0004,Night (20h–04h)
Cordoba FIR,6.2365,59.2772,5.6463,Night (20h–04h)
Cordoba FIR,9.3547,56.7035,7.495,Night (20h–04h)
Cordoba FIR,12.473,54.4671,10.3423,Night (20h–04h)
Cordoba FIR,15.6221,52.4144,13.5733,Night (20h–04h)
Cordoba FIR,18.7404,50.785,16.7151,Night (20h–04h)
Cordoba FIR,21.8586,49.5272,18.7871,Night (20h–04h)
Cordoba FIR,24.9768,48.1374,20.2055,Night (20h–04h)
Cordoba FIR,28.0951,46.9381,23.44,Night (20h–04h)
Cordoba FIR,31.2442,45.7478,25.6183,Night (20h–04h)
Cordoba FIR,34.3625,44.5243,26.8802,Night (20h–04h)
Cordoba FIR,37.4807,43.4351,28.6312,Night (20h–04h)
Cordoba FIR,40.599,42.4405,30.1055,Night (20h–04h)
Cordoba FIR,43.7481,41.4933,31.7675,Night (20h–04h)
Cordoba FIR,46.8663,40.495,34.7077,Night (20h–04h)
Cordoba FIR,49.9846,39.5872,37.8894,Night (20h–04h)
Cordoba FIR,53.1028,38.6771,39.6691,Night (20h–04h)
Cordoba FIR,56.2211,37.599,40.9761,Night (20h–04h)
Cordoba FIR,59.3702,36.5344,44.4944,Night (20h–04h)
Cordoba FIR,62.4884,35.6394,46.0794,Night (20h–04h)
Cordoba FIR,65.6067,34.6334,47.7773,Night (20h–04h)
Cordoba FIR,68.7249,33.5031,50.3059,Night (20h–04h)
Cordoba FIR,71.874,32.5332,51.2148,Night (20h–04h)
Cordoba FIR,74.9923,31.1384,53.0928,Night (20h–04h)
Cordoba FIR,78.1105,29.8547,54.5977,Night (20h–04h)
Cordoba FIR,81.2288,28.6275,56.1811,Night (20h–04h)
Cordoba FIR,84.347,27.2778,58.7329,Night (20h–04h)
Cordoba FIR,87.4961,25.6228,59.7355,Night (20h–04h)
Cordoba FIR,90.6144,23.8232,60.7489,Night (20h–04h)
Cordoba FIR,93.7326,21.2721,61.6276,Night (20h–04h)
Cordoba FIR,96.8509,17.7461,63.0346,Night (20h–04h)
Cordoba FIR,100.0,2.421,63.6736,Night (20h–04h)
Cordoba FIR,0.0,91.1167,0.002,Winter & Night
Cordoba FIR,6.609,60.34,1.0957,Winter & Night
Cordoba FIR,13.2798,55.0808,2.3167,Winter & Night
Cordoba FIR,19.9506,51.5186,3.8346,Winter & Night
Cordoba FIR,26.6214,48.7928,4.3541,Winter & Night
Cordoba FIR,33.2922,45.884,5.4521,Winter & Night
Cordoba FIR,39.9629,43.4789,6.0545,Winter & Night
Cordoba FIR,46.6337,41.2527,6.8005,Winter & Night
Cordoba FIR,53.3045,39.0848,8.3669,Winter & Night
Cordoba FIR,59.9753,36.5067,9.3791,Winter & Night
Cordoba FIR,66.6461,34.5348,10.4412,Winter & Night
Cordoba FIR,73.3169,31.6262,11.3826,Winter & Night
Cordoba FIR,79.9876,28.6582,11.7104,Winter & Night
Cordoba FIR,86.6584,25.2834,12.2684,Winter & Night
Cordoba FIR,93.3292,20.7537,12.902,Winter & Night
Cordoba FIR,100.0,2.421,13.3491,Winter & Night
Ezeiza FIR,0.0,100.0,0.0,All hours
Ezeiza FIR,1.1228,72.0233,2.8032,All hours
Ezeiza FIR,2.2456,69.3176,4.073,All hours
Ezeiza FIR,3.3684,67.0343,7.0582,All hours
Ezeiza FIR,4.4913,65.5298,7.302,All hours
Ezeiza FIR,5.6141,64.1042,8.5837,All hours
Ezeiza FIR,6.7369,62.973,10.04,All hours
Ezeiza FIR,7.8597,62.1682,10.7647,All hours
Ezeiza FIR,8.9825,61.2056,12.1948,All hours
Ezeiza FIR,10.1053,60.4692,13.4738,All hours
Ezeiza FIR,11.2282,59.8172,14.4423,All hours
Ezeiza FIR,12.351,59.1187,14.9853,All hours
Ezeiza FIR,13.4738,58.6062,15.7345,All hours
Ezeiza FIR,14.5966,58.0057,17.8376,All hours
Ezeiza FIR,15.7194,57.4023,19.9199,All hours
Ezeiza FIR,16.8538,56.809,20.3288,All hours
Ezeiza FIR,17.9766,56.3959,21.4727,All hours
Ezeiza FIR,19.0994,55.9555,22.6165,All hours
Ezeiza FIR,20.2222,55.4655,23.5487,All hours
Ezeiza FIR,21.3451,54.9773,24.775,All hours
Ezeiza FIR,22.4679,54.5317,24.9892,All hours
Ezeiza FIR,23.5907,54.0927,26.4818,All hours
Ezeiza FIR,24.7135,53.6372,27.3002,All hours
Ezeiza FIR,25.8363,53.2488,28.219,All hours
Ezeiza FIR,26.9591,52.8517,29.55,All hours
Ezeiza FIR,28.082,52.5305,31.0482,All hours
Ezeiza FIR,29.2048,52.0356,34.1576,All hours
Ezeiza FIR,30.3276,51.6494,34.7534,All hours
Ezeiza FIR,31.4504,51.3217,37.1155,All hours
Ezeiza FIR,32.5732,50.9108,38.5883,All hours
Ezeiza FIR,33.7076,50.5362,39.12,All hours
Ezeiza FIR,34.8304,50.1401,41.3498,All hours
Ezeiza FIR,35.9532,49.7036,42.3207,All hours
Ezeiza FIR,37.0761,49.2991,43.6157,All hours
Ezeiza FIR,38.1989,48.9229,43.5849,All hours
Ezeiza FIR,39.3217,48.5,43.7661,All hours
Ezeiza FIR,40.4445,48.1203,44.4761,All hours
Ezeiza FIR,41.5673,47.7441,45.182,All hours
Ezeiza FIR,42.6901,47.2927,45.1999,All hours
Ezeiza FIR,43.8129,46.9522,47.2318,All hours
Ezeiza FIR,44.9358,46.5108,48.6973,All hours
Ezeiza FIR,46.0586,46.0597,49.9984,All hours
Ezeiza FIR,47.1814,45.5447,49.6723,All hours
Ezeiza FIR,48.3042,45.0687,50.9445,All hours
Ezeiza FIR,49.427,44.6511,51.7983,All hours
Ezeiza FIR,50.5614,44.1948,53.6321,All hours
Ezeiza FIR,51.6842,43.7587,55.2475,All hours
Ezeiza FIR,52.807,43.2704,57.7593,All hours
Ezeiza FIR,53.9299,42.7666,60.2372,All hours
Ezeiza FIR,55.0527,42.2486,61.3832,All hours
Ezeiza FIR,56.1755,41.7342,61.7763,All hours
Ezeiza FIR,57.2983,41.2772,63.4124,All hours
Ezeiza FIR,58.4211,40.7825,65.1325,All hours
Ezeiza FIR,59.5439,40.2248,65.8734,All hours
Ezeiza FIR,60.6667,39.5927,67.9178,All hours
Ezeiza FIR,61.7896,38.8892,68.8298,All hours
Ezeiza FIR,62.9124,37.9948,69.7852,All hours
Ezeiza FIR,64.0352,37.1874,71.0726,All hours
Ezeiza FIR,65.158,36.4369,71.9903,All hours
Ezeiza FIR,66.2808,35.6564,73.6134,All hours
Ezeiza FIR,67.4152,34.8362,74.5068,All hours
Ezeiza FIR,68.538,33.9509,76.3508,All hours
Ezeiza FIR,69.6608,33.0122,78.3995,All hours
Ezeiza FIR,70.7837,32.1037,79.7195,All hours
Ezeiza FIR,71.9065,31.1488,80.9273,All hours
Ezeiza FIR,73.0293,30.0924,81.7226,All hours
Ezeiza FIR,74.1521,28.8369,83.1434,All hours
Ezeiza FIR,75.2749,27.7941,83.9008,All hours
Ezeiza FIR,76.3977,26.6466,84.9559,All hours
Ezeiza FIR,77.5205,25.4947,86.0696,All hours
Ezeiza FIR,78.6434,24.1973,88.0762,All hours
Ezeiza FIR,79.7662,22.8775,88.9083,All hours
Ezeiza FIR,80.889,21.5387,89.3102,All hours
Ezeiza FIR,82.0118,20.2976,90.123,All hours
Ezeiza FIR,83.1346,18.6752,91.6516,All hours
Ezeiza FIR,84.269,17.5217,92.76,All hours
Ezeiza FIR,85.3918,16.3359,93.7097,All hours
Ezeiza FIR,86.5146,15.1104,94.5324,All hours
Ezeiza FIR,87.6375,14.1087,94.9574,All hours
Ezeiza FIR,88.7603,13.0219,95.6295,All hours
Ezeiza FIR,89.8831,12.1256,96.3002,All hours
Ezeiza FIR,91.0059,10.9983,96.8323,All hours
Ezeiza FIR,92.1287,10.1452,97.5914,All hours
Ezeiza FIR,93.2515,9.2935,98.4858,All hours
Ezeiza FIR,94.3743,8.2985,98.9646,All hours
Ezeiza FIR,95.4972,7.3146,99.096,All hours
Ezeiza FIR,96.62,6.0817,99.4208,All hours
Ezeiza FIR,97.7428,4.8923,99.6278,All hours
Ezeiza FIR,98.8656,3.2576,99.9207,All hours
Ezeiza FIR,100.0,0.0,100.0,All hours
Ezeiza FIR,0.0,100.0,0.0,Winter (Oct–Mar)
Ezeiza FIR,2.269,68.7108,0.2853,Winter (Oct–Mar)
Ezeiza FIR,4.5381,65.5073,0.4063,Winter (Oct–Mar)
Ezeiza FIR,6.8071,63.0714,1.3196,Winter (Oct–Mar)
Ezeiza FIR,9.0762,61.4098,1.5089,Winter (Oct–Mar)
Ezeiza FIR,11.3452,60.1887,2.0562,Winter (Oct–Mar)
Ezeiza FIR,13.6143,59.0427,2.1102,Winter (Oct–Mar)
Ezeiza FIR,15.9065,57.9921,2.2849,Winter (Oct–Mar)
Ezeiza FIR,18.1755,56.7819,2.9438,Winter (Oct–Mar)
Ezeiza FIR,20.4445,55.9436,3.0928,Winter (Oct–Mar)
Ezeiza FIR,22.7136,55.1132,3.2105,Winter (Oct–Mar)
Ezeiza FIR,24.9826,54.2821,3.173,Winter (Oct–Mar)
Ezeiza FIR,27.2517,53.498,3.8373,Winter (Oct–Mar)
Ezeiza FIR,29.5439,52.7583,3.9706,Winter (Oct–Mar)
Ezeiza FIR,31.8129,51.906,4.2672,Winter (Oct–Mar)
Ezeiza FIR,34.082,51.1595,4.8977,Winter (Oct–Mar)
Ezeiza FIR,36.351,50.4081,4.7213,Winter (Oct–Mar)
Ezeiza FIR,38.6201,49.5911,4.7126,Winter (Oct–Mar)
Ezeiza FIR,40.8891,48.8871,4.6253,Winter (Oct–Mar)
Ezeiza FIR,43.1813,48.0803,4.6657,Winter (Oct–Mar)
Ezeiza FIR,45.4503,47.2588,4.4243,Winter (Oct–Mar)
Ezeiza FIR,47.7194,46.4263,4.9163,Winter (Oct–Mar)
Ezeiza FIR,49.9884,45.5263,5.1849,Winter (Oct–Mar)
Ezeiza FIR,52.2575,44.6263,5.4807,Winter (Oct–Mar)
Ezeiza FIR,54.5265,43.6852,5.8054,Winter (Oct–Mar)
Ezeiza FIR,56.7956,42.5232,6.2364,Winter (Oct–Mar)
Ezeiza FIR,59.0878,41.3695,6.0824,Winter (Oct–Mar)
Ezeiza FIR,61.3568,39.9375,6.2871,Winter (Oct–Mar)
Ezeiza FIR,63.6258,38.214,6.5322,Winter (Oct–Mar)
Ezeiza FIR,65.8949,36.3868,6.6241,Winter (Oct–Mar)
Ezeiza FIR,68.1639,34.3721,7.0132,Winter (Oct–Mar)
Ezeiza FIR,70.433,32.5902,7.1753,Winter (Oct–Mar)
Ezeiza FIR,72.7252,30.632,7.2628,Winter (Oct–Mar)
Ezeiza FIR,74.9942,28.3268,7.4773,Winter (Oct–Mar)
Ezeiza FIR,77.2633,26.1883,7.6432,Winter (Oct–Mar)
Ezeiza FIR,79.5323,23.9651,8.0027,Winter (Oct–Mar)
Ezeiza FIR,81.8013,21.6118,8.2201,Winter (Oct–Mar)
Ezeiza FIR,84.0704,18.9686,8.6854,Winter (Oct–Mar)
Ezeiza FIR,86.3626,16.455,9.0946,Winter (Oct–Mar)
Ezeiza FIR,88.6316,14.2571,9.2873,Winter (Oct–Mar)
Ezeiza FIR,90.9007,12.1035,9.5412,Winter (Oct–Mar)
Ezeiza FIR,93.1697,9.9528,9.7971,Winter (Oct–Mar)
Ezeiza FIR,95.4388,7.9862,9.9583,Winter (Oct–Mar)
Ezeiza FIR,97.7078,5.3407,10.0441,Winter (Oct–Mar)
Ezeiza FIR,100.0,0.8225,10.1083,Winter (Oct–Mar)
Ezeiza FIR,0.0,100.0,0.0,Night (20h–04h)
Ezeiza FIR,3.1182,69.1576,4.8339,Night (20h–04h)
Ezeiza FIR,6.2365,65.3672,8.9633,Night (20h–04h)
Ezeiza FIR,9.3547,62.6138,13.0017,Night (20h–04h)
Ezeiza FIR,12.473,60.6087,17.2635,Night (20h–04h)
Ezeiza FIR,15.6221,58.9943,19.9225,Night (20h–04h)
Ezeiza FIR,18.7404,57.6305,24.6811,Night (20h–04h)
Ezeiza FIR,21.8586,56.2213,27.7317,Night (20h–04h)
Ezeiza FIR,24.9768,55.0478,31.0474,Night (20h–04h)
Ezeiza FIR,28.0951,53.9342,34.1569,Night (20h–04h)
Ezeiza FIR,31.2442,53.0233,37.8407,Night (20h–04h)
Ezeiza FIR,34.3625,52.0803,43.4512,Night (20h–04h)
Ezeiza FIR,37.4807,51.1468,48.0017,Night (20h–04h)
Ezeiza FIR,40.599,50.3101,52.1394,Night (20h–04h)
Ezeiza FIR,43.7481,49.0893,55.5231,Night (20h–04h)
Ezeiza FIR,46.8663,48.1168,57.8019,Night (20h–04h)
Ezeiza FIR,49.9846,47.1558,61.5019,Night (20h–04h)
Ezeiza FIR,53.1028,46.0801,65.4856,Night (20h–04h)
Ezeiza FIR,56.2211,44.9989,68.5681,Night (20h–04h)
Ezeiza FIR,59.3702,43.9406,73.1269,Night (20h–04h)
Ezeiza FIR,62.4884,42.6734,79.4904,Night (20h–04h)
Ezeiza FIR,65.6067,41.3546,83.1222,Night (20h–04h)
Ezeiza FIR,68.7249,39.93,86.4689,Night (20h–04h)
Ezeiza FIR,71.874,38.0223,89.5524,Night (20h–04h)
Ezeiza FIR,74.9923,36.0299,92.9562,Night (20h–04h)
Ezeiza FIR,78.1105,33.832,95.9437,Night (20h–04h)
Ezeiza FIR,81.2288,31.8759,98.8388,Night (20h–04h)
Ezeiza FIR,84.347,29.7205,100.6565,Night (20h–04h)
Ezeiza FIR,87.4961,26.7826,102.5579,Night (20h–04h)
Ezeiza FIR,90.6144,24.0014,104.8153,Night (20h–04h)
Ezeiza FIR,93.7326,20.618,105.6214,Night (20h–04h)
Ezeiza FIR,96.8509,16.5731,106.8639,Night (20h–04h)
Ezeiza FIR,100.0,1.2741,108.1487,Night (20h–04h)
Ezeiza FIR,0.0,100.0,0.0,Winter & Night
Ezeiza FIR,6.609,64.9043,1.5007,Winter & Night
Ezeiza FIR,13.2798,60.8395,2.6944,Winter & Night
Ezeiza FIR,19.9506,57.9152,4.1674,Winter & Night
Ezeiza FIR,26.6214,55.1782,5.244,Winter & Night
Ezeiza FIR,33.2922,53.0286,7.0165,Winter & Night
Ezeiza FIR,39.9629,50.8907,8.7496,Winter & Night
Ezeiza FIR,46.6337,49.0026,9.6396,Winter & Night
