Flight level,Flight distance (% of global 2019 total),Contrail warming (% of global 2019 total),Warming per flight distance (% of global 2019 mean),Region
FL220,6.88538776655803e-06,0.0,0.0,Tunis FIR
FL230,7.385210604855785e-06,-2.4215744326153495e-09,-0.00032789510850552605,Tunis FIR
FL240,7.715626562653801e-06,-9.399065235800917e-09,-0.001218185608061375,Tunis FIR
FL250,7.717330312332746e-06,-1.253486278477858e-07,-0.016242485778724718,Tunis FIR
FL260,7.714091610396751e-06,-2.1120112742933916e-07,-0.02737861281614682,Tunis FIR
FL270,7.838882860800791e-06,-3.2873366458263713e-07,-0.04193628995612455,Tunis FIR
FL280,8.25502003894238e-06,-4.4638854727755426e-07,-0.05407479874933712,Tunis FIR
FL290,8.253254764969473e-06,-2.77136807782472e-07,-0.03357909281545086,Tunis FIR
FL300,1.0353522734163287e-05,-1.9127032771695543e-07,-0.01847393709638798,Tunis FIR
FL310,1.478103599089033e-05,1.4441212877789413e-06,0.09770095199476984,Tunis FIR
FL320,1.3734751744379705e-05,3.222894746483699e-06,0.23465256645810983,Tunis FIR
FL330,2.354780196079108e-05,2.830462187663178e-05,1.2020069611491202,Tunis FIR
FL340,3.2034519861550616e-05,1.172979842039047e-05,0.3661612058206355,Tunis FIR
FL350,5.676171624515788e-05,4.866143941880147e-05,0.8572933067884921,Tunis FIR
FL360,5.911458193141257e-05,2.737236928752627e-05,0.46303920950138727,Tunis FIR
FL370,6.674076321346777e-05,2.2506287685993898e-05,0.33721951326820165,Tunis FIR
FL380,5.285675142854185e-05,1.5611058377945737e-05,0.29534653485185625,Tunis FIR
FL390,4.4678231327730085e-05,7.812435330624827e-06,0.17485999553827336,Tunis FIR
FL400,3.437581898054048e-05,6.128966331017925e-07,0.01782929545471315,Tunis FIR
FL410,2.044063581019558e-05,2.8806687190342103e-07,0.014092852814281649,Tunis FIR
FL420,5.1239211680544966e-08,-4.704473809423616e-13,-9.18139380979169e-06,Tunis FIR
FL430,4.092919957123614e-06,2.2668902500559313e-07,0.055385648236547395,Tunis FIR
FL440,1.259168253661509e-08,0.0,0.0,Tunis FIR
FL450,6.040532086546145e-07,0.0,0.0,Tunis FIR
FL460,1.2216570649986748e-08,0.0,0.0,Tunis FIR
FL470,1.0241638965123251e-07,0.0,0.0,Tunis FIR
FL480,2.485110471766774e-08,0.0,0.0,Tunis FIR
FL490,5.510041059742817e-09,0.0,0.0,Tunis FIR
FL200,4.223938728113398e-05,0.0,0.0,Brussels FIR
FL210,4.716072081363249e-05,7.025019250823168e-09,0.00014895911533210673,Brussels FIR
FL220,5.725230781011802e-05,2.471144903332919e-07,0.004316236319291572,Brussels FIR
FL230,6.739225605674958e-05,8.068289058445938e-07,0.01197213082116112,Brussels FIR
FL240,6.999678450113641e-05,1.3878740828123303e-06,0.0198276834100829,Brussels FIR
FL250,4.589476749354726e-05,1.0919255445695799e-06,0.02379193978318123,Brussels FIR
FL260,4.936473767299805e-05,3.903376865759225e-06,0.07907216871314052,Brussels FIR
FL270,5.483306319501377e-05,7.533086562413871e-06,0.13738219467372179,Brussels FIR
FL280,6.049682773575645e-05,2.2939074418217555e-05,0.3791781367183901,Brussels FIR
FL290,6.17856323354862e-05,4.432855147212802e-05,0.7174572760125041,Brussels FIR
FL300,7.269107320947296e-05,7.76927215402892e-05,1.068806912733329,Brussels FIR
FL310,0.00010003741663039132,0.0001786569835829728,1.7859016116245536,Brussels FIR
FL320,9.868860218085874e-05,0.00028978102465174096,2.9363170441980966,Brussels FIR
FL330,0.00013747144735408562,0.0005984133251824731,4.353000835447219,Brussels FIR
FL340,0.00014507750756277194,0.0005208104572345172,3.589877342007503,Brussels FIR
FL350,0.0002437492321048358,0.0007634996054413592,3.1323159414630704,Brussels FIR
FL360,0.00022198078003405198,0.0007835031090625135,3.5295988641103238,Brussels FIR
FL370,0.00028239786387125517,0.0005346900458496244,1.893392671317758,Brussels FIR
FL380,0.00021491278500792305,0.0003721965229191145,1.7318491447839783,Brussels FIR
FL390,0.0001206554464364797,8.839544603277751e-05,0.7326270685949863,Brussels FIR
FL400,5.7389280870726514e-05,1.6404834686504566e-05,0.28585189494633395,Brussels FIR
FL410,3.2073579900486425e-05,6.077868727519103e-06,0.1894976721144535,Brussels FIR
FL420,8.492429668973334e-07,6.8960503733917145e-09,0.008120232539088418,Brussels FIR
FL430,1.0012535114777152e-05,4.543453791018621e-09,0.0004537765649693548,Brussels FIR
FL440,2.184353504395191e-07,5.1824346642928403e-14,2.3725256254837584e-07,Brussels FIR
FL450,3.113003070791884e-06,1.1600730548956708e-09,0.00037265400274744093,Brussels FIR
FL460,9.286599190423112e-08,0.0,0.0,Brussels FIR
FL470,2.7481879994432575e-07,0.0,0.0,Brussels FIR
FL480,2.5964696081655095e-08,-5.521148909921645e-12,-0.00021264061372251213,Brussels FIR
FL490,1.7383897544303162e-08,0.0,0.0,Brussels FIR
FL200,0.00015388536334746058,0.0,0.0,Langen FIR
FL210,0.0001667679657593641,-1.1260186180218965e-07,-0.0006752007874501942,Langen FIR
FL220,0.0001888538453258873,-9.341776778303981e-07,-0.004946564239761047,Langen FIR
FL230,0.00027583512107090394,2.127358453841325e-06,0.007712427792305982,Langen FIR
FL240,0.00023084488900567112,4.472771755384734e-06,0.019375658584647515,Langen FIR
FL250,0.00012244282708731932,2.611280273785191e-06,0.021326527130274223,Langen FIR
FL260,0.00012693991853618191,6.127305458220128e-06,0.04826933504352022,Langen FIR
FL270,0.00013780008173660207,1.5647463471215648e-05,0.11355191719787937,Langen FIR
FL280,0.00014299159631386659,5.4359870419078515e-05,0.3801612949320363,Langen FIR
FL290,0.00014388989728039285,0.00012918422906669827,0.8977991610832955,Langen FIR
FL300,0.0001720800637460046,0.0002156245760373016,1.2530479786175002,Langen FIR
FL310,0.00024221488141866083,0.0004902491704294517,2.0240258053429483,Langen FIR
FL320,0.00020858143244791922,0.000654748605371675,3.1390550812098743,Langen FIR
FL330,0.00032816466924694035,0.0014403239521230526,4.389028091988856,Langen FIR
FL340,0.00038272322681775616,0.0012926172257186471,3.377420378863395,Langen FIR
FL350,0.0007077633621843491,0.0022083581944615724,3.1201928673532664,Langen FIR
FL360,0.0006454040037131489,0.001972229343695203,3.055805870971579,Langen FIR
FL370,0.0008487277572012099,0.0016132841300076726,1.9008264031892708,Langen FIR
FL380,0.0006546129684469438,0.0010436337952410527,1.5942760769268796,Langen FIR
FL390,0.0003231651861890449,0.00020373742946590628,0.6304436188455155,Langen FIR
FL400,0.00019470232577935292,2.9043883777502278e-05,0.14917070795762533,Langen FIR
FL410,8.572747583930787e-05,1.178860429309082e-05,0.13751255566171114,Langen FIR
FL420,1.4091375736783821e-06,1.8190234554879964e-09,0.0012908771219119913,Langen FIR
FL430,3.30529414906265e-05,2.79773618376807e-08,0.0008464409089162249,Langen FIR
FL440,3.7683505162601444e-07,-3.098880774096909e-12,-8.22344089469776e-06,Langen FIR
FL450,9.104722597574095e-06,-1.761660266338654e-11,-1.934886260903807e-06,Langen FIR
FL460,1.3024293715401827e-07,0.0,0.0,Langen FIR
FL470,9.347290671559688e-07,0.0,0.0,Langen FIR
FL480,5.5067870630053797e-08,-3.1648490382658376e-12,-5.74717889407293e-05,Langen FIR
FL490,8.181230784955666e-08,0.0,0.0,Langen FIR
FL200,7.561582666450412e-05,0.0,0.0,Munchen FIR
FL210,8.070866679122706e-05,-1.3693326888176149e-08,-0.00016966364868344717,Munchen FIR
FL220,8.766589705427794e-05,-5.865365719159334e-07,-0.0066905899742608224,Munchen FIR
FL230,0.00011620908886694566,8.816971587763702e-07,0.0075871617906399305,Munchen FIR
FL240,0.00012596519703467364,2.055381965088569e-06,0.016317062279692995,Munchen FIR
FL250,8.370944534304313e-05,2.9587737910135867e-06,0.03534575792359473,Munchen FIR
FL260,9.571531920410832e-05,7.2669141502985034e-06,0.0759221638785131,Munchen FIR
FL270,0.00010253555116581471,1.2405434203813011e-05,0.12098666328668427,Munchen FIR
FL280,0.00011728417594830645,4.270009356788543e-05,0.36407378252549344,Munchen FIR
FL290,0.0001263278138614037,0.00010308653342673968,0.816024043128282,Munchen FIR
FL300,0.00016703013287045504,0.0001862999102201998,1.115367071908456,Munchen FIR
FL310,0.00024143361333131539,0.00043634075545031446,1.8072908300946944,Munchen FIR
FL320,0.00014501529756214915,0.00044520987219945774,3.070089016013323,Munchen FIR
FL330,0.00021441133571970032,0.0010309296338832448,4.808186238954166,Munchen FIR
FL340,0.00026763659348003527,0.0009548237358006483,3.567612796834805,Munchen FIR
FL350,0.0004952184611005914,0.0017598010463459705,3.553585305432526,Munchen FIR
FL360,0.0004982312963106294,0.001370289647683192,2.750308256085273,Munchen FIR
FL370,0.0005658771081807098,0.0010608689421327943,1.8747338013786756,Munchen FIR
FL380,0.0004894075052079558,0.0007281516931476622,1.4878228989117377,Munchen FIR
FL390,0.0001970425122025648,0.00013725700353403952,0.6965857367517512,Munchen FIR
FL400,0.00014381429286254102,2.6129809268216496e-05,0.1816913239158475,Munchen FIR
FL410,5.455131768637761e-05,1.3459698542329592e-05,0.24673461821236092,Munchen FIR
FL420,7.708472128623898e-07,7.6259925314224e-09,0.009893001368072377,Munchen FIR
FL430,1.965460984411709e-05,3.6591959940864926e-08,0.0018617494944483687,Munchen FIR
FL440,1.8829186441452256e-07,0.0,0.0,Munchen FIR
FL450,5.1670563040956545e-06,-9.030914696128467e-12,-1.7477871663543002e-06,Munchen FIR
FL460,5.015604148354398e-08,0.0,0.0,Munchen FIR
FL470,6.171464460600049e-07,0.0,0.0,Munchen FIR
FL480,4.40903771173009e-08,0.0,0.0,Munchen FIR
FL490,4.690609953230691e-08,0.0,0.0,Munchen FIR
FL200,6.184871314150045e-05,0.0,0.0,Bremen FIR
FL210,6.121230163796929e-05,-1.0392354704542182e-07,-0.0016977559128565627,Bremen FIR
FL220,6.603560435869387e-05,-8.088837325909599e-08,-0.0012249206173646035,Bremen FIR
FL230,9.981499526489708e-05,2.073903866853311e-06,0.020777477986643367,Bremen FIR
FL240,9.882530600695008e-05,4.49999208379997e-06,0.04553481558138054,Bremen FIR
FL250,5.263974840770559e-05,4.192747749366682e-06,0.07964984400937854,Bremen FIR
FL260,5.894417751599278e-05,8.211115769902777e-06,0.13930325463740553,Bremen FIR
FL270,6.65135461081365e-05,1.6814839361277913e-05,0.2528032309980986,Bremen FIR
FL280,8.483280112518468e-05,6.0879980599646226e-05,0.7176467096708011,Bremen FIR
FL290,8.11993803530778e-05,0.00011509037890272897,1.4173800145060658,Bremen FIR
FL300,9.460502970962801e-05,0.0001670416743244918,1.7656743498437046,Bremen FIR
FL310,0.00016210712924259223,0.0005477312013159765,3.378822411297534,Bremen FIR
FL320,0.00012609416036839642,0.0005399622135897843,4.282214275524194,Bremen FIR
FL330,0.00020557423433558445,0.0014167914504719897,6.8918726855583685,Bremen FIR
FL340,0.00024858271525574077,0.0010021733673191873,4.031548880171157,Bremen FIR
FL350,0.0004048631888679152,0.0017987299218023287,4.442809253249142,Bremen FIR
FL360,0.0004746130348353379,0.0015860926952304098,3.3418650117367474,Bremen FIR
FL370,0.0005609601118480113,0.0013144805200292118,2.343269142076473,Bremen FIR
FL380,0.0004946098228202217,0.0009360541257772425,1.8925101819449202,Bremen FIR
FL390,0.0002535113391541494,0.0002374382652425654,0.9365982051721534,Bremen FIR
FL400,0.0001428375100342607,5.2909449868758623e-05,0.3704170554083999,Bremen FIR
FL410,7.093412447265184e-05,2.500466339766938e-05,0.35250542081913977,Bremen FIR
FL420,8.679832931305595e-07,3.2873205563113904e-08,0.03787308560346819,Bremen FIR
FL430,2.1865767728371556e-05,4.7594372522758965e-08,0.0021766613966635938,Bremen FIR
FL440,2.2046149464924334e-07,1.8035204807860064e-08,0.08180659773061175,Bremen FIR
FL450,6.615549575122494e-06,1.605539759935164e-07,0.02426918189794437,Bremen FIR
FL460,1.2351941967341183e-07,0.0,0.0,Bremen FIR
FL470,7.23189811156241e-07,0.0,0.0,Bremen FIR
FL480,2.6279960843993682e-08,0.0,0.0,Bremen FIR
FL490,4.548245054023556e-08,0.0,0.0,Bremen FIR
FL200,1.0124065513513407e-05,0.0,0.0,Tallinn FIR
FL210,1.1009822885952791e-05,9.510808548038167e-09,0.0008638475520049296,Tallinn FIR
FL220,1.0563808564135707e-05,4.545621078582622e-07,0.04303013492704777,Tallinn FIR
FL230,1.1057653028945832e-05,1.3108615758705162e-06,0.11854790274564128,Tallinn FIR
FL240,1.7951434391915997e-05,3.414965288402494e-06,0.19023356094264773,Tallinn FIR
FL250,1.6887375408785715e-05,6.6997797940426515e-06,0.3967330406214022,Tallinn FIR
FL260,1.0115608815261311e-05,6.862353819513329e-06,0.678392565869112,Tallinn FIR
FL270,1.1056475127933229e-05,1.1023150401238248e-05,0.996985953813545,Tallinn FIR
FL280,1.2069348001881881e-05,1.891682230179469e-05,1.5673441762425886,Tallinn FIR
FL290,1.5072360358832557e-05,3.524904161534623e-05,2.338654383000465,Tallinn FIR
FL300,1.769213210435927e-05,5.578668512878106e-05,3.1531917577664617,Tallinn FIR
FL310,3.970733761012627e-05,0.00019474623695717337,4.904540285962378,Tallinn FIR
FL320,3.2903945426110785e-05,0.0001493965951173091,4.540385451732365,Tallinn FIR
FL330,5.395044934590177e-05,0.0005611915510922962,10.401981038086126,Tallinn FIR
FL340,7.181036503592779e-05,0.0003181133100576979,4.429907993066754,Tallinn FIR
FL350,7.68390179710425e-05,0.00043585490149704726,5.672312231544958,Tallinn FIR
FL360,0.00010818721277365288,0.0003491435743933115,3.2272166501209596,Tallinn FIR
FL370,6.524033186966644e-05,0.00015501450687911163,2.376053316049819,Tallinn FIR
FL380,8.568638392112532e-05,0.00015984085207503985,1.8654171731902471,Tallinn FIR
FL390,2.3138174263290126e-05,4.472420951775937e-05,1.9329186913730083,Tallinn FIR
FL400,4.0828745648807696e-05,3.717405311056521e-05,0.9104872687082118,Tallinn FIR
FL410,8.373845536226783e-06,6.114637704738641e-06,0.7302066509688533,Tallinn FIR
FL420,2.6594209650276127e-07,8.14838973036248e-08,0.30639713823109893,Tallinn FIR
FL430,4.206456205597626e-06,1.5592248952199764e-07,0.037067422528851736,Tallinn FIR
FL440,5.170240219173724e-08,-6.583974130086133e-14,-1.2734367942266216e-06,Tallinn FIR
FL450,8.988907715366662e-07,1.8173232870394638e-09,0.0020217398426871425,Tallinn FIR
FL460,1.0502627517890769e-08,0.0,0.0,Tallinn FIR
FL470,2.7539485072553147e-07,0.0,0.0,Tallinn FIR
FL480,5.846177495123164e-09,0.0,0.0,Tallinn FIR
FL490,4.098686347867626e-09,0.0,0.0,Tallinn FIR
FL200,1.715661308104429e-05,0.0,0.0,Helsinki FIR
FL210,1.6523508113927084e-05,4.0885433424431965e-08,0.0024743797226674325,Helsinki FIR
FL220,1.5615000424787127e-05,1.4738409701483637e-06,0.0943862267085693,Helsinki FIR
FL230,1.5416677651973963e-05,3.847987884218737e-06,0.24959903625707824,Helsinki FIR
FL240,1.6853632751563947e-05,6.5261514890468545e-06,0.38722521044854585,Helsinki FIR
FL250,1.6670678431873266e-05,1.2540921487327971e-05,0.7522742123890133,Helsinki FIR
FL260,1.5553097519785468e-05,1.5672051728920692e-05,1.0076482648542453,Helsinki FIR
FL270,1.651103603525881e-05,1.8765210019395406e-05,1.1365252900740375,Helsinki FIR
FL280,1.81681008696058e-05,3.298297553982391e-05,1.8154333122953181,Helsinki FIR
FL290,1.915530812184768e-05,5.2471392037486485e-05,2.739261185657462,Helsinki FIR
FL300,2.274136885966923e-05,7.165827606550438e-05,3.1510097966260524,Helsinki FIR
FL310,3.844141373756635e-05,0.00018060396170162878,4.698161283416484,Helsinki FIR
FL320,3.7045495867897614e-05,0.00015469320917956076,4.175762951889995,Helsinki FIR
FL330,5.080732145671255e-05,0.00047592554042290633,9.36726296087841,Helsinki FIR
FL340,4.913400369178629e-05,0.00019661408736297483,4.00158897280831,Helsinki FIR
FL350,6.35848971661851e-05,0.000309330289781714,4.864839035176077,Helsinki FIR
FL360,8.218979317878969e-05,0.00021576706826078752,2.6252294830749063,Helsinki FIR
FL370,5.834910613121469e-05,0.00015498505106478788,2.656168386131907,Helsinki FIR
FL380,7.945333561420193e-05,0.00012118543923352012,1.5252404231580021,Helsinki FIR
FL390,3.418296924064659e-05,5.236760649064591e-05,1.5319794521646226,Helsinki FIR
FL400,4.877202209024516e-05,1.996151294404581e-05,0.4092820450853993,Helsinki FIR
FL410,1.2745325410765865e-05,1.20759571166679e-05,0.9474812707777116,Helsinki FIR
FL420,2.6865046362597963e-07,8.244344934242258e-09,0.030687998162996638,Helsinki FIR
FL430,5.104158493417278e-06,1.3359387917615746e-08,0.0026173536607150927,Helsinki FIR
FL440,2.7679841887165695e-08,0.0,0.0,Helsinki FIR
FL450,1.1423351065936328e-06,1.7034187816537934e-14,1.491172574336155e-08,Helsinki FIR
FL460,2.8856989046407954e-08,0.0,0.0,Helsinki FIR
FL470,9.792980281825307e-07,3.077407579920336e-14,3.142462755318384e-08,Helsinki FIR
FL480,1.8524370045622302e-07,0.0,0.0,Helsinki FIR
FL490,1.3174727515902403e-08,0.0,0.0,Helsinki FIR
FL200,2.5703512389734053e-07,0.0,0.0,Shanwick FIR
FL210,3.7102876211444407e-07,0.0,0.0,Shanwick FIR
FL220,3.20639379393404e-07,0.0,0.0,Shanwick FIR
FL230,7.245886343397913e-07,-4.285225976445181e-08,-0.05914012135105685,Shanwick FIR
FL240,1.5823279353324457e-06,-2.977811339990882e-07,-0.1881917947283947,Shanwick FIR
FL250,1.6640199717323476e-06,5.846769936081206e-08,0.035136416842367325,Shanwick FIR
FL260,1.9356618240934328e-06,-6.109897646654881e-07,-0.31564902353315005,Shanwick FIR
FL270,3.0889707350427686e-06,-5.880546828821558e-07,-0.19037237103316676,Shanwick FIR
FL280,7.971171661489523e-06,3.978079527142224e-06,0.49905831866113204,Shanwick FIR
FL290,2.37346254749687e-05,2.5573981057622978e-05,1.0774967182268842,Shanwick FIR
FL300,9.503981821411604e-05,0.00021114851680263967,2.221684771396988,Shanwick FIR
FL310,0.00012598718171571603,0.00019946005782536756,1.583177392406789,Shanwick FIR
FL320,0.0004614076538916663,0.0013581125294370028,2.9434113586591555,Shanwick FIR
FL330,0.0005071234056720338,0.0018336446132078085,3.6157759486133063,Shanwick FIR
FL340,0.0008149613736876173,0.003301253421572147,4.050809680260441,Shanwick FIR
FL350,0.0010703949295042348,0.004717334013964221,4.407096749000022,Shanwick FIR
FL360,0.001317704131839463,0.006114418968043385,4.640206265049725,Shanwick FIR
FL370,0.001569606273111665,0.006160439681462638,3.9248312057582937,Shanwick FIR
FL380,0.0012906969481879665,0.004958802404575167,3.84195717789286,Shanwick FIR
FL390,0.0014192424299401141,0.0027600120285748374,1.9447079444287034,Shanwick FIR
FL400,0.0005781597887797369,0.000870496392653472,1.5056328882552352,Shanwick FIR
FL410,0.0004907715482348657,0.0005965223197903552,1.2154786110479268,Shanwick FIR
FL420,2.8683482978360832e-06,1.2461917272372209e-06,0.43446318153808694,Shanwick FIR
FL430,0.00010012023989873469,0.00010461800199526967,1.0449236048683481,Shanwick FIR
FL440,1.0413826138984104e-06,1.0844288253118184e-08,0.01041335634798304,Shanwick FIR
FL450,6.857009817430273e-05,1.9401375178607216e-05,0.2829422108932908,Shanwick FIR
FL460,1.3219456860772199e-06,0.0,0.0,Shanwick FIR
FL470,2.4332640034732306e-06,-4.516001111818875e-12,-1.8559437469065232e-06,Shanwick FIR
FL480,2.36996165084273e-07,0.0,0.0,Shanwick FIR
FL490,1.2065746365769486e-07,0.0,0.0,Shanwick FIR
FL200,1.9802240805494988e-05,0.0,0.0,Scottish FIR
FL210,1.8204735694492442e-05,3.0842424759956244e-09,0.0001694197887711555,Scottish FIR
FL220,1.644231707984404e-05,1.3896688029806993e-07,0.008451782046486849,Scottish FIR
FL230,1.7702175813886383e-05,2.701322156928984e-07,0.015259831250856436,Scottish FIR
FL240,1.8291279867998837e-05,5.732132794119093e-07,0.0313380629211608,Scottish FIR
FL250,1.973242913655156e-05,1.7035361036022816e-06,0.08633179887856379,Scottish FIR
FL260,1.2398268446072822e-05,2.338216157096171e-06,0.18859215440175484,Scottish FIR
FL270,1.2909110443173752e-05,2.5065098746870726e-06,0.1941659640856584,Scottish FIR
FL280,1.524785288594786e-05,5.040578914277846e-06,0.33057630815176287,Scottish FIR
FL290,1.3481771209489728e-05,1.001221469171379e-05,0.7426483164664788,Scottish FIR
FL300,3.954394170573147e-05,8.037438065747471e-05,2.032533358853938,Scottish FIR
FL310,3.1316540816291316e-05,4.532889140981914e-05,1.4474424769877008,Scottish FIR
FL320,0.0001495285599091991,0.0003525471570021426,2.3577245525284676,Scottish FIR
FL330,8.500996585105895e-05,0.00021700946686312538,2.5527532529931274,Scottish FIR
FL340,0.00020046431464417874,0.0005393378750068167,2.690443313884237,Scottish FIR
FL350,0.00015783144952978448,0.00041629855628471974,2.637614730935863,Scottish FIR
FL360,0.0002517214344297114,0.00046304638080312986,1.8395190773172998,Scottish FIR
FL370,0.00023306398720478733,0.00041372336557577013,1.7751492649623386,Scottish FIR
FL380,0.00020276966885173222,0.0002444073149847535,1.2053445486635739,Scottish FIR
FL390,0.00016182508925870293,0.00012388211569519644,0.7655309585348125,Scottish FIR
FL400,6.915923377933517e-05,3.1084823272121776e-05,0.4494674329577368,Scottish FIR
FL410,5.6165260826689973e-05,3.023621528803326e-05,0.5383437171481074,Scottish FIR
FL420,4.743604242349847e-07,1.7124557284698832e-08,0.03610030771921186,Scottish FIR
FL430,1.4434848779891416e-05,6.531175940179197e-07,0.04524589096684896,Scottish FIR
FL440,1.3003488184262632e-07,1.5043778254285273e-10,0.0011569032894182874,Scottish FIR
FL450,6.324540190531404e-06,1.5429939447052413e-07,0.024396934768717075,Scottish FIR
FL460,6.411985832979618e-08,0.0,0.0,Scottish FIR
FL470,3.0524269477064866e-07,0.0,0.0,Scottish FIR
FL480,1.29800468366834e-07,0.0,0.0,Scottish FIR
FL490,1.7538219749199767e-08,0.0,0.0,Scottish FIR
FL200,0.00024456428912408563,0.0,0.0,London FIR
FL210,0.00023232747935592084,-2.275188960972086e-08,-9.793025634675543e-05,London FIR
FL220,0.00022481445650007287,-5.501949235172562e-07,-0.0024473289310782283,London FIR
FL230,0.0002550378652121693,-8.7367875330229e-07,-0.003425682506303389,London FIR
FL240,0.00027519843191927697,7.458163344220105e-07,0.0027101038665829982,London FIR
FL250,0.000271015654942049,4.6790946505847675e-06,0.017265034566306858,London FIR
FL260,0.0002231171516223828,1.3805634594507826e-05,0.0618761690624006,London FIR
FL270,0.00024233011379200812,3.357705678971067e-05,0.13855915909208813,London FIR
FL280,0.00026210824969463806,9.881979304193758e-05,0.37701901087457124,London FIR
FL290,0.0002607170139814944,0.00016197885883080667,0.6212822721355035,London FIR
FL300,0.0003254672086194484,0.00030185450206975404,0.9274498139156518,London FIR
FL310,0.00034726722843737005,0.0003699692136151599,1.0653732437694856,London FIR
FL320,0.0004860608528509461,0.0008391904058654132,1.7265130506668405,London FIR
FL330,0.00040102642872671826,0.0009389186647575083,2.341288746825561,London FIR
FL340,0.0005714311470353392,0.0011681261338833276,2.0442115203970266,London FIR
FL350,0.0006711199386203145,0.001381567372826266,2.058599802095712,London FIR
FL360,0.0008041770504852515,0.001816590431439894,2.258943388578098,London FIR
FL370,0.0009975163092128194,0.0017079037755148778,1.7121562421998433,London FIR
FL380,0.0007619964825325398,0.001434906130613198,1.8830876040847377,London FIR
FL390,0.0004675936871210295,0.0003657231679993781,0.7821388057035856,London FIR
FL400,0.0001735949790654716,8.36235317530004e-05,0.4817163042570584,London FIR
FL410,0.0001441983390741218,5.1509463773009285e-05,0.3572126010864247,London FIR
FL420,2.0512257450248554e-06,8.102920543600247e-08,0.03950282197487757,London FIR
FL430,2.916938292151988e-05,1.3898990135004547e-06,0.0476492429490186,London FIR
FL440,6.118506898723683e-07,5.798037713466663e-10,0.0009476229755785893,London FIR
FL450,1.542286899417146e-05,3.570245708435104e-08,0.0023149037379390017,London FIR
FL460,3.6641874545325773e-07,-3.8632259327884045e-14,-1.0543199497093463e-07,London FIR
FL470,9.015842998678312e-07,-4.724937440997765e-12,-5.240705102884359e-06,London FIR
FL480,1.2512144228457582e-07,-1.376993894432119e-13,-1.1005259124973067e-06,London FIR
FL490,6.904288640962199e-08,0.0,0.0,London FIR
FL200,5.872901286209405e-05,0.0,0.0,Amsterdam FIR
FL210,5.410236492221302e-05,-1.5286759614226914e-08,-0.0002825525212475614,Amsterdam FIR
FL220,5.8359854477954696e-05,-1.6446980518719708e-07,-0.002818201084605603,Amsterdam FIR
FL230,6.361964103926758e-05,1.371780306284102e-07,0.0021562213867843205,Amsterdam FIR
FL240,7.17565097189158e-05,1.5376133717271232e-06,0.021428207388434213,Amsterdam FIR
FL250,4.868627510331694e-05,1.1775947323932887e-06,0.02418740661293804,Amsterdam FIR
FL260,4.937081227679162e-05,3.133064810085899e-06,0.06345985949189456,Amsterdam FIR
FL270,4.888997204950011e-05,7.84541587934397e-06,0.16047086039240613,Amsterdam FIR
FL280,4.90215646265546e-05,2.795543522060527e-05,0.5702681143200808,Amsterdam FIR
FL290,4.7607662732497e-05,4.0091319779623225e-05,0.8421190513991959,Amsterdam FIR
FL300,6.473206758272791e-05,9.182725434728423e-05,1.4185744064165497,Amsterdam FIR
FL310,9.144429220030036e-05,0.00020298199803733163,2.2197339292945495,Amsterdam FIR
FL320,0.00010931040869779987,0.00037647264775269776,3.444069528579808,Amsterdam FIR
FL330,0.00014348762725743136,0.0007636974024590856,5.322392021222394,Amsterdam FIR
FL340,0.00016493577438857356,0.0006692575197975719,4.057685619014723,Amsterdam FIR
FL350,0.0003061582475172959,0.0013307617705423547,4.346646812012391,Amsterdam FIR
FL360,0.00031580024231763853,0.0012156612724653173,3.849462760204533,Amsterdam FIR
FL370,0.0004882714028541422,0.001276572156065932,2.614472501571576,Amsterdam FIR
FL380,0.0003508331386542974,0.000684711558424559,1.951672983489902,Amsterdam FIR
FL390,0.00019316460966171335,0.00017601560078333198,0.9112207515216467,Amsterdam FIR
FL400,8.215891534510216e-05,3.501476436196642e-05,0.4261833814977914,Amsterdam FIR
FL410,4.893055494617364e-05,1.2279968687813147e-05,0.25096728825826325,Amsterdam FIR
FL420,6.657879735452109e-07,4.828748817268276e-08,0.07252682549304679,Amsterdam FIR
FL430,1.347696810777137e-05,8.658485516683121e-09,0.0006424653859416856,Amsterdam FIR
FL440,1.9559718414612283e-07,2.154990368254798e-11,0.0001101749177863875,Amsterdam FIR
FL450,4.045619343737578e-06,3.3911264480990575e-10,8.382218295817565e-05,Amsterdam FIR
FL460,1.0085509566255371e-07,-1.0837736856354868e-13,-1.074584956283849e-06,Amsterdam FIR
FL470,3.605462976063533e-07,-1.4958456512462745e-12,-4.148830985582462e-06,Amsterdam FIR
FL480,8.043451861266003e-08,-3.799024614674264e-11,-0.00047231271849450897,Amsterdam FIR
FL490,2.776566203278962e-08,0.0,0.0,Amsterdam FIR
FL200,1.811365660208752e-05,0.0,0.0,Shannon FIR
FL210,1.6771505706854816e-05,-1.0280729889408508e-08,-0.000612987889644672,Shannon FIR
FL220,1.5221257563799001e-05,3.4062810487905474e-08,0.002237844694837678,Shannon FIR
FL230,1.4656749555205976e-05,-6.489707226504998e-09,-0.0004427794308731911,Shannon FIR
FL240,1.4471994729681742e-05,5.401680138801437e-08,0.003732505601126782,Shannon FIR
FL250,1.4339404091858532e-05,2.3704982469244347e-07,0.016531358149466824,Shannon FIR
FL260,1.3000462976885171e-05,4.6097056167520136e-07,0.03545801118735596,Shannon FIR
FL270,1.5227161792624677e-05,8.859718385105971e-07,0.058183649098660015,Shannon FIR
FL280,1.554678523239471e-05,7.816649913846342e-07,0.05027823950097961,Shannon FIR
