Flight level,Flight distance (% of global 2019 total),Contrail warming (% of global 2019 total),Warming per flight distance (% of global 2019 mean),Region
FL350,0.00673909127447805,1.7556206640411443e-05,0.0026051296718445456,Southeast Asia
FL360,0.005807370227335881,0.00013839310071121587,0.023830597205562253,Southeast Asia
FL370,0.00527588890566127,0.0027982884677629095,0.5303918482362693,Southeast Asia
FL380,0.004132708914860336,0.008796255131816574,2.12844778401574,Southeast Asia
FL390,0.0034504559943379243,0.009877409890288303,2.862638998003969,Southeast Asia
FL400,0.0029269044368974207,0.01906868267651371,6.514965926501826,Southeast Asia
FL410,0.001369637989411051,0.00757510461361438,5.530734889203607,Southeast Asia
FL420,5.908917292385497e-06,3.952292887573253e-05,6.688692178288498,Southeast Asia
FL430,0.00020607285666137697,0.0026939405219277603,13.072757691492077,Southeast Asia
FL440,1.4208416503694661e-06,1.8913094404658763e-05,13.311190870383571,Southeast Asia
FL450,5.4765447470100986e-05,0.0007744520920843264,14.141253798887263,Southeast Asia
FL460,6.179575676278358e-07,1.912133760521437e-05,30.942800293903304,Southeast Asia
FL470,7.909572697017008e-06,0.00024439651674594245,30.898826789734596,Southeast Asia
FL480,6.821806401911723e-08,4.978567314430468e-07,7.298019059930064,Southeast Asia
FL490,6.268364566279198e-07,8.77075445598073e-08,0.13992093732332023,Southeast Asia
FL200,0.0003492845017115552,0.0,0.0,Latin America
FL210,0.00035258504765750033,-1.1494487644310031e-10,-3.260061003912942e-07,Latin America
FL220,0.00033999015598150395,1.4673106328197963e-08,4.315744462023837e-05,Latin America
FL230,0.00036337293821721853,-6.415045625999082e-08,-0.00017654164499625644,Latin America
FL240,0.00037987627372460745,8.238943260082669e-08,0.00021688491306133843,Latin America
FL250,0.0003873606567586918,-1.7913064733695723e-07,-0.00046243892922906606,Latin America
FL260,0.00039008763222012815,-6.410522624169453e-08,-0.00016433544913190088,Latin America
FL270,0.00039953019155187966,6.432992066692199e-07,0.0016101391591220621,Latin America
FL280,0.00042193110915780244,1.775809335193498e-07,0.0004208766067849585,Latin America
FL290,0.00043789089382934666,6.026701808650336e-07,0.0013763021550749674,Latin America
FL300,0.0005755590506525371,1.0896047407465072e-06,0.0018931241538312595,Latin America
FL310,0.0008844856011296544,7.849307280740245e-06,0.008874431953120779,Latin America
FL320,0.001078938817671999,5.3971117123573497e-05,0.05002240742438549,Latin America
FL330,0.0017186860022535902,9.272744896915665e-05,0.05395252468895992,Latin America
FL340,0.0025217377197657145,0.0001645505985562187,0.06525286006805914,Latin America
FL350,0.003526076162409018,0.0004354629142960014,0.12349787532623595,Latin America
FL360,0.004136312888107127,0.0007881457728766044,0.19054307403647072,Latin America
FL370,0.004537409856277343,0.0043307348001189365,0.954450873360607,Latin America
FL380,0.0034307033347514815,0.006188038287768512,1.8037229349114707,Latin America
FL390,0.0020859524417864987,0.004715530062414889,2.260612451152677,Latin America
FL400,0.0010650877787018473,0.004106506543627554,3.8555569087767165,Latin America
FL410,0.0005933117016282082,0.0029853682891303906,5.0317030338989275,Latin America
FL420,6.673554363960567e-06,2.071880066779753e-05,3.104612555445117,Latin America
FL430,0.00017672688324072645,0.001454238139631175,8.228731888234014,Latin America
FL440,3.3277938462888476e-06,1.431803050745053e-05,4.3025593437580225,Latin America
FL450,0.00011338179830712882,0.00042908362650817566,3.784413661757888,Latin America
FL460,1.4698418066451167e-06,9.644902718724236e-06,6.561864463998697,Latin America
FL470,1.734200628684946e-05,0.00015226759077645153,8.78027537632234,Latin America
FL480,2.2008656455014222e-07,9.333988583349657e-07,4.241053333913574,Latin America
FL490,1.1285034461985332e-06,-2.6657628883744937e-09,-0.002362210675877295,Latin America
FL200,0.0005291139425651654,0.0,0.0,Africa & Middle East
FL210,0.0005517697579502156,8.437206104599492e-10,1.5291171694409453e-06,Africa & Middle East
FL220,0.0005649135178437707,1.5672837310360934e-08,2.7743781685704547e-05,Africa & Middle East
FL230,0.0006107825313730352,3.4623799149518095e-08,5.668760544229059e-05,Africa & Middle East
FL240,0.0006700009999669701,5.523129994515681e-07,0.0008243465300481584,Africa & Middle East
FL250,0.0006526693644675183,5.302050057086112e-07,0.0008123638622768516,Africa & Middle East
FL260,0.0006666118758648773,4.599886925007084e-06,0.006900397504978571,Africa & Middle East
FL270,0.0007018902804268774,1.1799899306548196e-05,0.016811600951891943,Africa & Middle East
FL280,0.0008346664460731511,2.098560900712123e-05,0.0251425094489566,Africa & Middle East
FL290,0.0008239377871072096,5.9408659334514236e-05,0.0721033314215313,Africa & Middle East
FL300,0.001215463535500783,0.00011296049865658284,0.09293614769779333,Africa & Middle East
FL310,0.0016274126739716907,0.0004119533895159756,0.2531339445148881,Africa & Middle East
FL320,0.0025931128672046426,0.0008543744662577144,0.32947831814923045,Africa & Middle East
FL330,0.0034298027452915594,0.0028494543972569604,0.8307924999968869,Africa & Middle East
FL340,0.005984273997654386,0.0024126875900584233,0.4031713105055195,Africa & Middle East
FL350,0.008072763840147922,0.004698967478818001,0.5820766681478817,Africa & Middle East
FL360,0.008955584360406159,0.004831485602890482,0.5394941757515154,Africa & Middle East
FL370,0.009924293383985707,0.006327336548065012,0.6375604089128493,Africa & Middle East
FL380,0.0067549023407331744,0.006162725256727353,0.9123337312465798,Africa & Middle East
FL390,0.005496347820759881,0.00416355864875853,0.7575136771789872,Africa & Middle East
FL400,0.003580786500938886,0.004414017229979763,1.232694892259676,Africa & Middle East
FL410,0.002514781776780199,0.002418212547908811,0.9615993603250019,Africa & Middle East
FL420,1.2355154113919527e-05,1.1328810831634594e-05,0.9169299490057646,Africa & Middle East
FL430,0.00039616738512383983,0.0005831398063911146,1.4719530892449113,Africa & Middle East
FL440,3.3229631375155066e-06,6.8819485875310756e-06,2.0710276649883426,Africa & Middle East
FL450,0.0001422676583515203,0.00015290769256164226,1.0747888475385752,Africa & Middle East
FL460,2.336483133979174e-06,2.3072343609894266e-06,0.9874817101975245,Africa & Middle East
FL470,1.6320206605941004e-05,3.690870865619373e-05,2.2615344001072843,Africa & Middle East
FL480,2.3794203537285381e-07,-3.2215172087553437e-13,-1.353908401980022e-06,Africa & Middle East
FL490,1.0425615666083468e-06,7.376214717744566e-12,7.075087893121565e-06,Africa & Middle East
FL200,0.0013453279971525295,0.0,0.0,China
FL210,0.0015053836098557843,-3.6668561251986036e-07,-0.00024358283836701852,China
FL220,0.0025477158890926006,-2.8797283521113332e-06,-0.001130317695328651,China
FL230,0.0028843955374510243,-3.956265623642015e-06,-0.001371609951642837,China
FL240,0.0031410880338699127,-8.204041079710098e-07,-0.00026118469114036507,China
FL250,0.001653887177130973,3.7171246403389707e-06,0.002247507987084785,China
FL260,0.0033752862556140507,6.0565846473987014e-06,0.0017943914052696707,China
FL270,0.003358276826523018,2.1866597792386678e-05,0.0065112553020312495,China
FL280,0.004541025137373856,2.7753950659985906e-05,0.006111824933881876,China
FL290,0.005037803206723764,0.00015388806132363543,0.030546659924755873,China
FL300,0.006743002713543446,0.0006141693582656108,0.09108247235790669,China
FL310,0.00772852974047232,0.0015214104877623205,0.19685639298184823,China
FL320,0.008565396774871533,0.003731135716992961,0.4356057068995408,China
FL330,0.010892388552866113,0.005472966356574003,0.5024578704671623,China
FL340,0.0091185584752755,0.003928440780317793,0.43081818151076806,China
FL350,0.014458772353309174,0.005298266972044097,0.36643961482881254,China
FL360,0.008365804073322367,0.003569819202092855,0.42671561165012434,China
FL370,0.009537688771405532,0.0027454787123556684,0.28785576654448514,China
FL380,0.005587340472057634,0.0026283853714755404,0.4704179715949174,China
FL390,0.005741405616753933,0.0018145966090027672,0.31605441770349973,China
FL400,0.0030615227724187775,0.004002620806942338,1.307395405646465,China
FL410,0.0027131362687849167,0.002635220723436161,0.9712821113170071,China
FL420,6.485024470860672e-06,6.95489305629323e-06,1.0724544043810214,China
FL430,0.00020181235504447448,0.0006684091567219925,3.3120328860673154,China
FL440,1.5531056047087118e-06,8.848283523323785e-06,5.6971551042617605,China
FL450,5.764466243062701e-05,0.00020457998153049664,3.5489839458544887,China
FL460,2.274214501230075e-06,5.80240718612756e-06,2.5513895822004296,China
FL470,6.35574089530008e-06,8.267127737463331e-05,13.007339149990642,China
FL480,6.852092080702653e-07,2.8519293664640635e-07,0.4162129365563941,China
FL490,4.828582372796797e-07,4.4438836101327186e-09,0.009203288391989771,China
FL200,0.00030320491313555177,0.0,0.0,India
FL210,0.0003101818900677211,0.0,0.0,India
FL220,0.0003061932143502129,0.0,0.0,India
FL230,0.0003301838608170604,0.0,0.0,India
FL240,0.000347154823026453,-8.168927201272381e-10,-2.353107794976512e-06,India
FL250,0.00035804158996260066,6.451846586565292e-09,1.801982442106578e-05,India
FL260,0.00036999560252479663,6.32953746378071e-08,0.00017107061328807316,India
FL270,0.0004153867920947198,3.1407083298609215e-07,0.0007560924876842864,India
FL280,0.0005494758798639563,9.805677501568278e-07,0.0017845510350692822,India
FL290,0.000518784928585643,-9.466709687872798e-08,-0.00018247850248236344,India
FL300,0.0010385032259336731,1.2161990971174395e-05,0.011711076737619256,India
FL310,0.001104994795774346,1.1391788498143643e-05,0.010309359412105314,India
FL320,0.0018833072938989558,0.00015179695454736443,0.08060126727014562,India
FL330,0.002325089636130799,0.0001439092084586607,0.06189404753364314,India
FL340,0.003339140175511852,0.00021402445516078428,0.06409567850142044,India
FL350,0.004846749008652018,0.00023881320387715509,0.049272863820850915,India
FL360,0.003999739909991141,0.00020510528801814153,0.05127965633610307,India
FL370,0.004415562390843265,0.0007586939661466563,0.17182272584801234,India
FL380,0.0027664961269766777,0.002271852907362186,0.8212022728710432,India
FL390,0.0027570602648535406,0.002037525514531237,0.7390210292118783,India
FL400,0.0012265806325663666,0.005440872120617148,4.435804688382571,India
FL410,0.0011741792492557187,0.00257472173141906,2.192784221873371,India
FL420,3.894759145699684e-06,9.188350120436943e-06,2.3591574669211743,India
FL430,0.00012641720813468167,0.0005254648321282258,4.156592602238209,India
FL440,6.780402474709555e-07,5.399367792845023e-06,7.963196599293776,India
FL450,3.522389719264187e-05,0.0002661549011569658,7.556088972817139,India
FL460,1.2091148635891044e-06,1.3894405579908821e-05,11.491385970283284,India
FL470,2.3818128665637645e-06,6.621324188062567e-05,27.799514735240873,India
FL480,6.793959428474804e-08,3.6427702843414295e-08,0.5361778095220692,India
FL490,2.626601599467315e-07,1.3857567848549887e-09,0.00527585449249717,India
FL200,0.004077151833773978,0.0,0.0,North Pacific
FL210,0.004086482963669937,-2.2854101515025945e-07,-5.592609027911234e-05,North Pacific
FL220,0.004534938283409754,7.320813503662803e-06,0.0016143138111591655,North Pacific
FL230,0.00500301164547743,3.521192406095889e-05,0.007038145532359373,North Pacific
FL240,0.0057570233726257315,9.288093981114291e-05,0.016133500560860266,North Pacific
FL250,0.005200237775620703,0.0002051837923275183,0.03945661740496615,North Pacific
FL260,0.005562600512275198,0.00034642891942062505,0.06227823095621327,North Pacific
FL270,0.005762495833421659,0.0006300701545420462,0.10933980218913628,North Pacific
FL280,0.007039892461844339,0.0015904185810201633,0.22591518118211415,North Pacific
FL290,0.007056465461783045,0.0033746472473536074,0.4782347856204051,North Pacific
FL300,0.01031267386744111,0.007251301722659348,0.7031446757521305,North Pacific
FL310,0.013435785651068845,0.01732511933149508,1.28947571667436,North Pacific
FL320,0.017922660726943054,0.03508868723465639,1.9577833765445176,North Pacific
FL330,0.024515943740897272,0.0924842527712783,3.7724125062743115,North Pacific
FL340,0.03473144440946455,0.08565448080612957,2.4661940285670396,North Pacific
FL350,0.04989789646033187,0.1382470495663331,2.770598750114398,North Pacific
FL360,0.049041502384871594,0.1085103816451864,2.2126235202504696,North Pacific
FL370,0.051194852976426695,0.09313318515578901,1.8191904017904563,North Pacific
FL380,0.03763934735107843,0.05770597629595261,1.5331290353603657,North Pacific
FL390,0.025260935034782425,0.024790520607169873,0.9813777903721764,North Pacific
FL400,0.015146780700105054,0.009080256382446396,0.59948424435718,North Pacific
FL410,0.009413721353383286,0.004658116739497376,0.4948220331403002,North Pacific
FL420,0.0001585292044353363,3.285143740601845e-05,0.20722640678751703,North Pacific
FL430,0.0035635972231903863,0.0006682567791005022,0.18752309457190314,North Pacific
FL440,8.12799487823399e-05,8.287985732438895e-06,0.10196839265528261,North Pacific
FL450,0.0018218355343222247,8.702019013034645e-05,0.04776511847032365,North Pacific
FL460,4.7798709863162675e-05,2.534107306545323e-07,0.005301622813251491,North Pacific
FL470,0.00024005033686358548,3.236566833581406e-06,0.013482867284708976,North Pacific
FL480,6.148180013116637e-06,-2.971771126794601e-09,-0.0004833578588223785,North Pacific
FL490,9.73807892035381e-06,-1.687660833796599e-10,-1.7330531489831894e-05,North Pacific
FL200,5.574397085746691e-06,0.0,0.0,Arctic
FL210,5.704368471362857e-06,8.620461535552476e-08,0.015112034888400051,Arctic
FL220,5.488075346226156e-06,2.0966558325620894e-06,0.38203845616001664,Arctic
FL230,6.418855881477655e-06,4.351379234874551e-06,0.677905738222127,Arctic
FL240,9.004483221401516e-06,8.301898901350264e-06,0.9219739431152055,Arctic
