Region,Hour of year,Cumulative contrail warming
Edmonton FIR,77.7868,112.1927
Edmonton FIR,78.898,112.1938
Edmonton FIR,80.0093,112.1938
Edmonton FIR,81.1205,112.1917
Edmonton FIR,82.2317,112.1766
Edmonton FIR,83.343,112.1352
Edmonton FIR,84.4542,112.0608
Edmonton FIR,85.5655,111.9526
Edmonton FIR,86.6767,111.8101
Edmonton FIR,87.7879,111.6162
Edmonton FIR,88.8992,111.3632
Edmonton FIR,90.0104,111.0477
Edmonton FIR,91.1217,110.6555
Edmonton FIR,92.2329,110.1665
Edmonton FIR,93.3441,109.5537
Edmonton FIR,94.4554,108.7988
Edmonton FIR,95.5666,107.8819
Edmonton FIR,96.6779,106.7585
Edmonton FIR,97.7891,105.34
Edmonton FIR,98.9003,103.3714
Moncton FIR,0.0,0.6687
Moncton FIR,1.1112,27.6751
Moncton FIR,2.2225,43.1558
Moncton FIR,3.3337,54.4887
Moncton FIR,4.445,63.0464
Moncton FIR,5.5562,69.9413
Moncton FIR,6.6674,75.5197
Moncton FIR,7.7787,80.197
Moncton FIR,8.8899,84.0756
Moncton FIR,10.0012,87.4602
Moncton FIR,11.1124,90.4176
Moncton FIR,12.2236,92.9952
Moncton FIR,13.3349,95.2502
Moncton FIR,14.4461,97.2345
Moncton FIR,15.5574,98.9524
Moncton FIR,16.6686,100.4263
Moncton FIR,17.7798,101.696
Moncton FIR,18.8911,102.8268
Moncton FIR,20.0023,103.801
Moncton FIR,21.1136,104.6382
Moncton FIR,22.2248,105.3756
Moncton FIR,23.336,106.0256
Moncton FIR,24.4473,106.5865
Moncton FIR,25.5585,107.0784
Moncton FIR,26.6698,107.4955
Moncton FIR,27.781,107.8558
Moncton FIR,28.8922,108.1653
Moncton FIR,30.0035,108.4311
Moncton FIR,31.1147,108.6579
Moncton FIR,32.226,108.8512
Moncton FIR,33.3372,109.0115
Moncton FIR,34.4484,109.1437
Moncton FIR,35.5597,109.2538
Moncton FIR,36.6709,109.3437
Moncton FIR,37.7822,109.4138
Moncton FIR,38.8934,109.4676
Moncton FIR,40.0046,109.5074
Moncton FIR,41.1159,109.5356
Moncton FIR,42.2271,109.5548
Moncton FIR,43.3383,109.5678
Moncton FIR,44.4496,109.5765
Moncton FIR,45.5608,109.582
Moncton FIR,46.6721,109.5848
Moncton FIR,47.7833,109.586
Moncton FIR,48.8945,109.5863
Moncton FIR,50.0058,109.5863
Moncton FIR,51.117,109.5863
Moncton FIR,52.2283,109.5863
Moncton FIR,53.3395,109.5863
Moncton FIR,54.4507,109.5863
Moncton FIR,55.562,109.5863
Moncton FIR,56.6732,109.5863
Moncton FIR,57.7845,109.5863
Moncton FIR,58.8957,109.5863
Moncton FIR,60.0069,109.5863
Moncton FIR,61.1182,109.5863
Moncton FIR,62.2294,109.5863
Moncton FIR,63.3407,109.5863
Moncton FIR,64.4519,109.5863
Moncton FIR,65.5631,109.5863
Moncton FIR,66.6744,109.5863
Moncton FIR,67.7856,109.5863
Moncton FIR,68.8969,109.5863
Moncton FIR,70.0081,109.5863
Moncton FIR,71.1193,109.5863
Moncton FIR,72.2306,109.5863
Moncton FIR,73.3418,109.5863
Moncton FIR,74.4531,109.5863
Moncton FIR,75.5643,109.5863
Moncton FIR,76.6755,109.5863
Moncton FIR,77.7868,109.5863
Moncton FIR,78.898,109.5863
Moncton FIR,80.0093,109.5863
Moncton FIR,81.1205,109.5863
Moncton FIR,82.2317,109.5862
Moncton FIR,83.343,109.5854
Moncton FIR,84.4542,109.5825
Moncton FIR,85.5655,109.5755
Moncton FIR,86.6767,109.5608
Moncton FIR,87.7879,109.5343
Moncton FIR,88.8992,109.489
Moncton FIR,90.0104,109.4131
Moncton FIR,91.1217,109.3021
Moncton FIR,92.2329,109.1451
Moncton FIR,93.3441,108.9287
Moncton FIR,94.4554,108.6115
Moncton FIR,95.5666,108.1595
Moncton FIR,96.6779,107.4822
Moncton FIR,97.7891,106.4385
Moncton FIR,98.9003,104.7266
Gander FIR,0.0,0.2841
Gander FIR,1.1112,14.5143
Gander FIR,2.2225,23.6746
Gander FIR,3.3337,31.0102
Gander FIR,4.445,37.1897
Gander FIR,5.5562,42.6067
Gander FIR,6.6674,47.4186
Gander FIR,7.7787,51.6959
Gander FIR,8.8899,55.5574
Gander FIR,10.0012,59.0135
Gander FIR,11.1124,62.1707
Gander FIR,12.2236,65.1087
Gander FIR,13.3349,67.7983
Gander FIR,14.4461,70.296
Gander FIR,15.5574,72.623
Gander FIR,16.6686,74.7922
Gander FIR,17.7798,76.8183
Gander FIR,18.8911,78.719
Gander FIR,20.0023,80.4946
Gander FIR,21.1136,82.1462
Gander FIR,22.2248,83.6794
Gander FIR,23.336,85.1139
Gander FIR,24.4473,86.4584
Gander FIR,25.5585,87.7303
Gander FIR,26.6698,88.9234
Gander FIR,27.781,90.043
Gander FIR,28.8922,91.0936
Gander FIR,30.0035,92.0785
Gander FIR,31.1147,92.9989
Gander FIR,32.226,93.8648
Gander FIR,33.3372,94.6746
Gander FIR,34.4484,95.4334
Gander FIR,35.5597,96.1474
Gander FIR,36.6709,96.8149
Gander FIR,37.7822,97.4369
Gander FIR,38.8934,98.0149
Gander FIR,40.0046,98.5628
Gander FIR,41.1159,99.0759
Gander FIR,42.2271,99.5601
Gander FIR,43.3383,100.0149
Gander FIR,44.4496,100.4413
Gander FIR,45.5608,100.8393
Gander FIR,46.6721,101.2116
Gander FIR,47.7833,101.5567
Gander FIR,48.8945,101.8782
Gander FIR,50.0058,102.1752
Gander FIR,51.117,102.4495
Gander FIR,52.2283,102.7033
Gander FIR,53.3395,102.9345
Gander FIR,54.4507,103.1447
Gander FIR,55.562,103.3381
Gander FIR,56.6732,103.5162
Gander FIR,57.7845,103.6805
Gander FIR,58.8957,103.8285
Gander FIR,60.0069,103.9624
Gander FIR,61.1182,104.0839
Gander FIR,62.2294,104.1942
Gander FIR,63.3407,104.2944
Gander FIR,64.4519,104.3846
Gander FIR,65.5631,104.4639
Gander FIR,66.6744,104.5334
Gander FIR,67.7856,104.5941
Gander FIR,68.8969,104.6464
Gander FIR,70.0081,104.6912
Gander FIR,71.1193,104.7288
Gander FIR,72.2306,104.7598
Gander FIR,73.3418,104.7852
Gander FIR,74.4531,104.805
Gander FIR,75.5643,104.8199
Gander FIR,76.6755,104.8295
Gander FIR,77.7868,104.8348
Gander FIR,78.898,104.8371
Gander FIR,80.0093,104.8374
Gander FIR,81.1205,104.8374
Gander FIR,82.2317,104.8374
Gander FIR,83.343,104.8374
Gander FIR,84.4542,104.8374
Gander FIR,85.5655,104.8352
Gander FIR,86.6767,104.8273
Gander FIR,87.7879,104.809
Gander FIR,88.8992,104.7764
Gander FIR,90.0104,104.7252
Gander FIR,91.1217,104.6529
Gander FIR,92.2329,104.5535
Gander FIR,93.3441,104.4265
Gander FIR,94.4554,104.2522
Gander FIR,95.5666,104.0115
Gander FIR,96.6779,103.684
Gander FIR,97.7891,103.1998
Gander FIR,98.9003,102.347
Montreal FIR,0.0,0.3526
Montreal FIR,1.1112,17.2392
Montreal FIR,2.2225,28.2278
Montreal FIR,3.3337,37.0153
Montreal FIR,4.445,44.3815
Montreal FIR,5.5562,50.6944
Montreal FIR,6.6674,56.2868
Montreal FIR,7.7787,61.2274
Montreal FIR,8.8899,65.6675
Montreal FIR,10.0012,69.639
Montreal FIR,11.1124,73.204
Montreal FIR,12.2236,76.4164
Montreal FIR,13.3349,79.3076
Montreal FIR,14.4461,81.9433
Montreal FIR,15.5574,84.3895
Montreal FIR,16.6686,86.6008
Montreal FIR,17.7798,88.6266
Montreal FIR,18.8911,90.4802
Montreal FIR,20.0023,92.1704
Montreal FIR,21.1136,93.7167
Montreal FIR,22.2248,95.1484
Montreal FIR,23.336,96.4722
Montreal FIR,24.4473,97.6898
Montreal FIR,25.5585,98.8172
Montreal FIR,26.6698,99.847
Montreal FIR,27.781,100.8007
Montreal FIR,28.8922,101.6796
Montreal FIR,30.0035,102.492
Montreal FIR,31.1147,103.2368
Montreal FIR,32.226,103.9219
Montreal FIR,33.3372,104.5558
Montreal FIR,34.4484,105.1423
Montreal FIR,35.5597,105.6841
Montreal FIR,36.6709,106.18
Montreal FIR,37.7822,106.6369
Montreal FIR,38.8934,107.0589
Montreal FIR,40.0046,107.445
Montreal FIR,41.1159,107.7984
Montreal FIR,42.2271,108.1216
Montreal FIR,43.3383,108.4163
Montreal FIR,44.4496,108.6851
Montreal FIR,45.5608,108.9283
Montreal FIR,46.6721,109.1463
Montreal FIR,47.7833,109.3449
Montreal FIR,48.8945,109.5235
Montreal FIR,50.0058,109.6816
Montreal FIR,51.117,109.8205
Montreal FIR,52.2283,109.94
Montreal FIR,53.3395,110.0437
Montreal FIR,54.4507,110.1319
Montreal FIR,55.562,110.2041
Montreal FIR,56.6732,110.2631
Montreal FIR,57.7845,110.3117
Montreal FIR,58.8957,110.3504
Montreal FIR,60.0069,110.3802
Montreal FIR,61.1182,110.4008
Montreal FIR,62.2294,110.4145
Montreal FIR,63.3407,110.4229
Montreal FIR,64.4519,110.4276
Montreal FIR,65.5631,110.4296
Montreal FIR,66.6744,110.4301
Montreal FIR,67.7856,110.4302
Montreal FIR,68.8969,110.4302
Montreal FIR,70.0081,110.4302
Montreal FIR,71.1193,110.4302
Montreal FIR,72.2306,110.4302
Montreal FIR,73.3418,110.4302
Montreal FIR,74.4531,110.4302
Montreal FIR,75.5643,110.4302
Montreal FIR,76.6755,110.4302
Montreal FIR,77.7868,110.4302
Montreal FIR,78.898,110.4302
Montreal FIR,80.0093,110.4302
Montreal FIR,81.1205,110.4302
Montreal FIR,82.2317,110.4293
Montreal FIR,83.343,110.4251
Montreal FIR,84.4542,110.4132
Montreal FIR,85.5655,110.3907
Montreal FIR,86.6767,110.3509
Montreal FIR,87.7879,110.2828
Montreal FIR,88.8992,110.1798
Montreal FIR,90.0104,110.0329
Montreal FIR,91.1217,109.8376
Montreal FIR,92.2329,109.5761
Montreal FIR,93.3441,109.228
Montreal FIR,94.4554,108.7673
Montreal FIR,95.5666,108.1418
Montreal FIR,96.6779,107.2636
Montreal FIR,97.7891,106.0249
Montreal FIR,98.9003,104.1403
Vancouver FIR,0.0,0.3546
Vancouver FIR,1.1112,16.4837
Vancouver FIR,2.2225,27.7409
Vancouver FIR,3.3337,36.9962
Vancouver FIR,4.445,44.8223
Vancouver FIR,5.5562,51.661
Vancouver FIR,6.6674,57.7042
Vancouver FIR,7.7787,63.1625
Vancouver FIR,8.8899,68.1116
Vancouver FIR,10.0012,72.6656
Vancouver FIR,11.1124,76.8946
Vancouver FIR,12.2236,80.7793
Vancouver FIR,13.3349,84.3457
Vancouver FIR,14.4461,87.637
Vancouver FIR,15.5574,90.6804
Vancouver FIR,16.6686,93.4868
Vancouver FIR,17.7798,96.0626
Vancouver FIR,18.8911,98.4731
Vancouver FIR,20.0023,100.7241
Vancouver FIR,21.1136,102.8218
Vancouver FIR,22.2248,104.7476
Vancouver FIR,23.336,106.5174
Vancouver FIR,24.4473,108.1613
Vancouver FIR,25.5585,109.6866
Vancouver FIR,26.6698,111.0977
Vancouver FIR,27.781,112.3837
Vancouver FIR,28.8922,113.5605
Vancouver FIR,30.0035,114.6473
Vancouver FIR,31.1147,115.6469
Vancouver FIR,32.226,116.5618
Vancouver FIR,33.3372,117.372
Vancouver FIR,34.4484,118.1022
Vancouver FIR,35.5597,118.7632
Vancouver FIR,36.6709,119.3692
Vancouver FIR,37.7822,119.9274
Vancouver FIR,38.8934,120.4261
Vancouver FIR,40.0046,120.875
Vancouver FIR,41.1159,121.2709
Vancouver FIR,42.2271,121.6258
Vancouver FIR,43.3383,121.9379
Vancouver FIR,44.4496,122.2144
Vancouver FIR,45.5608,122.4535
Vancouver FIR,46.6721,122.6536
Vancouver FIR,47.7833,122.8248
Vancouver FIR,48.8945,122.9679
Vancouver FIR,50.0058,123.0846
Vancouver FIR,51.117,123.1801
Vancouver FIR,52.2283,123.2553
Vancouver FIR,53.3395,123.3121
Vancouver FIR,54.4507,123.3559
Vancouver FIR,55.562,123.3887
Vancouver FIR,56.6732,123.4113
Vancouver FIR,57.7845,123.4254
Vancouver FIR,58.8957,123.4334
Vancouver FIR,60.0069,123.4369
Vancouver FIR,61.1182,123.438
Vancouver FIR,62.2294,123.4381
Vancouver FIR,63.3407,123.4381
Vancouver FIR,64.4519,123.4381
Vancouver FIR,65.5631,123.4381
Vancouver FIR,66.6744,123.4381
Vancouver FIR,67.7856,123.4381
Vancouver FIR,68.8969,123.4381
Vancouver FIR,70.0081,123.4381
Vancouver FIR,71.1193,123.4381
Vancouver FIR,72.2306,123.4381
Vancouver FIR,73.3418,123.4381
Vancouver FIR,74.4531,123.4381
Vancouver FIR,75.5643,123.4372
Vancouver FIR,76.6755,123.4325
Vancouver FIR,77.7868,123.4212
Vancouver FIR,78.898,123.3999
Vancouver FIR,80.0093,123.3623
Vancouver FIR,81.1205,123.3086
Vancouver FIR,82.2317,123.2336
Vancouver FIR,83.343,123.1295
Vancouver FIR,84.4542,122.993
Vancouver FIR,85.5655,122.8166
Vancouver FIR,86.6767,122.5878
Vancouver FIR,87.7879,122.3022
Vancouver FIR,88.8992,121.9364
Vancouver FIR,90.0104,121.4637
Vancouver FIR,91.1217,120.8454
Vancouver FIR,92.2329,120.0349
Vancouver FIR,93.3441,119.0297
Vancouver FIR,94.4554,117.7615
Vancouver FIR,95.5666,116.1353
Vancouver FIR,96.6779,113.9241
Vancouver FIR,97.7891,111.0878
Vancouver FIR,98.9003,107.2536
Winnipeg FIR,0.0,0.4333
Winnipeg FIR,1.1112,20.2185
Winnipeg FIR,2.2225,32.2444
Winnipeg FIR,3.3337,41.4213
Winnipeg FIR,4.445,48.9733
Winnipeg FIR,5.5562,55.3859
Winnipeg FIR,6.6674,60.9313
Winnipeg FIR,7.7787,65.7996
Winnipeg FIR,8.8899,70.1475
Winnipeg FIR,10.0012,74.0565
Winnipeg FIR,11.1124,77.5406
Winnipeg FIR,12.2236,80.6892
Winnipeg FIR,13.3349,83.5599
Winnipeg FIR,14.4461,86.158
Winnipeg FIR,15.5574,88.5414
Winnipeg FIR,16.6686,90.7207
Winnipeg FIR,17.7798,92.7211
Winnipeg FIR,18.8911,94.5675
Winnipeg FIR,20.0023,96.2788
Winnipeg FIR,21.1136,97.859
Winnipeg FIR,22.2248,99.3245
Winnipeg FIR,23.336,100.6706
Winnipeg FIR,24.4473,101.9021
Winnipeg FIR,25.5585,103.0236
Winnipeg FIR,26.6698,104.0637
Winnipeg FIR,27.781,105.0131
Winnipeg FIR,28.8922,105.8767
Winnipeg FIR,30.0035,106.6522
Winnipeg FIR,31.1147,107.3655
Winnipeg FIR,32.226,108.0253
Winnipeg FIR,33.3372,108.629
Winnipeg FIR,34.4484,109.1801
Winnipeg FIR,35.5597,109.6851
Winnipeg FIR,36.6709,110.1456
Winnipeg FIR,37.7822,110.5659
Winnipeg FIR,38.8934,110.9473
Winnipeg FIR,40.0046,111.2949
Winnipeg FIR,41.1159,111.6092
Winnipeg FIR,42.2271,111.8959
Winnipeg FIR,43.3383,112.1572
Winnipeg FIR,44.4496,112.395
Winnipeg FIR,45.5608,112.6092
Winnipeg FIR,46.6721,112.7991
Winnipeg FIR,47.7833,112.9675
Winnipeg FIR,48.8945,113.1172
Winnipeg FIR,50.0058,113.2509
Winnipeg FIR,51.117,113.3679
Winnipeg FIR,52.2283,113.4703
Winnipeg FIR,53.3395,113.5577
Winnipeg FIR,54.4507,113.6318
Winnipeg FIR,55.562,113.6928
Winnipeg FIR,56.6732,113.7431
Winnipeg FIR,57.7845,113.7845
Winnipeg FIR,58.8957,113.8176
Winnipeg FIR,60.0069,113.8437
Winnipeg FIR,61.1182,113.8635
Winnipeg FIR,62.2294,113.8772
Winnipeg FIR,63.3407,113.8862
Winnipeg FIR,64.4519,113.8913
Winnipeg FIR,65.5631,113.8938
Winnipeg FIR,66.6744,113.8946
Winnipeg FIR,67.7856,113.8948
Winnipeg FIR,68.8969,113.8948
Winnipeg FIR,70.0081,113.8948
Winnipeg FIR,71.1193,113.8948
Winnipeg FIR,72.2306,113.8948
Winnipeg FIR,73.3418,113.8948
Winnipeg FIR,74.4531,113.8948
Winnipeg FIR,75.5643,113.8948
Winnipeg FIR,76.6755,113.8941
Winnipeg FIR,77.7868,113.89
Winnipeg FIR,78.898,113.8796
Winnipeg FIR,80.0093,113.8613
Winnipeg FIR,81.1205,113.8319
Winnipeg FIR,82.2317,113.7882
Winnipeg FIR,83.343,113.7255
Winnipeg FIR,84.4542,113.6393
Winnipeg FIR,85.5655,113.5198
Winnipeg FIR,86.6767,113.3643
Winnipeg FIR,87.7879,113.1634
Winnipeg FIR,88.8992,112.914
Winnipeg FIR,90.0104,112.6042
Winnipeg FIR,91.1217,112.2086
Winnipeg FIR,92.2329,111.72
Winnipeg FIR,93.3441,111.1314
Winnipeg FIR,94.4554,110.3927
Winnipeg FIR,95.5666,109.4727
Winnipeg FIR,96.6779,108.284
Winnipeg FIR,97.7891,106.7368
Winnipeg FIR,98.9003,104.5692
Toronto FIR,0.0,0.579
Toronto FIR,1.1112,24.2053
Toronto FIR,2.2225,39.131
Toronto FIR,3.3337,50.2549
Toronto FIR,4.445,59.3021
Toronto FIR,5.5562,66.8695
Toronto FIR,6.6674,73.2454
Toronto FIR,7.7787,78.808
Toronto FIR,8.8899,83.5888
Toronto FIR,10.0012,87.757
Toronto FIR,11.1124,91.4388
Toronto FIR,12.2236,94.672
Toronto FIR,13.3349,97.5647
Toronto FIR,14.4461,100.1572
Toronto FIR,15.5574,102.4692
Toronto FIR,16.6686,104.5383
Toronto FIR,17.7798,106.4179
Toronto FIR,18.8911,108.1192
Toronto FIR,20.0023,109.6484
Toronto FIR,21.1136,111.0078
Toronto FIR,22.2248,112.2201
Toronto FIR,23.336,113.3239
Toronto FIR,24.4473,114.3275
Toronto FIR,25.5585,115.2373
Toronto FIR,26.6698,116.0339
Toronto FIR,27.781,116.7383
Toronto FIR,28.8922,117.3689
Toronto FIR,30.0035,117.9235
Toronto FIR,31.1147,118.4112
Toronto FIR,32.226,118.8399
Toronto FIR,33.3372,119.2183
Toronto FIR,34.4484,119.5494
Toronto FIR,35.5597,119.8338
Toronto FIR,36.6709,120.0758
Toronto FIR,37.7822,120.281
Toronto FIR,38.8934,120.458
Toronto FIR,40.0046,120.6063
Toronto FIR,41.1159,120.7295
Toronto FIR,42.2271,120.8301
Toronto FIR,43.3383,120.9115
Toronto FIR,44.4496,120.9742
Toronto FIR,45.5608,121.0224
Toronto FIR,46.6721,121.0578
Toronto FIR,47.7833,121.0828
Toronto FIR,48.8945,121.0992
Toronto FIR,50.0058,121.1095
Toronto FIR,51.117,121.115
Toronto FIR,52.2283,121.117
Toronto FIR,53.3395,121.1174
Toronto FIR,54.4507,121.1174
Toronto FIR,55.562,121.1174
Toronto FIR,56.6732,121.1174
Toronto FIR,57.7845,121.1174
Toronto FIR,58.8957,121.1174
Toronto FIR,60.0069,121.1174
Toronto FIR,61.1182,121.1174
Toronto FIR,62.2294,121.1174
Toronto FIR,63.3407,121.1174
Toronto FIR,64.4519,121.1174
Toronto FIR,65.5631,121.1174
Toronto FIR,66.6744,121.1174
Toronto FIR,67.7856,121.1174
Toronto FIR,68.8969,121.1174
Toronto FIR,70.0081,121.1174
Toronto FIR,71.1193,121.1174
Toronto FIR,72.2306,121.1174
Toronto FIR,73.3418,121.1174
Toronto FIR,74.4531,121.1174
Toronto FIR,75.5643,121.1174
Toronto FIR,76.6755,121.1174
Toronto FIR,77.7868,121.1174
Toronto FIR,78.898,121.1174
Toronto FIR,80.0093,121.1172
Toronto FIR,81.1205,121.1151
Toronto FIR,82.2317,121.1073
Toronto FIR,83.343,121.0878
Toronto FIR,84.4542,121.0524
Toronto FIR,85.5655,120.9958
Toronto FIR,86.6767,120.9067
Toronto FIR,87.7879,120.7824
Toronto FIR,88.8992,120.5974
Toronto FIR,90.0104,120.3437
Toronto FIR,91.1217,120.001
Toronto FIR,92.2329,119.5291
Toronto FIR,93.3441,118.8829
Toronto FIR,94.4554,117.9554
Toronto FIR,95.5666,116.6978
Toronto FIR,96.6779,114.941
Toronto FIR,97.7891,112.3833
Toronto FIR,98.9003,108.3728
Alger FIR,0.0,1.1463
Alger FIR,1.1112,33.0643
Alger FIR,2.2225,48.5069
Alger FIR,3.3337,60.2081
Alger FIR,4.445,69.1368
Alger FIR,5.5562,76.1625
Alger FIR,6.6674,81.9451
Alger FIR,7.7787,86.8193
Alger FIR,8.8899,90.9092
Alger FIR,10.0012,94.3327
Alger FIR,11.1124,97.1882
Alger FIR,12.2236,99.5811
Alger FIR,13.3349,101.6063
Alger FIR,14.4461,103.3539
Alger FIR,15.5574,104.8291
Alger FIR,16.6686,106.0824
Alger FIR,17.7798,107.1479
Alger FIR,18.8911,108.0571
Alger FIR,20.0023,108.8288
Alger FIR,21.1136,109.4815
Alger FIR,22.2248,110.0333
Alger FIR,23.336,110.5002
Alger FIR,24.4473,110.8872
Alger FIR,25.5585,111.2064
Alger FIR,26.6698,111.4687
Alger FIR,27.781,111.6782
Alger FIR,28.8922,111.8369
Alger FIR,30.0035,111.9603
Alger FIR,31.1147,112.0579
Alger FIR,32.226,112.1256
Alger FIR,33.3372,112.1724
Alger FIR,34.4484,112.2029
Alger FIR,35.5597,112.2213
Alger FIR,36.6709,112.2315
Alger FIR,37.7822,112.2361
Alger FIR,38.8934,112.2377
Alger FIR,40.0046,112.238
Alger FIR,41.1159,112.238
Alger FIR,42.2271,112.238
Alger FIR,43.3383,112.238
Alger FIR,44.4496,112.238
Alger FIR,45.5608,112.238
Alger FIR,46.6721,112.238
Alger FIR,47.7833,112.238
Alger FIR,48.8945,112.238
Alger FIR,50.0058,112.238
Alger FIR,51.117,112.238
Alger FIR,52.2283,112.238
Alger FIR,53.3395,112.238
Alger FIR,54.4507,112.238
Alger FIR,55.562,112.238
Alger FIR,56.6732,112.238
Alger FIR,57.7845,112.238
Alger FIR,58.8957,112.238
Alger FIR,60.0069,112.238
Alger FIR,61.1182,112.238
Alger FIR,62.2294,112.238
Alger FIR,63.3407,112.238
Alger FIR,64.4519,112.238
Alger FIR,65.5631,112.238
Alger FIR,66.6744,112.238
Alger FIR,67.7856,112.238
Alger FIR,68.8969,112.238
Alger FIR,70.0081,112.238
Alger FIR,71.1193,112.238
Alger FIR,72.2306,112.238
Alger FIR,73.3418,112.238
Alger FIR,74.4531,112.238
Alger FIR,75.5643,112.238
Alger FIR,76.6755,112.238
Alger FIR,77.7868,112.238
Alger FIR,78.898,112.238
Alger FIR,80.0093,112.238
Alger FIR,81.1205,112.238
Alger FIR,82.2317,112.238
Alger FIR,83.343,112.238
Alger FIR,84.4542,112.238
Alger FIR,85.5655,112.238
Alger FIR,86.6767,112.2376
Alger FIR,87.7879,112.236
Alger FIR,88.8992,112.2313
Alger FIR,90.0104,112.2169
Alger FIR,91.1217,112.185
Alger FIR,92.2329,112.1244
Alger FIR,93.3441,112.0094
Alger FIR,94.4554,111.8036
Alger FIR,95.5666,111.4488
Alger FIR,96.6779,110.8143
Alger FIR,97.7891,109.5876
Alger FIR,98.9003,107.1593
Accra FIR,0.0,0.4729
Accra FIR,1.0964,20.4636
Accra FIR,2.1928,31.9749
Accra FIR,3.2892,41.2951
Accra FIR,4.3856,49.1872
Accra FIR,5.482,56.0115
Accra FIR,6.5783,61.9393
Accra FIR,7.6747,67.0593
Accra FIR,8.7711,71.5997
Accra FIR,9.8675,75.6637
Accra FIR,10.9639,79.3306
Accra FIR,12.0603,82.6567
Accra FIR,13.1567,85.6158
Accra FIR,14.2531,88.2858
Accra FIR,15.3495,90.7159
Accra FIR,16.4459,92.9076
Accra FIR,17.5423,94.9204
Accra FIR,18.6386,96.7539
Accra FIR,19.735,98.4241
Accra FIR,20.8314,99.918
Accra FIR,21.9278,101.2712
Accra FIR,23.0242,102.4885
Accra FIR,24.1206,103.5753
Accra FIR,25.217,104.5533
Accra FIR,26.3134,105.4419
Accra FIR,27.4098,106.2358
Accra FIR,28.5062,106.9471
Accra FIR,29.6026,107.5849
Accra FIR,30.6989,108.1525
Accra FIR,31.7953,108.6535
Accra FIR,32.8917,109.0927
Accra FIR,33.9881,109.4738
Accra FIR,35.0845,109.8044
Accra FIR,36.1809,110.0901
Accra FIR,37.2773,110.3296
Accra FIR,38.3737,110.5306
Accra FIR,39.4701,110.6907
Accra FIR,40.5665,110.8144
Accra FIR,41.6629,110.909
Accra FIR,42.7593,110.9821
Accra FIR,43.8556,111.0352
Accra FIR,44.952,111.0689
Accra FIR,46.0484,111.0882
Accra FIR,47.1448,111.0974
Accra FIR,48.2412,111.1003
Accra FIR,49.3376,111.1006
Accra FIR,50.434,111.1006
Accra FIR,51.5304,111.1006
Accra FIR,52.6268,111.1006
Accra FIR,53.7232,111.1006
Accra FIR,54.8196,111.1006
Accra FIR,55.9159,111.1006
Accra FIR,57.0123,111.1006
Accra FIR,58.1087,111.1006
Accra FIR,59.2051,111.1006
Accra FIR,60.3015,111.1006
Accra FIR,61.3979,111.1006
Accra FIR,62.4943,111.1006
Accra FIR,63.5907,111.1006
Accra FIR,64.6871,111.1006
Accra FIR,65.7835,111.1006
Accra FIR,66.8799,111.1006
Accra FIR,67.9762,111.1006
Accra FIR,69.0726,111.1006
Accra FIR,70.169,111.1006
Accra FIR,71.2654,111.1006
Accra FIR,72.3618,111.1006
Accra FIR,73.4582,111.1006
Accra FIR,74.5546,111.1006
Accra FIR,75.651,111.1006
Accra FIR,76.7474,111.1006
Accra FIR,77.8438,111.1006
Accra FIR,78.9402,111.1006
Accra FIR,80.0365,111.1006
Accra FIR,81.1329,111.1006
Accra FIR,82.2293,111.1006
Accra FIR,83.3257,111.1006
Accra FIR,84.4221,111.1006
Accra FIR,85.5185,111.1001
Accra FIR,86.6149,111.0963
Accra FIR,87.7113,111.0833
Accra FIR,88.8077,111.0541
Accra FIR,89.9041,110.9993
Accra FIR,91.0005,110.9042
Accra FIR,92.0968,110.739
Accra FIR,93.1932,110.4876
Accra FIR,94.2896,110.106
Accra FIR,95.386,109.5265
Accra FIR,96.4824,108.6917
Accra FIR,97.5788,107.3769
Accra FIR,98.6752,105.3589
Accra FIR,99.7716,101.5726
Kano FIR,0.0,0.475
Kano FIR,1.1114,21.0682
Kano FIR,2.2227,32.8072
Kano FIR,3.3341,41.4414
Kano FIR,4.4455,48.3677
Kano FIR,5.5568,54.2971
Kano FIR,6.6682,59.4195
Kano FIR,7.7796,63.922
Kano FIR,8.8909,67.8898
Kano FIR,10.0023,71.4957
Kano FIR,11.1137,74.7894
Kano FIR,12.2251,77.8089
Kano FIR,13.3364,80.5676
Kano FIR,14.4478,83.0798
Kano FIR,15.5592,85.3501
Kano FIR,16.6705,87.433
Kano FIR,17.7819,89.3347
Kano FIR,18.8933,91.0759
Kano FIR,20.0046,92.6676
Kano FIR,21.116,94.135
Kano FIR,22.2274,95.4747
Kano FIR,23.3387,96.7224
Kano FIR,24.4501,97.8577
Kano FIR,25.5615,98.8762
Kano FIR,26.6728,99.8029
Kano FIR,27.7842,100.6552
Kano FIR,28.8956,101.4231
Kano FIR,30.0069,102.1188
Kano FIR,31.1183,102.7495
Kano FIR,32.2297,103.3272
Kano FIR,33.3411,103.8536
Kano FIR,34.4524,104.3277
Kano FIR,35.5638,104.7502
Kano FIR,36.6752,105.1257
Kano FIR,37.7865,105.4559
Kano FIR,38.8979,105.7455
Kano FIR,40.0093,106.0019
Kano FIR,41.1206,106.2274
Kano FIR,42.232,106.4254
Kano FIR,43.3434,106.5967
Kano FIR,44.4547,106.7374
Kano FIR,45.5661,106.8519
Kano FIR,46.6775,106.9462
Kano FIR,47.7888,107.022
Kano FIR,48.9002,107.0809
Kano FIR,50.0116,107.1251
