region,block_pct,tot_flight_pct,cum_heating_pct
Africa_Middle_East,0.0,76.25765,0.1724190617428488
Africa_Middle_East,0.27400388172165774,63.41399,3.192472105866896
Africa_Middle_East,0.5480077634433155,69.481155,5.4197171043417285
Africa_Middle_East,0.8220116451649733,52.629055,7.441812988484873
Africa_Middle_East,1.096015526886631,55.554665,9.307638819889277
Africa_Middle_East,1.3700194086082886,81.68075,11.071858043831147
Africa_Middle_East,1.6440232903299465,65.07624,12.744652289421301
Africa_Middle_East,1.9180271720516042,48.855778,14.35002505856989
Africa_Middle_East,2.192031053773262,60.598373,15.89876084720421
Africa_Middle_East,2.46603493549492,59.012447,17.400730473417763
Africa_Middle_East,2.7400388172165773,64.44262,18.851543682396702
Africa_Middle_East,3.014042698938235,78.001945,20.23756755841315
Africa_Middle_East,3.288046580659893,43.81303,21.56959567211979
Africa_Middle_East,3.5620504623815505,53.575886,22.869764125373848
Africa_Middle_East,3.8360543441032084,73.60209,24.13432253072631
Africa_Middle_East,4.110058225824866,51.312805,25.36838268811404
Africa_Middle_East,4.384062107546524,63.900864,26.575991276361087
Africa_Middle_East,4.658065989268182,40.164898,27.758021788709115
Africa_Middle_East,4.93206987098984,59.828766,28.90477480619151
Africa_Middle_East,5.206073752711497,56.017906,30.022031887182976
Africa_Middle_East,5.4800776344331545,51.26487,31.10645503855008
Africa_Middle_East,5.7540815161548124,38.394253,32.16240423106909
Africa_Middle_East,6.02808539787647,61.754578,33.20090279706825
Africa_Middle_East,6.302089279598128,50.24749,34.22326557864797
Africa_Middle_East,6.576093161319786,59.852005,35.22039670820305
Africa_Middle_East,6.850097043041443,77.41627,36.19378338573774
Africa_Middle_East,7.124100924763101,47.507633,37.14612257781882
Africa_Middle_East,7.398104806484759,68.33949,38.079172637902595
Africa_Middle_East,7.672108688206417,50.18979,38.99749503035787
Africa_Middle_East,7.946112569928075,44.801323,39.900213785626846
Africa_Middle_East,8.220116451649732,45.15941,40.78885762160656
Africa_Middle_East,8.49412033337139,63.101025,41.662896427883766
Africa_Middle_East,8.768124215093048,53.855316,42.52630011258864
Africa_Middle_East,9.042128096814706,63.981308,43.37661976778089
Africa_Middle_East,9.316131978536363,42.770176,44.21377172069958
Africa_Middle_East,9.590135860258021,65.87185,45.03523425653812
Africa_Middle_East,9.86413974197968,52.04474,45.84737038191562
Africa_Middle_East,10.138143623701337,51.680767,46.65041405179806
Africa_Middle_East,10.412147505422993,71.61354,47.443651676061435
Africa_Middle_East,10.686151387144651,53.398098,48.22483839055137
Africa_Middle_East,10.960155268866309,65.47966,48.99557220340951
Africa_Middle_East,11.234159150587967,70.44633,49.75579452670221
Africa_Middle_East,11.508163032309625,44.95526,50.50957821289629
Africa_Middle_East,11.782166914031283,52.77837,51.25346551816875
Africa_Middle_East,12.05617079575294,63.74288,51.986240243860834
Africa_Middle_East,12.330174677474599,67.46531,52.71123601735353
Africa_Middle_East,12.604178559196257,72.59792,53.42563084014698
Africa_Middle_East,12.878182440917914,41.048332,54.13018689539755
Africa_Middle_East,13.152186322639572,50.265865,54.82875198360482
Africa_Middle_East,13.426190204361228,52.005398,55.52069478475177
Africa_Middle_East,13.700194086082886,61.443443,56.20407313685737
Africa_Middle_East,13.974197967804544,56.05224,56.8777022976715
Africa_Middle_East,14.248201849526202,48.570515,57.544689790023526
Africa_Middle_East,14.52220573124786,72.95782,58.20461408012035
Africa_Middle_East,14.796209612969518,53.340168,58.85699952956078
Africa_Middle_East,15.070213494691176,48.348,59.50110656179311
Africa_Middle_East,15.344217376412834,58.357517,60.13863381659274
Africa_Middle_East,15.618221258134492,61.577194,60.76870691840899
Africa_Middle_East,15.89222513985615,60.566936,61.39110904056425
Africa_Middle_East,16.166229021577806,46.858578,62.004200524904476
Africa_Middle_East,16.440232903299464,70.324684,62.610945106130785
Africa_Middle_East,16.71423678502112,41.12106,63.21100612260447
Africa_Middle_East,16.98824066674278,52.6378,63.80291000432313
Africa_Middle_East,17.262244548464437,54.97439,64.38971488267555
Africa_Middle_East,17.536248430186095,48.08915,64.9711243188537
Africa_Middle_East,17.810252311907753,62.50073,65.54739551811501
Africa_Middle_East,18.08425619362941,41.46672,66.11708550140159
Africa_Middle_East,18.35826007535107,71.62815,66.68055902412675
Africa_Middle_East,18.632263957072727,76.61454,67.23850053213548
Africa_Middle_East,18.906267838794385,58.413677,67.7914147750185
Africa_Middle_East,19.180271720516043,49.599545,68.33881463209511
Africa_Middle_East,19.4542756022377,61.091602,68.88135961000582
Africa_Middle_East,19.72827948395936,52.16129,69.41915207353946
Africa_Middle_East,20.002283365681016,53.103874,69.95133006663346
Africa_Middle_East,20.276287247402674,40.514084,70.47885234019124
Africa_Middle_East,20.55029112912433,73.00084,71.00003785155396
Africa_Middle_East,20.824295010845987,62.66752,71.51308280579461
Africa_Middle_East,21.098298892567644,53.211033,72.02129974513265
Africa_Middle_East,21.372302774289302,52.886856,72.52507847739295
Africa_Middle_East,21.64630665601096,53.533028,73.02380774803497
Africa_Middle_East,21.920310537732618,79.15269,73.51646125144633
Africa_Middle_East,22.194314419454276,60.581673,74.00454786437923
Africa_Middle_East,22.468318301175934,59.76247,74.48872862249813
Africa_Middle_East,22.742322182897592,48.395866,74.9695075437743
Africa_Middle_East,23.01632606461925,54.496883,75.4468860809021
Africa_Middle_East,23.290329946340908,66.861496,75.91919761274382
Africa_Middle_East,23.564333828062566,41.9299,76.38616150034267
Africa_Middle_East,23.838337709784224,57.246773,76.8478273404524
Africa_Middle_East,24.11234159150588,65.78111,77.30579192885135
Africa_Middle_East,24.38634547322754,61.493057,77.75846633230962
Africa_Middle_East,24.660349354949197,67.9619,78.2068663709482
Africa_Middle_East,24.934353236670855,47.79627,78.6513266462465
Africa_Middle_East,25.208357118392513,59.12036,79.09196110971989
Africa_Middle_East,25.48236100011417,47.51864,79.52885141131914
Africa_Middle_East,25.75636488183583,63.4022,79.96234006725122
Africa_Middle_East,26.030368763557487,49.417625,80.3921379256617
Africa_Middle_East,26.304372645279145,46.17309,80.81804497710104
Africa_Middle_East,26.5783765270008,60.02161,81.24049125055106
Africa_Middle_East,26.852380408722457,47.758553,81.65740034698739
Africa_Middle_East,27.126384290444115,81.91659,82.0707367351581
Africa_Middle_East,27.400388172165773,41.916653,82.48024330100053
Africa_Middle_East,27.67439205388743,41.148815,82.88500557445539
Africa_Middle_East,27.94839593560909,55.60039,83.28491756361971
Africa_Middle_East,28.222399817330746,46.87816,83.68143175622903
Africa_Middle_East,28.496403699052404,46.433365,84.07379375583645
Africa_Middle_East,28.770407580774062,53.851997,84.46149301603441
Africa_Middle_East,29.04441146249572,76.57653,84.84453837366246
Africa_Middle_East,29.318415344217378,50.082733,85.22361344186835
Africa_Middle_East,29.592419225939036,74.79662,85.59934946513891
Africa_Middle_East,29.866423107660694,74.1358,85.97145335024175
Africa_Middle_East,30.14042698938235,55.474472,86.33839265557958
Africa_Middle_East,30.41443087110401,67.560074,86.70117558903199
Africa_Middle_East,30.688434752825668,46.399784,87.06045506277749
Africa_Middle_East,30.962438634547325,46.04416,87.41653312472644
Africa_Middle_East,31.236442516268983,58.700478,87.76927649448017
Africa_Middle_East,31.51044639799064,52.32437,88.11781355199687
Africa_Middle_East,31.7844502797123,57.56145,88.46177815634697
Africa_Middle_East,32.05845416143396,54.608727,88.80232911514592
Africa_Middle_East,32.33245804315561,56.355633,89.13861227674946
Africa_Middle_East,32.60646192487727,44.286053,89.47173751168899
Africa_Middle_East,32.88046580659893,66.17912,89.80171798713619
Africa_Middle_East,33.15446968832059,40.199734,90.12890921126517
Africa_Middle_East,33.42847357004224,49.6431,90.45309540349568
Africa_Middle_East,33.702477451763905,66.443436,90.77392169283466
Africa_Middle_East,33.97648133348556,40.283333,91.09132410951686
Africa_Middle_East,34.25048521520722,51.856487,91.40550975202757
Africa_Middle_East,34.524489096928875,61.27441,91.71628818417014
Africa_Middle_East,34.798492978650536,70.502914,92.02370189554485
Africa_Middle_East,35.07249686037219,48.475613,92.32737355372531
Africa_Middle_East,35.346500742093845,43.076633,92.62808804168901
Africa_Middle_East,35.620504623815506,43.219193,92.92571157732415
Africa_Middle_East,35.89450850553716,75.55495,93.21947403725707
Africa_Middle_East,36.16851238725882,62.397964,93.50982926875724
Africa_Middle_East,36.44251626898048,53.94816,93.79610925647079
Africa_Middle_East,36.71652015070214,61.26762,94.07776533695902
Africa_Middle_East,36.99052403242379,59.95943,94.35583826659222
Africa_Middle_East,37.264527914145454,54.610626,94.63081037684773
Africa_Middle_East,37.53853179586711,66.653656,94.9027417399033
Africa_Middle_East,37.81253567758877,63.211296,95.17193010524883
Africa_Middle_East,38.086539559310424,42.975758,95.43847392253659
Africa_Middle_East,38.360543441032085,43.748802,95.7028906243798
