Month,Flight distance,Contrail warming,Warming per flight distance ,Region
Sep,49.24,0.02,0.49,Oakland FIR
Sep,52.31,0.18,3.42,Cleveland FIR
Sep,41.4,0.18,4.4,Seattle FIR
Sep,67.8,0.03,0.48,Atlanta FIR
Sep,44.76,0.7,15.72,New York Oceanic FIR
Sep,4.12,0.04,9.51,Tirana FIR
Sep,23.15,0.38,16.62,Sofia FIR
Sep,13.3,0.0,0.0,Nicosia FIR
Sep,18.82,0.27,14.59,Zagreb FIR
Sep,37.7,0.29,7.59,Barcelona FIR
Sep,59.74,0.36,5.96,Madrid FIR
Sep,36.02,0.66,18.26,Bordeaux FIR
Sep,12.13,0.19,15.32,Reims FIR
Sep,53.69,0.65,12.09,Paris FIR
Sep,47.68,0.47,9.94,Marseille FIR
Sep,31.82,0.4,12.68,Brest FIR
Sep,48.43,0.18,3.71,Athinai FIR
Sep,20.73,0.63,30.37,Budapest FIR
Sep,12.69,0.08,6.31,Brindisi FIR
Sep,40.19,0.27,6.83,Milano FIR
Sep,34.85,0.13,3.75,Roma FIR
Sep,4.95,0.04,8.32,Ljubljana FIR
Sep,19.28,0.46,23.86,Praha FIR
Sep,2.05,0.0,0.0,Tel-Aviv FIR
Sep,4.4,0.0,0.17,Malta FIR
Sep,26.39,0.55,20.91,Wien FIR
Sep,29.11,0.07,2.39,Lisboa FIR
Sep,25.45,0.43,16.75,Santa Maria FIR
Sep,9.08,0.2,21.73,Sarajevo FIR
Sep,29.23,0.72,24.63,Bucarest FIR
Sep,14.41,0.16,10.83,Switzerland FIR
Sep,63.7,0.05,0.76,Ankara FIR
Sep,36.19,0.11,2.93,Istanbul FIR
Sep,0.92,0.04,41.31,Chisinau FIR
Sep,3.63,0.05,14.45,Skopje FIR
Sep,21.77,0.41,18.93,Beograd FIR
Sep,8.18,0.3,36.44,Bratislava  FIR
Sep,2.64,0.01,5.26,Santo Domingo FIR
Sep,11.66,0.11,9.27,Central America FIR
Sep,5.07,0.04,7.59,Kingston FIR
Sep,0.15,0.0,2.89,Oceanica Mazatlan FIR
Sep,58.53,0.12,1.98,Mexico FIR
Sep,7.71,0.1,12.45,Panama FIR
Sep,0.56,0.0,8.48,Port-Au-Prince FIR
Sep,8.81,0.04,4.61,Habana FIR/UIR
Sep,5.98,0.08,14.17,Nadi FIR
Sep,1.13,0.0,1.8,Tahiti Oceanic FIR
Sep,9.41,0.01,1.2,New Zealand FIR
Sep,7.66,0.07,9.78,Auckland Oceanic FIR
Sep,5.43,0.0,0.0,Kabul FIR
Sep,16.87,0.0,0.12,Bahrain FIR
Sep,45.95,0.12,2.51,Jeddah FIR
Sep,32.68,0.0,0.04,Tehran FIR
Sep,1.64,0.0,0.0,Amman FIR
Sep,5.04,0.0,0.44,Kuwait FIR
Sep,0.83,0.0,0.0,Beirut FIR
Sep,14.36,0.01,0.81,Emirates FIR
Sep,28.37,0.15,5.21,Muscat FIR
Sep,17.53,0.02,1.06,Karachi FIR
Sep,5.7,0.0,0.03,Lahore FIR
Sep,20.38,0.0,0.03,Baghdad FIR
Sep,1.71,0.0,0.0,Damascus FIR
Sep,3.48,0.06,17.87,Sanaa FIR
Sep,32.43,0.7,21.68,Alaska FIR
Sep,33.63,0.11,3.19,Taipei FIR
Sep,148.38,0.71,4.79,Fukuoka FIR
Sep,32.5,0.07,2.3,Incheon FIR
Sep,41.88,0.5,11.91,Manila FIR
Sep,3.87,0.02,5.45,Cordoba FIR
Sep,5.59,0.02,3.87,Ezeiza FIR
Sep,1.49,0.0,1.04,Mendoza FIR
Sep,1.55,0.01,5.38,Resistencia FIR
Sep,0.97,-0.0,-4.1,Comodoro Rivadavia FIR
Sep,6.49,0.02,3.75,Atlantico FIR
Sep,15.15,0.31,20.46,Amazonica FIR
Sep,23.12,0.05,2.18,Brasilia FIR
Sep,23.02,0.16,6.97,Curitiba FIR
Sep,21.29,0.09,4.35,Recife FIR
Sep,0.26,0.0,18.07,Punta Arenas FIR
Sep,5.68,0.01,2.31,Santiago FIR
Sep,6.25,0.01,0.96,Antofagasta FIR
Sep,0.38,0.03,89.59,Isla De Pascua FIR
Sep,0.96,0.0,1.18,Puerto Montt FIR
Sep,3.99,0.07,16.47,Guayaquil FIR/UIR
Sep,1.05,0.01,10.88,Asuncion FIR/UIR
Sep,6.33,0.12,19.3,Barranquilla FIR
Sep,13.76,0.2,14.53,Bogota FIR
Sep,3.3,0.06,18.14,La Paz FIR
Sep,0.69,0.01,12.27,Paramaribo FIR
Sep,0.69,0.01,17.76,Cayenne FIR
Sep,14.98,0.15,9.93,Lima FIR
Sep,1.59,0.02,10.15,Montevideo FIR
Sep,2.53,0.08,29.77,Maiquetia FIR
Sep,1.15,0.02,17.89,Georgetown FIR
Sep,6.56,0.1,15.82,San Juan Oceanic FIR/UIR
Sep,2.02,0.03,16.52,Curacao FIR
Sep,5.62,0.09,15.48,Piarco FIR
Sep,4.3,0.06,14.5,Almaty FIR
Sep,6.03,0.12,19.33,Nur-Sultan FIR
Sep,4.51,0.06,13.23,Shymkent FIR
Sep,8.07,0.14,17.55,Aktobe FIR
Sep,4.73,0.0,0.59,Baku FIR
Sep,0.44,0.0,6.71,Bishkek FIR
Sep,0.39,0.0,4.32,Osh FIR
Sep,0.89,0.0,1.37,Yerevan FIR
Sep,8.65,0.14,16.06,Yakutsk FIR
Sep,2.7,0.02,7.9,Tibilisi FIR
Sep,13.34,0.11,8.25,Khabarovsk FIR
Sep,8.03,0.24,29.89,Magadan FIR
Sep,5.71,0.15,26.68,Petropavlovsk-Kamchatsky FIR
Sep,7.6,0.19,25.23,Irkutsk FIR
Sep,4.77,0.19,39.68,Kiev FIR
Sep,1.06,0.03,31.27,Dnipro FIR
Sep,2.17,0.02,9.11,Simferopol FIR
Sep,5.0,0.2,40.51,Lvov FIR
Sep,2.3,0.04,18.81,Odessa FIR
Sep,2.65,0.14,52.01,Arkhangelsk FIR
Sep,1.38,0.08,56.78,Kotlas FIR
Sep,9.12,0.44,48.2,Sankt-Peterburg FIR
Sep,1.65,0.06,39.3,Murmansk FIR
Sep,5.06,0.27,53.86,Vologda FIR
Sep,1.34,0.04,32.71,Kaliningrad FIR
Sep,13.79,0.83,59.86,Minsk FIR
Sep,14.23,0.51,35.89,Krasnoyarsk FIR
Sep,17.07,0.63,37.12,Novosibirsk FIR
Sep,28.03,0.61,21.88,Rostov-Na-Donu FIR
Sep,17.46,0.73,41.73,Yekaterinburg FIR
Sep,13.21,0.64,48.21,Tyumen FIR
Sep,1.92,0.0,0.24,Ashgabat FIR
Sep,2.08,0.0,0.93,Turkmenbashi FIR
Sep,0.45,0.0,0.99,Dashoguz FIR
Sep,1.19,0.0,0.02,Turkmenabat FIR
Sep,0.3,0.0,0.03,Dushanbe FIR
Sep,1.53,0.0,1.39,Samarkand FIR
Sep,2.77,0.02,6.03,Tashkent FIR
Sep,52.9,1.59,29.99,Moscow FIR
Sep,5.79,0.32,55.8,Syktyvkar FIR
Sep,18.06,0.52,28.61,Samara FIR
Sep,70.58,0.86,12.19,Mumbai FIR
Sep,7.94,0.49,61.22,Colombo FIR
Sep,5.19,0.04,6.87,Phnom Penh FIR
Sep,37.44,0.34,9.03,Kolkata FIR
Sep,4.88,0.04,7.61,Dhaka FIR
Sep,26.54,0.07,2.46,Hong Kong FIR
Sep,26.97,0.03,1.09,Delhi FIR
Sep,8.17,0.04,4.93,Vientiane FIR
Sep,0.87,0.0,2.47,Kathmandu FIR
Sep,51.6,0.89,17.22,Chennai FIR
Sep,1.34,0.03,23.61,Male FIR
Sep,41.92,0.27,6.43,Bangkok FIR
Sep,33.53,0.39,11.58,Ho Chi Minh FIR
Sep,11.46,0.01,0.69,Hanoi FIR
Sep,16.66,0.24,14.54,Yangon FIR
Sep,33.51,0.3,9.08,U-Jung Pandang FIR
Sep,7.61,0.12,15.65,Kota Kinabalu FIR
Sep,42.37,0.71,16.65,Jakarta FIR
Sep,26.55,0.34,12.99,Kuala Lumpur FIR
Sep,24.91,0.52,20.98,Singapore FIR
Sep,55.43,0.06,1.13,Brisbane FIR
Sep,68.69,0.23,3.34,Melbourne FIR
Sep,18.08,0.03,1.54,Beijing FIR
Sep,54.37,0.02,0.42,Guangzhou FIR
Sep,15.59,0.0,0.25,Wuhan FIR
Sep,14.17,0.09,6.05,Sanya FIR
Sep,1.82,0.01,2.83,Pyongyang FIR
Sep,10.82,0.02,1.66,Lanzhou FIR
Sep,14.16,0.35,24.81,Ulaanbaatar FIR
Sep,19.44,0.03,1.32,Kunming FIR
Sep,95.34,0.04,0.4,Shanghai FIR
Sep,6.44,0.06,9.3,Urumqi FIR
Sep,14.57,0.02,1.47,Shenyang FIR
Oct,5060.84,68.51,13.54,Global
Oct,533.27,2.53,4.75,Africa & Middle East
Oct,162.36,0.05,0.33,Accra FIR
Oct,1162.76,25.4,21.85,European Airspace
Oct,238.91,7.82,32.71,North Atlantic
Oct,788.07,19.28,24.47,Continental Europe
Oct,1367.24,5.64,4.12,USA
Oct,544.29,1.23,2.26,East Asia
Oct,311.42,4.27,13.7,Southeast Asia
Oct,176.9,1.96,11.06,Latin America
Oct,599.16,1.9,3.17,China
Oct,207.72,1.34,6.46,India
Oct,2505.87,51.37,20.5,North Pacific
Oct,27.64,1.12,40.39,Arctic
Oct,0.31,0.0,15.13,Honiara FIR
Oct,0.08,0.0,3.56,Nauru FIR
Oct,1.69,0.04,25.89,Port Moresby FIR
Oct,12.02,0.59,49.34,Nuuk FIR
Oct,14.86,0.39,26.04,Reykjavik FIR
Oct,30.84,0.82,26.56,Edmonton FIR
Oct,16.49,0.67,40.32,Moncton FIR
Oct,79.12,3.39,42.79,Gander FIR
Oct,30.02,0.46,15.49,Montreal FIR
Oct,12.89,0.19,14.81,Vancouver FIR
Oct,26.36,0.69,26.08,Winnipeg FIR
Oct,26.68,0.2,7.57,Toronto FIR
Oct,12.41,0.09,7.57,Alger FIR
Oct,3.47,0.09,24.59,Kano FIR
Oct,3.66,0.05,12.73,Niamey FIR
Oct,2.97,0.01,4.58,Tunis FIR
Oct,16.97,0.47,27.64,Brussels FIR
Oct,51.43,1.27,24.71,Langen FIR
Oct,33.14,0.89,26.96,Munchen FIR
Oct,28.7,1.37,47.89,Bremen FIR
Oct,4.64,0.16,33.52,Tallinn FIR
Oct,6.13,0.1,16.23,Helsinki FIR
Oct,50.69,1.06,20.88,Shanwick FIR
Oct,13.49,0.06,4.27,Scottish FIR
Oct,72.89,0.96,13.18,London FIR
Oct,22.87,0.87,38.14,Amsterdam FIR
Oct,14.12,0.2,14.37,Shannon FIR
Oct,11.76,0.41,35.13,Copenhagen FIR
Oct,0.91,0.03,28.68,Bodo Oceanic FIR
Oct,14.0,0.13,9.47,Polaris FIR
Oct,33.46,1.63,48.66,Warszawa FIR
Oct,25.13,0.79,31.54,Sweden FIR
Oct,5.53,0.31,56.78,Riga FIR
Oct,4.3,0.28,65.63,Vilnius FIR
Oct,3.08,0.0,1.07,Cape Town FIR
Oct,7.12,0.0,0.35,Johannesburg FIR
Oct,0.67,0.02,22.9,Johannesburg Oceanic FIR
Oct,1.59,0.0,1.79,Gaborone FIR
Oct,2.88,0.17,58.77,Brazzaville FIR
Oct,1.4,0.03,19.83,Mauritius FIR
Oct,0.9,0.0,5.5,Lusaka FIR
Oct,1.95,0.0,1.97,Antananarivo FIR
Oct,2.68,0.08,31.22,Luanda FIR
Oct,1.63,0.0,1.03,Beira FIR
Oct,1.89,0.06,29.39,Seychelles FIR
Oct,2.46,0.06,25.35,N'Djamena FIR
Oct,1.16,0.0,0.34,Harare FIR
Oct,0.48,0.0,5.21,Lilongwe FIR
Oct,0.95,0.0,1.64,Windhoek FIR
Oct,1.79,0.12,65.92,Kinshasa FIR
Oct,12.88,0.05,4.18,Canarias FIR
Oct,0.53,0.02,39.01,Roberts FIR
Oct,21.73,0.09,4.07,Casablanca FIR
Oct,12.14,0.24,19.92,Dakar FIR
Oct,4.11,0.05,11.57,Sal Oceanic FIR
Oct,4.77,0.08,16.27,Addis Abeba FIR
Oct,0.03,0.0,26.31,Bujumbura FIR
Oct,4.93,0.09,17.85,Mogadishu FIR/UIR
Oct,20.35,0.07,3.26,Cairo FIR
Oct,0.55,0.0,3.53,Asmara FIR
Oct,3.68,0.03,9.14,Nairobi FIR
Oct,1.54,0.0,2.83,Tripoli FIR
Oct,0.05,0.0,7.39,Kigali FIR
Oct,7.16,0.1,13.39,Khartoum FIR
Oct,2.76,0.03,9.47,Dar-Es-Salaam FIR
Oct,0.38,0.01,28.78,Entebbe FIR
Oct,72.53,0.07,0.91,Albuquerque FIR
Oct,87.26,1.45,16.64,Oakland Oceanic FIR
Oct,65.65,0.3,4.5,Chicago FIR
Oct,46.42,0.48,10.33,Boston FIR
Oct,85.42,0.22,2.6,Washington FIR
Oct,88.69,0.23,2.6,Denver FIR
Oct,63.4,0.05,0.84,Fort Worth FIR
Oct,61.66,0.12,1.99,Houston FIR
Oct,63.7,0.34,5.3,Indianapolis FIR
Oct,72.16,0.31,4.35,Jacksonville FIR
Oct,68.47,0.27,3.94,Kansas City FIR
Oct,71.89,0.07,0.96,Los Angeles FIR
Oct,62.75,0.48,7.59,Salt Lake City FIR
Oct,51.2,0.15,2.85,Miami FIR/UIR
Oct,65.69,0.23,3.44,Memphis FIR
Oct,68.22,0.67,9.87,Minneapolis FIR
Oct,44.76,0.09,1.98,New York FIR
Oct,49.73,0.05,0.94,Oakland FIR
Oct,54.93,0.39,7.13,Cleveland FIR
Oct,40.63,0.13,3.23,Seattle FIR
Oct,72.14,0.19,2.6,Atlanta FIR
Oct,38.99,1.23,31.55,New York Oceanic FIR
Oct,3.33,0.02,5.98,Tirana FIR
Oct,20.89,0.32,15.5,Sofia FIR
Oct,12.78,0.05,3.96,Nicosia FIR
Oct,16.21,0.47,28.77,Zagreb FIR
Oct,32.23,0.34,10.67,Barcelona FIR
Oct,57.15,0.91,16.0,Madrid FIR
Oct,32.28,0.69,21.25,Bordeaux FIR
Oct,11.03,0.29,26.63,Reims FIR
Oct,49.04,1.34,27.22,Paris FIR
Oct,40.56,1.01,24.95,Marseille FIR
Oct,28.9,1.39,47.96,Brest FIR
Oct,39.76,0.21,5.24,Athinai FIR
Oct,18.48,0.38,20.62,Budapest FIR
Oct,8.76,0.12,13.96,Brindisi FIR
Oct,33.92,0.91,26.79,Milano FIR
Oct,29.75,0.32,10.84,Roma FIR
Oct,4.33,0.11,26.23,Ljubljana FIR
Oct,17.77,0.47,26.46,Praha FIR
Oct,1.96,0.0,0.02,Tel-Aviv FIR
Oct,3.98,0.01,2.08,Malta FIR
Oct,24.02,0.61,25.46,Wien FIR
Oct,28.31,0.44,15.64,Lisboa FIR
Oct,22.45,0.58,25.65,Santa Maria FIR
Oct,8.29,0.27,32.55,Sarajevo FIR
Oct,26.39,0.53,20.18,Bucarest FIR
Oct,13.02,0.36,27.58,Switzerland FIR
Oct,61.35,0.5,8.1,Ankara FIR
Oct,33.41,0.13,3.96,Istanbul FIR
Oct,0.85,0.03,40.16,Chisinau FIR
Oct,2.98,0.03,8.67,Skopje FIR
Oct,18.22,0.39,21.39,Beograd FIR
Oct,7.19,0.18,24.77,Bratislava  FIR
Oct,2.5,0.01,4.09,Santo Domingo FIR
Oct,12.47,0.15,12.1,Central America FIR
Oct,4.98,0.06,12.46,Kingston FIR
Oct,0.15,-0.0,-1.51,Oceanica Mazatlan FIR
Oct,61.37,0.14,2.32,Mexico FIR
Oct,8.48,0.12,14.6,Panama FIR
Oct,0.55,0.0,9.04,Port-Au-Prince FIR
Oct,8.87,0.05,6.11,Habana FIR/UIR
Oct,5.79,0.07,11.8,Nadi FIR
Oct,1.1,0.01,4.86,Tahiti Oceanic FIR
Oct,9.63,0.01,1.11,New Zealand FIR
Oct,7.69,0.12,16.1,Auckland Oceanic FIR
Oct,5.96,0.02,3.39,Kabul FIR
Oct,16.54,0.0,0.09,Bahrain FIR
Oct,42.32,0.01,0.2,Jeddah FIR
Oct,35.5,0.07,1.89,Tehran FIR
Oct,1.47,0.0,0.36,Amman FIR
Oct,4.94,0.0,0.03,Kuwait FIR
Oct,0.73,0.0,0.26,Beirut FIR
Oct,14.4,0.0,0.0,Emirates FIR
Oct,27.49,0.01,0.2,Muscat FIR
Oct,18.32,0.0,0.06,Karachi FIR
Oct,6.12,0.0,0.36,Lahore FIR
Oct,18.79,0.02,1.3,Baghdad FIR
Oct,2.12,0.0,2.14,Damascus FIR
Oct,3.22,0.03,9.63,Sanaa FIR
Oct,30.23,0.75,24.67,Alaska FIR
Oct,34.57,0.05,1.37,Taipei FIR
Oct,141.42,0.51,3.62,Fukuoka FIR
Oct,32.34,0.01,0.29,Incheon FIR
Oct,41.28,0.37,8.87,Manila FIR
Oct,3.87,0.02,5.99,Cordoba FIR
Oct,5.59,0.01,1.88,Ezeiza FIR
Oct,1.38,0.0,1.56,Mendoza FIR
Oct,1.53,0.01,4.82,Resistencia FIR
Oct,1.2,0.01,7.93,Comodoro Rivadavia FIR
Oct,6.26,0.07,10.89,Atlantico FIR
Oct,15.22,0.48,31.36,Amazonica FIR
Oct,23.86,0.13,5.32,Brasilia FIR
Oct,23.03,0.08,3.27,Curitiba FIR
Oct,22.13,0.07,3.25,Recife FIR
Oct,0.29,0.01,28.23,Punta Arenas FIR
Oct,5.7,0.01,1.6,Santiago FIR
Oct,6.23,0.01,1.21,Antofagasta FIR
Oct,0.41,0.02,40.28,Isla De Pascua FIR
Oct,1.01,0.01,6.81,Puerto Montt FIR
Oct,3.9,0.05,12.92,Guayaquil FIR/UIR
Oct,1.04,0.0,3.07,Asuncion FIR/UIR
Oct,6.12,0.1,15.84,Barranquilla FIR
Oct,13.37,0.21,15.38,Bogota FIR
Oct,3.28,0.07,20.23,La Paz FIR
Oct,0.74,0.02,28.81,Paramaribo FIR
Oct,0.72,0.02,22.84,Cayenne FIR
Oct,15.36,0.25,16.35,Lima FIR
Oct,1.55,0.0,2.26,Montevideo FIR
Oct,2.29,0.07,29.69,Maiquetia FIR
Oct,1.18,0.04,31.63,Georgetown FIR
Oct,6.46,0.06,9.61,San Juan Oceanic FIR/UIR
Oct,1.85,0.04,20.52,Curacao FIR
Oct,5.7,0.14,23.73,Piarco FIR
Oct,4.69,0.17,37.21,Almaty FIR
Oct,6.09,0.37,60.57,Nur-Sultan FIR
Oct,5.35,0.12,23.21,Shymkent FIR
Oct,8.97,0.52,57.67,Aktobe FIR
Oct,4.6,0.07,15.87,Baku FIR
Oct,0.47,0.01,12.87,Bishkek FIR
Oct,0.43,0.0,10.48,Osh FIR
Oct,0.9,0.01,14.01,Yerevan FIR
Oct,7.62,0.42,55.15,Yakutsk FIR
Oct,2.68,0.05,18.37,Tibilisi FIR
Oct,11.97,0.15,12.87,Khabarovsk FIR
Oct,8.13,0.33,40.68,Magadan FIR
Oct,4.91,0.1,19.69,Petropavlovsk-Kamchatsky FIR
Oct,7.28,0.19,25.56,Irkutsk FIR
Oct,4.36,0.13,30.65,Kiev FIR
Oct,0.92,0.05,58.98,Dnipro FIR
Oct,1.85,0.04,18.99,Simferopol FIR
Oct,4.35,0.16,36.37,Lvov FIR
Oct,2.17,0.1,45.5,Odessa FIR
Oct,2.5,0.09,35.15,Arkhangelsk FIR
Oct,1.23,0.11,86.52,Kotlas FIR
Oct,8.65,0.39,45.62,Sankt-Peterburg FIR
Oct,1.56,0.06,35.38,Murmansk FIR
Oct,4.77,0.42,87.18,Vologda FIR
Oct,1.26,0.09,73.77,Kaliningrad FIR
Oct,12.31,1.03,83.94,Minsk FIR
Oct,12.73,0.64,50.42,Krasnoyarsk FIR
Oct,15.02,1.31,87.39,Novosibirsk FIR
Oct,24.28,1.06,43.85,Rostov-Na-Donu FIR
Oct,15.58,1.36,87.4,Yekaterinburg FIR
Oct,11.9,1.19,99.66,Tyumen FIR
Oct,1.93,0.02,9.72,Ashgabat FIR
Oct,2.09,0.02,11.58,Turkmenbashi FIR
Oct,0.49,0.01,17.7,Dashoguz FIR
Oct,1.26,0.02,13.91,Turkmenabat FIR
Oct,0.36,0.0,6.32,Dushanbe FIR
Oct,1.79,0.03,15.79,Samarkand FIR
Oct,3.12,0.07,23.23,Tashkent FIR
Oct,48.64,3.35,68.91,Moscow FIR
Oct,5.19,0.33,63.11,Syktyvkar FIR
Oct,16.12,1.89,117.2,Samara FIR
Oct,71.61,0.4,5.6,Mumbai FIR
Oct,6.8,0.23,33.77,Colombo FIR
Oct,5.19,0.03,6.51,Phnom Penh FIR
Oct,40.73,0.25,6.2,Kolkata FIR
Oct,5.16,0.04,6.97,Dhaka FIR
Oct,26.98,0.08,2.86,Hong Kong FIR
Oct,28.79,0.0,0.06,Delhi FIR
Oct,8.21,0.04,4.45,Vientiane FIR
Oct,1.01,0.0,1.61,Kathmandu FIR
Oct,51.88,0.68,13.02,Chennai FIR
Oct,1.11,0.02,16.22,Male FIR
Oct,42.17,0.3,7.14,Bangkok FIR
Oct,33.27,0.44,13.33,Ho Chi Minh FIR
Oct,11.07,0.03,2.59,Hanoi FIR
Oct,17.9,0.21,11.47,Yangon FIR
Oct,35.31,0.63,17.87,U-Jung Pandang FIR
Oct,7.5,0.11,14.62,Kota Kinabalu FIR
Oct,42.07,0.96,22.82,Jakarta FIR
Oct,26.98,0.31,11.49,Kuala Lumpur FIR
Oct,24.34,0.39,16.18,Singapore FIR
Oct,54.67,0.06,1.16,Brisbane FIR
Oct,67.51,0.27,4.07,Melbourne FIR
Oct,23.76,0.11,4.57,Beijing FIR
Oct,62.68,0.05,0.82,Guangzhou FIR
Oct,22.92,0.03,1.5,Wuhan FIR
Oct,14.5,0.08,5.26,Sanya FIR
Oct,1.71,0.02,9.32,Pyongyang FIR
Oct,12.42,0.08,6.45,Lanzhou FIR
Oct,13.09,0.17,13.11,Ulaanbaatar FIR
Oct,21.66,0.04,1.99,Kunming FIR
Oct,104.26,0.1,0.92,Shanghai FIR
Oct,7.05,0.09,13.45,Urumqi FIR
Oct,19.21,0.08,4.31,Shenyang FIR
Nov,930.09,38.02,40.88,European Airspace
Nov,194.1,9.19,47.33,North Atlantic
Nov,624.88,20.37,32.6,Continental Europe
Nov,4876.91,99.32,20.36,Global
Nov,1343.96,13.21,9.83,USA
Nov,756.19,3.28,4.34,East Asia
Nov,321.62,3.65,11.36,Southeast Asia
Nov,184.53,1.91,10.35,Latin America
Nov,343.98,4.25,12.34,Africa & Middle East
Nov,831.76,3.87,4.65,China
Nov,215.35,0.8,3.74,India
Nov,2253.9,76.53,33.95,North Pacific
Nov,24.21,1.49,61.53,Arctic
Nov,0.43,0.0,8.84,Honiara FIR
Nov,0.13,-0.0,-2.02,Nauru FIR
Nov,1.9,0.05,26.81,Port Moresby FIR
Nov,10.71,0.75,69.91,Nuuk FIR
Nov,12.46,1.43,114.45,Reykjavik FIR
Nov,27.51,0.9,32.56,Edmonton FIR
Nov,12.42,0.62,49.9,Moncton FIR
Nov,62.12,3.24,52.18,Gander FIR
Nov,26.17,0.37,14.16,Montreal FIR
Nov,12.14,0.43,35.37,Vancouver FIR
Nov,22.49,0.46,20.64,Winnipeg FIR
Nov,23.96,0.26,10.74,Toronto FIR
Nov,12.8,0.16,12.43,Alger FIR
Nov,2.72,0.05,19.2,Accra FIR
Nov,3.89,0.09,24.36,Kano FIR
Nov,4.08,0.06,15.92,Niamey FIR
Nov,2.5,0.02,8.7,Tunis FIR
Nov,14.2,0.31,21.68,Brussels FIR
Nov,41.67,1.47,35.16,Langen FIR
Nov,26.2,1.13,43.01,Munchen FIR
Nov,24.16,1.41,58.34,Bremen FIR
Nov,4.0,0.6,149.6,Tallinn FIR
Nov,6.03,0.51,84.93,Helsinki FIR
Nov,41.53,1.78,42.96,Shanwick FIR
Nov,11.21,0.64,56.67,Scottish FIR
Nov,59.17,1.16,19.6,London FIR
Nov,19.53,0.61,31.33,Amsterdam FIR
Nov,10.9,0.25,22.81,Shannon FIR
Nov,10.54,0.76,72.19,Copenhagen FIR
Nov,0.92,0.07,71.96,Bodo Oceanic FIR
Nov,13.08,0.48,36.93,Polaris FIR
Nov,27.65,2.31,83.55,Warszawa FIR
Nov,22.54,2.09,92.52,Sweden FIR
Nov,4.75,0.86,181.23,Riga FIR
Nov,3.53,0.59,167.52,Vilnius FIR
Nov,3.25,0.0,1.1,Cape Town FIR
Nov,7.34,0.02,2.77,Johannesburg FIR
Nov,0.72,0.01,18.41,Johannesburg Oceanic FIR
Nov,1.61,0.01,5.64,Gaborone FIR
Nov,3.26,0.17,53.15,Brazzaville FIR
Nov,1.45,0.03,20.46,Mauritius FIR
Nov,0.94,0.02,19.84,Lusaka FIR
Nov,2.15,0.02,9.25,Antananarivo FIR
Nov,2.73,0.09,33.95,Luanda FIR
Nov,1.68,0.01,8.77,Beira FIR
Nov,2.04,0.03,14.28,Seychelles FIR
Nov,2.6,0.09,33.38,N'Djamena FIR
Nov,1.21,0.02,18.31,Harare FIR
Nov,0.5,0.01,10.93,Lilongwe FIR
Nov,1.18,0.01,6.89,Windhoek FIR
Nov,1.88,0.08,43.43,Kinshasa FIR
Nov,13.08,0.1,7.44,Canarias FIR
Nov,0.53,0.01,21.01,Roberts FIR
Nov,21.99,0.27,12.11,Casablanca FIR
Nov,12.35,0.45,36.23,Dakar FIR
Nov,3.75,0.2,53.08,Sal Oceanic FIR
Nov,5.13,0.06,12.42,Addis Abeba FIR
Nov,0.03,0.0,18.87,Bujumbura FIR
Nov,5.24,0.1,18.21,Mogadishu FIR/UIR
Nov,20.67,0.04,1.71,Cairo FIR
Nov,0.66,0.0,0.81,Asmara FIR
Nov,3.98,0.05,12.6,Nairobi FIR
Nov,1.62,0.02,13.21,Tripoli FIR
Nov,0.05,0.0,11.99,Kigali FIR
Nov,7.36,0.03,4.24,Khartoum FIR
Nov,2.93,0.05,16.02,Dar-Es-Salaam FIR
Nov,0.39,0.0,9.98,Entebbe FIR
Nov,71.11,0.39,5.43,Albuquerque FIR
Nov,91.78,1.96,21.38,Oakland Oceanic FIR
Nov,61.38,0.56,9.1,Chicago FIR
Nov,40.67,0.65,16.08,Boston FIR
Nov,87.81,0.76,8.63,Washington FIR
Nov,83.28,1.07,12.84,Denver FIR
Nov,61.19,0.37,6.07,Fort Worth FIR
Nov,63.98,0.59,9.15,Houston FIR
Nov,61.2,0.58,9.44,Indianapolis FIR
Nov,80.96,0.74,9.17,Jacksonville FIR
Nov,65.25,0.98,15.05,Kansas City FIR
Nov,70.62,0.2,2.83,Los Angeles FIR
Nov,58.79,1.03,17.52,Salt Lake City FIR
Nov,62.26,0.29,4.69,Miami FIR/UIR
Nov,64.06,0.39,6.11,Memphis FIR
Nov,61.15,1.23,20.1,Minneapolis FIR
Nov,42.69,0.32,7.47,New York FIR
Nov,47.76,0.11,2.22,Oakland FIR
Nov,51.36,0.7,13.63,Cleveland FIR
Nov,39.47,0.44,11.23,Seattle FIR
Nov,72.75,0.29,3.97,Atlanta FIR
Nov,40.49,2.3,56.71,New York Oceanic FIR
Nov,2.0,0.13,66.32,Tirana FIR
Nov,16.73,1.5,89.55,Sofia FIR
Nov,10.97,0.03,3.03,Nicosia FIR
Nov,9.82,0.51,52.19,Zagreb FIR
Nov,21.88,0.25,11.36,Barcelona FIR
Nov,48.27,0.85,17.68,Madrid FIR
Nov,23.54,0.51,21.86,Bordeaux FIR
Nov,8.12,0.18,22.47,Reims FIR
Nov,39.75,0.74,18.65,Paris FIR
Nov,29.36,0.42,14.27,Marseille FIR
Nov,22.57,0.72,32.03,Brest FIR
Nov,25.8,1.18,45.73,Athinai FIR
Nov,14.92,0.83,55.61,Budapest FIR
Nov,6.05,0.22,37.05,Brindisi FIR
Nov,25.18,0.49,19.33,Milano FIR
Nov,23.16,0.32,13.77,Roma FIR
