Airport,Latitude,Longitude,Flights Total,Flights Big Hit,Flights Warming,Flights Cooling,Flights No Contrail,Contrail Forcing (10^18 J),Fuel Burn (t),CO2 (Mt),CO2 Forcing 20yr (10^18 J),CO2 Forcing 100yr (10^18 J),GWP20,GWP100,Contrail CO2eq 20yr (Mt),Contrail CO2eq 100yr (Mt)
Halli Airport,61.856039,24.786686,16,0,0,0,16,0.0,3539.030940224863,1.1211650018632366e-05,4.310517016025759e-06,1.5871359724278947e-05,0.0,0.0,0.0,0.0
Halmstad Airport,56.69110107421875,12.820199966430664,1030,1,0,11,1002,0.0008756803162033523,822579.3609244555,0.002605931415408675,0.0010018963925958698,0.0036889909016082235,0.3670895868309209,0.09969819460521602,0.0009566102865920875,0.0002598066573812601
Hamburg Helmut Schmidt Airport,53.630402,9.98823,71795,1798,0,8969,41853,1.6912750102005443,286890897.7623815,0.9088703641112247,0.34943127580260075,1.2866088816162708,2.0328332163532727,0.552099021259582,1.847581865524391,0.501786438477647
Hamburg-Finkenwerder Airport,53.5352783203125,9.835556030273438,474,20,0,60,267,0.01790177248553847,3758892.1359855225,0.011908170286802135,0.004578306544147227,0.016857363007738747,1.642254482399808,0.4460213878335842,0.019556246030681013,0.005311298637878138
Hammerfest Airport,70.679702758789,23.668600082397,13,0,0,0,13,0.0,4311.47381516539,1.3658749046443956e-05,5.251347489841125e-06,1.933550540192548e-05,0.0,0.0,0.0,0.0
Hannover Airport,52.461101532,9.68507957458,31749,958,0,3482,19483,0.9310543699070061,130232714.60603575,0.4125772398719213,0.15862261218797796,0.584049785462011,2.465240169525967,0.6695368187689842,1.017101984764411,0.2762356526803343
"Harstad/Narvik Airport, Evenes",68.491302490234,16.678100585938,2475,53,0,345,975,0.04983981877494238,8467247.093512176,0.026824238792246574,0.010313052723172818,0.03797274642841875,2.029731103617963,0.5512565156416966,0.05444599180749841,0.014787036411354678
"Haugesund Airport, Karmøy",59.345299,5.20836,2570,26,0,192,1786,0.021727554702163285,5568957.76049644,0.017642458185252723,0.006782954880474532,0.024974896631035935,1.3453683734765103,0.3653898196146431,0.0237356052728208,0.006446374613868377
Haverfordwest Airport,51.833099365234375,-4.9611101150512695,65,0,0,0,65,0.0,18926.365000626112,5.995872432198353e-05,2.3052191338437304e-05,8.487836141349301e-05,0.0,0.0,0.0,0.0
Hawarden Airport,53.178101,-2.97778,270,6,0,31,179,0.0036638808362868696,1451508.9977311715,0.004598380504812352,0.0017679286616344662,0.006509528126520211,0.8704140526902385,0.23639654385564432,0.004002495011005504,0.001087041258670813
Helsinki Vantaa Airport,60.3172,24.963301,85914,5474,0,13399,36507,5.564459344843844,772675715.8334553,2.4478366677603867,0.9411140725314967,3.4651898904925402,2.483304620605595,0.6744429594599285,6.0787241075371705,1.6509262064788448
Henri Coandă International Airport,44.5711111,26.085,57394,2724,0,9015,28155,2.5677236466690423,275339096.47449267,0.8722742576311928,0.3353612558287067,1.2348029503316398,3.215767811150603,0.8733733032556751,2.805031480185678,0.7618210497322466
Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.1802997589,23655,998,0,2493,13746,0.8754705185290175,146210606.00973764,0.4631951998388489,0.1780835815717304,0.6557052375862877,2.064747432284105,0.5607666321771603,0.9563810995135862,0.25974441225425804
Heringsdorf Airport,53.8787002563,14.152299881,116,0,0,5,107,-9.285975184281091e-05,172438.1400696541,0.0005462840277406642,0.00021002855005694003,0.0007733268788707417,-0.18569425805875983,-0.05043287235914045,-0.00010144180722065362,-2.755067264288206e-05
Hornafjörður Airport,64.295601,-15.2272,2,0,0,1,1,-0.0001793596406219558,43735.455002047514,0.00013855392144648652,5.326950404620547e-05,0.00019613875966803686,-1.414149622941486,-0.3840701816852445,-0.00019593597577061318,-5.321442978315517e-05
Horta Airport,38.519901275634766,-28.71590042114257,588,29,0,53,409,0.022211518891867454,1984052.875305538,0.006285479508967945,0.0024165636933244665,0.008897807741111007,3.8603732897065295,1.0484422911816598,0.02426429720941757,0.006589962537557727
Hrodna Airport,53.60200119018555,24.053800582885746,3,0,0,0,3,0.0,1892.1497142148833,5.99433029463275e-06,2.3046262317992915e-06,8.485653071060154e-06,0.0,0.0,0.0,0.0
Humberside Airport,53.57440185546875,-0.350832998752594,1626,5,0,38,1499,0.007147394706917203,1726265.004346479,0.005468807533769646,0.002102579717749652,0.007741716115563572,1.4277250710465825,0.3877571499774241,0.007807953624691353,0.0021205692230695837
Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,110067,6683,0,14959,55086,5.714966051440353,1065282314.3490572,3.374814371857813,1.2975070352397515,4.777431761552223,1.8499211768523685,0.502421774167859,6.243140574445492,1.6955802241959912
Hévíz–Balaton Airport,46.686391,17.159084,77,1,0,3,58,0.000922850366959367,81638.1040461806,0.00025862951361830015,9.943468779755388e-05,0.000366119352560031,3.898007453013486,1.0586633878070717,0.001008139771653387,0.00027380159707404483
Iaşi Airport,47.180278,27.620833,4431,220,0,690,2256,0.19585987425240908,18184639.814829204,0.05760893893337892,0.022148774813237532,0.08155197420773652,3.714026978000032,1.0086959633431902,0.2139611533725257,0.05810990415458367
Ibiza Airport,38.872898,1.37312,29625,527,0,2418,21795,0.45349029835284593,89264591.09823763,0.2827902245992168,0.10872370017570032,0.4003215738686874,1.7518344666378851,0.4757823153709711,0.49540166228117677,0.13454658782409232
Ingolstadt Manching Airport,48.7156982421875,11.534000396728516,68,0,0,0,68,0.0,32003.047764601793,0.00010138565531825849,3.897950718261765e-05,0.0001435228716347428,0.0,0.0,0.0,0.0
Innsbruck Airport,47.260201,11.344,5461,122,0,694,3320,0.11680714057472213,12517302.599312915,0.03965481463462331,0.015245994386715792,0.05613587891343053,3.2178287487846378,0.8739330351812823,0.12760240255901667,0.03465565251318748
Inverness Airport,57.54249954223633,-4.047500133514404,4925,29,0,529,3114,0.03932516160898605,9440092.413907724,0.029906212767259667,0.01149797209187989,0.04233562945964144,1.436476601594684,0.3901339861149198,0.04295957488248072,0.01166742999649192
Ioannina Airport,39.6963996887207,20.82250022888184,696,3,0,10,651,0.0025354142539146824,937408.1969737412,0.002969709168012812,0.0011417571793708584,0.004203959488896886,0.9326623960717666,0.2533026280240366,0.002769736068275122,0.0007522351367247206
Ioannis Kapodistrias International Airport,39.601898193359375,19.911699295043945,9850,248,0,1126,5490,0.24246167325249512,48492559.523188435,0.15362442856946096,0.059063626881449206,0.2174727684337879,1.7241390030186599,0.46826047922893144,0.26486986911306176,0.07193624854320653
Ireland West Knock Airport,53.910301,-8.81849,2879,29,0,352,1837,0.03490104879242822,8149293.2889573565,0.025816961139416908,0.009925787025869649,0.036546830890231335,1.476803849872605,0.40108650013585523,0.03812658760270233,0.010354834587552108
Islay Airport,55.68190002441406,-6.256669998168945,214,0,0,1,210,1.5238700852774933e-05,31264.46660984557,9.904583021999078e-05,3.807992006708642e-05,0.0001402105843474312,0.16807425926551242,0.04564744086870166,1.6647054547562656e-05,4.521188678258492e-06
Isle of Man Airport,54.08330154418945,-4.623889923095703,3873,1,0,61,3630,0.0024067326182637045,3128740.4837190285,0.009911849852421883,0.0038107858681062086,0.01403134545578855,0.26525439493484115,0.07204068226071256,0.0026291617352891612,0.0007140564258342156
Ivalo Airport,68.607299804688,27.405300140381,900,59,0,72,284,0.05245523780605115,3716984.7506259326,0.011775407689982954,0.004527263617215884,0.016669422523640075,4.866339082787924,1.321653455438993,0.057303126657525516,0.01556300826266886
Ivano-Frankivsk International Airport,48.88420104980469,24.68610000610352,115,0,0,0,38,0.0024345852414901156,667544.1521839427,0.0021147798741187307,0.0008130645014238123,0.002993710298129518,1.257619536500775,0.3415580332087332,0.0026595884850903655,0.0007223200544734061
Jerez Airport,36.744598,-6.06011,3972,73,0,481,2700,0.061847834772261454,15760782.552748991,0.049930159127108804,0.01919653219397676,0.0706817921786592,1.3531657875426193,0.367507526389416,0.0675637830973625,0.018349709273033678
Jersey Airport,49.20790100097656,-2.195509910583496,6965,7,0,184,6394,0.01237392314005102,9049476.338265777,0.02866874103962598,0.011022204213828834,0.040583848151336296,0.4715071158181804,0.12805704622789216,0.013517515401732348,0.003671234296606853
Joensuu Airport,62.662899,29.6075,552,3,0,11,504,0.0024909589934939426,659005.5329993427,0.0020877295285419177,0.0008026645179508664,0.002955417471952981,1.3034122648629365,0.35399492193436566,0.0027211722732180515,0.0007390456514762662
Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,171516,6876,0,22244,103562,5.851183195454731,1221885105.2646947,3.8709320134785528,1.4882482314600052,5.4797424421958345,1.6512681756591958,0.4484694249801679,6.391946843997507,1.7359946542220501
João Paulo II Airport,37.7411994934,-25.6979007721,6029,253,0,1036,2753,0.2034928807799727,38710773.94842615,0.12263573186861405,0.04714947470835488,0.1736047604324364,1.812682123316292,0.4923079857643111,0.22229959883804676,0.060374550138969516
Jyväskylä Airport,62.399502,25.678301,541,5,0,15,501,0.004654210026098836,538954.1786688651,0.0017074068380229647,0.0006564427373620871,0.002417027652211869,2.9778198458204295,0.8087487990353212,0.005084349967154293,0.0013808632297157679
Jönköping Airport,57.757598876953125,14.068699836730955,525,6,0,33,325,0.010121589956238183,1507523.453932507,0.004775834302058183,0.0018361539104885904,0.006760734063723681,2.315202313562511,0.6287879010698182,0.011057022625316304,0.0030029868266484047
Kajaani Airport,64.2855,27.6924,487,2,0,2,476,0.001721886744987198,375001.80400505796,0.0011880057150880235,0.0004567497952141251,0.0016817565681524272,1.5833448432211978,0.43002206537484805,0.0018810227227019337,0.0005108686712792752
Kalamata Airport,37.06829833984375,22.02549934387207,1177,53,0,170,696,0.040139447408162464,5938052.098324585,0.018811749047492284,0.007232509419725293,0.026630160206519912,2.3309430977648917,0.6330629549611466,0.04384911659913742,0.011909021439993001
Kalmar Airport,56.685501,16.2876,2222,8,0,47,2032,0.00531862816262892,2601417.2760648453,0.00824128993057343,0.0031685095789381295,0.011666478784374703,0.705007756060745,0.19147369738467956,0.005810173320999586,0.0015779902542260237
Karlovy Vary International Airport,50.20299911499024,12.914999961853027,341,35,0,23,167,0.027794136853228586,1236181.5662555953,0.003916223201897726,0.0015056612293713233,0.005543857246220772,7.75309694547305,2.1056706476909763,0.030362858144423948,0.008246276246042414
Karlskoga Airport,59.34590148925781,14.49590015411377,2,0,0,0,2,0.0,505.4852766083026,1.6013773562951027e-06,6.156778290364798e-07,2.266930918628043e-06,0.0,0.0,0.0,0.0
Karlsruhe Baden-Baden Airport,48.7794,8.0805,5780,140,0,883,3348,0.12634478638931365,21438556.246193744,0.06791734618794179,0.026112024183764786,0.09614469155528457,2.0321982665941656,0.551926574677279,0.13802151319481115,0.03748538824268167
Karlstad Airport,59.4446983337,13.3374004364,477,25,0,11,406,0.022439146134658857,1053014.6981686603,0.0033359505637983156,0.0012825651573119157,0.004722415641985297,7.348118980800229,1.9956823141036983,0.024512961656857627,0.00665749754089656
Karpathos Airport,35.4213981628418,27.145999908447266,681,9,0,65,470,0.007956059898339725,4013628.0844203904,0.012715173771443797,0.004888573297636585,0.017999767790461068,0.6835419976045318,0.18564379253123078,0.008691355279621444,0.0023604930816244593
Karup Airport,56.29750061035156,9.124629974365234,972,2,0,2,964,0.0014393598195710374,438948.74380790605,0.0013905896203834462,0.0005346367582835798,0.0019685370179479095,1.1307324362818743,0.30709665030837263,0.001572384789324461,0.0004270454143733479
Kassel-Calden Airport,51.417273,9.384967,863,14,0,140,574,0.006639731627048135,3123801.4240193283,0.009896202911293233,0.0038047701250289883,0.01400919543943728,0.7329450115830506,0.19906120200948757,0.007253372557446037,0.0019699500468518213
Katowice International Airport,50.4743,19.08,11561,693,0,1840,5137,0.6345674380212795,52901789.16944186,0.1675928680887918,0.06443404034738319,0.2372466757560553,4.136296940748358,1.1233806464077924,0.6932138675669127,0.18827058448692283
Kauhajoki Airfield,62.462502,22.393101,1,0,0,0,1,0.0,490.54176738749175,1.554036319083574e-06,5.974767305257813e-07,2.1999143216012033e-06,0.0,0.0,0.0,0.0
Kaunas International Airport,54.96390151977539,24.084800720214844,3753,244,0,679,1511,0.23120417763589288,18902313.88273957,0.05988253038051896,0.02302289723091029,0.08477050026443957,4.217790386376823,1.1455135253909778,0.2525719609508709,0.0685962484855206
Kavala Alexander the Great International Airport,40.9133,24.6192,745,23,0,95,391,0.02180506643397613,3729290.9727980895,0.011814393801824348,0.004542252516994394,0.016724611778054673,2.016208449003162,0.5475838855815406,0.023820280603088842,0.006469371663793446
Kefallinia Airport,38.12009811401367,20.5004997253418,2163,68,0,219,1304,0.059249918901815087,10645598.921133319,0.03372525738215036,0.012966271295840943,0.04774191941564866,1.9192075632988204,0.521239326850475,0.06472576904202235,0.017578930455731067
Keflavik International Airport,63.985001,-22.6056,27372,2352,0,4658,8508,2.052425608525952,308086618.0282808,0.9760184059135937,0.37524752731784633,1.3816645357309825,2.2972003619646584,0.6238987346699469,2.242109835348876,0.6089366484640697
Kemi-Tornio Airport,65.778701782227,24.582099914551,376,0,0,6,351,0.00016702184451280417,370518.89110731863,0.0011738038470279855,0.0004512896360198574,0.0016616522163074247,0.1554415814066935,0.04221652040477244,0.0001824579262432906,4.955391405925733e-05
Kerry Airport,52.180901,-9.52378,1760,19,0,141,1235,0.02156453505371332,3749747.403896541,0.011879199775544243,0.004567168319039185,0.016816351969684028,1.983089759316113,0.5385891505415352,0.023557519423752053,0.00639800811622357
Kharkiv International Airport,49.924801,36.290001,1097,110,0,161,336,0.10926246856177498,5412035.134064632,0.017145327304716754,0.00659182412664428,0.02427115159601241,6.961690104937155,1.8907317444090683,0.11936045544315545,0.03241721460331154
Kherson International Airport,46.6758,32.506401,23,0,0,0,17,0.00022537331270472028,40738.53541420588,0.00012905968019220424,4.9619275184902704e-05,0.00018269858645487188,1.9076617097539355,0.5181035779899893,0.00024620221017575646,6.686628208182477e-05
Kiel-Holtenau Airport,54.379444,10.145278,7,0,0,0,6,0.0,4617.621393406966,1.4628624574313268e-05,5.624233279119231e-06,2.0708473998430643e-05,0.0,0.0,0.0,0.0
Kiev Zhuliany International Airport,50.40194,30.45194,6341,454,0,1175,2299,0.45626000962713065,27376217.914254624,0.08672785835235866,0.03334405806192978,0.12277310081380001,5.74702706213751,1.5608403043759829,0.4984273489922339,0.1353683368285726
"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,1036,19,0,148,408,0.016544409025195734,4001345.6949754176,0.012676263161682123,0.004873613425967126,0.017944685417786908,1.4257699951249845,0.3872261691305356,0.018073435666234542,0.0049085808229887
Kirkwall Airport,58.957801818847656,-2.9049999713897705,751,0,0,1,749,-7.497210681259424e-05,256974.1773370439,0.0008140941938037551,0.0003129929019552929,0.0011524424841868526,-0.10060383051685717,-0.02732308578810098,-8.190099429819047e-05,-2.2243565496894907e-05
Kiruna Airport,67.821998596191,20.336799621582,1140,19,0,210,429,0.013318252976145962,3164683.601129011,0.010025717648376706,0.0038545643548788884,0.014192538210432728,1.4511798831173124,0.39412726371027,0.014549119765138487,0.003951408663486475
Kitee Airport,62.1661,30.073601,2,0,0,0,2,0.0,184.65309710388695,5.849810116251139e-07,2.2490628948205474e-07,8.281068399339254e-07,0.0,0.0,0.0,0.0
Kittilä Airport,67.700996398926,24.846799850464,1330,95,0,132,402,0.09145644069347299,5711547.66859645,0.018094183014113557,0.006956628475184498,0.02561436426009355,5.521597887292656,1.4996157898442553,0.09990880270301607,0.02713432255229641
Klagenfurt Airport,46.642502,14.3377,414,9,0,70,236,0.007940993855002089,997210.9590048969,0.0031591643181275134,0.001214596560459812,0.004472154699600982,2.745946701708309,0.7457741610321429,0.008674896839516824,0.002356023118914228
Kokkola-Pietarsaari Airport,63.721199,23.143101,414,3,0,11,380,0.0027614392080300204,383766.2960089163,0.0012157716257562468,0.0004674248903341052,0.001721062357715534,2.4812638166179073,0.673888695649636,0.0030166501442597028,0.0008192947550887146
Kos Airport,36.79330062866211,27.091699600219727,5938,254,0,712,2980,0.23337488589318522,41336109.74162334,0.13095279566146276,0.05034711688795079,0.18537850569622047,1.9468334660210822,0.5287422708852711,0.25494328506275604,0.06924027855681669
Kozani State Airport Filippos,40.286098,21.840799,18,0,0,0,18,0.0,8273.10527460806,2.6209197509958336e-05,1.0076589231317838e-05,3.7102085872634725e-05,0.0,0.0,0.0,0.0
Košice Airport,48.66310119628906,21.241100311279297,1887,30,0,173,1263,0.029256278644170207,6043285.261506266,0.01914512770845185,0.007360682738412366,0.027102095438505783,1.669361045331757,0.4533832839026022,0.03196013040439118,0.008680080871192602
Kraków John Paul II International Airport,50.077702,19.7848,31503,1284,0,4656,14405,1.1707279552452656,138689243.58157042,0.43936752366641507,0.1689226103121088,0.6219744647475136,2.91083437731938,0.7905561547492408,1.2789260921658874,0.3473447000314172
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,84,0,0,0,84,0.0,44723.50590126303,0.0001416840666952013,5.447294371251634e-05,0.00020056983459001832,0.0,0.0,0.0,0.0
"Kristiansand Airport, Kjevik",58.204201,8.08537,5318,12,0,277,4419,0.013206201482525704,7786150.188046168,0.02466652379573026,0.009483481055063248,0.03491825660441698,0.5848701115609287,0.158845405298934,0.014426712524229059,0.003918163969648573
Kristianstad Airport,55.92169952392578,14.08549976348877,456,0,0,5,433,0.00020209747211854444,280709.07898211596,0.0008892863622153434,0.0003419018601257124,0.001258885510086305,0.2482611187274008,0.06742546292710089,0.00022077522715260173,5.996054464712705e-05
"Kristiansund Airport, Kvernberget",63.111801,7.82452,1265,0,0,85,827,0.004244631067525855,1680734.7512095545,0.005324567691831869,0.0020471241610716976,0.00753752829181211,0.8708534060911907,0.23651586824522108,0.004636917910394892,0.0012593447506640673
Kryvyi Rih International Airport,48.04330062866211,33.209999084472656,1,0,0,0,0,0.00014031952668184467,1830.0632401595278,5.7976403448253845e-06,2.2290053040931198e-06,8.207216182434917e-06,26.43968639202157,7.180778463287678,0.00015328779253091494,4.1631570926009867e-05
Kunovice Airport,49.02939987182617,17.439699172973633,1,0,0,0,1,0.0,624.0927965416505,1.977125979443949e-06,7.601410285779978e-07,2.7988456282369796e-06,0.0,0.0,0.0,0.0
Kuopio Airport,63.007099,27.7978,1150,25,0,51,849,0.026260502082211288,1822183.8436809066,0.005772678416781113,0.002219408249653422,0.008171879747677874,4.9695277451776025,1.3496785580652804,0.028687485556181655,0.007791260281735698
Kuressaare Airport,58.22990036010742,22.50950050354004,170,0,0,0,169,4.424489683168312e-09,29083.625952862687,9.2136927018669e-05,3.5423670116197825e-05,0.0001304302498002263,5.245886890983019e-05,1.4247351897101608e-05,4.833398976226948e-09,1.3127072219525461e-09
Kuusamo Airport,65.987602,29.239401,494,25,0,30,190,0.022276120736247775,1584229.8524041588,0.005018840172416375,0.0019295818124862765,0.007104736380702609,4.848703822083007,1.3168638789520892,0.024334869526419018,0.006609129337288799
Kärdla Airport,58.99079895019531,22.830699920654297,313,0,0,0,313,0.0,29905.953114583528,9.474205946700063e-05,3.6425259331779146e-05,0.00013411810967349646,0.0,0.0,0.0,0.0
La Baule-Escoublac Airport,47.289398193359375,-2.346390008926392,49,0,0,0,49,0.0,67373.30725202846,0.00021343863737442617,8.206025667505129e-05,0.00030214655177424743,0.0,0.0,0.0,0.0
La Palma Airport,28.626499,-17.7556,3542,207,0,216,2551,0.19157434057586462,14839434.031384375,0.047011327011425706,0.01807433559662799,0.06654985491645453,4.451683582597318,1.2090367911826807,0.20927955265287765,0.05683842395913382
La Roche-sur-Yon Airport,46.70190048217773,-1.3786300420761108,323,0,0,23,254,0.00028084055560851864,160764.5374715524,0.000509302054709878,0.00019581017686740168,0.000720974709804659,0.6023845912536661,0.16360217876093883,0.00030679571005106217,8.332292579795891e-05
La Rochelle-Île de Ré Airport,46.17919921875,-1.1952799558639526,1261,3,0,79,1057,0.004395581315449326,1857167.227060903,0.0058835057753289415,0.0022620177865251305,0.008328768419004666,0.8161492643807762,0.22165872066705167,0.004801818910514764,0.001304130363196623
Lahr Airport,48.3693008423,7.82772016525,1,0,0,0,1,0.0,999.2188834959616,3.1655254229152065e-06,1.2170421996282221e-06,4.481159563484668e-06,0.0,0.0,0.0,0.0
Lajes Airport,38.761799,-27.090799,1769,85,0,256,913,0.07721824180300925,11304848.134915536,0.035813758891412424,0.013769232615424462,0.05069842971369676,2.35537175259379,0.6396975555339952,0.0843547160470375,0.022909974017320412
"Lakselv Airport, Banak",70.068802,24.973499,24,0,0,0,10,0.00025809916782388513,119826.69118636238,0.000379610957678396,0.00014594814231832075,0.0005373822813394237,0.7427408719571225,0.20172166863380936,0.0002819525737105302,7.657575581456442e-05
Lamezia Terme Airport,38.905399,16.2423,9353,90,0,1216,5942,0.08965906510565264,31516328.25622155,0.09984372791570988,0.03838668593907932,0.14134009885518747,0.9809861524419288,0.2664269209472965,0.09794531449349105,0.026601057004482214
Lampedusa Airport,35.497898,12.6181,441,3,0,42,348,0.0021704301953611046,1412497.2055338174,0.004474791147131134,0.0017204125486270814,0.006334573400802644,0.5298616792693827,0.14390561516520733,0.0023710203515986696,0.0006439475727637296
Landivisiau Air Base,48.53030014038086,-4.151639938354492,8,2,0,2,4,0.000961663437312671,100181.52924475263,0.0003173750846473763,0.00012202046090999999,0.0004492803581623431,3.310089477282256,0.8989902103073399,0.0010505399280428456,0.00028531709409345465
Lannion-Côte de Granit Airport,48.754398,-3.47166,47,0,0,1,45,1.4703721532720215e-06,16698.14394278293,5.289972001073632e-05,2.0338232362794757e-05,7.488554175422338e-05,0.030364305676040967,0.008246669382470219,1.6062632685829788e-06,4.362465013537863e-07
Lappeenranta Airport,61.044601,28.144743,285,28,0,27,110,0.02322350687736583,1620372.7132870234,0.00513334075569329,0.001973603585529476,0.007266824917430707,4.9421641509011,1.3422468546197306,0.02536981265714694,0.00689021048302059
Laval-Entrammes Airport,48.03139877319336,-0.7429860234260559,148,0,0,5,125,9.81464360722324e-05,56857.60319155268,0.0001801248869108389,6.925219648745316e-05,0.0002549871669830911,0.59523748330215,0.16166108921501574,0.00010721708436489212,2.9119185412737745e-05
Le Castellet Airport,43.25249862670898,5.785190105438232,7,0,0,0,7,0.0,9394.182581551351,2.976077041835468e-05,1.1442054210144034e-05,4.212973935115794e-05,0.0,0.0,0.0,0.0
Le Havre Octeville Airport,49.53390121459961,0.0880559980869293,104,5,0,5,84,0.004336817199644942,196642.75798089243,0.0006229642572834673,0.00023950961963079502,0.0008818764237451869,7.604968963913299,2.065440434517362,0.004737623842268068,0.0012866955662523502
Le Mans-Arnage Airport,47.94860076904297,0.2016669958829879,188,0,0,7,162,9.337939831944573e-05,143786.58267697523,0.0004555158939206576,0.00017513113667944248,0.0006448343107862318,0.223942743921966,0.06082081340607939,0.00010200947918465926,2.7704847187651765e-05
Le Puy-Loudes Airport,45.0806999206543,3.762890100479126,14,0,0,0,13,2.3224840696739923e-07,5316.243352120861,1.684185893951889e-05,6.475150349828468e-06,2.3841557773426995e-05,0.01506441173661577,0.004091357278467237,2.537126974749156e-07,6.89060621551191e-08
Le Touquet-Côte d'Opale Airport,50.51739883422852,1.6205899715423584,164,0,0,2,157,5.536823719794077e-05,40413.84969110011,0.00012803107582140517,4.92238100539256e-05,0.00018124248053328257,0.47242705507069055,0.1283068933657898,6.0485344107838735e-05,1.6427269592924377e-05
Lecce Galatina Air Base,40.239201,18.133301,24,0,0,2,22,-5.648985202416074e-07,20073.309422759357,6.359224425130165e-05,2.444916229787375e-05,9.002202017627154e-05,-0.009704110742563497,-0.0026355482584916774,-6.171061805827782e-07,-1.6760042859009544e-07
Leeds Bradford Airport,53.865898,-1.66057,13738,404,0,2184,7826,0.3241693816221563,71553164.62136042,0.22668042552046982,0.08715129617693292,0.32089180182301663,1.5622388450183708,0.4242898681356711,0.3541289661533716,0.09617820785301795
Leeuwarden Air Base,53.22859954833984,5.760560035705566,131,0,0,1,128,-1.2354997232809312e-05,126423.14875021756,0.0004005085352406892,0.00015398258537766368,0.0005669651679177576,-0.033699257776799406,-0.009152412055289836,-1.3496840370884337e-05,-3.6656191461833584e-06
Leipzig/Halle Airport,51.423889,12.236389,30485,1869,0,2729,16621,1.8476775618423997,326093479.71026635,1.033064143722124,0.39717976950403333,1.4624192349939305,1.9538371174917744,0.5306443989551524,2.0184390687541427,0.5481897016275455
Leknes Airport,68.152496337891,13.609399795532,695,0,0,2,685,9.844368708218351e-05,190983.90947259977,0.0006050370252091962,0.0002326171783952975,0.0008564983974387524,0.17774417547209367,0.04827370220207998,0.00010754180717589692,2.9207377176181093e-05
Lelystad Airport,52.4603,5.52722,6,0,0,0,6,0.0,2454.6539748238856,7.77634379224207e-06,2.9897528181150456e-06,1.1008294895151633e-05,0.0,0.0,0.0,0.0
Lennart Meri Tallinn Airport,59.41329956049999,24.8327999115,18415,639,0,1984,10975,0.6354061218489439,54564705.43490585,0.17286098681778175,0.06645946170695263,0.2447042941511227,4.015539162103051,1.090583931525715,0.6941300621665819,0.1885194146111512
Leuchars Station Airfield,56.37398,-2.868862,4,0,0,0,3,1.4876114552315626e-07,9449.697760405601,2.9936642504964945e-05,1.1509671342387514e-05,4.237870619791219e-05,0.005428450497072588,0.0014743178054549416,1.6250958188676134e-07,4.4136125080609044e-08
León Airport,42.589001,-5.65556,229,0,0,5,187,0.0003724050579858343,434014.0475781746,0.0013749565027276573,0.0005286263298848318,0.001946406570287247,0.29588031377121604,0.08035840339922799,0.0004068225614488331,0.0001104893093025808
Liepāja International Airport,56.51750183105469,21.096900939941406,145,0,0,0,144,0.0,66305.38715267215,0.00021005546649966537,8.075953683456895e-05,0.0002973572904369066,0.0,0.0,0.0,0.0
Lille-Lesquin Airport,50.563332,3.086886,7873,121,0,878,5157,0.10554576639223798,24798638.98630153,0.07856208830860326,0.030204583438295855,0.11121352897782576,1.4676322875069256,0.39859558717517635,0.1153002573756765,0.03131450171907577
Limoges Airport,45.86280059814453,1.1794400215148926,1217,7,0,53,1030,0.00950723992852676,2804462.6348308506,0.008884537627144135,0.003415817525313504,0.012577068712451397,1.1689853864821884,0.3174858038286853,0.010385894651782631,0.002820714570200056
Linköping City Airport,58.4062004089,15.6805000305,1204,1,0,165,622,0.006591851658569014,2364767.9553283644,0.007491584882480259,0.0028802722221319965,0.010605186424586433,0.9612208441012101,0.2610588428865786,0.007201067544393539,0.0019557444808068814
Linz-Hörsching Airport / Vogler Air Base,48.2332,14.1875,3408,14,0,215,2603,0.017631568743488667,6611206.805642677,0.020944303160275998,0.008052407541364237,0.02964903195146665,0.9196328966492724,0.24976393443088196,0.019261070183585124,0.005231131561223688
Liverpool John Lennon Airport,53.333599,-2.84972,16461,630,0,1924,9400,0.5794484670471416,65421511.43297985,0.2072553482196802,0.07968298186962605,0.29339340604715863,3.0542074411571165,0.8294949754960805,0.6330008267521566,0.17191726999291523
Liège Airport,50.637402,5.44322,9562,884,0,1140,3730,1.1302487723086696,232295627.09445477,0.7359125466352326,0.2829345858376135,1.041767512707531,1.6777888180913005,0.4556721903679783,1.2347058418376862,0.3353348820445535
Ljubljana Jože Pučnik Airport,46.223701,14.4576,7710,188,0,860,4514,0.18298587059266255,22442065.538852666,0.07109646362708526,0.02733429207427139,0.10064509215631307,2.811635488495337,0.7636146383527109,0.1998973402404308,0.05429030036075337
Lleida-Alguaire Airport,41.728185,0.535023,147,4,0,17,105,0.0027608957756734965,353277.31962690176,0.0011191825485780248,0.00043028951239713507,0.001584329585395309,2.694874479563516,0.7319034097905459,0.003016056488135774,0.0008191335234823296
Lolland Falster Maribo Airport,54.699299,11.4401,14,0,0,0,13,0.0,4611.476406518615,1.4609157255850972e-05,5.61674872445077e-06,2.068091580550911e-05,0.0,0.0,0.0,0.0
