,time,file,region_id,area_km2,pt in mask,vol_km3,thickness_m,std_thickness,mean_FL,mean_lat,mean_lon,mean_forcing,max_forcing,std_forcing,min_lat,max_lat,min_lon,max_lon,min_FL,max_FL,area_by_FL
1416216,2024-09-14,20240914T00.nc,291,517.0837,1,157.60710541992188,304.8,0.0,370.0,48.0,-24.499998,534824860.0,534824860.0,0.0,48.0,48.0,-24.5,-24.5,370,370,{370: 517.0836791992188}
95868,2024-01-19 07:00:00,20240119T07.nc,155,420.88043,1,128.28435571289063,304.8,0.0,400.0,57.000004,-22.249998,840282400.0,840282400.0,0.0,57.0,57.0,-22.25,-22.25,400,400,{400: 420.88043212890625}
918271,2024-06-14 16:00:00,20240614T16.nc,36,701.78534,1,213.90417143554689,304.8,0.0,430.0,24.75,-82.49999,1141636200.0,1141636200.0,0.0,24.75,24.75,-82.5,-82.5,430,430,{430: 701.7853393554688}
671608,2024-05-03 05:00:00,20240503T05.nc,206,286.35544,1,87.28113757324219,304.8,0.0,290.0,68.25,39.749996,559571800.0,559571800.0,0.0,68.25,68.25,39.75,39.75,290,290,{290: 286.3554382324219}
923594,2024-06-15 15:00:00,20240615T15.nc,176,19171.979,37,17530.857154687506,914.4000000000004,248.86815786677104,360.0,47.89075,36.581112,1542316900.0,2620593200.0,651048600.0,47.5,48.25,35.25,37.75,350,370,"{350: 517.0836791992188, 360: 12972.0185546875, 370: 5682.8798828125}"
2399932,2024-12-05 14:00:00,20241205T14.nc,112,1938.7693,3,1181.873757421877,609.600000000001,152.40000000000057,305.0,33.25,21.166664,1074769300.0,1362595500.0,271288320.0,33.25,33.25,21.0,21.25,300,310,"{300: 1292.5128173828125, 310: 646.2564086914062}"
2025678,2024-11-03 20:00:00,20241103T20.nc,110,2539.7747,4,774.1233158203124,304.8,0.0,330.0,34.75,-38.874996,711689200.0,837923700.0,106774100.0,34.75,34.75,-39.25,-38.5,330,330,{330: 2539.774658203125}
1333305,2024-09-06 16:00:00,20240906T16.nc,108,594.13745,1,181.09309511718752,304.8,0.0,410.0,39.75,-58.999996,502866200.0,502866200.0,0.0,39.75,39.75,-59.0,-59.0,410,410,{410: 594.137451171875}
1749794,2024-10-10 13:00:00,20241010T13.nc,256,506.9824,1,154.52823288574217,304.8,0.0,280.0,49.0,60.749992,549502400.0,549502400.0,0.0,49.0,49.0,60.75,60.75,280,280,{280: 506.9823913574219}
1494315,2024-09-20,20240920T00.nc,192,569.7454,1,173.65840473632815,304.8,0.0,360.0,42.5,-67.74999,636126660.0,636126660.0,0.0,42.5,42.5,-67.75,-67.75,360,360,{360: 569.7454223632812}
2380472,2024-12-03 15:00:00,20241203T15.nc,471,1545.5388,4,471.0802318359375,304.8,0.0,290.0,60.0,48.125,540647700.0,556709100.0,20761594.0,60.0,60.0,47.75,48.5,290,290,{290: 1545.538818359375}
1396856,2024-09-12 16:00:00,20240912T16.nc,714,597.6768,2,182.1718943847656,304.8,0.0,340.0,67.25,-69.12499,540974800.0,546195400.0,5220624.0,67.25,67.25,-69.25,-69.0,340,340,{340: 597.6768188476562}
819812,2024-05-28 17:00:00,20240528T17.nc,231,286.35544,1,87.28113757324219,304.8,0.0,280.0,68.25,-29.249996,874487900.0,874487900.0,0.0,68.25,68.25,-29.25,-29.25,280,280,{280: 286.3554382324219}
2661348,2024-12-28 22:00:00,20241228T22.nc,147,617.1612,1,188.11073188476564,304.8,0.0,330.0,37.0,-87.49999,523771070.0,523771070.0,0.0,37.0,37.0,-87.5,-87.5,330,330,{330: 617.1611938476562}
1161762,2024-08-03,20240803T00.nc,26,715.22943,1,218.0019306152344,304.8,0.0,410.0,22.25,-78.0,590638660.0,590638660.0,0.0,22.25,22.25,-78.0,-78.0,410,410,{410: 715.2294311523438}
1857818,2024-10-19 03:00:00,20241019T03.nc,523,225.93599,1,68.86528956298828,304.8,0.0,320.0,73.00001,65.49999,670593300.0,670593300.0,0.0,73.0,73.0,65.5,65.5,320,320,{320: 225.9359893798828}
1254205,2024-08-22 07:00:00,20240822T07.nc,59,1736.3104,3,529.2274174804687,304.8,0.0,420.0,41.5,-45.5,574850100.0,592045950.0,23575126.0,41.5,41.5,-45.75,-45.25,420,420,{420: 1736.3104248046875}
253959,2024-02-17 13:00:00,20240217T13.nc,75,629.1236,1,191.75687211914064,304.8,0.0,350.0,35.5,-28.499998,500368300.0,500368300.0,0.0,35.5,35.5,-28.5,-28.5,350,350,{350: 629.1235961914062}
1138960,2024-07-29 16:00:00,20240729T16.nc,37,679.12305,1,206.9967046875,304.8,0.0,400.0,28.500002,-83.0,681897800.0,681897800.0,0.0,28.5,28.5,-83.0,-83.0,400,400,{400: 679.123046875}
2327682,2024-11-29 09:00:00,20241129T09.nc,473,365.76703,1,111.48579038085938,304.8,0.0,300.0,61.749996,-16.999998,500155900.0,500155900.0,0.0,61.75,61.75,-17.0,-17.0,300,300,{300: 365.76702880859375}
2226261,2024-11-21 02:00:00,20241121T02.nc,77,611.02075,1,186.2391251953125,304.8,0.0,380.0,37.75,-39.249996,2342995200.0,2342995200.0,0.0,37.75,37.75,-39.25,-39.25,380,380,{380: 611.020751953125}
1661190,2024-10-02 20:00:00,20241002T20.nc,294,398.0057,1,121.31213942871096,304.8,0.0,280.0,58.999996,36.25,648697400.0,648697400.0,0.0,59.0,59.0,36.25,36.25,280,280,{280: 398.0057067871094}
1095076,2024-07-20 21:00:00,20240720T21.nc,121,587.6185,1,179.10612802734374,304.8,0.0,350.0,40.5,-84.49999,649120450.0,649120450.0,0.0,40.5,40.5,-84.5,-84.5,350,350,{350: 587.6185302734375}
1733862,2024-10-09 05:00:00,20241009T05.nc,262,454.2225,1,138.44701911621095,304.8,0.0,290.0,54.0,-58.249996,666253500.0,666253500.0,0.0,54.0,54.0,-58.25,-58.25,290,290,{290: 454.2225036621094}
1739019,2024-10-09 15:00:00,20241009T15.nc,153,1361.4509,2,414.9702427734375,304.8,0.0,420.0,28.25,-73.87499,525775420.0,528937020.0,3161600.0,28.25,28.25,-74.0,-73.75,420,420,{420: 1361.450927734375}
497922,2024-04-02 09:00:00,20240402T09.nc,262,647.055,2,197.22236176757812,304.8,0.0,270.0,65.25,75.875,592038000.0,625367900.0,33329824.0,65.25,65.25,75.75,76.0,270,270,{270: 647.0549926757812}
20930,2024-01-05 09:00:00,20240105T09.nc,157,913.8921,2,278.55430898437504,304.8,0.0,270.0,53.75,35.124996,543095900.0,584156900.0,41061056.0,53.75,53.75,35.0,35.25,270,270,{270: 913.89208984375}
881637,2024-06-08 14:00:00,20240608T14.nc,251,10622.768,22,6475.639115625011,609.600000000001,152.40000000000057,335.0,51.32825,32.759712,645405500.0,1070668700.0,140884060.0,50.75,51.75,31.75,33.75,330,340,"{330: 6261.66943359375, 340: 4361.0986328125}"
110087,2024-01-22 03:00:00,20240122T03.nc,214,350.83005,1,106.9329985107422,304.8,0.0,330.0,63.0,4.7499995,571715000.0,571715000.0,0.0,63.0,63.0,4.75,4.75,330,330,{330: 350.8300476074219}
2116214,2024-11-11 16:00:00,20241111T16.nc,280,501.87363,1,152.97108142089843,304.8,0.0,280.0,49.5,13.5,672448500.0,672448500.0,0.0,49.5,49.5,13.5,13.5,280,280,{280: 501.8736267089844}
1553248,2024-09-24 11:00:00,20240924T11.nc,106,20942.17,35,25532.69356874999,1219.1999999999996,340.77675977096794,425.0,39.254253,-35.714886,703029800.0,1018342700.0,149543710.0,38.5,40.0,-36.25,-35.25,410,440,"{410: 600.5546875, 420: 10172.9169921875, 430: 8390.607421875, 440: 1778.089111328125}"
1098719,2024-07-21 14:00:00,20240721T14.nc,189,4037.8076,12,1230.72376171875,304.8,0.0,360.0,64.18671,36.981846,1795459600.0,2011198500.0,128868490.0,64.0,64.5,36.0,38.0,360,360,{360: 4037.8076171875}
703585,2024-05-08 12:00:00,20240508T12.nc,243,4361.117,9,1329.26851875,304.8,0.0,340.0,51.16606,24.22272,643683460.0,749152260.0,89832900.0,51.0,51.5,23.75,24.75,340,340,{340: 4361.1171875}
2245611,2024-11-22 19:00:00,20241122T19.nc,431,760.8789,4,231.915890625,304.8,0.0,300.0,75.75,-53.874996,513582140.0,518152640.0,5925878.5,75.75,75.75,-54.25,-53.5,300,300,{300: 760.87890625}
277104,2024-02-22 06:00:00,20240222T06.nc,117,771693.6,1634,1646485.5182999994,2133.5999999999995,609.6,300.0,52.29958,-65.749016,861517200.0,1444893400.0,235258350.0,49.5,54.5,-69.75,-59.5,270,330,"{270: 60973.87109375, 280: 142346.078125, 290: 169359.6875, 300: 122816.8359375, 310: 100876.890625, 320: 105008.96875, 330: 70311.328125}"
1674009,2024-10-04,20241004T00.nc,318,1202.6763,3,733.151453906249,609.5999999999992,152.39999999999964,325.0,58.750004,30.83333,555072300.0,580276000.0,24169756.0,58.75,58.75,30.75,31.0,320,330,"{320: 801.7841796875, 330: 400.89208984375}"
1867706,2024-10-19 19:00:00,20241019T19.nc,320,501.87363,1,152.97108142089843,304.8,0.0,350.0,49.5,-15.0,722922750.0,722922750.0,0.0,49.5,49.5,-15.0,-15.0,350,350,{350: 501.8736267089844}
2502422,2024-12-14 18:00:00,20241214T18.nc,379,14279.221,31,21761.53235156251,1524.000000000001,431.0522938113196,290.0,53.41058,18.385906,1057189060.0,1485780200.0,251641520.0,53.25,53.75,17.75,19.0,270,310,"{270: 1849.4678955078125, 280: 4142.3427734375, 290: 4602.00390625, 300: 2766.08349609375, 310: 919.3217163085938}"
466513,2024-03-27 21:00:00,20240327T21.nc,81,625.18365,1,190.55597797851564,304.8,0.0,390.0,36.0,-77.0,565151500.0,565151500.0,0.0,36.0,36.0,-77.0,-77.0,390,390,{390: 625.1836547851562}
1706549,2024-10-06 22:00:00,20241006T22.nc,293,18415.842,45,11226.297159374986,609.5999999999992,152.39999999999964,295.0,58.017574,-2.2858102,918197250.0,1418140200.0,254889180.0,57.0,58.75,-3.5,-1.25,290,300,"{290: 412.3609924316406, 300: 18003.48046875}"
600275,2024-04-21 01:00:00,20240421T01.nc,67,1855.53,3,565.5655529296876,304.8,0.0,360.0,36.833153,87.416565,522732580.0,545313540.0,17076866.0,36.75,37.0,87.25,87.5,360,360,{360: 1855.530029296875}
44637,2024-01-09 19:00:00,20240109T19.nc,146,546.43054,1,166.55202919921877,304.8,0.0,360.0,45.0,80.99999,505864320.0,505864320.0,0.0,45.0,45.0,81.0,81.0,360,360,{360: 546.4305419921875}
339771,2024-03-04 22:00:00,20240304T22.nc,2,712.64874,1,217.2153367675781,304.8,0.0,330.0,22.75,-70.49999,549153400.0,549153400.0,0.0,22.75,22.75,-70.5,-70.5,330,330,{330: 712.6487426757812}
331545,2024-03-03 11:00:00,20240303T11.nc,153,1092.8611,2,333.1040583984376,304.8,0.0,340.0,45.0,-87.12499,610532200.0,633580500.0,23048288.0,45.0,45.0,-87.25,-87.0,340,340,{340: 1092.861083984375}
540845,2024-04-09 18:00:00,20240409T18.nc,64,627.1596,1,191.15824819335936,304.8,0.0,300.0,35.75,-57.999996,617394370.0,617394370.0,0.0,35.75,35.75,-58.0,-58.0,300,300,{300: 627.1596069335938}
2041589,2024-11-05 05:00:00,20241105T05.nc,237,541.6413,1,165.0922671386719,304.8,0.0,340.0,45.5,80.99999,501965920.0,501965920.0,0.0,45.5,45.5,81.0,81.0,340,340,{340: 541.6412963867188}
2120349,2024-11-12 01:00:00,20241112T01.nc,116,613.0792,1,186.86654736328128,304.8,0.0,330.0,37.5,-58.999996,526901950.0,526901950.0,0.0,37.5,37.5,-59.0,-59.0,330,330,{330: 613.0792236328125}
735409,2024-05-13 22:00:00,20240513T22.nc,163,440.47607,1,134.257107421875,304.8,0.0,340.0,55.25,-6.2499995,526996160.0,526996160.0,0.0,55.25,55.25,-6.25,-6.25,340,340,{340: 440.47607421875}
190718,2024-02-06 11:00:00,20240206T11.nc,207,437.70145,1,133.41140090332033,304.8,0.0,320.0,55.5,-27.749998,616009600.0,616009600.0,0.0,55.5,55.5,-27.75,-27.75,320,320,{320: 437.7014465332031}
481537,2024-03-30 11:00:00,20240330T11.nc,188,48815.367,110,59515.69567499998,1219.1999999999996,340.77675977096794,285.0,54.943207,45.2733,910651200.0,1901917600.0,306498460.0,53.5,56.0,44.5,46.5,270,300,"{270: 19168.443359375, 280: 14637.6669921875, 290: 10169.5849609375, 300: 4839.6708984375}"
253623,2024-02-17 12:00:00,20240217T12.nc,22,675.8794,1,206.008039453125,304.8,0.0,330.0,29.0,-36.75,585442500.0,585442500.0,0.0,29.0,29.0,-36.75,-36.75,330,330,{330: 675.87939453125}
679106,2024-05-04 12:00:00,20240504T12.nc,58,1810.1174,3,551.7237931640625,304.8,0.0,360.0,38.666473,73.416756,663501900.0,737387500.0,53586800.0,38.5,38.75,73.25,73.5,360,360,{360: 1810.117431640625}
2165542,2024-11-15 22:00:00,20241115T22.nc,62,1887.3708,3,1150.5412699218734,609.5999999999992,152.39999999999964,325.0,35.499996,-0.41666672,587613500.0,638331260.0,49479196.0,35.5,35.5,-0.5,-0.25,320,330,"{320: 1258.2471923828125, 330: 629.1235961914062}"
150320,2024-01-29 11:00:00,20240129T11.nc,193,87056.5,197,132674.10599999988,1523.9999999999989,431.0522938113192,310.0,55.108246,28.100224,947318140.0,1470455400.0,285115970.0,53.75,56.25,25.0,30.25,290,330,"{290: 9715.310546875, 300: 19019.798828125, 310: 26168.890625, 320: 26523.73046875, 330: 5628.77734375}"
2461028,2024-12-10 22:00:00,20241210T22.nc,30,1435.5112,2,875.0876460937488,609.5999999999992,152.39999999999964,365.0,21.75,-5.499999,1383042800.0,1469977300.0,86934590.0,21.75,21.75,-5.5,-5.5,360,370,"{360: 717.755615234375, 370: 717.755615234375}"
742141,2024-05-15 06:00:00,20240515T06.nc,74,578.77014,1,176.40913916015626,304.8,0.0,370.0,41.5,71.24999,524204500.0,524204500.0,0.0,41.5,41.5,71.25,71.25,370,370,{370: 578.7701416015625}
2433445,2024-12-08 16:00:00,20241208T16.nc,327,539.23114,1,164.35765151367187,304.8,0.0,300.0,45.75,13.749999,1266636700.0,1266636700.0,0.0,45.75,45.75,13.75,13.75,300,300,{300: 539.2311401367188}
443210,2024-03-23 11:00:00,20240323T11.nc,9,698.9353,1,213.0354802734375,304.8,0.0,350.0,25.250002,56.499996,532564600.0,532564600.0,0.0,25.25,25.25,56.5,56.5,350,350,{350: 698.935302734375}
2241500,2024-11-22 10:00:00,20241122T10.nc,265,514.573,1,156.8418498046875,304.8,0.0,370.0,48.25,45.0,924133250.0,924133250.0,0.0,48.25,48.25,45.0,45.0,370,370,{370: 514.572998046875}
1527988,2024-09-22 10:00:00,20240922T10.nc,560,477.59778,2,145.57180283203124,304.8,0.0,300.0,72.0,32.124996,544875970.0,588321700.0,43445776.0,72.0,72.0,32.0,32.25,300,300,{300: 477.5977783203125}
2333628,2024-11-29 20:00:00,20241129T20.nc,76,644.40155,1,196.4135925292969,304.8,0.0,350.0,33.5,-19.999998,607125570.0,607125570.0,0.0,33.5,33.5,-20.0,-20.0,350,350,{350: 644.4015502929688}
1588763,2024-09-26 22:00:00,20240926T22.nc,53,716.4994,1,218.38901396484377,304.8,0.0,420.0,22.0,87.99999,615113600.0,615113600.0,0.0,22.0,22.0,88.0,88.0,420,420,{420: 716.4993896484375}
90399,2024-01-18 03:00:00,20240118T03.nc,169,998.0576,3,304.20796171875,304.8,0.0,270.0,64.5,47.75,510563940.0,520315840.0,7673521.0,64.5,64.5,47.5,48.0,270,270,{270: 998.0576171875}
2450450,2024-12-10 01:00:00,20241210T01.nc,297,527.02747,1,160.63797158203127,304.8,0.0,280.0,47.0,24.75,817535400.0,817535400.0,0.0,47.0,47.0,24.75,24.75,280,280,{280: 527.0274658203125}
2438444,2024-12-09 02:00:00,20241209T02.nc,528,134762.45,650,205377.9785625001,1524.000000000001,431.0522938113196,290.0,74.4139,-13.2054405,760856640.0,1476215800.0,192508850.0,72.75,75.25,-26.0,-1.5,270,310,"{270: 4177.32958984375, 280: 23119.244140625, 290: 47630.40625, 300: 47306.4921875, 310: 12528.962890625}"
1273158,2024-08-26 14:00:00,20240826T14.nc,149,108006.75,251,131681.82960000017,1219.2000000000014,340.77675977096834,295.0,56.14428,80.87957,872458800.0,1526614900.0,253751180.0,54.75,57.75,79.0,83.5,280,310,"{280: 2196.8310546875, 290: 43444.859375, 300: 45103.6875, 310: 17261.353515625}"
1644114,2024-10-01 03:00:00,20241001T03.nc,197,31769.076,60,29049.64325156251,914.4000000000004,248.86815786677104,330.0,46.749107,-38.26915,1201682600.0,1876090200.0,344551260.0,46.25,47.0,-40.0,-35.75,320,340,"{320: 3184.273681640625, 330: 16945.951171875, 340: 11638.8515625}"
2609434,2024-12-24 12:00:00,20241224T12.nc,456,8379.902,28,10216.776937500012,1219.2000000000014,340.77675977096834,295.0,67.21397,-79.79254,533895170.0,612097860.0,25468842.0,67.0,67.25,-81.25,-78.0,280,310,"{280: 298.8384094238281, 290: 1793.0303955078125, 300: 1793.0303955078125, 310: 4495.0029296875}"
2223308,2024-11-20 19:00:00,20241120T19.nc,273,519.58453,1,158.36936586914064,304.8,0.0,330.0,47.75,-54.249996,833169000.0,833169000.0,0.0,47.75,47.75,-54.25,-54.25,330,330,{330: 519.5845336914062}
953817,2024-06-21,20240621T00.nc,203,1724.391,6,525.5943741210938,304.8,0.0,300.0,68.16606,-80.87499,515370340.0,540065000.0,14140495.0,68.0,68.25,-81.25,-80.5,300,300,{300: 1724.3909912109375}
2385048,2024-12-04 03:00:00,20241204T03.nc,327,409.50543,1,124.81725571289064,304.8,0.0,290.0,58.0,46.499996,549569150.0,549569150.0,0.0,58.0,58.0,46.5,46.5,290,290,{290: 409.50543212890625}
1215479,2024-08-14 01:00:00,20240814T01.nc,109,1123.9381,3,342.57633603515626,304.8,0.0,340.0,61.0,73.25,586372400.0,620472900.0,25312364.0,61.0,61.0,73.0,73.5,340,340,{340: 1123.9381103515625}
975830,2024-06-25 08:00:00,20240625T08.nc,175,2178.0312,9,1327.7278499999982,609.5999999999992,152.39999999999964,365.0,71.75,74.33333,520470400.0,534469440.0,8757867.0,71.75,71.75,73.75,75.0,360,370,"{360: 1452.020751953125, 370: 726.0104370117188}"
97248,2024-01-19 14:00:00,20240119T14.nc,32,693.07587,1,211.24952416992187,304.8,0.0,350.0,26.250002,-4.7499995,822093300.0,822093300.0,0.0,26.25,26.25,-4.75,-4.75,350,350,{350: 693.0758666992188}
1419505,2024-09-14 06:00:00,20240914T06.nc,454,3473.798,12,1058.813659570313,304.8,0.0,390.0,67.99864,38.792793,813625100.0,1263879400.0,213193100.0,67.75,68.25,38.25,39.5,390,390,{390: 3473.798095703125}
477804,2024-03-29 17:00:00,20240329T17.nc,224,597.6768,2,182.1718943847656,304.8,0.0,280.0,67.25,79.62499,568134000.0,570357800.0,2223840.0,67.25,67.25,79.5,79.75,280,280,{280: 597.6768188476562}
2378071,2024-12-03 10:00:00,20241203T10.nc,386,1297.169,4,395.37709453125,304.8,0.0,280.0,65.187065,75.43705,559370240.0,618526460.0,44096332.0,65.0,65.25,75.25,75.75,280,280,{280: 1297.1689453125}
2174088,2024-11-16 17:00:00,20241116T17.nc,474,251.58911,1,76.6843611328125,304.8,0.0,320.0,71.0,24.75,1004178000.0,1004178000.0,0.0,71.0,71.0,24.75,24.75,320,320,{320: 251.589111328125}
2224224,2024-11-20 21:00:00,20241120T21.nc,297,486.31958,1,148.2302080078125,304.8,0.0,330.0,51.0,24.499998,1201142000.0,1201142000.0,0.0,51.0,51.0,24.5,24.5,330,330,{330: 486.319580078125}
1707840,2024-10-07 01:00:00,20241007T01.nc,363,1150.3828,3,350.63668125000004,304.8,0.0,290.0,60.25,-13.249999,607192640.0,670673600.0,44891340.0,60.25,60.25,-13.5,-13.0,290,290,{290: 1150.3828125}
477695,2024-03-29 17:00:00,20240329T17.nc,111,11410.466,21,6955.819964062512,609.600000000001,152.40000000000057,355.0,45.3212,88.60659,663629950.0,818299900.0,103209220.0,45.25,45.5,87.5,89.5,350,360,"{350: 6518.89306640625, 360: 4891.56982421875}"
990304,2024-06-28 12:00:00,20240628T12.nc,169,1910.1804,7,582.2229919921875,304.8,0.0,300.0,69.320015,-85.32001,564195840.0,652722700.0,51734600.0,69.0,69.5,-85.75,-85.0,300,300,{300: 1910.180419921875}
2597260,2024-12-23 09:00:00,20241223T09.nc,153,1624.9136,3,495.27365742187504,304.8,0.0,340.0,45.499256,26.499998,706254900.0,798895040.0,104020900.0,45.25,45.75,26.5,26.5,340,340,{340: 1624.91357421875}
2611134,2024-12-24 16:00:00,20241224T16.nc,335,5185.597,13,1580.570016796875,304.8,0.0,330.0,58.92186,6.0371227,533258370.0,664005440.0,41327516.0,58.5,59.25,5.5,6.75,330,330,{330: 5185.59716796875}
197354,2024-02-07 22:00:00,20240207T22.nc,46,627.1596,1,191.15824819335936,304.8,0.0,330.0,35.75,-88.49999,517813300.0,517813300.0,0.0,35.75,35.75,-88.5,-88.5,330,330,{330: 627.1596069335938}
2507458,2024-12-15 05:00:00,20241215T05.nc,358,972.63916,2,296.460416015625,304.8,0.0,300.0,51.0,35.374996,539249900.0,544202500.0,4952592.0,51.0,51.0,35.25,35.5,300,300,{300: 972.63916015625}
625100,2024-04-25 07:00:00,20240425T07.nc,6,669.238,1,203.98373510742184,304.8,0.0,330.0,30.0,-45.25,516503550.0,516503550.0,0.0,30.0,30.0,-45.25,-45.25,330,330,{330: 669.2379760742188}
2235232,2024-11-21 21:00:00,20241121T21.nc,53,2022.7148,3,1233.0469687499983,609.5999999999992,152.39999999999964,325.0,29.249998,37.416664,859765440.0,1030017150.0,173784930.0,29.25,29.25,37.25,37.5,320,330,"{320: 674.23828125, 330: 1348.4765625}"
2316409,2024-11-28 13:00:00,20241128T13.nc,323,2058.2822,4,627.3644226562501,304.8,0.0,290.0,48.24939,-24.437498,572532100.0,683390900.0,72119340.0,48.0,48.5,-24.5,-24.25,290,290,{290: 2058.2822265625}
2080968,2024-11-08 12:00:00,20241108T12.nc,148,5691.309,9,3469.422016406256,609.600000000001,152.40000000000057,335.0,35.082996,12.694643,694476350.0,945658000.0,122899920.0,34.75,35.25,12.25,13.0,330,340,"{330: 3796.14208984375, 340: 1895.1669921875}"
166642,2024-02-01 15:00:00,20240201T15.nc,213,1445.5878,7,440.6151518554688,304.8,0.0,390.0,74.497765,43.746624,1634195600.0,1864662800.0,143377460.0,74.25,74.75,43.25,44.25,390,390,{390: 1445.5877685546875}
658356,2024-04-30 21:00:00,20240430T21.nc,83,2987.8567,5,910.6987189453124,304.8,0.0,330.0,39.34979,41.04989,593411700.0,658507260.0,55052624.0,39.25,39.5,40.75,41.25,330,330,{330: 2987.856689453125}
10630,2024-01-03 04:00:00,20240103T04.nc,43,20664.293,33,12596.95299375002,609.600000000001,152.40000000000057,375.0,35.869583,-19.71285,613814660.0,784506400.0,86463810.0,35.25,36.5,-20.5,-19.0,370,380,"{370: 1883.44287109375, 380: 18780.84765625}"
595891,2024-04-20 06:00:00,20240420T06.nc,178,52041.438,121,63448.92060000008,1219.2000000000014,340.77675977096834,295.0,56.171574,-34.897106,967867700.0,3351261000.0,572234300.0,55.0,57.5,-36.25,-33.5,280,310,"{280: 2567.543212890625, 290: 19605.25390625, 300: 28123.408203125, 310: 1745.2398681640625}"
1653460,2024-10-02 01:00:00,20241002T01.nc,95,644.40155,1,196.4135925292969,304.8,0.0,370.0,33.5,-42.999996,618337000.0,618337000.0,0.0,33.5,33.5,-43.0,-43.0,370,370,{370: 644.4015502929688}
1057325,2024-07-12 18:00:00,20240712T18.nc,189,21414.691,67,13054.395881249982,609.5999999999992,152.39999999999964,315.0,65.554855,67.727486,745019970.0,1193312400.0,175324660.0,64.75,67.0,66.75,68.5,310,320,"{310: 11742.7802734375, 320: 9671.91015625}"
157530,2024-01-30 20:00:00,20240130T20.nc,16,84076.41,128,76879.46587500002,914.4000000000004,248.86815786677104,290.0,31.78539,3.5781345,667488800.0,1554980000.0,158372420.0,31.0,32.5,0.5,7.5,280,300,"{280: 8547.89453125, 290: 64316.8046875, 300: 11211.6982421875}"
2534749,2024-12-17 12:00:00,20241217T12.nc,441,374.64603,1,114.19210891113282,304.8,0.0,280.0,61.0,6.7499986,558325400.0,558325400.0,0.0,61.0,61.0,6.75,6.75,280,280,{280: 374.6460266113281}
523485,2024-04-06 16:00:00,20240406T16.nc,62,623.19574,1,189.95006147460936,304.8,0.0,360.0,36.25,84.49999,602414400.0,602414400.0,0.0,36.25,36.25,84.5,84.5,360,360,{360: 623.1957397460938}
884802,2024-06-09 03:00:00,20240609T03.nc,86,583.21655,1,177.7644052734375,304.8,0.0,380.0,41.0,-12.999999,505601700.0,505601700.0,0.0,41.0,41.0,-13.0,-13.0,380,380,{380: 583.216552734375}
2174077,2024-11-16 17:00:00,20241116T17.nc,461,566.4419,2,172.651489453125,304.8,0.0,300.0,68.5,-14.375,1584800300.0,1607867800.0,23067584.0,68.5,68.5,-14.5,-14.25,300,300,{300: 566.44189453125}
1767167,2024-10-11 21:00:00,20241011T21.nc,262,67084.27,143,40894.57308749995,609.5999999999992,152.39999999999964,295.0,52.606564,-75.977875,773693400.0,1340246100.0,197351760.0,51.5,54.25,-79.25,-72.75,290,300,"{290: 15977.013671875, 300: 51107.2578125}"
12217,2024-01-03 11:00:00,20240103T11.nc,170,1088.38,3,331.7382254882813,304.8,0.0,270.0,62.000004,-39.999996,811205060.0,961350100.0,173476200.0,62.0,62.0,-40.25,-39.75,270,270,{270: 1088.3800048828125}
2279950,2024-11-25 15:00:00,20241125T15.nc,200,1179.6055,2,359.543746875,304.8,0.0,270.0,40.25,87.12499,528328960.0,532059840.0,3730896.0,40.25,40.25,87.0,87.25,270,270,{270: 1179.60546875}
361762,2024-03-09 05:00:00,20240309T05.nc,135,5173.3086,10,1576.824459375,304.8,0.0,300.0,47.97416,-78.125175,595634560.0,681998600.0,63284760.0,47.75,48.25,-78.5,-77.75,300,300,{300: 5173.30859375}
1396039,2024-09-12 15:00:00,20240912T15.nc,639,323.5275,1,98.61118088378907,304.8,0.0,340.0,65.25,-71.49999,871635260.0,871635260.0,0.0,65.25,65.25,-71.5,-71.5,340,340,{340: 323.5274963378906}
2601725,2024-12-23 19:00:00,20241223T19.nc,366,10346.014,25,3153.4649671875,304.8,0.0,330.0,57.619022,-23.892189,615314700.0,815975400.0,80615520.0,57.25,58.0,-25.5,-22.0,330,330,{330: 10346.013671875}
587243,2024-04-18 14:00:00,20240418T14.nc,230,486.31958,1,148.2302080078125,304.8,0.0,340.0,51.0,-83.74999,819082750.0,819082750.0,0.0,51.0,51.0,-83.75,-83.75,340,340,{340: 486.319580078125}
2252686,2024-11-23 11:00:00,20241123T11.nc,57,631.0757,1,192.351868359375,304.8,0.0,380.0,35.25,-14.25,1300870700.0,1300870700.0,0.0,35.25,35.25,-14.25,-14.25,380,380,{380: 631.07568359375}
388764,2024-03-13 20:00:00,20240313T20.nc,166,326.5865,1,99.54356118164064,304.8,0.0,330.0,65.0,5.75,708100030.0,708100030.0,0.0,65.0,65.0,5.75,5.75,330,330,{330: 326.58648681640625}
865505,2024-06-06 02:00:00,20240606T02.nc,21,12810.449,19,7809.24984374999,609.5999999999992,152.39999999999964,395.0,29.249619,-40.06588,650701100.0,869535600.0,115108800.0,29.0,29.5,-40.5,-39.75,390,400,"{390: 5392.2265625, 400: 7418.22412109375}"
1623381,2024-09-29 07:00:00,20240929T07.nc,484,3408.067,16,1038.778789453125,304.8,0.0,300.0,74.0,-79.375,1180526100.0,1563580000.0,238924740.0,74.0,74.0,-81.25,-77.5,300,300,{300: 3408.06689453125}
