,time,file,region_id,area_km2,pt in mask,vol_km3,thickness_m,std_thickness,mean_FL,mean_lat,mean_lon,mean_forcing,max_forcing,std_forcing,min_lat,max_lat,min_lon,max_lon,min_FL,max_FL,area_by_FL
2184102,2024-11-17 14:00:00,20241117T14.nc,126,600.5547,1,183.04906875,304.8,0.0,280.0,39.0,68.25,500006460.0,500006460.0,0.0,39.0,39.0,68.25,68.25,280,280,{280: 600.5546875}
200877,2024-02-08 12:00:00,20240208T12.nc,172,429.32773,1,130.85909157714843,304.8,0.0,290.0,56.250004,-23.499996,609468400.0,609468400.0,0.0,56.25,56.25,-23.5,-23.5,290,290,{290: 429.3277282714844}
2511770,2024-12-15 15:00:00,20241215T15.nc,121,623.19574,1,189.95006147460936,304.8,0.0,340.0,36.25,-72.99999,560187840.0,560187840.0,0.0,36.25,36.25,-73.0,-73.0,340,340,{340: 623.1957397460938}
1261324,2024-08-23 22:00:00,20240823T22.nc,209,193.48601,1,58.974535144042974,304.8,0.0,310.0,75.5,-89.49999,548116600.0,548116600.0,0.0,75.5,75.5,-89.5,-89.5,310,310,{310: 193.4860076904297}
1663890,2024-10-03 03:00:00,20241003T03.nc,201,2917.9082,6,889.3784203125,304.8,0.0,300.0,50.99955,-43.041443,674712100.0,990202000.0,145963460.0,50.75,51.25,-43.5,-42.75,300,300,{300: 2917.908203125}
1794031,2024-10-13 22:00:00,20241013T22.nc,171,1121.0942,2,341.70952382812504,304.8,0.0,330.0,43.5,-74.375,568967100.0,606178800.0,37211710.0,43.5,43.5,-74.5,-74.25,330,330,{330: 1121.09423828125}
2662917,2024-12-29 01:00:00,20241229T01.nc,180,1181.7786,2,360.2061064453125,304.8,0.0,290.0,40.12477,-29.499998,669771840.0,817615740.0,147843920.0,40.0,40.25,-29.5,-29.5,290,290,{290: 1181.778564453125}
487850,2024-03-31 13:00:00,20240331T13.nc,70,4623.442,8,1409.225089453125,304.8,0.0,320.0,41.59352,-82.68704,543580160.0,560195200.0,12534461.0,41.5,41.75,-83.25,-82.0,320,320,{320: 4623.44189453125}
758331,2024-05-18 02:00:00,20240518T02.nc,133,3268.1138,9,1992.2421539062475,609.5999999999992,152.39999999999964,325.0,61.97202,-6.9444957,528739460.0,551091800.0,14304910.0,61.75,62.0,-7.5,-6.25,320,330,"{320: 1813.9666748046875, 330: 1454.1470947265625}"
767814,2024-05-19 16:00:00,20240519T16.nc,358,3101.755,14,945.41488828125,304.8,0.0,270.0,73.33583,83.826485,521455600.0,533139900.0,9288422.0,73.0,73.75,83.0,84.5,270,270,{270: 3101.7548828125}
2556912,2024-12-19 10:00:00,20241219T10.nc,422,988.91785,3,301.42215966796874,304.8,0.0,290.0,64.75,31.75,510415330.0,515767700.0,7242123.0,64.75,64.75,31.5,32.0,290,290,{290: 988.9178466796875}
1802177,2024-10-14 13:00:00,20241014T13.nc,468,1132.7748,3,345.26975302734377,304.8,0.0,290.0,60.750004,-42.999996,640048450.0,761885400.0,86384410.0,60.75,60.75,-43.25,-42.75,290,290,{290: 1132.7747802734375}
1287286,2024-08-29 05:00:00,20240829T05.nc,86,544.0411,1,165.82372016601565,304.8,0.0,380.0,45.25,-38.749996,527703520.0,527703520.0,0.0,45.25,45.25,-38.75,-38.75,380,380,{380: 544.0410766601562}
763389,2024-05-18 23:00:00,20240518T23.nc,140,517.0837,1,157.60710541992188,304.8,0.0,390.0,48.0,88.49999,557872700.0,557872700.0,0.0,48.0,48.0,88.5,88.5,390,390,{390: 517.0836791992188}
74120,2024-01-15,20240115T00.nc,64,3910.4827,6,1191.9151166015629,304.8,0.0,400.0,32.5,54.124996,534447200.0,557562000.0,18107802.0,32.5,32.5,53.5,54.75,400,400,{400: 3910.482666015625}
1703308,2024-10-06 16:00:00,20241006T16.nc,45,696.0321,1,212.15058544921877,304.8,0.0,410.0,25.75,-82.75,842953540.0,842953540.0,0.0,25.75,25.75,-82.75,-82.75,410,410,{410: 696.0321044921875}
969810,2024-06-23 23:00:00,20240623T23.nc,141,462.36697,1,140.92945363769533,304.8,0.0,330.0,53.25,-19.5,540381500.0,540381500.0,0.0,53.25,53.25,-19.5,-19.5,330,330,{330: 462.3669738769531}
423222,2024-03-19 18:00:00,20240319T18.nc,164,1960.9543,4,597.6988845703125,304.8,0.0,300.0,50.624664,-4.1249995,601278850.0,663815200.0,41707660.0,50.5,50.75,-4.25,-4.0,300,300,{300: 1960.954345703125}
1451097,2024-09-16 17:00:00,20240916T17.nc,462,761.0598,2,231.9710314453125,304.8,0.0,300.0,60.499996,-82.875,528074720.0,543247940.0,15173216.0,60.5,60.5,-83.0,-82.75,300,300,{300: 761.059814453125}
1491186,2024-09-19 18:00:00,20240919T18.nc,618,386.97202,2,117.94907028808596,304.8,0.0,290.0,75.5,39.625,507059200.0,507825280.0,766064.0,75.5,75.5,39.5,39.75,290,290,{290: 386.9720153808594}
59585,2024-01-12 10:00:00,20240112T10.nc,230,8544.002,46,5208.423590624993,609.5999999999992,152.39999999999964,365.0,76.08907,3.6166894,874384800.0,1268535000.0,230010610.0,75.75,76.5,1.25,5.75,360,370,"{360: 1308.64892578125, 370: 7235.35302734375}"
2498569,2024-12-14 10:00:00,20241214T10.nc,445,446.00015,1,135.9408465087891,304.8,0.0,360.0,54.75,-39.249996,513844740.0,513844740.0,0.0,54.75,54.75,-39.25,-39.25,360,360,{360: 446.0001525878906}
2458423,2024-12-10 16:00:00,20241210T16.nc,110,683.8914,1,208.45010434570312,304.8,0.0,380.0,27.75,-86.24999,530809730.0,530809730.0,0.0,27.75,27.75,-86.25,-86.25,380,380,{380: 683.8914184570312}
771840,2024-05-20 12:00:00,20240520T12.nc,67,621.1961,1,189.34057309570312,304.8,0.0,360.0,36.5,-33.499996,512736700.0,512736700.0,0.0,36.5,36.5,-33.5,-33.5,360,360,{360: 621.1961059570312}
1750494,2024-10-10 14:00:00,20241010T14.nc,438,695.6448,2,212.03252753906253,304.8,0.0,340.0,63.25,-83.37499,630005760.0,694053300.0,64047584.0,63.25,63.25,-83.5,-83.25,340,340,{340: 695.644775390625}
2218379,2024-11-20 10:00:00,20241120T10.nc,208,587.6185,1,179.10612802734374,304.8,0.0,420.0,40.5,-33.499996,504745440.0,504745440.0,0.0,40.5,40.5,-33.5,-33.5,420,420,{420: 587.6185302734375}
792384,2024-05-23 22:00:00,20240523T22.nc,192,326.5865,1,99.54356118164064,304.8,0.0,300.0,65.0,36.75,505161380.0,505161380.0,0.0,65.0,65.0,36.75,36.75,300,300,{300: 326.58648681640625}
639942,2024-04-27 17:00:00,20240427T17.nc,170,1976.5557,4,1204.9083328124989,609.5999999999992,152.39999999999964,325.0,50.25,-83.49999,597022900.0,614049540.0,25974010.0,50.25,50.25,-83.75,-83.25,320,330,"{320: 988.27783203125, 330: 988.27783203125}"
960764,2024-06-22 06:00:00,20240622T06.nc,170,109836.555,368,100434.54560625005,914.4000000000004,248.86815786677104,330.0,67.19116,-0.679791,618203840.0,982667400.0,96012240.0,64.0,69.0,-5.0,3.0,320,340,"{320: 7285.2099609375, 330: 24267.5859375, 340: 78283.765625}"
2448867,2024-12-09 22:00:00,20241209T22.nc,219,1681.6414,3,512.5642857421875,304.8,0.0,350.0,43.5,-53.0,648836300.0,785546900.0,115800760.0,43.5,43.5,-53.25,-52.75,350,350,{350: 1681.641357421875}
401373,2024-03-16 05:00:00,20240316T05.nc,9,693.07587,1,211.24952416992187,304.8,0.0,360.0,26.250002,-80.5,616811000.0,616811000.0,0.0,26.25,26.25,-80.5,-80.5,360,360,{360: 693.0758666992188}
2377615,2024-12-03 09:00:00,20241203T09.nc,360,434.9185,1,132.56315500488282,304.8,0.0,290.0,55.75,28.249998,718326000.0,718326000.0,0.0,55.75,55.75,28.25,28.25,290,290,{290: 434.9184875488281}
1663475,2024-10-03 02:00:00,20241003T02.nc,221,2207.8962,5,672.9667740234376,304.8,0.0,330.0,55.14837,-68.45013,548804300.0,565715300.0,11685993.0,54.75,55.5,-68.5,-68.25,330,330,{330: 2207.896240234375}
2076762,2024-11-08 03:00:00,20241108T03.nc,226,558.2208,1,170.14570751953124,304.8,0.0,330.0,43.75,-8.749999,501947070.0,501947070.0,0.0,43.75,43.75,-8.75,-8.75,330,330,{330: 558.2208251953125}
1882061,2024-10-20 22:00:00,20241020T22.nc,52,8285.309,12,5050.724118749994,609.5999999999992,152.39999999999964,365.0,26.687216,-53.87506,772528830.0,1214062300.0,197962100.0,26.5,27.0,-54.25,-53.5,360,370,"{360: 5522.01953125, 370: 2763.28955078125}"
2608185,2024-12-24 10:00:00,20241224T10.nc,36,2887101.5,4901,7039908.297600001,2438.4000000000005,698.3845359112701,315.0,40.200264,56.219868,921341600.0,2656639200.0,350695870.0,34.25,45.5,49.0,62.75,280,350,"{280: 546.4305419921875, 290: 12295.8798828125, 300: 596389.1875, 310: 463836.46875, 320: 552777.75, 330: 692386.0, 340: 514763.8125, 350: 54106.16796875}"
953697,2024-06-21,20240621T00.nc,80,613.0792,1,186.86654736328128,304.8,0.0,410.0,37.5,-54.499996,2248014800.0,2248014800.0,0.0,37.5,37.5,-54.5,-54.5,410,410,{410: 613.0792236328125}
1058937,2024-07-13 03:00:00,20240713T03.nc,162,317.39105,1,96.74079272460938,304.8,0.0,330.0,65.75,41.249996,520447330.0,520447330.0,0.0,65.75,65.75,41.25,41.25,330,330,{330: 317.39105224609375}
514318,2024-04-05 04:00:00,20240405T04.nc,55,634.94366,1,193.5308289550781,304.8,0.0,410.0,34.75,-7.2499995,583098050.0,583098050.0,0.0,34.75,34.75,-7.25,-7.25,410,410,{410: 634.9436645507812}
918985,2024-06-14 18:00:00,20240614T18.nc,85,4484.5728,7,2733.795550781255,609.600000000001,152.40000000000057,375.0,33.999786,-45.785923,663189570.0,851660600.0,115991760.0,33.75,34.25,-46.0,-45.5,370,380,"{370: 1281.3099365234375, 380: 3203.2626953125}"
468575,2024-03-28 05:00:00,20240328T05.nc,170,2388.0342,6,727.87281796875,304.8,0.0,300.0,59.0,-68.12499,510168350.0,518141060.0,4846317.5,59.0,59.0,-68.75,-67.5,300,300,{300: 2388.0341796875}
1878446,2024-10-20 15:00:00,20241020T15.nc,125,3249.6462,5,1980.9843480468728,609.5999999999992,152.39999999999964,385.0,32.750004,-36.199997,852863400.0,1021845570.0,132066504.0,32.75,32.75,-36.5,-36.0,380,390,"{380: 1949.787841796875, 390: 1299.8585205078125}"
1034935,2024-07-07 20:00:00,20240707T20.nc,195,1498.5771,4,456.76631484375,304.8,0.0,350.0,60.99902,58.87549,615527700.0,708377400.0,60023600.0,60.75,61.25,58.75,59.0,350,350,{350: 1498.5771484375}
1413444,2024-09-13 19:00:00,20240913T19.nc,224,1258.2472,2,383.5137442382813,304.8,0.0,380.0,35.5,-70.875,578324000.0,579268700.0,944736.0,35.5,35.5,-71.0,-70.75,380,380,{380: 1258.2471923828125}
2147118,2024-11-14 10:00:00,20241114T10.nc,286,18464.746,40,11256.109218749983,609.5999999999992,152.39999999999964,385.0,53.317062,58.136326,2644446700.0,3177531600.0,399155000.0,52.75,53.75,56.75,59.5,380,390,"{380: 2763.37744140625, 390: 15701.3671875}"
411655,2024-03-17 19:00:00,20240317T19.nc,46,634.94366,1,193.5308289550781,304.8,0.0,310.0,34.75,62.25,500799500.0,500799500.0,0.0,34.75,34.75,62.25,62.25,310,310,{310: 634.9436645507812}
472754,2024-03-28 21:00:00,20240328T21.nc,31,46621.26,70,42630.48171562502,914.4000000000004,248.86815786677104,430.0,30.469578,-43.349796,684933760.0,1060350500.0,135735470.0,29.5,31.25,-45.0,-42.25,420,440,"{420: 1326.5157470703125, 430: 12616.4541015625, 440: 32678.287109375}"
1660093,2024-10-02 17:00:00,20241002T17.nc,368,988.91785,3,602.8443193359385,609.600000000001,152.40000000000057,305.0,64.75,-18.083332,551863800.0,628515800.0,54322796.0,64.75,64.75,-18.25,-18.0,300,310,"{300: 329.6392822265625, 310: 659.278564453125}"
1053219,2024-07-11 19:00:00,20240711T19.nc,41,667.5457,1,203.46793403320316,304.8,0.0,390.0,30.25,-83.24999,894391200.0,894391200.0,0.0,30.25,30.25,-83.25,-83.25,390,390,{390: 667.5457153320312}
105147,2024-01-21 02:00:00,20240121T02.nc,142,353.831,1,107.84768686523438,304.8,0.0,340.0,62.75,58.999996,509646270.0,509646270.0,0.0,62.75,62.75,59.0,59.0,340,340,{340: 353.83099365234375}
1694549,2024-10-05 20:00:00,20241005T20.nc,385,362.79333,1,110.57940849609376,304.8,0.0,280.0,62.000004,58.75,511715400.0,511715400.0,0.0,62.0,62.0,58.75,58.75,280,280,{280: 362.7933349609375}
931422,2024-06-16 23:00:00,20240616T23.nc,9,2167.9316,3,660.7855640625,304.8,0.0,440.0,20.750002,87.49999,558409000.0,576407230.0,20121052.0,20.75,20.75,87.25,87.75,440,440,{440: 2167.931640625}
321269,2024-03-01 20:00:00,20240301T20.nc,93,388008.0,722,1064383.5455999998,2743.2,786.9902159493472,310.0,45.70324,9.7747345,1068773200.0,3000377000.0,528983700.0,39.75,50.75,7.0,14.0,270,350,"{270: 35406.5390625, 280: 62543.77734375, 290: 69821.6328125, 300: 31331.298828125, 310: 20495.98046875, 320: 54559.359375, 330: 70769.984375, 340: 38524.26171875, 350: 4555.16357421875}"
1763034,2024-10-11 14:00:00,20241011T14.nc,115,636.85956,1,194.11479331054687,304.8,0.0,430.0,34.5,-43.749996,584024200.0,584024200.0,0.0,34.5,34.5,-43.75,-43.75,430,430,{430: 636.8595581054688}
1016419,2024-07-04 05:00:00,20240704T05.nc,117,16436.727,34,10019.828512499987,609.5999999999992,152.39999999999964,345.0,51.26339,30.657442,625942700.0,789994240.0,82924200.0,50.0,52.5,30.25,31.25,340,350,"{340: 5756.66259765625, 350: 10680.064453125}"
763616,2024-05-19,20240519T00.nc,141,2038.0892,4,621.2095983398438,304.8,0.0,280.0,48.75,3.3750002,555295550.0,600462800.0,39671990.0,48.75,48.75,3.0,3.75,280,280,{280: 2038.0892333984375}
732991,2024-05-13 13:00:00,20240513T13.nc,272,824.722,2,251.37526098632813,304.8,0.0,340.0,57.75,26.375,591678700.0,605241100.0,13562336.0,57.75,57.75,26.25,26.5,340,340,{340: 824.7219848632812}
1879225,2024-10-20 16:00:00,20241020T16.nc,261,1001.1785,2,305.15921528320314,304.8,0.0,300.0,49.62468,56.749996,591638100.0,636794750.0,45156670.0,49.5,49.75,56.75,56.75,300,300,{300: 1001.1785278320312}
2245912,2024-11-22 20:00:00,20241122T20.nc,300,418.04852,1,127.42118979492189,304.8,0.0,280.0,57.25,-61.999992,664945300.0,664945300.0,0.0,57.25,57.25,-62.0,-62.0,280,280,{280: 418.04852294921875}
2101808,2024-11-10 09:00:00,20241110T09.nc,177,569.7454,1,173.65840473632815,304.8,0.0,370.0,42.5,-24.0,527675000.0,527675000.0,0.0,42.5,42.5,-24.0,-24.0,370,370,{370: 569.7454223632812}
511093,2024-04-04 14:00:00,20240404T14.nc,271,713.65045,2,217.52065766601564,304.8,0.0,300.0,62.5,7.1249995,639231940.0,738703100.0,99471170.0,62.5,62.5,7.0,7.25,300,300,{300: 713.6504516601562}
291578,2024-02-25 06:00:00,20240225T06.nc,71,1159.769,2,353.497604296875,304.8,0.0,360.0,41.37476,27.500002,509576860.0,509766200.0,189344.0,41.25,41.5,27.5,27.5,360,360,{360: 1159.76904296875}
502770,2024-04-03 07:00:00,20240403T07.nc,96,4218.6963,7,3857.575886718752,914.4000000000004,248.86815786677104,370.0,38.75,34.25,671816700.0,835407740.0,101575990.0,38.75,38.75,34.0,34.75,360,380,"{360: 602.6708984375, 370: 1205.341796875, 380: 2410.68359375}"
2522449,2024-12-16 11:00:00,20241216T11.nc,302,491.5418,1,149.82194340820314,304.8,0.0,320.0,50.5,-34.25,1396001200.0,1396001200.0,0.0,50.5,50.5,-34.25,-34.25,320,320,{320: 491.54180908203125}
2628009,2024-12-26 04:00:00,20241226T04.nc,244,598.427,1,182.4005501953125,304.8,0.0,300.0,39.25,-51.749996,541592000.0,541592000.0,0.0,39.25,39.25,-51.75,-51.75,300,300,{300: 598.427001953125}
1047834,2024-07-10 12:00:00,20240710T12.nc,80,1908.3625,4,581.6689048828125,304.8,0.0,360.0,51.874657,-55.000343,524972740.0,544623040.0,19797250.0,51.75,52.0,-55.25,-54.75,360,360,{360: 1908.362548828125}
798212,2024-05-24 23:00:00,20240524T23.nc,61,19118.857,30,23309.710968750027,1219.2000000000014,340.77675977096834,365.0,34.440495,-72.150696,662371400.0,932144100.0,129565096.0,33.75,35.0,-72.75,-71.5,350,380,"{350: 3821.133056640625, 360: 638.7633056640625, 370: 5729.7470703125, 380: 8929.2138671875}"
521439,2024-04-06 07:00:00,20240406T07.nc,143,429.32773,1,130.85909157714843,304.8,0.0,280.0,56.250004,71.74999,582059000.0,582059000.0,0.0,56.25,56.25,71.75,71.75,280,280,{280: 429.3277282714844}
1955248,2024-10-27 06:00:00,20241027T06.nc,316,314.31363,1,95.80279416503907,304.8,0.0,300.0,66.0,13.249998,585883400.0,585883400.0,0.0,66.0,66.0,13.25,13.25,300,300,{300: 314.3136291503906}
1567348,2024-09-25 12:00:00,20240925T12.nc,374,403.77097,1,123.0693903076172,304.8,0.0,320.0,58.5,43.249992,526067260.0,526067260.0,0.0,58.5,58.5,43.25,43.25,320,320,{320: 403.7709655761719}
307796,2024-02-28 08:00:00,20240228T08.nc,169,488.93536,1,149.02749887695313,304.8,0.0,350.0,50.749996,35.999992,509423940.0,509423940.0,0.0,50.75,50.75,36.0,36.0,350,350,{350: 488.93536376953125}
2563957,2024-12-20 02:00:00,20241220T02.nc,301,60151.11,122,110004.348825,1828.8,520.5450989107478,295.0,50.343002,43.0723,652445800.0,927109000.0,103753770.0,48.5,51.75,41.0,44.5,270,320,"{270: 483.6945495605469, 280: 4431.13427734375, 290: 23695.09375, 300: 13336.29296875, 310: 8369.07421875, 320: 9835.814453125}"
1046543,2024-07-10 04:00:00,20240710T04.nc,112,27758.648,67,16921.67208750003,609.600000000001,152.40000000000057,355.0,57.57449,13.532475,650706400.0,854315970.0,84668060.0,56.75,58.25,12.5,14.5,350,360,"{350: 13641.8017578125, 360: 14116.84375}"
416322,2024-03-18 15:00:00,20240318T15.nc,32,653.5526,1,199.2028362304688,304.8,0.0,330.0,32.25,-27.25,636698900.0,636698900.0,0.0,32.25,32.25,-27.25,-27.25,330,330,{330: 653.5526123046875}
2539393,2024-12-17 23:00:00,20241217T23.nc,69,1273.7191,2,776.4591732421866,609.5999999999992,152.39999999999964,325.0,34.5,-83.74999,1069303550.0,1627082000.0,557778400.0,34.5,34.5,-83.75,-83.75,320,330,"{320: 636.8595581054688, 330: 636.8595581054688}"
2095584,2024-11-09 18:00:00,20241109T18.nc,483,321.33557,2,97.94308212890624,304.8,0.0,270.0,78.0,35.625,516619520.0,521023330.0,4403824.0,78.0,78.0,35.5,35.75,270,270,{270: 321.3355712890625}
2202103,2024-11-19 01:00:00,20241119T01.nc,328,36638.168,85,33501.94079062495,914.3999999999984,248.8681578667703,320.0,56.0955,-27.494448,744159940.0,1214980700.0,200638610.0,55.75,56.5,-30.75,-24.25,310,330,"{310: 10329.01953125, 320: 19395.16015625, 330: 6913.994140625}"
1250719,2024-08-21 10:00:00,20240821T10.nc,31,691.57794,1,210.79295668945312,304.8,0.0,440.0,26.500002,79.74999,529359260.0,529359260.0,0.0,26.5,26.5,79.75,79.75,440,440,{440: 691.5779418945312}
283980,2024-02-23 16:00:00,20240223T16.nc,140,2273.8694,7,693.0753884765626,304.8,0.0,290.0,65.14229,23.536577,539259460.0,565066750.0,19377656.0,65.0,65.25,23.0,24.0,290,290,{290: 2273.869384765625}
2473251,2024-12-11 23:00:00,20241211T23.nc,266,506.9824,1,154.52823288574217,304.8,0.0,360.0,49.0,-74.24999,669521540.0,669521540.0,0.0,49.0,49.0,-74.25,-74.25,360,360,{360: 506.9823913574219}
2487929,2024-12-13 13:00:00,20241213T13.nc,141,1820.6069,3,1109.8419867187488,609.5999999999992,152.39999999999964,295.0,38.250004,59.58333,582289200.0,610992300.0,27972842.0,38.25,38.25,59.5,59.75,290,300,"{290: 1213.7379150390625, 300: 606.8689575195312}"
912605,2024-06-13 17:00:00,20240613T17.nc,103,9874.531,16,9029.271375000004,914.4000000000004,248.86815786677104,350.0,36.99959,35.203175,1002527300.0,1740877300.0,398010700.0,36.75,37.25,34.5,35.75,340,360,"{340: 1851.4716796875, 350: 6173.611328125, 360: 1849.448486328125}"
2045692,2024-11-05 13:00:00,20241105T13.nc,386,766.9219,2,233.7577875,304.8,0.0,300.0,60.25,-72.125,673191700.0,705236200.0,32044576.0,60.25,60.25,-72.25,-72.0,300,300,{300: 766.921875}
2336304,2024-11-30,20241130T00.nc,399,908.445,2,276.8940382324219,304.8,0.0,270.0,54.0,-55.625,637143040.0,665503040.0,28360032.0,54.0,54.0,-55.75,-55.5,270,270,{270: 908.4450073242188}
593890,2024-04-19 20:00:00,20240419T20.nc,104,1695.5034,3,516.789441796875,304.8,0.0,360.0,42.999996,78.0,633706000.0,689982140.0,41884720.0,43.0,43.0,77.75,78.25,360,360,{360: 1695.50341796875}
2108236,2024-11-10 23:00:00,20241110T23.nc,167,615.12604,1,187.4904162597656,304.8,0.0,330.0,37.25,-65.74999,601297300.0,601297300.0,0.0,37.25,37.25,-65.75,-65.75,330,330,{330: 615.1260375976562}
2157241,2024-11-15 05:00:00,20241115T05.nc,269,486.31958,1,148.2302080078125,304.8,0.0,330.0,51.0,-42.499996,566949950.0,566949950.0,0.0,51.0,51.0,-42.5,-42.5,330,330,{330: 486.319580078125}
2511780,2024-12-15 15:00:00,20241215T15.nc,131,64873.656,106,118640.94255,1828.8,520.5450989107478,345.0,37.6198,-11.721559,722206850.0,1374900900.0,192919230.0,36.75,39.25,-13.0,-10.5,320,370,"{320: 3032.1474609375, 330: 30507.572265625, 340: 1843.331298828125, 350: 17797.3125, 360: 7990.35693359375, 370: 3702.943115234375}"
975064,2024-06-25 04:00:00,20240625T04.nc,125,467.75272,1,142.5710278564453,304.8,0.0,330.0,52.75,44.749996,607679500.0,607679500.0,0.0,52.75,52.75,44.75,44.75,330,330,{330: 467.7527160644531}
511189,2024-04-04 15:00:00,20240404T15.nc,17,7666.5215,11,2336.7557484375,304.8,0.0,350.0,25.590504,67.70417,648503900.0,891755400.0,100778230.0,25.25,26.0,67.25,68.25,350,350,{350: 7666.521484375}
281727,2024-02-23 05:00:00,20240223T05.nc,202,2969.7878,9,905.1913341796876,304.8,0.0,290.0,64.72096,22.08299,510066560.0,523489630.0,7196913.0,64.5,65.0,21.75,22.5,290,290,{290: 2969.787841796875}
566380,2024-04-15 02:00:00,20240415T02.nc,106,1934.7782,4,589.7203948242188,304.8,0.0,270.0,51.25,-69.625,613768300.0,649946240.0,34653330.0,51.25,51.25,-70.0,-69.25,270,270,{270: 1934.7781982421875}
318574,2024-03-01 09:00:00,20240301T09.nc,50,1292.5128,2,393.9579067382812,304.8,0.0,330.0,33.25,-77.37499,510921340.0,515310460.0,4389104.0,33.25,33.25,-77.5,-77.25,330,330,{330: 1292.5128173828125}
2274515,2024-11-25 05:00:00,20241125T05.nc,21,718.9983,1,219.1506791015625,304.8,0.0,440.0,21.5,-54.0,562963460.0,562963460.0,0.0,21.5,21.5,-54.0,-54.0,440,440,{440: 718.998291015625}
2477030,2024-12-12 08:00:00,20241212T08.nc,254,959.47723,2,292.4486608886719,304.8,0.0,370.0,51.624653,-41.749996,528786020.0,529079600.0,293600.0,51.5,51.75,-41.75,-41.75,370,370,{370: 959.4772338867188}
2601663,2024-12-23 19:00:00,20241223T19.nc,303,3489.9775,7,2127.4903078124976,609.5999999999992,152.39999999999964,365.0,49.821167,-17.964231,550472500.0,631947260.0,38376490.0,49.75,50.0,-18.25,-17.75,360,370,"{360: 1495.33642578125, 370: 1994.641357421875}"
919144,2024-06-14 18:00:00,20240614T18.nc,251,23980.541,69,29237.075606250037,1219.2000000000014,340.77675977096834,345.0,63.26094,58.084187,759449660.0,1314016800.0,221498400.0,62.5,64.25,55.75,60.25,330,360,"{330: 1403.3134765625, 340: 9024.712890625, 350: 8029.6787109375, 360: 5522.83203125}"
748925,2024-05-16 13:00:00,20240516T13.nc,2,559619.75,799,1364576.7984000004,2438.4000000000005,698.3845359112701,405.0,24.938469,-53.522667,816454400.0,1965575200.0,262836210.0,21.5,27.75,-58.25,-48.25,370,440,"{370: 6173.6279296875, 380: 39331.1796875, 390: 51155.23828125, 400: 119180.1875, 410: 101538.984375, 420: 113645.0546875, 430: 89092.546875, 440: 39502.96484375}"
2543281,2024-12-18 07:00:00,20241218T07.nc,314,553.5363,1,168.7178690917969,304.8,0.0,350.0,44.25,-56.749996,500317630.0,500317630.0,0.0,44.25,44.25,-56.75,-56.75,350,350,{350: 553.5363159179688}
1171838,2024-08-04 18:00:00,20240804T18.nc,76,60910.965,91,74262.64833749998,1219.1999999999996,340.77675977096794,425.0,29.979145,80.34145,832761100.0,1314100700.0,225926980.0,29.25,30.5,79.0,81.25,410,440,"{410: 5335.23779296875, 420: 18048.861328125, 430: 24095.32421875, 440: 13431.5322265625}"
389157,2024-03-13 23:00:00,20240313T23.nc,12,150801.34,218,91928.49915000016,609.600000000001,152.40000000000057,355.0,26.452423,24.43103,991192260.0,2025531800.0,373474940.0,24.5,27.75,18.25,31.75,350,360,"{350: 60067.33984375, 360: 90734.0}"
2446312,2024-12-09 17:00:00,20241209T17.nc,403,448.7495,1,136.778851171875,304.8,0.0,320.0,54.5,-30.5,1098836200.0,1098836200.0,0.0,54.5,54.5,-30.5,-30.5,320,320,{320: 448.74951171875}
222830,2024-02-12 05:00:00,20240212T05.nc,155,558.2208,1,170.14570751953124,304.8,0.0,280.0,43.75,18.0,501164350.0,501164350.0,0.0,43.75,43.75,18.0,18.0,280,280,{280: 558.2208251953125}
1437575,2024-09-15 17:00:00,20240915T17.nc,62,16023.241,23,24419.41960546876,1524.000000000001,431.0522938113196,420.0,25.640896,84.41292,1484862800.0,2383599400.0,499619780.0,25.25,26.0,84.25,84.75,400,440,"{400: 697.4903564453125, 410: 2788.48974609375, 420: 2788.48974609375, 430: 5571.1337890625, 440: 4177.6376953125}"
419862,2024-03-19 06:00:00,20240319T06.nc,210,18061.902,49,16515.803503125007,914.4000000000004,248.86815786677104,300.0,61.50872,63.177567,808215100.0,1222352100.0,200521070.0,61.25,62.0,61.0,64.75,290,310,"{290: 3330.442138671875, 300: 5182.990234375, 310: 9548.466796875}"
1240152,2024-08-19,20240819T00.nc,75,36469.785,65,44463.96206250005,1219.2000000000014,340.77675977096834,365.0,43.440598,22.160809,897843260.0,1460106200.0,258904160.0,43.0,44.25,20.75,23.5,350,380,"{350: 10687.3603515625, 360: 9547.7626953125, 370: 8415.046875, 380: 7819.6162109375}"
48079,2024-01-10 11:00:00,20240110T11.nc,103,1775.9272,3,541.302624609375,304.8,0.0,300.0,40.000004,8.499999,599297100.0,661504800.0,56123550.0,40.0,40.0,8.25,8.75,300,300,{300: 1775.92724609375}
2062558,2024-11-06 23:00:00,20241106T23.nc,179,576.5304,1,175.72646455078126,304.8,0.0,380.0,41.75,-17.75,1676388000.0,1676388000.0,0.0,41.75,41.75,-17.75,-17.75,380,380,{380: 576.5303955078125}
2452831,2024-12-10 05:00:00,20241210T05.nc,458,403.77097,1,123.0693903076172,304.8,0.0,290.0,58.5,63.249992,569122050.0,569122050.0,0.0,58.5,58.5,63.25,63.25,290,290,{290: 403.7709655761719}
395035,2024-03-15 04:00:00,20240315T04.nc,23,6484.651,10,1976.521587890625,304.8,0.0,350.0,32.949886,-86.07488,758592000.0,929433150.0,158394620.0,32.75,33.0,-87.0,-85.25,350,350,{350: 6484.65087890625}
