week,region,+80th-percentile,+95th-percentile,Negative,Non-zero,Positive
7,Warszawa FIR,0.081,0.012,0.0616,0.2613,0.1997
7,Wien FIR,0.0315,0.0046,0.0645,0.1773,0.1128
7,Zagreb FIR,0.0129,0.0019,0.0326,0.0772,0.0447
8,Global,0.0194,0.0046,0.0173,0.0725,0.0552
8,Europe,0.0316,0.0044,0.049,0.1698,0.1208
8,European Airspace,0.037,0.0085,0.0297,0.1329,0.1032
8,Africa Middle East,0.0154,0.005,0.0112,0.0507,0.0396
8,East Asia,0.0091,0.0008,0.013,0.051,0.038
8,Southeast Asia,0.0149,0.0051,0.0116,0.0511,0.0394
8,India,0.0025,0.0011,0.0037,0.0142,0.0106
8,China,0.0094,0.001,0.0176,0.0572,0.0396
8,Latin America,0.0203,0.0055,0.0155,0.0742,0.0587
8,USA,0.0079,0.0008,0.0159,0.0468,0.0309
8,North Atlantic,0.0326,0.0052,0.0374,0.155,0.1176
8,North Pacific,0.0289,0.0061,0.0244,0.1102,0.0858
8,Amsterdam FIR,0.0349,0.0035,0.0639,0.1886,0.1248
8,Athinai FIR,0.0274,0.0086,0.0182,0.084,0.0658
8,Barcelona FIR,0.0185,0.0023,0.0491,0.1394,0.0903
8,Beograd FIR,0.0581,0.0165,0.0623,0.2248,0.1625
8,Bordeaux FIR,0.0355,0.0029,0.068,0.2664,0.1983
8,Bratislava  FIR,0.074,0.0189,0.0696,0.2814,0.2117
8,Bremen FIR,0.0307,0.0021,0.0286,0.1422,0.1136
8,Brest FIR,0.038,0.0019,0.0552,0.2276,0.1724
8,Brindisi FIR,0.0386,0.0102,0.0594,0.1928,0.1335
8,Brussels FIR,0.0435,0.0047,0.0703,0.2144,0.1441
8,Bucarest FIR,0.0961,0.033,0.0648,0.2652,0.2004
8,Budapest FIR,0.0714,0.022,0.0715,0.28,0.2084
8,Canarias FIR,0.0034,0.001,0.0022,0.0112,0.0091
8,Chisinau FIR,0.1222,0.0327,0.0519,0.2967,0.2448
8,Copenhagen FIR,0.0255,0.0018,0.0341,0.1252,0.0911
8,Helsinki FIR,0.1608,0.0474,0.0293,0.3426,0.3133
8,Langen FIR,0.0254,0.0036,0.0499,0.1811,0.1312
8,Lisboa FIR,0.0118,0.0015,0.0487,0.1322,0.0835
8,Ljubljana FIR,0.0583,0.0082,0.0655,0.2461,0.1805
8,London FIR,0.054,0.0064,0.0539,0.2026,0.1487
8,Madrid FIR,0.0176,0.0022,0.0537,0.1582,0.1045
8,Malta FIR,0.0205,0.0055,0.0265,0.0844,0.0579
8,Marseille FIR,0.0316,0.0035,0.0625,0.1929,0.1304
8,Milano FIR,0.0342,0.0042,0.0489,0.195,0.1461
8,Munchen FIR,0.0333,0.0041,0.0464,0.1765,0.1301
8,Paris FIR,0.0461,0.0044,0.0729,0.2468,0.1739
8,Polaris FIR,0.0542,0.0137,0.0339,0.1775,0.1436
8,Praha FIR,0.0471,0.0072,0.051,0.2149,0.164
8,Reims FIR,0.031,0.0041,0.0727,0.2223,0.1497
8,Reykjavik FIR,0.0343,0.0074,0.018,0.105,0.0871
8,Riga FIR,0.0834,0.0143,0.0551,0.2759,0.2208
8,Roma FIR,0.0278,0.006,0.0557,0.1572,0.1015
8,Santa Maria FIR,0.0285,0.0077,0.033,0.1183,0.0852
8,Sarajevo FIR,0.0351,0.0094,0.0784,0.2336,0.1552
8,Scottish FIR,0.024,0.0044,0.0309,0.1114,0.0805
8,Shannon FIR,0.0448,0.0092,0.0405,0.16,0.1195
8,Skopje FIR,0.0492,0.01,0.0503,0.1841,0.1339
8,Sofia FIR,0.0596,0.0271,0.0395,0.1545,0.115
8,Sweden FIR,0.0782,0.0207,0.0261,0.1986,0.1725
8,Switzerland FIR,0.0409,0.0053,0.0531,0.196,0.1429
8,Tallinn FIR,0.1154,0.0227,0.0611,0.3172,0.2561
8,Tirana FIR,0.059,0.0153,0.0424,0.1896,0.1472
8,Vilnius FIR,0.0828,0.0133,0.0476,0.2559,0.2083
8,Warszawa FIR,0.0574,0.0104,0.0491,0.2254,0.1763
8,Wien FIR,0.0554,0.0099,0.0538,0.2259,0.1721
8,Zagreb FIR,0.0341,0.0063,0.0811,0.2428,0.1617
9,Global,0.0202,0.005,0.0189,0.0766,0.0577
9,Europe,0.0268,0.0051,0.0345,0.1241,0.0896
9,European Airspace,0.0343,0.009,0.0283,0.1158,0.0875
9,Africa Middle East,0.0135,0.0043,0.0116,0.0487,0.0371
9,East Asia,0.0036,0.0004,0.0074,0.0243,0.0169
9,Southeast Asia,0.0249,0.0083,0.019,0.0803,0.0613
9,India,0.0064,0.0024,0.0069,0.0295,0.0226
9,China,0.0059,0.0005,0.0129,0.0428,0.0299
9,Latin America,0.0217,0.0059,0.0173,0.0781,0.0608
9,USA,0.0172,0.0035,0.0356,0.1077,0.0722
9,North Atlantic,0.0298,0.0061,0.0347,0.1327,0.0979
9,North Pacific,0.0209,0.0033,0.0192,0.091,0.0717
9,Amsterdam FIR,0.0375,0.004,0.0508,0.1768,0.126
9,Athinai FIR,0.0129,0.0028,0.0359,0.0938,0.0579
9,Barcelona FIR,0.0071,0.0013,0.0104,0.0329,0.0225
9,Beograd FIR,0.0533,0.0168,0.081,0.2149,0.1339
9,Bordeaux FIR,0.0046,0.0003,0.0228,0.0592,0.0364
9,Bratislava  FIR,0.089,0.0253,0.0973,0.2982,0.2009
9,Bremen FIR,0.0638,0.0145,0.0598,0.195,0.1353
9,Brest FIR,0.0084,0.0012,0.0295,0.0895,0.06
9,Brindisi FIR,0.0282,0.005,0.044,0.1374,0.0934
9,Brussels FIR,0.0214,0.0009,0.0432,0.1614,0.1182
9,Bucarest FIR,0.096,0.025,0.1201,0.3493,0.2292
9,Budapest FIR,0.0805,0.0242,0.1059,0.2844,0.1785
9,Canarias FIR,0.0015,0.0001,0.0017,0.0068,0.0051
9,Chisinau FIR,0.1069,0.0249,0.1254,0.3814,0.256
9,Copenhagen FIR,0.0532,0.0101,0.0397,0.1996,0.1599
9,Helsinki FIR,0.1104,0.0398,0.0217,0.2336,0.2119
9,Langen FIR,0.0385,0.008,0.0683,0.1756,0.1073
9,Lisboa FIR,0.0067,0.0011,0.0115,0.0434,0.032
9,Ljubljana FIR,0.0535,0.0149,0.0902,0.275,0.1847
9,London FIR,0.0259,0.0015,0.0282,0.1369,0.1086
9,Madrid FIR,0.0066,0.0007,0.0185,0.0571,0.0386
9,Malta FIR,0.0134,0.0008,0.0229,0.0597,0.0368
9,Marseille FIR,0.017,0.0022,0.0263,0.1033,0.077
9,Milano FIR,0.0329,0.0044,0.063,0.236,0.173
9,Munchen FIR,0.0572,0.0106,0.068,0.241,0.173
9,Paris FIR,0.0122,0.0004,0.0382,0.1287,0.0905
9,Polaris FIR,0.0568,0.0115,0.0364,0.1923,0.1559
9,Praha FIR,0.0747,0.0142,0.0623,0.2546,0.1923
9,Reims FIR,0.0167,0.0011,0.0551,0.1399,0.0848
9,Reykjavik FIR,0.012,0.0009,0.0144,0.0635,0.0491
9,Riga FIR,0.0707,0.023,0.0234,0.1666,0.1432
9,Roma FIR,0.0167,0.0023,0.0307,0.0972,0.0664
9,Santa Maria FIR,0.0188,0.0041,0.0252,0.0876,0.0623
9,Sarajevo FIR,0.0559,0.0142,0.071,0.2155,0.1445
9,Scottish FIR,0.0199,0.0018,0.0256,0.1069,0.0813
9,Shannon FIR,0.0267,0.0029,0.016,0.1194,0.1034
9,Skopje FIR,0.042,0.0159,0.049,0.1842,0.1351
9,Sofia FIR,0.0651,0.0167,0.1067,0.2838,0.177
9,Sweden FIR,0.0876,0.0297,0.0282,0.2109,0.1827
9,Switzerland FIR,0.0297,0.0065,0.0728,0.2249,0.1521
9,Tallinn FIR,0.0552,0.018,0.0238,0.1386,0.1148
9,Tirana FIR,0.0408,0.0127,0.0351,0.151,0.1159
9,Vilnius FIR,0.0814,0.0238,0.0291,0.1949,0.1658
9,Warszawa FIR,0.0729,0.0174,0.0602,0.2344,0.1743
9,Wien FIR,0.0565,0.0133,0.0915,0.2686,0.1771
9,Zagreb FIR,0.0528,0.0118,0.0739,0.2287,0.1548
10,Global,0.0194,0.0048,0.0186,0.0736,0.055
10,Europe,0.024,0.0054,0.039,0.1144,0.0754
10,European Airspace,0.025,0.0067,0.0263,0.0904,0.0641
10,Africa Middle East,0.0157,0.0054,0.0124,0.0519,0.0395
10,East Asia,0.0038,0.0003,0.0075,0.0236,0.0162
10,Southeast Asia,0.0474,0.0151,0.0359,0.1529,0.117
10,India,0.0082,0.0032,0.0093,0.0313,0.0221
10,China,0.0079,0.001,0.0135,0.0423,0.0287
10,Latin America,0.022,0.0062,0.0183,0.0797,0.0614
10,USA,0.0156,0.0033,0.0284,0.091,0.0625
10,North Atlantic,0.0307,0.0075,0.0393,0.1333,0.094
10,North Pacific,0.0223,0.0036,0.0254,0.0976,0.0723
10,Amsterdam FIR,0.0343,0.0112,0.0348,0.1166,0.0817
10,Athinai FIR,0.0109,0.0017,0.0154,0.0508,0.0354
10,Barcelona FIR,0.0277,0.0071,0.0609,0.1463,0.0854
10,Beograd FIR,0.0275,0.0046,0.0515,0.151,0.0995
10,Bordeaux FIR,0.0228,0.0044,0.0614,0.1386,0.0772
10,Bratislava  FIR,0.0233,0.0044,0.0174,0.0834,0.0659
10,Bremen FIR,0.0115,0.0026,0.0171,0.0536,0.0364
10,Brest FIR,0.0313,0.0067,0.0568,0.1461,0.0893
10,Brindisi FIR,0.02,0.0024,0.0506,0.1355,0.0849
10,Brussels FIR,0.0315,0.0064,0.0421,0.132,0.0899
10,Bucarest FIR,0.044,0.0076,0.0367,0.1401,0.1034
10,Budapest FIR,0.0466,0.0097,0.042,0.1397,0.0978
10,Canarias FIR,0.0056,0.0011,0.005,0.017,0.012
10,Chisinau FIR,0.012,0.0024,0.0134,0.0545,0.0411
10,Copenhagen FIR,0.0071,0.0012,0.006,0.0291,0.0231
10,Helsinki FIR,0.0575,0.0182,0.0584,0.2333,0.1749
10,Langen FIR,0.0299,0.0058,0.0371,0.1343,0.0972
10,Lisboa FIR,0.0129,0.0016,0.0308,0.0838,0.053
10,Ljubljana FIR,0.0688,0.0129,0.0642,0.2494,0.1852
10,London FIR,0.0257,0.0059,0.034,0.1165,0.0825
10,Madrid FIR,0.0198,0.0038,0.0431,0.118,0.0749
10,Malta FIR,0.0048,0.0006,0.0233,0.0433,0.02
10,Marseille FIR,0.0241,0.0036,0.0465,0.1482,0.1017
10,Milano FIR,0.0241,0.0033,0.0394,0.1564,0.117
10,Munchen FIR,0.0301,0.0061,0.0316,0.1212,0.0896
10,Paris FIR,0.0244,0.0049,0.0505,0.1331,0.0826
10,Polaris FIR,0.0304,0.0125,0.0147,0.073,0.0583
10,Praha FIR,0.022,0.007,0.0148,0.0677,0.0529
10,Reims FIR,0.0236,0.0032,0.0412,0.133,0.0918
10,Reykjavik FIR,0.0572,0.0174,0.0297,0.1555,0.1258
10,Riga FIR,0.0017,0.0,0.0233,0.0648,0.0415
10,Roma FIR,0.0234,0.0036,0.0504,0.1299,0.0795
10,Santa Maria FIR,0.0156,0.0035,0.0227,0.0722,0.0495
10,Sarajevo FIR,0.0341,0.0098,0.0848,0.2108,0.126
10,Scottish FIR,0.0258,0.0066,0.0271,0.0926,0.0656
10,Shannon FIR,0.0469,0.0158,0.0531,0.1658,0.1126
10,Skopje FIR,0.0152,0.0011,0.0452,0.134,0.0889
10,Sofia FIR,0.0403,0.0092,0.0313,0.1333,0.1021
10,Sweden FIR,0.0328,0.0119,0.0148,0.0767,0.0619
10,Switzerland FIR,0.0308,0.0055,0.0364,0.1399,0.1035
10,Tallinn FIR,0.0065,0.0004,0.049,0.1132,0.0642
10,Tirana FIR,0.0155,0.0008,0.054,0.1334,0.0794
10,Vilnius FIR,0.0,0.0,0.014,0.0269,0.0129
10,Warszawa FIR,0.0048,0.0007,0.0054,0.0194,0.014
10,Wien FIR,0.0519,0.0121,0.0408,0.1693,0.1286
10,Zagreb FIR,0.0427,0.0128,0.0736,0.2113,0.1377
11,Global,0.0188,0.0044,0.0172,0.0692,0.052
11,Europe,0.042,0.008,0.0507,0.1701,0.1194
11,European Airspace,0.0344,0.0073,0.0365,0.1264,0.0899
11,Africa Middle East,0.0129,0.0041,0.0106,0.0449,0.0344
11,East Asia,0.0028,0.0004,0.0083,0.0218,0.0135
11,Southeast Asia,0.0439,0.0179,0.0292,0.1235,0.0943
11,India,0.0023,0.0008,0.0029,0.0111,0.0082
11,China,0.0078,0.0009,0.0178,0.0504,0.0326
11,Latin America,0.0136,0.0039,0.0098,0.0475,0.0377
11,USA,0.0135,0.0023,0.0314,0.0838,0.0524
11,North Atlantic,0.036,0.0065,0.035,0.1296,0.0945
11,North Pacific,0.0184,0.0029,0.0244,0.0866,0.0622
11,Amsterdam FIR,0.0622,0.0129,0.0614,0.2463,0.1848
11,Athinai FIR,0.0159,0.0033,0.0216,0.0582,0.0367
11,Barcelona FIR,0.0108,0.0007,0.0417,0.1027,0.061
11,Beograd FIR,0.0406,0.0072,0.0514,0.1694,0.118
11,Bordeaux FIR,0.0376,0.0055,0.0637,0.2009,0.1372
11,Bratislava  FIR,0.0589,0.0085,0.0678,0.2283,0.1604
11,Bremen FIR,0.067,0.0159,0.0596,0.2363,0.1768
11,Brest FIR,0.0677,0.012,0.0798,0.2785,0.1987
11,Brindisi FIR,0.0114,0.0012,0.0196,0.0569,0.0373
11,Brussels FIR,0.0493,0.0072,0.0591,0.2439,0.1848
11,Bucarest FIR,0.0625,0.0104,0.0527,0.2182,0.1655
11,Budapest FIR,0.0502,0.0071,0.0514,0.1935,0.142
11,Canarias FIR,0.0079,0.0028,0.0065,0.0246,0.0181
11,Chisinau FIR,0.0455,0.0049,0.0476,0.223,0.1753
11,Copenhagen FIR,0.0748,0.0165,0.0574,0.2218,0.1645
11,Helsinki FIR,0.0904,0.024,0.0463,0.2496,0.2034
11,Langen FIR,0.0493,0.0069,0.0569,0.2121,0.1552
11,Lisboa FIR,0.0317,0.0046,0.057,0.1534,0.0964
11,Ljubljana FIR,0.0264,0.0007,0.0818,0.1699,0.0881
11,London FIR,0.0825,0.0168,0.0513,0.2623,0.211
11,Madrid FIR,0.0291,0.0054,0.0717,0.1739,0.1023
11,Malta FIR,0.0035,0.0018,0.0014,0.0063,0.0049
11,Marseille FIR,0.0209,0.0021,0.0451,0.1206,0.0755
11,Milano FIR,0.0252,0.0034,0.0757,0.1685,0.0928
11,Munchen FIR,0.043,0.0088,0.0701,0.2089,0.1388
11,Paris FIR,0.0559,0.0079,0.0606,0.2617,0.2011
11,Polaris FIR,0.0678,0.019,0.0486,0.2007,0.1521
11,Praha FIR,0.0465,0.0049,0.0755,0.2131,0.1375
11,Reims FIR,0.0467,0.0068,0.0645,0.2233,0.1588
11,Reykjavik FIR,0.0208,0.0024,0.0197,0.067,0.0473
11,Riga FIR,0.0935,0.0324,0.0809,0.2564,0.1755
11,Roma FIR,0.0061,0.0016,0.0239,0.0472,0.0233
11,Santa Maria FIR,0.0172,0.0032,0.0233,0.0733,0.0499
11,Sarajevo FIR,0.0264,0.0012,0.0425,0.1336,0.0911
11,Scottish FIR,0.0622,0.01,0.0376,0.1886,0.1511
11,Shannon FIR,0.0802,0.0188,0.0356,0.224,0.1884
11,Skopje FIR,0.0318,0.0062,0.0449,0.1349,0.0901
11,Sofia FIR,0.0465,0.0085,0.059,0.1762,0.1172
11,Sweden FIR,0.074,0.0187,0.0394,0.211,0.1715
11,Switzerland FIR,0.035,0.0067,0.0817,0.2047,0.123
11,Tallinn FIR,0.1096,0.0427,0.0718,0.3094,0.2376
11,Tirana FIR,0.0269,0.0032,0.0376,0.1017,0.0641
11,Vilnius FIR,0.0863,0.0311,0.0864,0.2452,0.1587
11,Warszawa FIR,0.0687,0.0148,0.0738,0.2442,0.1703
11,Wien FIR,0.0314,0.0024,0.0815,0.186,0.1045
11,Zagreb FIR,0.0231,0.0015,0.0543,0.1336,0.0794
12,Global,0.0196,0.0048,0.0184,0.0737,0.0553
12,Europe,0.0361,0.0079,0.0584,0.1629,0.1044
12,European Airspace,0.0231,0.0047,0.0319,0.0988,0.0669
12,Africa Middle East,0.0202,0.0069,0.0137,0.0634,0.0497
12,East Asia,0.0073,0.0017,0.0135,0.0404,0.0269
12,Southeast Asia,0.0085,0.0027,0.0078,0.0307,0.0229
12,India,0.0028,0.0005,0.0055,0.0227,0.0172
12,China,0.0128,0.0023,0.0244,0.0752,0.0508
12,Latin America,0.0233,0.0068,0.0197,0.0862,0.0665
12,USA,0.0092,0.0013,0.0233,0.0647,0.0415
12,North Atlantic,0.029,0.0066,0.0424,0.1359,0.0934
12,North Pacific,0.0223,0.0036,0.0299,0.0995,0.0696
12,Amsterdam FIR,0.071,0.0111,0.0538,0.2257,0.1719
12,Athinai FIR,0.0061,0.0016,0.0164,0.0386,0.0222
12,Barcelona FIR,0.0411,0.0117,0.1107,0.2435,0.1328
12,Beograd FIR,0.0188,0.0031,0.0353,0.0969,0.0617
12,Bordeaux FIR,0.0483,0.0143,0.0645,0.1956,0.1311
12,Bratislava  FIR,0.0331,0.0027,0.0752,0.1749,0.0997
12,Bremen FIR,0.0565,0.0069,0.0743,0.2305,0.1562
12,Brest FIR,0.0533,0.0162,0.0611,0.1862,0.125
12,Brindisi FIR,0.0058,0.0003,0.0517,0.0846,0.0329
12,Brussels FIR,0.0739,0.0179,0.0726,0.2412,0.1686
12,Bucarest FIR,0.0084,0.0022,0.0186,0.0493,0.0307
12,Budapest FIR,0.0215,0.0018,0.0595,0.1505,0.0911
12,Canarias FIR,0.0016,0.0008,0.0004,0.0028,0.0024
12,Chisinau FIR,0.0012,0.0002,0.019,0.0318,0.0128
12,Copenhagen FIR,0.0525,0.0063,0.0594,0.1847,0.1253
12,Helsinki FIR,0.0228,0.0043,0.024,0.0893,0.0653
12,Langen FIR,0.0539,0.0139,0.0871,0.2352,0.1481
12,Lisboa FIR,0.0094,0.0017,0.0282,0.0675,0.0393
12,Ljubljana FIR,0.0204,0.0014,0.0764,0.1687,0.0923
12,London FIR,0.059,0.0124,0.0414,0.1871,0.1457
12,Madrid FIR,0.0369,0.0099,0.069,0.1832,0.1142
12,Malta FIR,0.0032,0.0005,0.003,0.0136,0.0106
12,Marseille FIR,0.0417,0.014,0.0774,0.191,0.1136
12,Milano FIR,0.0409,0.0095,0.0852,0.1914,0.1062
12,Munchen FIR,0.0368,0.0046,0.0902,0.2161,0.1259
12,Paris FIR,0.065,0.0257,0.0731,0.2125,0.1394
12,Polaris FIR,0.035,0.0058,0.0322,0.124,0.0917
12,Praha FIR,0.0278,0.0031,0.0831,0.1861,0.103
12,Reims FIR,0.0576,0.028,0.0758,0.2052,0.1294
12,Reykjavik FIR,0.0182,0.0013,0.0127,0.0636,0.051
12,Riga FIR,0.0176,0.0032,0.0277,0.093,0.0652
12,Roma FIR,0.0053,0.001,0.0361,0.0675,0.0314
12,Santa Maria FIR,0.0221,0.0055,0.0289,0.0922,0.0633
12,Sarajevo FIR,0.0256,0.004,0.0531,0.1331,0.08
12,Scottish FIR,0.0338,0.006,0.0292,0.1268,0.0976
12,Shannon FIR,0.035,0.0042,0.0514,0.1934,0.142
12,Skopje FIR,0.0107,0.0019,0.0392,0.0864,0.0473
12,Sofia FIR,0.01,0.0029,0.026,0.0557,0.0297
12,Sweden FIR,0.0311,0.0043,0.0263,0.1095,0.0832
12,Switzerland FIR,0.0508,0.0126,0.0715,0.1963,0.1249
12,Tallinn FIR,0.0124,0.002,0.0181,0.0715,0.0534
12,Tirana FIR,0.0091,0.0009,0.0351,0.0778,0.0427
12,Vilnius FIR,0.0282,0.0034,0.0229,0.1162,0.0934
12,Warszawa FIR,0.0386,0.0042,0.0471,0.1582,0.1111
12,Wien FIR,0.0286,0.0039,0.0775,0.1877,0.1102
12,Zagreb FIR,0.0163,0.0021,0.0644,0.1358,0.0714
13,Global,0.021,0.0053,0.0198,0.0795,0.0597
13,Europe,0.0234,0.0035,0.0435,0.1214,0.0779
13,European Airspace,0.0146,0.0023,0.0257,0.0728,0.0471
13,Africa Middle East,0.0182,0.0065,0.0134,0.06,0.0465
13,East Asia,0.0145,0.0032,0.0282,0.086,0.0579
13,Southeast Asia,0.0286,0.0098,0.0215,0.0908,0.0693
13,India,0.0034,0.0005,0.0062,0.0283,0.0221
13,China,0.0146,0.0025,0.0283,0.0883,0.0601
13,Latin America,0.0243,0.0074,0.0178,0.0834,0.0656
13,USA,0.0107,0.0013,0.0258,0.0744,0.0486
13,North Atlantic,0.0219,0.0044,0.0293,0.1083,0.079
13,North Pacific,0.03,0.0065,0.0379,0.1288,0.0909
13,Amsterdam FIR,0.0477,0.0057,0.0722,0.2043,0.1321
13,Athinai FIR,0.0103,0.0031,0.025,0.0621,0.0371
13,Barcelona FIR,0.0177,0.0017,0.0407,0.1042,0.0634
13,Beograd FIR,0.0476,0.0107,0.0473,0.163,0.1156
13,Bordeaux FIR,0.0225,0.0019,0.0495,0.1603,0.1107
13,Bratislava  FIR,0.0233,0.005,0.0446,0.1217,0.0771
13,Bremen FIR,0.0511,0.0097,0.0924,0.2181,0.1257
13,Brest FIR,0.0164,0.001,0.0328,0.0929,0.0601
13,Brindisi FIR,0.0175,0.0038,0.0656,0.1446,0.0791
13,Brussels FIR,0.0477,0.0091,0.0738,0.2114,0.1377
13,Bucarest FIR,0.0334,0.0064,0.0572,0.1526,0.0955
13,Budapest FIR,0.0399,0.0067,0.0471,0.154,0.1069
13,Canarias FIR,0.0055,0.0021,0.0028,0.0161,0.0133
13,Chisinau FIR,0.0242,0.0072,0.0744,0.1403,0.0659
13,Copenhagen FIR,0.0453,0.0037,0.0721,0.1964,0.1242
13,Helsinki FIR,0.0392,0.0071,0.0243,0.1263,0.102
13,Langen FIR,0.0404,0.0083,0.0899,0.2174,0.1275
13,Lisboa FIR,0.0114,0.0013,0.0121,0.0568,0.0447
13,Ljubljana FIR,0.0393,0.0039,0.0522,0.1815,0.1293
13,London FIR,0.0255,0.0015,0.0398,0.1132,0.0734
13,Madrid FIR,0.0148,0.0009,0.0225,0.0829,0.0604
13,Malta FIR,0.0023,0.0005,0.0081,0.0242,0.0161
13,Marseille FIR,0.0255,0.0024,0.0566,0.1667,0.1101
13,Milano FIR,0.0306,0.0046,0.0496,0.1823,0.1327
13,Munchen FIR,0.0385,0.0082,0.0879,0.1975,0.1097
13,Paris FIR,0.034,0.0064,0.066,0.1999,0.1339
13,Polaris FIR,0.0157,0.0005,0.0216,0.0923,0.0708
13,Praha FIR,0.031,0.0063,0.0678,0.1508,0.083
13,Reims FIR,0.0335,0.0063,0.0777,0.2105,0.1327
13,Reykjavik FIR,0.0125,0.0008,0.0184,0.0535,0.0351
13,Riga FIR,0.0396,0.0051,0.0739,0.161,0.0871
13,Roma FIR,0.0192,0.0031,0.0505,0.1236,0.073
13,Santa Maria FIR,0.0115,0.0025,0.0201,0.0652,0.0451
13,Sarajevo FIR,0.0415,0.0083,0.0598,0.171,0.1112
13,Scottish FIR,0.0139,0.0016,0.0301,0.0764,0.0462
13,Shannon FIR,0.0042,0.0012,0.0052,0.0185,0.0134
13,Skopje FIR,0.0415,0.0165,0.0476,0.1518,0.1042
13,Sofia FIR,0.0346,0.0049,0.0662,0.1571,0.0909
13,Sweden FIR,0.0335,0.0044,0.0417,0.149,0.1073
13,Switzerland FIR,0.0276,0.0027,0.0684,0.1846,0.1161
13,Tallinn FIR,0.0319,0.0042,0.0514,0.1397,0.0883
13,Tirana FIR,0.0263,0.0101,0.0555,0.1301,0.0747
13,Vilnius FIR,0.0414,0.0087,0.0739,0.166,0.0921
13,Warszawa FIR,0.0365,0.0086,0.0631,0.1428,0.0798
13,Wien FIR,0.032,0.004,0.0758,0.1867,0.111
13,Zagreb FIR,0.0369,0.0061,0.0582,0.1634,0.1053
14,Global,0.0205,0.0051,0.0197,0.0791,0.0594
14,Europe,0.0297,0.0063,0.0634,0.1671,0.1037
14,European Airspace,0.0185,0.0037,0.0362,0.0964,0.0601
14,Africa Middle East,0.0175,0.0056,0.0138,0.0608,0.047
14,East Asia,0.01,0.0022,0.0177,0.0589,0.0412
14,Southeast Asia,0.0224,0.007,0.0221,0.0853,0.0631
14,India,0.0063,0.0021,0.009,0.0324,0.0234
14,China,0.0107,0.0016,0.0237,0.0692,0.0455
14,Latin America,0.0187,0.0051,0.0169,0.0737,0.0568
14,USA,0.0075,0.0011,0.0193,0.0571,0.0377
14,North Atlantic,0.013,0.0017,0.0238,0.069,0.0452
14,North Pacific,0.0291,0.0057,0.0399,0.134,0.0941
14,Amsterdam FIR,0.0421,0.0093,0.0552,0.1815,0.1263
14,Athinai FIR,0.0159,0.006,0.0269,0.0748,0.0479
14,Barcelona FIR,0.0273,0.006,0.0953,0.1937,0.0984
14,Beograd FIR,0.0157,0.0016,0.0601,0.1409,0.0808
14,Bordeaux FIR,0.0463,0.0115,0.1026,0.2625,0.1599
14,Bratislava  FIR,0.0382,0.0068,0.0777,0.2071,0.1294
14,Bremen FIR,0.0506,0.0099,0.086,0.2254,0.1394
14,Brest FIR,0.0457,0.01,0.0712,0.2187,0.1475
14,Brindisi FIR,0.006,0.0014,0.0685,0.1091,0.0406
14,Brussels FIR,0.0356,0.0069,0.079,0.2284,0.1495
14,Bucarest FIR,0.0235,0.0049,0.0581,0.1389,0.0808
14,Budapest FIR,0.0322,0.0062,0.0777,0.1859,0.1082
14,Canarias FIR,0.0044,0.0011,0.0153,0.0359,0.0206
14,Chisinau FIR,0.0256,0.007,0.0512,0.1182,0.067
14,Copenhagen FIR,0.0401,0.0058,0.0548,0.194,0.1392
14,Helsinki FIR,0.0152,0.0009,0.0399,0.1211,0.0812
14,Langen FIR,0.035,0.0109,0.0879,0.2266,0.1387
14,Lisboa FIR,0.0297,0.0065,0.0545,0.1516,0.0971
14,Ljubljana FIR,0.0214,0.0057,0.0673,0.1315,0.0642
14,London FIR,0.0268,0.0039,0.0349,0.134,0.0991
14,Madrid FIR,0.0307,0.0072,0.0817,0.2074,0.1258
14,Malta FIR,0.0027,0.001,0.0057,0.0148,0.0091
14,Marseille FIR,0.0369,0.0091,0.0891,0.2065,0.1173
14,Milano FIR,0.0381,0.0143,0.083,0.1973,0.1143
14,Munchen FIR,0.0401,0.0159,0.0977,0.2162,0.1185
14,Paris FIR,0.0433,0.0091,0.0901,0.2497,0.1596
14,Polaris FIR,0.0113,0.0007,0.0276,0.076,0.0484
14,Praha FIR,0.045,0.0101,0.0878,0.2314,0.1436
14,Reims FIR,0.0433,0.0126,0.0836,0.2322,0.1486
14,Reykjavik FIR,0.0126,0.0005,0.0254,0.0591,0.0337
14,Riga FIR,0.0513,0.0096,0.0782,0.2324,0.1542
14,Roma FIR,0.0092,0.0027,0.0446,0.0825,0.0379
14,Santa Maria FIR,0.0166,0.004,0.0253,0.0766,0.0513
14,Sarajevo FIR,0.0097,0.0005,0.0717,0.1394,0.0677
14,Scottish FIR,0.0256,0.0035,0.0387,0.131,0.0923
14,Shannon FIR,0.0165,0.0012,0.0287,0.0976,0.0689
14,Skopje FIR,0.0205,0.0049,0.0584,0.1301,0.0717
14,Sofia FIR,0.0213,0.0045,0.0505,0.1162,0.0657
14,Sweden FIR,0.0229,0.0026,0.0396,0.1267,0.0871
14,Switzerland FIR,0.0512,0.0167,0.0838,0.2386,0.1548
14,Tallinn FIR,0.0391,0.0032,0.0862,0.2305,0.1443
14,Tirana FIR,0.0114,0.0021,0.0573,0.1069,0.0496
14,Vilnius FIR,0.0574,0.0121,0.0649,0.2196,0.1547
14,Warszawa FIR,0.0555,0.0153,0.0853,0.2342,0.1489
14,Wien FIR,0.0333,0.0117,0.0812,0.1761,0.0949
14,Zagreb FIR,0.0101,0.0016,0.066,0.1194,0.0534
