week,region,+80th-percentile,+95th-percentile,Negative,Non-zero,Positive
15,Global,0.0203,0.005,0.0192,0.0793,0.0601
15,Europe,0.0281,0.0058,0.0547,0.1336,0.079
15,European Airspace,0.0199,0.0039,0.035,0.0903,0.0552
15,Africa Middle East,0.0144,0.0042,0.0117,0.0527,0.041
15,East Asia,0.0091,0.0013,0.0181,0.0524,0.0343
15,Southeast Asia,0.0269,0.0089,0.0228,0.0929,0.0701
15,India,0.0086,0.0031,0.0094,0.0378,0.0284
15,China,0.0117,0.0017,0.0267,0.075,0.0483
15,Latin America,0.0235,0.0072,0.0141,0.0763,0.0622
15,USA,0.0091,0.0013,0.0238,0.0675,0.0436
15,North Atlantic,0.0175,0.0023,0.0288,0.086,0.0571
15,North Pacific,0.0273,0.0059,0.0427,0.132,0.0894
15,Amsterdam FIR,0.0426,0.0079,0.064,0.193,0.1291
15,Athinai FIR,0.0057,0.0011,0.0088,0.0233,0.0145
15,Barcelona FIR,0.0054,0.0003,0.008,0.0247,0.0167
15,Beograd FIR,0.0426,0.0098,0.0581,0.1618,0.1037
15,Bordeaux FIR,0.0219,0.0059,0.0293,0.0849,0.0556
15,Bratislava  FIR,0.12,0.0333,0.1092,0.351,0.2418
15,Bremen FIR,0.0432,0.0067,0.0858,0.2145,0.1287
15,Brest FIR,0.0331,0.0061,0.062,0.1574,0.0954
15,Brindisi FIR,0.0341,0.0081,0.0768,0.1575,0.0807
15,Brussels FIR,0.0364,0.0063,0.0714,0.1918,0.1204
15,Bucarest FIR,0.0254,0.0028,0.0631,0.1517,0.0886
15,Budapest FIR,0.1067,0.0183,0.1158,0.3465,0.2307
15,Canarias FIR,0.0002,0.0001,0.0025,0.0037,0.0012
15,Chisinau FIR,0.0287,0.0019,0.0735,0.1649,0.0914
15,Copenhagen FIR,0.0291,0.0044,0.0724,0.1728,0.1005
15,Helsinki FIR,0.0181,0.0018,0.048,0.1173,0.0693
15,Langen FIR,0.0316,0.0059,0.0825,0.1802,0.0977
15,Lisboa FIR,0.0175,0.0028,0.0602,0.1176,0.0574
15,Ljubljana FIR,0.0625,0.0123,0.1111,0.2376,0.1265
15,London FIR,0.0491,0.0083,0.0694,0.196,0.1266
15,Madrid FIR,0.0085,0.0015,0.0356,0.0759,0.0403
15,Malta FIR,0.0116,0.0027,0.0255,0.0569,0.0315
15,Marseille FIR,0.0134,0.0037,0.0307,0.0745,0.0438
15,Milano FIR,0.0193,0.0034,0.0543,0.1145,0.0602
15,Munchen FIR,0.0289,0.0048,0.0831,0.181,0.098
15,Paris FIR,0.044,0.0079,0.072,0.1913,0.1193
15,Polaris FIR,0.0145,0.0007,0.0348,0.1038,0.069
15,Praha FIR,0.0421,0.0107,0.0806,0.1995,0.1189
15,Reims FIR,0.0304,0.008,0.0779,0.1639,0.086
15,Reykjavik FIR,0.0186,0.0008,0.0239,0.0717,0.0478
15,Riga FIR,0.0313,0.0082,0.1023,0.192,0.0898
15,Roma FIR,0.0291,0.0066,0.0551,0.1231,0.0681
15,Santa Maria FIR,0.018,0.0063,0.0223,0.061,0.0387
15,Sarajevo FIR,0.0744,0.0194,0.0825,0.2671,0.1846
15,Scottish FIR,0.0156,0.0018,0.0411,0.0947,0.0536
15,Shannon FIR,0.0275,0.0017,0.0254,0.1234,0.0981
15,Skopje FIR,0.0078,0.0006,0.0115,0.0444,0.0329
15,Sofia FIR,0.0034,0.0001,0.0089,0.0331,0.0242
15,Sweden FIR,0.0194,0.0023,0.0608,0.1325,0.0717
15,Switzerland FIR,0.0335,0.0083,0.0459,0.1312,0.0853
15,Tallinn FIR,0.0305,0.0037,0.0829,0.1824,0.0995
15,Tirana FIR,0.0423,0.0126,0.0451,0.1337,0.0887
15,Vilnius FIR,0.0465,0.0162,0.0798,0.1775,0.0977
15,Warszawa FIR,0.0753,0.0265,0.0877,0.2282,0.1405
15,Wien FIR,0.0462,0.0078,0.0846,0.2089,0.1242
15,Zagreb FIR,0.0671,0.0164,0.0947,0.2497,0.155
16,Global,0.0204,0.0048,0.0192,0.0785,0.0594
16,Europe,0.0058,0.0008,0.0215,0.0465,0.025
16,European Airspace,0.0181,0.0037,0.0278,0.0786,0.0508
16,Africa Middle East,0.0148,0.0049,0.0105,0.0473,0.0369
16,East Asia,0.0133,0.0036,0.023,0.0741,0.0511
16,Southeast Asia,0.024,0.008,0.0185,0.0818,0.0633
16,India,0.0106,0.0037,0.0093,0.0414,0.0321
16,China,0.0128,0.0022,0.0278,0.0847,0.0569
16,Latin America,0.0263,0.0077,0.019,0.093,0.074
16,USA,0.008,0.0011,0.0219,0.0587,0.0368
16,North Atlantic,0.0384,0.0078,0.0436,0.1424,0.0987
16,North Pacific,0.0265,0.0038,0.0449,0.1356,0.0906
16,Amsterdam FIR,0.0027,0.0,0.0125,0.0475,0.035
16,Athinai FIR,0.0025,0.0003,0.0082,0.0203,0.0122
16,Barcelona FIR,0.0018,0.0001,0.015,0.0255,0.0105
16,Beograd FIR,0.0074,0.001,0.0167,0.0451,0.0284
16,Bordeaux FIR,0.0033,0.0004,0.0068,0.023,0.0162
16,Bratislava  FIR,0.0078,0.0003,0.0446,0.0878,0.0432
16,Bremen FIR,0.0084,0.0002,0.0129,0.0313,0.0184
16,Brest FIR,0.0032,0.0001,0.0184,0.0353,0.0169
16,Brindisi FIR,0.0035,0.0004,0.0123,0.0294,0.017
16,Brussels FIR,0.002,0.0,0.0103,0.052,0.0417
16,Bucarest FIR,0.0197,0.0029,0.0342,0.1008,0.0666
16,Budapest FIR,0.0098,0.0004,0.0306,0.0685,0.038
16,Canarias FIR,0.0264,0.0094,0.0232,0.0836,0.0603
16,Chisinau FIR,0.0261,0.002,0.0544,0.1521,0.0978
16,Copenhagen FIR,0.0069,0.0006,0.0148,0.0284,0.0136
16,Helsinki FIR,0.0196,0.0015,0.0225,0.0712,0.0486
16,Langen FIR,0.0023,0.0,0.0109,0.0355,0.0246
16,Lisboa FIR,0.0148,0.0024,0.0327,0.0777,0.045
16,Ljubljana FIR,0.0055,0.0004,0.0258,0.0455,0.0197
16,London FIR,0.0064,0.0008,0.0433,0.0753,0.0321
16,Madrid FIR,0.0044,0.0003,0.0126,0.0283,0.0157
16,Malta FIR,0.0039,0.0005,0.0137,0.0274,0.0138
16,Marseille FIR,0.0017,0.0002,0.009,0.0178,0.0089
16,Milano FIR,0.002,0.0001,0.0241,0.0384,0.0143
16,Munchen FIR,0.0037,0.0,0.0189,0.0436,0.0248
16,Paris FIR,0.0011,0.0,0.0049,0.0239,0.019
16,Polaris FIR,0.0076,0.0011,0.0243,0.0479,0.0236
16,Praha FIR,0.0082,0.0002,0.028,0.0635,0.0355
16,Reims FIR,0.0017,0.0,0.0106,0.0369,0.0263
16,Reykjavik FIR,0.0272,0.0035,0.0456,0.1346,0.089
16,Riga FIR,0.0043,0.0002,0.0104,0.0273,0.0169
16,Roma FIR,0.003,0.0008,0.0085,0.0216,0.0131
16,Santa Maria FIR,0.0253,0.0071,0.0287,0.0884,0.0598
16,Sarajevo FIR,0.0037,0.0006,0.0153,0.0333,0.0181
16,Scottish FIR,0.0176,0.0025,0.05,0.1237,0.0736
16,Shannon FIR,0.0206,0.0058,0.0832,0.1611,0.078
16,Skopje FIR,0.0039,0.0,0.0103,0.0399,0.0297
16,Sofia FIR,0.0122,0.0024,0.0201,0.0662,0.0461
16,Sweden FIR,0.0067,0.0004,0.017,0.0361,0.0192
16,Switzerland FIR,0.0011,0.0,0.0229,0.0447,0.0218
16,Tallinn FIR,0.0042,0.0001,0.0136,0.0334,0.0198
16,Tirana FIR,0.0035,0.0,0.0103,0.0335,0.0232
16,Vilnius FIR,0.0031,0.0001,0.0127,0.028,0.0152
16,Warszawa FIR,0.005,0.0002,0.0182,0.0438,0.0255
16,Wien FIR,0.0047,0.0002,0.0414,0.0704,0.029
16,Zagreb FIR,0.0028,0.0002,0.0129,0.0258,0.0129
17,Global,0.0213,0.0051,0.019,0.0808,0.0618
17,Europe,0.0113,0.0017,0.0255,0.0604,0.0349
17,European Airspace,0.0129,0.0021,0.0262,0.0682,0.042
17,Africa Middle East,0.0151,0.005,0.0118,0.05,0.0381
17,East Asia,0.0126,0.0022,0.0221,0.072,0.0499
17,Southeast Asia,0.0249,0.0081,0.0229,0.0896,0.0666
17,India,0.0045,0.0014,0.0047,0.0228,0.0182
17,China,0.0094,0.0014,0.0204,0.0636,0.0432
17,Latin America,0.0217,0.0063,0.0154,0.0758,0.0604
17,USA,0.01,0.0015,0.025,0.0664,0.0413
17,North Atlantic,0.0379,0.0094,0.0494,0.1486,0.0992
17,North Pacific,0.0252,0.0034,0.0412,0.1236,0.0824
17,Amsterdam FIR,0.0107,0.0002,0.0442,0.0899,0.0457
17,Athinai FIR,0.0132,0.0019,0.0472,0.1079,0.0607
17,Barcelona FIR,0.0103,0.0022,0.0318,0.0709,0.0391
17,Beograd FIR,0.003,0.0001,0.013,0.0329,0.0199
17,Bordeaux FIR,0.0058,0.0002,0.012,0.0389,0.0269
17,Bratislava  FIR,0.0072,0.0007,0.0137,0.0442,0.0305
17,Bremen FIR,0.0185,0.0027,0.0287,0.0715,0.0428
17,Brest FIR,0.0076,0.0002,0.0325,0.0617,0.0292
17,Brindisi FIR,0.0055,0.0005,0.0208,0.0439,0.0231
17,Brussels FIR,0.0128,0.0008,0.0401,0.0952,0.0551
17,Bucarest FIR,0.0082,0.0009,0.0245,0.0625,0.038
17,Budapest FIR,0.0068,0.0006,0.0141,0.0401,0.026
17,Canarias FIR,0.0015,0.0002,0.0021,0.0065,0.0044
17,Chisinau FIR,0.0167,0.0019,0.0318,0.0838,0.052
17,Copenhagen FIR,0.0098,0.0005,0.024,0.0483,0.0243
17,Helsinki FIR,0.0079,0.0003,0.0177,0.0501,0.0324
17,Langen FIR,0.0165,0.0025,0.0399,0.0837,0.0438
17,Lisboa FIR,0.0101,0.001,0.0251,0.0587,0.0335
17,Ljubljana FIR,0.0161,0.0049,0.0363,0.0735,0.0372
17,London FIR,0.0209,0.0021,0.0396,0.1026,0.063
17,Madrid FIR,0.0085,0.0007,0.0215,0.0476,0.0261
17,Malta FIR,0.0087,0.0012,0.0193,0.0483,0.029
17,Marseille FIR,0.0106,0.0015,0.0313,0.0762,0.0449
17,Milano FIR,0.0103,0.0021,0.0257,0.0652,0.0395
17,Munchen FIR,0.0195,0.0037,0.0232,0.0674,0.0442
17,Paris FIR,0.0114,0.0008,0.0289,0.0725,0.0437
17,Polaris FIR,0.006,0.0007,0.0149,0.0325,0.0176
17,Praha FIR,0.015,0.0032,0.0186,0.0588,0.0402
17,Reims FIR,0.0069,0.0003,0.0352,0.0686,0.0333
17,Reykjavik FIR,0.014,0.0015,0.0201,0.055,0.0349
17,Riga FIR,0.0054,0.0002,0.0187,0.0416,0.0229
17,Roma FIR,0.0052,0.0007,0.0242,0.0458,0.0215
17,Santa Maria FIR,0.0125,0.0024,0.0284,0.072,0.0436
17,Sarajevo FIR,0.011,0.004,0.0099,0.0332,0.0233
17,Scottish FIR,0.0254,0.0052,0.0229,0.0771,0.0542
17,Shannon FIR,0.015,0.0019,0.0399,0.0876,0.0476
17,Skopje FIR,0.0058,0.0002,0.0206,0.0631,0.0425
17,Sofia FIR,0.0139,0.0019,0.0477,0.111,0.0633
17,Sweden FIR,0.0075,0.0005,0.0175,0.0417,0.0242
17,Switzerland FIR,0.0132,0.0008,0.0332,0.0748,0.0416
17,Tallinn FIR,0.0049,0.0011,0.0249,0.0538,0.0289
17,Tirana FIR,0.0041,0.0,0.0146,0.0512,0.0366
17,Vilnius FIR,0.0054,0.0002,0.0151,0.0408,0.0257
17,Warszawa FIR,0.0085,0.0008,0.0183,0.0487,0.0304
17,Wien FIR,0.0126,0.0044,0.0292,0.0652,0.036
17,Zagreb FIR,0.0132,0.0056,0.0181,0.0461,0.028
18,Global,0.0196,0.0047,0.0167,0.0745,0.0578
18,Europe,0.0227,0.0043,0.0384,0.1007,0.0624
18,European Airspace,0.0144,0.0025,0.0276,0.0698,0.0421
18,Africa Middle East,0.0114,0.0038,0.0083,0.0381,0.0297
18,East Asia,0.0096,0.0017,0.0182,0.0553,0.0372
18,Southeast Asia,0.028,0.0094,0.0233,0.0996,0.0764
18,India,0.0091,0.0037,0.0059,0.0297,0.0237
18,China,0.013,0.0023,0.0264,0.0782,0.0518
18,Latin America,0.0164,0.0043,0.0111,0.0584,0.0473
18,USA,0.0077,0.0012,0.019,0.0554,0.0365
18,North Atlantic,0.0256,0.0037,0.0377,0.1149,0.0773
18,North Pacific,0.0279,0.0056,0.0409,0.1268,0.0859
18,Amsterdam FIR,0.0266,0.0043,0.0419,0.1093,0.0674
18,Athinai FIR,0.0001,0.0,0.0016,0.0039,0.0024
18,Barcelona FIR,0.0199,0.0044,0.0302,0.0852,0.055
18,Beograd FIR,0.0086,0.0002,0.0149,0.0592,0.0443
18,Bordeaux FIR,0.0303,0.0036,0.0466,0.1589,0.1124
18,Bratislava  FIR,0.0471,0.016,0.0606,0.1547,0.0941
18,Bremen FIR,0.0371,0.0107,0.046,0.1232,0.0773
18,Brest FIR,0.0156,0.0023,0.03,0.0899,0.0599
18,Brindisi FIR,0.0014,0.0002,0.005,0.0092,0.0043
18,Brussels FIR,0.0338,0.0058,0.0391,0.1457,0.1066
18,Bucarest FIR,0.0331,0.0055,0.0358,0.105,0.0692
18,Budapest FIR,0.0397,0.0101,0.0437,0.1334,0.0897
18,Canarias FIR,0.0034,0.0005,0.0084,0.0209,0.0125
18,Chisinau FIR,0.0435,0.0091,0.0318,0.1242,0.0924
18,Copenhagen FIR,0.0175,0.0033,0.0586,0.1083,0.0496
18,Helsinki FIR,0.0146,0.0021,0.0562,0.0951,0.0388
18,Langen FIR,0.0415,0.0086,0.039,0.144,0.105
18,Lisboa FIR,0.0149,0.0026,0.0215,0.0668,0.0453
18,Ljubljana FIR,0.0222,0.002,0.0456,0.1193,0.0737
18,London FIR,0.0279,0.0027,0.0481,0.1358,0.0877
18,Madrid FIR,0.0175,0.0024,0.0285,0.0795,0.051
18,Malta FIR,0.0013,0.0,0.0104,0.0245,0.0141
18,Marseille FIR,0.0242,0.0034,0.0436,0.1206,0.077
18,Milano FIR,0.0206,0.0014,0.0317,0.101,0.0693
18,Munchen FIR,0.0441,0.0093,0.0447,0.1523,0.1077
18,Paris FIR,0.0268,0.0029,0.0461,0.1473,0.1012
18,Polaris FIR,0.0211,0.0049,0.0477,0.1008,0.0531
18,Praha FIR,0.0551,0.0142,0.0436,0.1583,0.1146
18,Reims FIR,0.0262,0.0037,0.0448,0.1604,0.1156
18,Reykjavik FIR,0.0237,0.003,0.0307,0.091,0.0604
18,Riga FIR,0.0715,0.022,0.1328,0.2497,0.117
18,Roma FIR,0.0022,0.0001,0.0164,0.033,0.0166
18,Santa Maria FIR,0.0173,0.0031,0.0345,0.0966,0.0622
18,Sarajevo FIR,0.0097,0.0006,0.0218,0.073,0.0512
18,Scottish FIR,0.029,0.0049,0.0462,0.1109,0.0647
18,Shannon FIR,0.0201,0.0034,0.023,0.0786,0.0556
18,Skopje FIR,0.0001,0.0,0.0087,0.0212,0.0126
18,Sofia FIR,0.0046,0.0003,0.0118,0.0306,0.0187
18,Sweden FIR,0.0332,0.01,0.0975,0.1622,0.0647
18,Switzerland FIR,0.0214,0.0018,0.0438,0.1488,0.1049
18,Tallinn FIR,0.039,0.0106,0.1128,0.1943,0.0815
18,Tirana FIR,0.0004,0.0,0.0145,0.0258,0.0113
18,Vilnius FIR,0.0662,0.0164,0.1431,0.2751,0.132
18,Warszawa FIR,0.0654,0.0156,0.107,0.2447,0.1377
18,Wien FIR,0.0354,0.0067,0.044,0.1464,0.1024
18,Zagreb FIR,0.0119,0.0015,0.0226,0.0674,0.0448
19,Global,0.0186,0.0042,0.0176,0.0732,0.0556
19,Europe,0.0281,0.0049,0.061,0.142,0.0811
19,European Airspace,0.0211,0.0036,0.0419,0.1065,0.0646
19,Africa Middle East,0.0078,0.0022,0.0079,0.0304,0.0225
19,East Asia,0.0169,0.0034,0.0276,0.0913,0.0637
19,Southeast Asia,0.0246,0.0075,0.0211,0.0881,0.067
19,India,0.0054,0.0017,0.0056,0.0225,0.0169
19,China,0.0134,0.0023,0.0274,0.0801,0.0527
19,Latin America,0.0192,0.0057,0.0122,0.067,0.0548
19,USA,0.007,0.0013,0.0156,0.0463,0.0307
19,North Atlantic,0.0296,0.0057,0.0442,0.1292,0.085
19,North Pacific,0.0258,0.0047,0.0432,0.1266,0.0834
19,Amsterdam FIR,0.0476,0.0122,0.0869,0.1963,0.1094
19,Athinai FIR,0.0135,0.0028,0.0287,0.0659,0.0372
19,Barcelona FIR,0.0106,0.0017,0.0309,0.0643,0.0333
19,Beograd FIR,0.0322,0.0061,0.0377,0.125,0.0873
19,Bordeaux FIR,0.0072,0.0013,0.0134,0.038,0.0247
19,Bratislava  FIR,0.0446,0.0056,0.0431,0.1844,0.1413
19,Bremen FIR,0.0431,0.0071,0.0712,0.1842,0.113
19,Brest FIR,0.0301,0.0068,0.0824,0.1547,0.0724
19,Brindisi FIR,0.0219,0.004,0.0585,0.1248,0.0663
19,Brussels FIR,0.0412,0.0056,0.0669,0.1856,0.1188
19,Bucarest FIR,0.0237,0.0021,0.0484,0.1333,0.0849
19,Budapest FIR,0.0437,0.0049,0.0379,0.1563,0.1184
19,Canarias FIR,0.018,0.0047,0.0378,0.0974,0.0596
19,Chisinau FIR,0.034,0.0037,0.0868,0.1929,0.106
19,Copenhagen FIR,0.031,0.0042,0.0762,0.1733,0.0971
19,Helsinki FIR,0.0139,0.0018,0.0504,0.0903,0.0399
19,Langen FIR,0.0271,0.0024,0.0544,0.1599,0.1055
19,Lisboa FIR,0.0284,0.0072,0.0604,0.1551,0.0947
19,Ljubljana FIR,0.0353,0.0062,0.0575,0.1723,0.1148
19,London FIR,0.0458,0.0126,0.1055,0.209,0.1035
19,Madrid FIR,0.0268,0.0056,0.0614,0.1435,0.0821
19,Malta FIR,0.0051,0.0003,0.0215,0.0398,0.0183
19,Marseille FIR,0.0156,0.0019,0.0225,0.0644,0.0419
19,Milano FIR,0.0315,0.0058,0.0525,0.1356,0.0832
19,Munchen FIR,0.0359,0.0031,0.0581,0.1733,0.1152
19,Paris FIR,0.0239,0.0035,0.047,0.1271,0.0801
19,Polaris FIR,0.0391,0.0058,0.079,0.1965,0.1175
19,Praha FIR,0.0402,0.0055,0.0751,0.2048,0.1297
19,Reims FIR,0.0288,0.001,0.0369,0.14,0.1032
19,Reykjavik FIR,0.0274,0.0025,0.048,0.1244,0.0764
19,Riga FIR,0.0301,0.0033,0.0561,0.1455,0.0894
19,Roma FIR,0.0183,0.0028,0.0544,0.1077,0.0534
19,Santa Maria FIR,0.0247,0.0072,0.0411,0.1153,0.0742
19,Sarajevo FIR,0.029,0.0042,0.0327,0.1348,0.1022
19,Scottish FIR,0.0415,0.006,0.0906,0.2056,0.115
19,Shannon FIR,0.0333,0.0035,0.0859,0.1904,0.1045
19,Skopje FIR,0.0264,0.0046,0.0348,0.1163,0.0816
19,Sofia FIR,0.0229,0.0033,0.0535,0.1368,0.0832
19,Sweden FIR,0.032,0.0069,0.0744,0.1575,0.0832
19,Switzerland FIR,0.014,0.0002,0.0312,0.122,0.0908
19,Tallinn FIR,0.0258,0.0021,0.0481,0.1147,0.0666
19,Tirana FIR,0.0324,0.0093,0.0504,0.1275,0.0771
19,Vilnius FIR,0.0332,0.0032,0.0549,0.1521,0.0973
19,Warszawa FIR,0.0373,0.0054,0.0858,0.1922,0.1064
19,Wien FIR,0.0376,0.0038,0.055,0.1741,0.1191
19,Zagreb FIR,0.034,0.0048,0.0442,0.1415,0.0973
20,Global,0.0192,0.0043,0.0165,0.0732,0.0567
20,Europe,0.0152,0.0025,0.0352,0.0859,0.0507
20,European Airspace,0.013,0.0019,0.0287,0.0703,0.0416
20,Africa Middle East,0.0101,0.003,0.0089,0.037,0.0281
20,East Asia,0.0194,0.0043,0.0286,0.0973,0.0686
20,Southeast Asia,0.0342,0.0111,0.0284,0.113,0.0846
20,India,0.0111,0.0032,0.0134,0.0486,0.0353
20,China,0.0134,0.0027,0.0231,0.072,0.0488
20,Latin America,0.017,0.0047,0.0106,0.0595,0.0488
20,USA,0.0062,0.0007,0.0172,0.0484,0.0312
20,North Atlantic,0.0284,0.0044,0.0304,0.1041,0.0737
20,North Pacific,0.0247,0.0047,0.0386,0.1172,0.0786
20,Amsterdam FIR,0.0176,0.0021,0.0493,0.1107,0.0615
20,Athinai FIR,0.0127,0.0024,0.0496,0.1075,0.0579
20,Barcelona FIR,0.0094,0.0014,0.0276,0.0611,0.0335
20,Beograd FIR,0.0258,0.0015,0.0347,0.1451,0.1104
20,Bordeaux FIR,0.0078,0.0011,0.0268,0.0639,0.037
20,Bratislava  FIR,0.0043,0.0001,0.0244,0.0477,0.0233
20,Bremen FIR,0.0045,0.0011,0.0159,0.035,0.0191
20,Brest FIR,0.0076,0.0016,0.0226,0.058,0.0354
20,Brindisi FIR,0.0308,0.005,0.0709,0.173,0.1022
20,Brussels FIR,0.0232,0.0029,0.035,0.1418,0.1068
20,Bucarest FIR,0.009,0.0006,0.0241,0.0629,0.0388
20,Budapest FIR,0.0168,0.0006,0.0165,0.0613,0.0448
20,Canarias FIR,0.0055,0.0014,0.0032,0.0162,0.0131
20,Chisinau FIR,0.0002,0.0,0.0022,0.005,0.0027
20,Copenhagen FIR,0.0037,0.0008,0.0303,0.0423,0.0121
20,Helsinki FIR,0.0235,0.0034,0.0904,0.1587,0.0683
20,Langen FIR,0.0225,0.0045,0.0174,0.0946,0.0772
20,Lisboa FIR,0.0052,0.0009,0.008,0.0308,0.0227
20,Ljubljana FIR,0.0271,0.0032,0.021,0.0935,0.0725
20,London FIR,0.0207,0.0034,0.0422,0.111,0.0688
20,Madrid FIR,0.0049,0.0006,0.0202,0.0411,0.0209
20,Malta FIR,0.0043,0.0004,0.0363,0.0743,0.038
20,Marseille FIR,0.012,0.0014,0.0239,0.065,0.0411
20,Milano FIR,0.0161,0.0011,0.0257,0.0845,0.0588
20,Munchen FIR,0.0132,0.0018,0.0151,0.0622,0.0472
20,Paris FIR,0.0184,0.0029,0.0322,0.1017,0.0695
20,Polaris FIR,0.0313,0.0055,0.0897,0.1748,0.085
20,Praha FIR,0.0063,0.0008,0.0117,0.0429,0.0313
20,Reims FIR,0.0184,0.0016,0.0227,0.0971,0.0744
20,Reykjavik FIR,0.014,0.0012,0.0296,0.0847,0.0551
20,Riga FIR,0.0224,0.0051,0.0595,0.1233,0.0638
20,Roma FIR,0.0271,0.0048,0.0573,0.1312,0.0738
20,Santa Maria FIR,0.0079,0.0016,0.0161,0.0416,0.0255
20,Sarajevo FIR,0.0321,0.0041,0.0408,0.1423,0.1015
20,Scottish FIR,0.0333,0.004,0.0627,0.1579,0.0952
20,Shannon FIR,0.0136,0.0024,0.0352,0.083,0.0478
20,Skopje FIR,0.0215,0.0025,0.0454,0.1651,0.1197
20,Sofia FIR,0.0076,0.0017,0.037,0.1002,0.0632
20,Sweden FIR,0.0245,0.0053,0.0967,0.155,0.0583
20,Switzerland FIR,0.0126,0.0017,0.0186,0.0744,0.0559
20,Tallinn FIR,0.024,0.0072,0.0715,0.1342,0.0628
20,Tirana FIR,0.0273,0.0024,0.0504,0.1787,0.1282
20,Vilnius FIR,0.0172,0.0045,0.045,0.0916,0.0466
20,Warszawa FIR,0.0028,0.0004,0.0269,0.0434,0.0166
20,Wien FIR,0.0132,0.0015,0.0134,0.0653,0.0519
20,Zagreb FIR,0.0306,0.0032,0.0416,0.129,0.0874
21,Global,0.0213,0.0052,0.0178,0.0789,0.0611
21,Europe,0.0133,0.0016,0.0275,0.0698,0.0423
21,European Airspace,0.0125,0.0019,0.0322,0.0738,0.0416
21,Africa Middle East,0.0066,0.0018,0.0057,0.0244,0.0187
21,East Asia,0.0265,0.0071,0.0321,0.115,0.0829
21,Southeast Asia,0.0372,0.0111,0.029,0.1276,0.0986
21,India,0.022,0.0058,0.0222,0.0858,0.0636
21,China,0.0146,0.0031,0.022,0.0737,0.0516
21,Latin America,0.0195,0.0059,0.0129,0.0656,0.0527
21,USA,0.0063,0.0012,0.0178,0.0467,0.0289
21,North Atlantic,0.0225,0.0035,0.0346,0.1043,0.0696
21,North Pacific,0.0314,0.0061,0.046,0.1387,0.0927
21,Amsterdam FIR,0.0107,0.0002,0.0437,0.0887,0.045
21,Athinai FIR,0.0035,0.0004,0.0175,0.0351,0.0177
21,Barcelona FIR,0.0144,0.0033,0.0315,0.0694,0.0379
21,Beograd FIR,0.0243,0.0024,0.0217,0.0903,0.0685
21,Bordeaux FIR,0.0173,0.0016,0.017,0.0709,0.0538
21,Bratislava  FIR,0.0256,0.0019,0.0499,0.1438,0.0939
21,Bremen FIR,0.0163,0.0011,0.0436,0.1122,0.0687
21,Brest FIR,0.0103,0.0006,0.0186,0.0493,0.0307
21,Brindisi FIR,0.0053,0.0003,0.0208,0.0389,0.0182
21,Brussels FIR,0.0103,0.0003,0.0347,0.0777,0.043
21,Bucarest FIR,0.0109,0.0011,0.0387,0.0845,0.0458
21,Budapest FIR,0.0323,0.0029,0.055,0.1583,0.1032
21,Canarias FIR,0.0042,0.0006,0.0075,0.0248,0.0174
21,Chisinau FIR,0.01,0.0018,0.0231,0.0567,0.0336
21,Copenhagen FIR,0.0085,0.0008,0.0466,0.0834,0.0369
21,Helsinki FIR,0.0296,0.008,0.1197,0.1858,0.0661
21,Langen FIR,0.0197,0.0015,0.039,0.1083,0.0693
21,Lisboa FIR,0.0113,0.0024,0.0186,0.0517,0.0331
21,Ljubljana FIR,0.0199,0.0011,0.0239,0.0878,0.0639
21,London FIR,0.0098,0.0006,0.0228,0.0562,0.0334
21,Madrid FIR,0.0188,0.0037,0.0252,0.0741,0.0489
21,Malta FIR,0.0018,0.0001,0.0154,0.0257,0.0104
21,Marseille FIR,0.0146,0.0022,0.0282,0.067,0.0388
21,Milano FIR,0.0132,0.0016,0.0197,0.0677,0.048
21,Munchen FIR,0.0263,0.0024,0.0384,0.1228,0.0844
21,Paris FIR,0.005,0.0001,0.0167,0.0458,0.0291
21,Polaris FIR,0.016,0.0025,0.082,0.1289,0.0469
21,Praha FIR,0.0311,0.0031,0.0455,0.1428,0.0972
21,Reims FIR,0.0155,0.0011,0.0343,0.0854,0.0511
21,Reykjavik FIR,0.018,0.001,0.055,0.1443,0.0894
21,Riga FIR,0.0052,0.0017,0.0118,0.0281,0.0163
21,Roma FIR,0.0036,0.0002,0.0205,0.0373,0.0168
21,Santa Maria FIR,0.024,0.0058,0.046,0.1173,0.0712
21,Sarajevo FIR,0.0182,0.0034,0.0351,0.0909,0.0558
21,Scottish FIR,0.0146,0.0022,0.0405,0.0878,0.0473
21,Shannon FIR,0.0107,0.0005,0.0194,0.0604,0.0411
21,Skopje FIR,0.0133,0.0012,0.0073,0.0527,0.0454
21,Sofia FIR,0.0076,0.0007,0.0259,0.0534,0.0274
21,Sweden FIR,0.0189,0.0035,0.0778,0.1251,0.0473
21,Switzerland FIR,0.0231,0.002,0.0294,0.0892,0.0598
21,Tallinn FIR,0.0089,0.0034,0.0423,0.0665,0.0242
21,Tirana FIR,0.0074,0.0001,0.0145,0.0597,0.0451
21,Vilnius FIR,0.0131,0.0015,0.0292,0.0691,0.0399
21,Warszawa FIR,0.0269,0.004,0.0428,0.1238,0.081
21,Wien FIR,0.0241,0.0019,0.0317,0.1113,0.0796
21,Zagreb FIR,0.0181,0.0021,0.0278,0.0803,0.0525
22,Global,0.0211,0.0054,0.0167,0.0765,0.0598
22,Europe,0.0153,0.0019,0.0323,0.083,0.0507
22,European Airspace,0.0124,0.002,0.0225,0.0604,0.0379
22,Africa Middle East,0.008,0.0025,0.0052,0.0259,0.0207
