Hour,Region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
01-04 07,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Scottish FIR,0.107717,0.021275,0.0,0.0,0.0,0.0
01-04 07,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Shanwick FIR,0.015418,0.000531,0.0,0.0,0.0,0.0
01-04 07,Simferopol FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Skopje FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Sofia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Southeast Asia,0.0,0.0,0.0,0.004671,0.064769,0.133676
01-04 07,Sweden FIR,0.0,0.000638,0.001431,0.0,0.0,0.0
01-04 07,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,USA,0.026303,0.054183,0.055294,0.012167,0.009443,0.0
01-04 07,Vilnius FIR,0.043644,0.003753,0.0,0.0,0.0,0.0
01-04 07,Warszawa FIR,0.04044,0.0,0.0,0.0,0.0,0.0
01-04 07,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 07,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Africa & Middle East,0.0,0.000978,0.001813,0.00388,0.00912,0.007952
01-04 08,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Ankara FIR,0.0,0.0,0.00246,0.0,0.0,0.0
01-04 08,Arctic,0.239218,0.150968,0.068186,0.041155,0.014475,0.0
01-04 08,Athinai FIR,0.0,0.0,0.000356,0.0,0.0,0.0
01-04 08,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Bodo Oceanic FIR,0.241503,0.133567,0.040124,0.0,0.0,0.0
01-04 08,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Bratislava  FIR,0.039162,0.0,0.0,0.0,0.0,0.0
01-04 08,Bremen FIR,0.0,0.00086,0.0,0.0,0.0,0.0
01-04 08,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Bucarest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Canarias FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,China,0.018639,0.012767,0.007424,0.0042,0.008422,0.001891
01-04 08,Chisinau FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Continental Europe,0.017073,0.009521,0.012228,0.0,0.0,0.0
01-04 08,Copenhagen FIR,0.147768,0.053187,0.0,0.0,0.0,0.0
01-04 08,Dnipro FIR,0.027628,0.0,0.0,0.0,0.0,0.0
01-04 08,East Asia,0.003799,0.001409,0.0,0.00012,0.0,0.0
01-04 08,European Airspace,0.01919,0.012067,0.007065,0.000409,0.0,0.0
01-04 08,Global,0.020401,0.023551,0.021503,0.020107,0.025824,0.024314
01-04 08,Helsinki FIR,0.0,0.034576,0.050543,0.008872,0.0,0.0
01-04 08,India,0.000388,0.001208,0.000319,0.001379,0.010358,0.026283
01-04 08,Istanbul FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Kiev FIR,0.047096,0.00086,0.0,0.0,0.0,0.0
01-04 08,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Latin America,0.000157,0.006025,0.012983,0.014806,0.029646,0.035085
01-04 08,Lisboa FIR,0.0,0.041136,0.050493,0.0,0.0,0.0
01-04 08,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,London FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Lvov FIR,0.004822,0.0,0.0,0.0,0.0,0.0
01-04 08,Madrid FIR,0.0,0.040344,0.076391,0.0,0.0,0.0
01-04 08,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Marseille FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Milano FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Munchen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,North Atlantic,0.020508,0.024696,0.019245,0.000118,0.0,0.0
01-04 08,North Pacific,0.048932,0.063871,0.04485,0.015857,0.010956,0.001692
01-04 08,Odessa FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Polaris FIR,0.1696,0.069561,0.001436,0.000641,0.0,0.0
01-04 08,Praha FIR,0.024989,0.0,0.0,0.0,0.0,0.0
01-04 08,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Reykjavik FIR,0.096627,0.033305,0.013444,0.0,0.0,0.0
01-04 08,Riga FIR,0.007653,0.004622,0.0,0.0,0.0,0.0
01-04 08,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Santa Maria FIR,0.0,0.012577,0.011048,0.0,0.0,0.0
01-04 08,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Scottish FIR,0.09111,0.016085,0.0,0.0,0.0,0.0
01-04 08,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Shanwick FIR,0.006309,0.000265,0.0,0.0,0.0,0.0
01-04 08,Simferopol FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Skopje FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Sofia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Southeast Asia,0.0,0.0,0.0,0.008009,0.090717,0.165744
01-04 08,Sweden FIR,0.0,0.0,0.000159,0.0,0.0,0.0
01-04 08,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,USA,0.025892,0.055378,0.053607,0.011545,0.008753,7.4e-05
01-04 08,Vilnius FIR,0.113682,0.001877,0.0,0.0,0.0,0.0
01-04 08,Warszawa FIR,0.047671,0.0,0.0,0.0,0.0,0.0
01-04 08,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 08,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Africa & Middle East,0.0,0.000845,0.00165,0.00426,0.009716,0.008977
01-04 09,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Ankara FIR,0.0,0.001633,0.003277,0.0,0.0,0.0
01-04 09,Arctic,0.23662,0.152913,0.06918,0.041206,0.014778,0.0
01-04 09,Athinai FIR,0.0,0.0,0.000357,0.0,0.0,0.0
01-04 09,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Bodo Oceanic FIR,0.219638,0.117947,0.030532,0.0,0.0,0.0
01-04 09,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Bratislava  FIR,0.042799,0.0,0.0,0.0,0.0,0.0
01-04 09,Bremen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Bucarest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Canarias FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,China,0.023794,0.01336,0.008837,0.005692,0.009145,0.002192
01-04 09,Chisinau FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Continental Europe,0.01688,0.010035,0.010196,0.0,0.0,0.0
01-04 09,Copenhagen FIR,0.075806,0.051004,0.0,0.0,0.0,0.0
01-04 09,Dnipro FIR,0.039238,0.0,0.0,0.0,0.0,0.0
01-04 09,East Asia,0.004247,0.001151,0.0,0.00012,0.0,0.0
01-04 09,European Airspace,0.020449,0.01314,0.00632,0.000403,0.0,0.0
01-04 09,Global,0.020928,0.0237,0.021047,0.020063,0.026542,0.026061
01-04 09,Helsinki FIR,0.0,0.025342,0.038786,0.001118,0.0,0.0
01-04 09,India,0.000777,0.002194,0.001587,0.002369,0.014183,0.030162
01-04 09,Istanbul FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Kiev FIR,0.046635,0.0,0.0,0.0,0.0,0.0
01-04 09,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Latin America,7.6e-05,0.004089,0.011043,0.011269,0.019869,0.032803
01-04 09,Lisboa FIR,0.0,0.027605,0.029866,0.0,0.0,0.0
01-04 09,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,London FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Lvov FIR,0.0267,0.0,0.0,0.0,0.0,0.0
01-04 09,Madrid FIR,0.0,0.039862,0.064992,0.0,0.0,0.0
01-04 09,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Marseille FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Milano FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Munchen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,North Atlantic,0.016945,0.011041,0.0072,3.3e-05,0.0,0.0
01-04 09,North Pacific,0.051659,0.065777,0.043306,0.016343,0.010393,0.001663
01-04 09,Odessa FIR,0.002143,0.0,0.0,0.0,0.0,0.0
01-04 09,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Polaris FIR,0.190948,0.077705,0.000775,0.000258,0.0,0.0
01-04 09,Praha FIR,0.020868,0.0,0.0,0.0,0.0,0.0
01-04 09,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Reykjavik FIR,0.086239,0.02896,0.013258,0.0,0.0,0.0
01-04 09,Riga FIR,0.044396,0.007703,0.0,0.0,0.0,0.0
01-04 09,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Santa Maria FIR,0.0,0.000716,0.001694,0.000343,0.000942,0.0
01-04 09,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Scottish FIR,0.109314,0.018139,0.0,0.0,0.0,0.0
01-04 09,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Shanwick FIR,0.002885,0.000106,0.0,0.0,0.0,0.0
01-04 09,Simferopol FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Skopje FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Sofia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Southeast Asia,0.0,0.0,0.0,0.011929,0.108884,0.190429
01-04 09,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,USA,0.025363,0.054193,0.050323,0.011654,0.008926,0.0004
01-04 09,Vilnius FIR,0.10061,0.0,0.0,0.0,0.0,0.0
01-04 09,Warszawa FIR,0.041172,0.0,0.0,0.0,0.0,0.0
01-04 09,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 09,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Africa & Middle East,0.0,0.000994,0.001653,0.004307,0.010774,0.011035
01-04 10,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Ankara FIR,0.0,0.003259,0.004605,0.0,0.0,0.0
01-04 10,Arctic,0.231678,0.152809,0.066768,0.040031,0.015381,0.0
01-04 10,Athinai FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Barcelona FIR,0.0,0.0,0.002291,0.000769,0.0,0.0
01-04 10,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Bodo Oceanic FIR,0.203409,0.110788,0.024624,0.0,0.0,0.0
01-04 10,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Bratislava  FIR,0.010677,0.0,0.0,0.0,0.0,0.0
01-04 10,Bremen FIR,0.001833,0.007731,0.0,0.0,0.0,0.0
01-04 10,Brest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Bucarest FIR,0.017881,0.0,0.0,0.0,0.0,0.0
01-04 10,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Canarias FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,China,0.025103,0.014215,0.010682,0.007047,0.010437,0.002864
01-04 10,Chisinau FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Continental Europe,0.019459,0.010542,0.009048,6.2e-05,0.0,0.0
01-04 10,Copenhagen FIR,0.113122,0.074495,0.0,0.0,0.0,0.0
01-04 10,Dnipro FIR,0.073795,0.0,0.0,0.0,0.0,0.0
01-04 10,East Asia,0.004475,0.001267,0.0,8.9e-05,0.0,0.0
01-04 10,European Airspace,0.023779,0.014305,0.005949,0.000407,0.0,0.0
01-04 10,Global,0.020968,0.023535,0.020106,0.020097,0.028779,0.027876
01-04 10,Helsinki FIR,0.0,0.014507,0.019003,0.0,0.0,0.0
01-04 10,India,0.001099,0.005387,0.004551,0.003452,0.017945,0.032828
01-04 10,Istanbul FIR,0.0,0.005047,0.0,0.0,0.0,0.0
01-04 10,Kiev FIR,0.053321,0.0,0.0,0.0,0.0,0.0
01-04 10,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Latin America,0.000247,0.0032,0.008837,0.006632,0.016117,0.034111
01-04 10,Lisboa FIR,0.0,0.024413,0.025668,0.0,0.0,0.0
01-04 10,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,London FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Lvov FIR,0.067491,0.0,0.0,0.0,0.0,0.0
01-04 10,Madrid FIR,0.0,0.037168,0.051989,0.00034,0.0,0.0
01-04 10,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Marseille FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Milano FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Munchen FIR,0.001548,0.0,0.0,0.0,0.0,0.0
01-04 10,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,North Atlantic,0.013327,0.00295,0.003808,3.4e-05,0.0,0.0
01-04 10,North Pacific,0.052994,0.065576,0.041579,0.016576,0.010036,0.00162
01-04 10,Odessa FIR,0.004317,0.0,0.0,0.0,0.0,0.0
01-04 10,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Polaris FIR,0.224838,0.081224,0.0,0.0,0.0,0.0
01-04 10,Praha FIR,0.002077,0.0,0.0,0.0,0.0,0.0
01-04 10,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Reykjavik FIR,0.079501,0.028874,0.012619,0.0,0.0,0.0
01-04 10,Riga FIR,0.046076,0.003081,0.0,0.0,0.0,0.0
01-04 10,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Santa Maria FIR,0.0,0.0,0.001168,0.001837,0.002452,0.0
01-04 10,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Scottish FIR,0.114234,0.016401,0.0,0.0,0.0,0.0
01-04 10,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Shanwick FIR,0.002541,0.0,0.0,0.0,0.0,0.0
01-04 10,Simferopol FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Skopje FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Sofia FIR,0.002621,0.0,0.0,0.0,0.0,0.0
01-04 10,Southeast Asia,0.0,0.0,0.0,0.014878,0.124226,0.206356
01-04 10,Sweden FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,USA,0.023565,0.048629,0.039173,0.011764,0.008699,0.00037
01-04 10,Vilnius FIR,0.101403,0.0,0.0,0.0,0.0,0.0
01-04 10,Warszawa FIR,0.037479,0.0,0.0,0.0,0.0,0.0
01-04 10,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 10,Yerevan FIR,0.0,0.0,0.020145,0.0,0.0,0.0
01-04 10,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Africa & Middle East,4e-05,0.001855,0.002403,0.00451,0.011783,0.013781
01-04 11,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Ankara FIR,0.010978,0.018917,0.019706,0.0,0.0,0.0
01-04 11,Arctic,0.224779,0.149226,0.062417,0.038525,0.016742,1.1e-05
01-04 11,Athinai FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Barcelona FIR,0.0,0.0,0.04231,0.030488,0.0,0.0
01-04 11,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Bodo Oceanic FIR,0.183327,0.110417,0.017639,0.0,0.0,0.0
01-04 11,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Bratislava  FIR,0.017897,0.0,0.0,0.0,0.0,0.0
01-04 11,Bremen FIR,0.025167,0.030039,0.0,0.0,0.0,0.0
01-04 11,Brest FIR,0.0,0.004575,0.0,0.0,0.0,0.0
01-04 11,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Bucarest FIR,0.055805,0.0,0.0,0.0,0.0,0.0
01-04 11,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Canarias FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,China,0.02432,0.014904,0.011965,0.008285,0.011891,0.003279
01-04 11,Chisinau FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Continental Europe,0.027643,0.01442,0.011117,0.001634,0.0,0.0
01-04 11,Copenhagen FIR,0.280246,0.127496,0.0,0.0,0.0,0.0
01-04 11,Dnipro FIR,0.123801,0.0,0.0,0.0,0.0,0.0
01-04 11,East Asia,0.004582,0.000875,0.0,3e-05,0.0,0.0
01-04 11,European Airspace,0.030731,0.015655,0.006673,0.000785,0.0,0.0
01-04 11,Global,0.020952,0.023154,0.019041,0.019872,0.02928,0.028713
01-04 11,Helsinki FIR,0.0,0.005311,0.005303,0.0,0.0,0.0
01-04 11,India,0.000848,0.007492,0.008179,0.004925,0.022586,0.037284
01-04 11,Istanbul FIR,0.019134,0.005857,0.0,0.0,0.0,0.0
01-04 11,Kiev FIR,0.068669,0.0,0.0,0.0,0.0,0.0
01-04 11,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Latin America,0.000538,0.002247,0.007295,0.005628,0.016858,0.034744
01-04 11,Lisboa FIR,0.001576,0.027642,0.022725,0.0,0.0,0.0
01-04 11,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,London FIR,0.008429,0.0,0.0,0.0,0.0,0.0
01-04 11,Lvov FIR,0.101572,0.0,0.0,0.0,0.0,0.0
01-04 11,Madrid FIR,0.0,0.049538,0.057674,0.003346,0.0,0.0
01-04 11,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Marseille FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Milano FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Munchen FIR,0.003096,0.0,0.0,0.0,0.0,0.0
01-04 11,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,North Atlantic,0.01036,0.003153,0.004966,0.000234,0.0,0.0
01-04 11,North Pacific,0.055101,0.064977,0.039973,0.016214,0.009807,0.001429
01-04 11,Odessa FIR,0.004387,0.0,0.0,0.0,0.0,0.0
01-04 11,Paris FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Polaris FIR,0.2536,0.075894,0.0,0.0,0.0,0.0
01-04 11,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Reykjavik FIR,0.082519,0.028305,0.012054,0.0,0.0,0.0
01-04 11,Riga FIR,0.02924,0.0,0.0,0.0,0.0,0.0
01-04 11,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Santa Maria FIR,0.0,0.0,0.002009,0.003997,0.003613,0.0
01-04 11,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Scottish FIR,0.137273,0.016536,0.0,0.0,0.0,0.0
01-04 11,Shannon FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Shanwick FIR,0.003908,0.0,0.0,0.0,0.0,0.0
01-04 11,Simferopol FIR,0.041241,0.0,0.0,0.0,0.0,0.0
01-04 11,Skopje FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Sofia FIR,0.001318,0.0,0.0,0.0,0.0,0.0
01-04 11,Southeast Asia,0.0,0.0,0.0,0.018281,0.133714,0.213223
01-04 11,Sweden FIR,0.0,0.00024,0.0,0.0,0.0,0.0
01-04 11,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Tallinn FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Tirana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,USA,0.018475,0.041097,0.026309,0.006877,0.00637,0.000237
01-04 11,Vilnius FIR,0.13835,0.0,0.0,0.0,0.0,0.0
01-04 11,Warszawa FIR,0.040061,0.0,0.0,0.0,0.0,0.0
01-04 11,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 11,Yerevan FIR,0.0,0.006715,0.0,0.0,0.0,0.0
01-04 11,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Africa & Middle East,0.000104,0.00333,0.003694,0.005832,0.015323,0.018127
01-04 12,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Ankara FIR,0.062211,0.046973,0.020728,0.0,0.0,0.0
01-04 12,Arctic,0.21881,0.143043,0.058925,0.037448,0.01748,0.000238
01-04 12,Athinai FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Barcelona FIR,0.0,0.0,0.177314,0.081374,0.0,0.0
01-04 12,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Bodo Oceanic FIR,0.186553,0.105936,0.011813,0.0,0.0,0.0
01-04 12,Bordeaux FIR,0.0,0.046442,0.026638,0.0,0.0,0.0
01-04 12,Bratislava  FIR,0.03574,0.0,0.0,0.0,0.0,0.0
01-04 12,Bremen FIR,0.121141,0.043898,0.0,0.0,0.0,0.0
01-04 12,Brest FIR,0.0,0.028521,0.0,0.0,0.0,0.0
01-04 12,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Bucarest FIR,0.052682,0.0,0.0,0.0,0.0,0.0
01-04 12,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Canarias FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,China,0.023649,0.016666,0.013472,0.009561,0.013083,0.003227
01-04 12,Chisinau FIR,0.073602,0.009747,0.0,0.0,0.0,0.0
01-04 12,Continental Europe,0.038801,0.022766,0.020201,0.004283,0.0,0.0
01-04 12,Copenhagen FIR,0.453437,0.132288,0.0,0.0,0.0,0.0
01-04 12,Dnipro FIR,0.206216,0.0,0.0,0.0,0.0,0.0
01-04 12,East Asia,0.004766,0.000592,0.0,0.0,0.0,0.0
01-04 12,European Airspace,0.038441,0.018806,0.008706,0.001324,0.0,0.0
01-04 12,Global,0.02092,0.021882,0.017529,0.019954,0.029027,0.029305
01-04 12,Helsinki FIR,0.0,0.000696,0.0,0.0,0.0,0.0
01-04 12,India,0.000458,0.009277,0.009156,0.004893,0.023843,0.040172
01-04 12,Istanbul FIR,0.004146,0.002656,0.0,0.0,0.0,0.0
01-04 12,Kiev FIR,0.110854,0.002792,0.0,0.0,0.0,0.0
01-04 12,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Latin America,0.001023,0.002063,0.005331,0.005848,0.017525,0.033239
01-04 12,Lisboa FIR,0.00252,0.036939,0.020747,0.0,0.0,0.0
01-04 12,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,London FIR,0.059879,0.0,0.0,0.0,0.0,0.0
01-04 12,Lvov FIR,0.162512,0.001261,0.0,0.0,0.0,0.0
01-04 12,Madrid FIR,0.000307,0.096533,0.088073,0.006041,0.0,0.0
01-04 12,Malta FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Marseille FIR,0.0,0.000576,0.0,0.0,0.0,0.0
01-04 12,Milano FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Munchen FIR,0.003096,0.0,0.0,0.0,0.0,0.0
01-04 12,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,North Atlantic,0.011468,0.005211,0.006902,0.001119,0.0,0.0
01-04 12,North Pacific,0.056738,0.062324,0.03932,0.017032,0.009309,0.001177
01-04 12,Odessa FIR,0.015542,0.0,0.0,0.0,0.0,0.0
01-04 12,Paris FIR,0.0,0.028228,0.0,0.0,0.0,0.0
01-04 12,Polaris FIR,0.257887,0.073152,0.000157,0.0,0.0,0.0
01-04 12,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-04 12,Reykjavik FIR,0.092178,0.03006,0.012016,0.0,0.0,0.0
01-04 12,Riga FIR,0.007742,0.0,0.0,0.0,0.0,0.0
