Hour,Region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
01-02 02,Istanbul FIR,0.037785,0.117526,0.092291,0.013346,0.0,0.0
01-02 02,Kiev FIR,0.091019,0.349283,0.395554,0.154495,0.0,0.0
01-02 02,Langen FIR,0.0,0.050465,0.229421,0.0,0.0,0.0
01-02 02,Latin America,0.000519,0.013956,0.031006,0.030831,0.084106,0.091576
01-02 02,Lisboa FIR,0.0,0.010452,0.081594,0.092833,0.0362,0.0
01-02 02,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 02,London FIR,0.0,0.00295,0.008836,0.004402,0.0,0.0
01-02 02,Lvov FIR,0.050189,0.009656,0.0,0.0,0.0,0.0
01-02 02,Madrid FIR,0.0,0.041902,0.206064,0.246445,0.0,0.0
01-02 02,Malta FIR,0.0,0.089198,0.196279,0.020359,0.0,0.0
01-02 02,Marseille FIR,0.0,0.001734,0.006948,0.0,0.0,0.0
01-02 02,Milano FIR,0.0,0.103918,0.117788,0.0,0.0,0.0
01-02 02,Munchen FIR,0.0,0.067395,0.127126,0.0,0.0,0.0
01-02 02,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 02,North Atlantic,0.050158,0.015264,0.022872,0.035462,0.000576,0.0
01-02 02,North Pacific,0.048576,0.046879,0.034478,0.021233,0.002629,0.0
01-02 02,Odessa FIR,0.4503,0.909753,0.879799,0.476048,0.015613,0.0
01-02 02,Paris FIR,0.0,0.029163,0.367462,0.142597,0.0,0.0
01-02 02,Polaris FIR,0.028467,0.020711,0.010381,0.020294,0.0,0.0
01-02 02,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 02,Reims FIR,0.0,0.298138,0.406039,0.0,0.0,0.0
01-02 02,Reykjavik FIR,0.065481,0.076729,0.054766,0.020267,0.0,0.0
01-02 02,Riga FIR,0.047566,0.024698,0.042212,0.0,0.0,0.0
01-02 02,Roma FIR,0.0,0.005262,0.063319,0.007244,0.0,0.0
01-02 02,Santa Maria FIR,0.0,0.00102,0.093867,0.126706,0.020511,0.0
01-02 02,Sarajevo FIR,0.00374,0.030093,0.0,0.0,0.0,0.0
01-02 02,Scottish FIR,0.292021,0.156101,0.0,0.0,0.0,0.0
01-02 02,Shannon FIR,0.001427,0.035214,0.0,0.0,0.0,0.0
01-02 02,Shanwick FIR,0.046752,0.011326,0.025001,0.026271,0.0,0.0
01-02 02,Simferopol FIR,0.109395,0.323722,0.117016,0.10528,0.048506,0.0
01-02 02,Skopje FIR,0.0,0.385407,0.886889,0.0,0.0,0.0
01-02 02,Sofia FIR,0.126505,0.638653,0.443917,0.034383,0.0,0.0
01-02 02,Southeast Asia,0.0,0.0,0.0,0.000165,0.011814,0.044264
01-02 02,Sweden FIR,0.04267,0.000421,0.0,0.0,0.0,0.0
01-02 02,Switzerland FIR,0.0,0.21943,0.300713,0.0,0.0,0.0
01-02 02,Tallinn FIR,0.014119,0.0,0.0,0.0,0.0,0.0
01-02 02,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 02,Tirana FIR,0.0,0.146437,0.432788,0.0,0.0,0.0
01-02 02,USA,0.021028,0.034807,0.033029,0.016095,0.013894,0.000163
01-02 02,Vilnius FIR,0.401854,0.366042,0.093575,0.0,0.0,0.0
01-02 02,Warszawa FIR,0.158318,0.015331,0.0,0.0,0.0,0.0
01-02 02,Wien FIR,0.0,0.033141,0.039353,0.0,0.0,0.0
01-02 02,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 02,Zagreb FIR,0.0,0.0,0.006714,0.0,0.0,0.0
01-02 03,Africa & Middle East,3.4e-05,0.003417,0.008383,0.014799,0.021347,0.025227
01-02 03,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Ankara FIR,0.008608,0.008582,0.000505,0.0,0.0,0.0
01-02 03,Arctic,0.209824,0.165836,0.095387,0.042448,0.000902,0.0
01-02 03,Athinai FIR,0.0,0.165012,0.113833,0.0,0.0,0.0
01-02 03,Barcelona FIR,0.0,0.063264,0.158446,0.063003,0.0,0.0
01-02 03,Beograd FIR,0.011783,0.041767,0.035095,0.005252,0.0,0.0
01-02 03,Bodo Oceanic FIR,0.254791,0.349301,0.199606,0.053649,0.0,0.0
01-02 03,Bordeaux FIR,0.0,0.139113,0.386733,0.072922,0.0,0.0
01-02 03,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Bremen FIR,0.058861,0.151781,0.015436,0.0,0.0,0.0
01-02 03,Brest FIR,0.0,0.0,0.138038,0.139766,0.0,0.0
01-02 03,Brindisi FIR,0.0,0.0,0.001265,0.0,0.0,0.0
01-02 03,Brussels FIR,0.0,0.0,0.045732,0.0,0.0,0.0
01-02 03,Bucarest FIR,0.15594,0.222389,0.2351,0.098426,0.0,0.0
01-02 03,Budapest FIR,0.116561,0.0,0.0,0.0,0.0,0.0
01-02 03,Canarias FIR,0.0,0.0,0.002799,0.01276,0.002964,0.0
01-02 03,China,0.000832,0.001602,0.001281,0.000282,0.0,0.0
01-02 03,Chisinau FIR,0.301643,0.6068,0.605157,0.050703,0.0,0.0
01-02 03,Continental Europe,0.033151,0.049302,0.07442,0.035349,3.1e-05,0.0
01-02 03,Copenhagen FIR,0.2253,0.406574,0.08227,0.0,0.0,0.0
01-02 03,Dnipro FIR,0.204852,0.521991,0.216163,0.113246,0.098733,0.0
01-02 03,East Asia,0.000122,0.004013,0.000437,0.000273,0.000691,0.000647
01-02 03,European Airspace,0.042303,0.053572,0.059884,0.036952,0.005348,0.0
01-02 03,Global,0.019688,0.021491,0.021474,0.018292,0.022499,0.022246
01-02 03,Helsinki FIR,0.0,0.0,0.0,0.008125,0.0,0.0
01-02 03,India,0.0,0.0,0.00016,0.000455,2.8e-05,5.5e-05
01-02 03,Istanbul FIR,0.007537,0.104247,0.05523,0.0,0.0,0.0
01-02 03,Kiev FIR,0.091941,0.236714,0.300925,0.094417,0.0,0.0
01-02 03,Langen FIR,0.0,0.05036,0.229884,0.0,0.0,0.0
01-02 03,Latin America,0.000221,0.013569,0.030255,0.030145,0.08373,0.08999
01-02 03,Lisboa FIR,0.0,0.006463,0.080824,0.089882,0.032887,0.0
01-02 03,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,London FIR,0.000418,0.019702,0.00089,0.0,0.0,0.0
01-02 03,Lvov FIR,0.051044,0.0,0.0,0.0,0.0,0.0
01-02 03,Madrid FIR,0.0,0.034781,0.145175,0.133978,0.0,0.0
01-02 03,Malta FIR,0.0,0.066886,0.060649,0.0,0.0,0.0
01-02 03,Marseille FIR,0.0,0.025051,0.030862,0.0,0.0,0.0
01-02 03,Milano FIR,0.0,0.065882,0.081086,0.0,0.0,0.0
01-02 03,Munchen FIR,0.0,0.07627,0.096015,0.0,0.0,0.0
01-02 03,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,North Atlantic,0.052324,0.015942,0.018555,0.020521,0.000272,0.0
01-02 03,North Pacific,0.047118,0.039556,0.027508,0.016632,0.002432,0.0
01-02 03,Odessa FIR,0.519584,0.938352,0.956563,0.440766,0.019981,0.0
01-02 03,Paris FIR,0.0,0.006503,0.363067,0.165037,0.0,0.0
01-02 03,Polaris FIR,0.036486,0.022288,0.018816,0.020584,0.0,0.0
01-02 03,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Reims FIR,0.0,0.305118,0.494457,0.0,0.0,0.0
01-02 03,Reykjavik FIR,0.061588,0.054767,0.037153,0.013213,0.0,0.0
01-02 03,Riga FIR,0.084087,0.007732,0.0,0.0,0.0,0.0
01-02 03,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Santa Maria FIR,0.0,0.00251,0.086458,0.099139,0.009038,0.0
01-02 03,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Scottish FIR,0.305923,0.131839,0.0,0.0,0.0,0.0
01-02 03,Shannon FIR,0.001407,0.035402,0.0,0.0,0.0,0.0
01-02 03,Shanwick FIR,0.044455,0.011212,0.022735,0.019652,0.0,0.0
01-02 03,Simferopol FIR,0.065903,0.301679,0.155442,0.162693,0.116258,0.0
01-02 03,Skopje FIR,0.0,0.067654,0.090617,0.0,0.0,0.0
01-02 03,Sofia FIR,0.052744,0.488046,0.191125,0.0,0.0,0.0
01-02 03,Southeast Asia,0.0,0.0,0.0,0.000445,0.012059,0.044151
01-02 03,Sweden FIR,0.029362,0.0,0.0,0.0,0.0,0.0
01-02 03,Switzerland FIR,0.0,0.565809,0.244118,0.0,0.0,0.0
01-02 03,Tallinn FIR,0.010605,0.0,0.0,0.0,0.0,0.0
01-02 03,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Tirana FIR,0.0,0.020902,0.052578,0.0,0.0,0.0
01-02 03,USA,0.01985,0.033868,0.034876,0.018664,0.014476,0.0
01-02 03,Vilnius FIR,0.332921,0.167938,0.005739,0.0,0.0,0.0
01-02 03,Warszawa FIR,0.117216,0.009503,0.0,0.0,0.0,0.0
01-02 03,Wien FIR,0.0,0.039334,0.047627,0.0,0.0,0.0
01-02 03,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 03,Zagreb FIR,0.0,0.0,0.001665,0.0,0.0,0.0
01-02 04,Africa & Middle East,0.0,0.002088,0.004948,0.008317,0.00967,0.021076
01-02 04,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Ankara FIR,0.0,0.000508,0.00076,0.00204,0.0,0.0
01-02 04,Arctic,0.215417,0.170257,0.096093,0.041611,0.00085,0.0
01-02 04,Athinai FIR,0.0,0.061579,0.009344,0.0,0.0,0.0
01-02 04,Barcelona FIR,0.0,0.102461,0.208941,0.062633,0.0,0.0
01-02 04,Beograd FIR,0.0,0.003499,0.083855,0.026182,0.0,0.0
01-02 04,Bodo Oceanic FIR,0.250306,0.350695,0.211912,0.061742,0.0,0.0
01-02 04,Bordeaux FIR,0.0,0.058782,0.130216,0.007827,0.0,0.0
01-02 04,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Bremen FIR,0.005189,0.039653,0.006028,0.0,0.0,0.0
01-02 04,Brest FIR,0.0,0.0,0.0956,0.060556,0.0,0.0
01-02 04,Brindisi FIR,0.0,0.0,0.002549,0.0,0.0,0.0
01-02 04,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Bucarest FIR,0.036993,0.052883,0.265798,0.096933,0.0,0.0
01-02 04,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Canarias FIR,0.0,0.0,0.0,0.005245,0.0,0.0
01-02 04,China,0.001446,0.001725,0.001947,0.00078,0.00027,0.0
01-02 04,Chisinau FIR,0.187755,0.45746,0.606095,0.035543,0.0,0.0
01-02 04,Continental Europe,0.028331,0.042161,0.051252,0.012761,0.0,0.0
01-02 04,Copenhagen FIR,0.189447,0.354753,0.065235,0.0,0.0,0.0
01-02 04,Dnipro FIR,0.088496,0.4865,0.241538,0.209816,0.168979,0.0
01-02 04,East Asia,0.000989,0.006284,0.001016,0.000242,0.000921,0.000693
01-02 04,European Airspace,0.035384,0.03891,0.046745,0.027176,0.00503,0.0
01-02 04,Global,0.019725,0.020695,0.021107,0.017818,0.021708,0.021808
01-02 04,Helsinki FIR,0.001276,0.0,0.000216,0.011345,0.0,0.0
01-02 04,India,0.0,0.0,0.00016,0.000478,0.0,0.0
01-02 04,Istanbul FIR,0.0,0.065531,0.006648,0.0,0.0,0.0
01-02 04,Kiev FIR,0.089094,0.153954,0.226155,0.060941,0.0,0.0
01-02 04,Langen FIR,0.0,0.02917,0.095734,0.0,0.0,0.0
01-02 04,Latin America,9e-05,0.013302,0.028056,0.028522,0.082268,0.083864
01-02 04,Lisboa FIR,0.0,0.006857,0.09001,0.073391,0.012872,0.0
01-02 04,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,London FIR,0.005359,0.050334,0.002933,0.0,0.0,0.0
01-02 04,Lvov FIR,0.020351,0.0,0.0,0.0,0.0,0.0
01-02 04,Madrid FIR,0.0,0.022944,0.07927,0.031185,0.0,0.0
01-02 04,Malta FIR,0.0,0.021338,0.014963,0.0,0.0,0.0
01-02 04,Marseille FIR,0.0,0.045526,0.041734,0.0,0.0,0.0
01-02 04,Milano FIR,0.008849,0.127967,0.057863,0.0,0.0,0.0
01-02 04,Munchen FIR,0.0,0.091154,0.102653,0.0,0.0,0.0
01-02 04,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,North Atlantic,0.057392,0.015587,0.013917,0.011565,0.000221,0.0
01-02 04,North Pacific,0.047767,0.035239,0.024128,0.013774,0.002701,0.0
01-02 04,Odessa FIR,0.18626,0.614513,0.903623,0.379701,0.013251,0.0
01-02 04,Paris FIR,0.0,0.0,0.15478,0.0,0.0,0.0
01-02 04,Polaris FIR,0.045025,0.024951,0.025741,0.018717,0.0,0.0
01-02 04,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Reims FIR,0.0,0.057411,0.263582,0.0,0.0,0.0
01-02 04,Reykjavik FIR,0.058989,0.038689,0.021984,0.007989,0.0,0.0
01-02 04,Riga FIR,0.097589,0.0,0.0,0.0,0.0,0.0
01-02 04,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Santa Maria FIR,0.00025,0.002101,0.071815,0.06451,0.002249,0.0
01-02 04,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Scottish FIR,0.28553,0.104155,0.0,0.0,0.0,0.0
01-02 04,Shannon FIR,0.00902,0.0,0.0,0.0,0.0,0.0
01-02 04,Shanwick FIR,0.040659,0.009413,0.016272,0.01374,0.0,0.0
01-02 04,Simferopol FIR,0.034048,0.249064,0.278927,0.306466,0.149767,0.0
01-02 04,Skopje FIR,0.0,0.0,0.075504,0.052894,0.0,0.0
01-02 04,Sofia FIR,0.0,0.122844,0.041662,0.053849,0.006538,0.0
01-02 04,Southeast Asia,0.0,0.0,0.0,0.000773,0.017465,0.051822
01-02 04,Sweden FIR,0.021634,0.0,0.0,0.0,0.0,0.0
01-02 04,Switzerland FIR,0.0,0.611662,0.357514,0.0,0.0,0.0
01-02 04,Tallinn FIR,0.026525,0.0,0.0,0.0,0.0,0.0
01-02 04,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Tirana FIR,0.0,0.0,0.068161,0.0,0.0,0.0
01-02 04,USA,0.019531,0.033182,0.039763,0.01922,0.014069,0.0
01-02 04,Vilnius FIR,0.162978,0.011429,0.0,0.0,0.0,0.0
01-02 04,Warszawa FIR,0.085766,0.004113,0.0,0.0,0.0,0.0
01-02 04,Wien FIR,0.0,0.055987,0.055977,0.0,0.0,0.0
01-02 04,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 04,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Africa & Middle East,0.0,0.000644,0.002584,0.003701,0.0046,0.021598
01-02 05,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Ankara FIR,0.0,0.000531,0.003616,0.004063,0.0,0.0
01-02 05,Arctic,0.217872,0.175102,0.095756,0.039354,0.000691,0.0
01-02 05,Athinai FIR,0.0,0.000714,0.018931,0.001066,0.0,0.0
01-02 05,Barcelona FIR,0.0,0.080744,0.120827,0.0,0.0,0.0
01-02 05,Beograd FIR,0.0,0.00176,0.041896,0.0,0.0,0.0
01-02 05,Bodo Oceanic FIR,0.224482,0.34184,0.217243,0.068331,0.0,0.0
01-02 05,Bordeaux FIR,0.0,0.0,0.012882,0.0,0.0,0.0
01-02 05,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Bremen FIR,0.002584,0.027534,0.004288,0.0,0.0,0.0
01-02 05,Brest FIR,0.0,0.001626,0.089848,0.067807,0.0,0.0
01-02 05,Brindisi FIR,0.0,0.0,0.003833,0.0,0.0,0.0
01-02 05,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Bucarest FIR,0.0,0.022899,0.246953,0.073974,0.0,0.0
01-02 05,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Canarias FIR,0.0,0.0,0.0,0.000526,0.0,0.0
01-02 05,China,0.001686,0.002728,0.003047,0.002391,0.000452,0.0
01-02 05,Chisinau FIR,0.029526,0.433206,0.386334,0.096139,0.0,0.0
01-02 05,Continental Europe,0.025264,0.026662,0.024336,0.007143,0.0,0.0
01-02 05,Copenhagen FIR,0.167016,0.265214,0.031499,0.0,0.0,0.0
01-02 05,Dnipro FIR,0.011933,0.493109,0.337846,0.327619,0.179208,0.0
01-02 05,East Asia,0.003678,0.008604,0.001183,0.000152,0.001319,0.000909
01-02 05,European Airspace,0.030174,0.02896,0.038256,0.023201,0.005895,0.0
01-02 05,Global,0.019687,0.020478,0.02063,0.017568,0.021749,0.022076
01-02 05,Helsinki FIR,0.001276,0.0,0.000437,0.006758,0.0,0.0
01-02 05,India,0.0,0.0,0.000319,0.000478,0.0,0.0
01-02 05,Istanbul FIR,0.0,0.008444,0.0,0.0,0.0,0.0
01-02 05,Kiev FIR,0.071501,0.119123,0.144559,0.019167,0.0,0.0
01-02 05,Langen FIR,0.0,0.0,0.005815,0.0,0.0,0.0
01-02 05,Latin America,0.000133,0.012211,0.021098,0.024769,0.078159,0.07554
01-02 05,Lisboa FIR,0.0,0.007197,0.070492,0.04952,0.001863,0.0
01-02 05,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,London FIR,0.0,0.021179,0.005852,0.0,0.0,0.0
01-02 05,Lvov FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Madrid FIR,0.0,0.001362,0.023999,0.012647,0.0,0.0
01-02 05,Malta FIR,0.0,0.002145,0.0,0.007503,0.0,0.0
01-02 05,Marseille FIR,0.0,0.007146,0.035823,0.0,0.0,0.0
01-02 05,Milano FIR,0.00544,0.131913,0.062524,0.0,0.0,0.0
01-02 05,Munchen FIR,0.0,0.064729,0.071052,0.0,0.0,0.0
01-02 05,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,North Atlantic,0.060871,0.016533,0.009451,0.007234,0.000102,0.0
01-02 05,North Pacific,0.049036,0.033826,0.023427,0.013396,0.003207,0.0
01-02 05,Odessa FIR,0.063955,0.380196,0.921631,0.298336,0.0,0.0
01-02 05,Paris FIR,0.0,0.0,0.031404,0.0,0.0,0.0
01-02 05,Polaris FIR,0.040338,0.025027,0.020835,0.013579,0.0,0.0
01-02 05,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Reims FIR,0.0,0.015541,0.093826,0.0,0.0,0.0
01-02 05,Reykjavik FIR,0.056959,0.029084,0.009049,0.001949,0.0,0.0
01-02 05,Riga FIR,0.028515,0.0,0.0,0.0,0.0,0.0
01-02 05,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Santa Maria FIR,0.00148,0.001717,0.055114,0.03443,0.003084,0.0
01-02 05,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Scottish FIR,0.263013,0.095654,0.0,0.0,0.0,0.0
01-02 05,Shannon FIR,0.0,0.001391,0.0,0.0,0.0,0.0
01-02 05,Shanwick FIR,0.039145,0.008162,0.00723,0.008836,0.0,0.0
01-02 05,Simferopol FIR,0.031392,0.199555,0.430675,0.507549,0.180495,0.0
01-02 05,Skopje FIR,0.0,0.0,0.082738,0.007615,0.0,0.0
01-02 05,Sofia FIR,0.0,0.001302,0.192745,0.15458,0.026234,0.0
01-02 05,Southeast Asia,0.0,0.0,0.0,0.001613,0.02821,0.070774
01-02 05,Sweden FIR,0.016558,0.001204,0.0,0.0,0.0,0.0
01-02 05,Switzerland FIR,0.0,0.069695,0.167508,0.0,0.0,0.0
01-02 05,Tallinn FIR,0.019434,0.0,0.0,0.0,0.0,0.0
01-02 05,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Tirana FIR,0.0,0.0,0.021485,0.0,0.0,0.0
01-02 05,USA,0.018175,0.033557,0.039643,0.021294,0.012572,0.0
01-02 05,Vilnius FIR,0.030245,0.0,0.0,0.0,0.0,0.0
01-02 05,Warszawa FIR,0.060035,0.001831,0.0,0.0,0.0,0.0
01-02 05,Wien FIR,0.0,0.047704,0.0,0.0,0.0,0.0
01-02 05,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 05,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Africa & Middle East,0.0,0.000217,0.001084,0.002029,0.00504,0.022675
01-02 06,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Ankara FIR,0.0,0.002384,0.009764,0.004817,0.0,0.0
01-02 06,Arctic,0.220392,0.178755,0.09467,0.037523,0.000414,0.0
01-02 06,Athinai FIR,0.0,0.0,0.022516,0.004971,0.0,0.0
01-02 06,Barcelona FIR,0.0,0.036771,0.022583,0.0,0.0,0.0
01-02 06,Beograd FIR,0.0,0.003478,0.008709,0.0,0.0,0.0
01-02 06,Bodo Oceanic FIR,0.191854,0.328317,0.196832,0.067854,0.0,0.0
01-02 06,Bordeaux FIR,0.0,0.0,0.022267,0.0,0.0,0.0
01-02 06,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Bremen FIR,0.0,0.017124,0.0,0.0,0.0,0.0
01-02 06,Brest FIR,0.0,0.001075,0.055642,0.06459,0.0,0.0
01-02 06,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Brussels FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Bucarest FIR,0.0,0.046127,0.206442,0.061967,0.0,0.0
01-02 06,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Canarias FIR,0.0,0.0,0.0,0.000351,0.0,0.0
01-02 06,China,0.002503,0.005118,0.003903,0.005799,0.000545,0.0
01-02 06,Chisinau FIR,0.0,0.293983,0.356059,0.090962,0.0,0.0
01-02 06,Continental Europe,0.022322,0.014049,0.007426,0.005244,0.0,0.0
01-02 06,Copenhagen FIR,0.12067,0.126495,0.0,0.0,0.0,0.0
01-02 06,Dnipro FIR,0.022949,0.562987,0.478637,0.430678,0.168127,0.0
01-02 06,East Asia,0.006463,0.011897,0.000869,0.000685,0.002329,0.001092
01-02 06,European Airspace,0.027577,0.025499,0.030387,0.022675,0.006336,0.0
01-02 06,Global,0.019904,0.020413,0.020243,0.01802,0.022813,0.022754
01-02 06,Helsinki FIR,0.000957,0.0,0.0,0.000437,0.0,0.0
01-02 06,India,0.0,0.0,0.000296,0.000318,2.8e-05,0.0
01-02 06,Istanbul FIR,0.0,0.011011,0.010983,0.0,0.0,0.0
01-02 06,Kiev FIR,0.051111,0.108907,0.11891,0.003668,0.0,0.0
01-02 06,Langen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Latin America,9.8e-05,0.008852,0.012426,0.020913,0.072226,0.065399
01-02 06,Lisboa FIR,0.0,0.001891,0.024124,0.020885,0.000293,0.0
01-02 06,Ljubljana FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,London FIR,0.014137,0.020077,0.005775,0.0,0.0,0.0
01-02 06,Lvov FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Madrid FIR,0.0,0.0,0.003957,0.00122,0.0,0.0
01-02 06,Malta FIR,0.0,0.0,0.001072,0.03081,0.0,0.0
01-02 06,Marseille FIR,0.0,0.008439,0.013273,0.0,0.0,0.0
01-02 06,Milano FIR,0.0,0.01348,0.0,0.0,0.0,0.0
01-02 06,Munchen FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Nicosia FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,North Atlantic,0.062994,0.015568,0.005376,0.003797,1.7e-05,0.0
01-02 06,North Pacific,0.050747,0.034442,0.02335,0.015514,0.003657,0.0
01-02 06,Odessa FIR,0.029748,0.350171,0.811461,0.278852,0.0,0.0
01-02 06,Paris FIR,0.0,0.0,0.033267,0.007506,0.0,0.0
01-02 06,Polaris FIR,0.03311,0.022869,0.014797,0.010355,0.0,0.0
01-02 06,Praha FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Reims FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Reykjavik FIR,0.055244,0.021644,0.002949,0.000204,0.0,0.0
01-02 06,Riga FIR,0.014771,0.0,0.0,0.0,0.0,0.0
01-02 06,Roma FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Santa Maria FIR,0.00256,0.000894,0.029547,0.016118,0.00275,0.0
01-02 06,Sarajevo FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Scottish FIR,0.22847,0.072652,0.0,0.0,0.0,0.0
01-02 06,Shannon FIR,0.001379,0.010443,0.0,0.0,0.0,0.0
01-02 06,Shanwick FIR,0.041405,0.007827,0.002207,0.002807,0.0,0.0
01-02 06,Simferopol FIR,0.045921,0.216965,0.564894,0.677079,0.20893,0.0
01-02 06,Skopje FIR,0.0,0.0,0.02264,0.0,0.0,0.0
01-02 06,Sofia FIR,0.0,0.005209,0.301996,0.225666,0.028913,0.0
01-02 06,Southeast Asia,0.0,0.0,0.0,0.002714,0.045806,0.099579
01-02 06,Sweden FIR,0.004773,0.006,0.0,0.0,0.0,0.0
01-02 06,Switzerland FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Tallinn FIR,0.014144,0.0,0.0,0.0,0.0,0.0
01-02 06,Tibilisi FIR,0.0,0.0,0.004255,0.008493,0.0,0.0
01-02 06,Tirana FIR,0.0,0.0,0.010791,0.0,0.0,0.0
01-02 06,USA,0.017587,0.031717,0.040216,0.020977,0.012952,0.0
01-02 06,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Warszawa FIR,0.045691,0.001348,0.0,0.0,0.0,0.0
01-02 06,Wien FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Yerevan FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 06,Zagreb FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Africa & Middle East,0.0,0.000166,0.000851,0.001801,0.007138,0.024511
01-02 07,Amsterdam FIR,0.0,0.022147,0.011975,0.0,0.0,0.0
01-02 07,Ankara FIR,0.0,0.007138,0.011597,0.002028,0.0,0.0
01-02 07,Arctic,0.223797,0.183577,0.096294,0.035879,6.2e-05,0.0
01-02 07,Athinai FIR,0.0,0.0,0.02934,0.009973,0.0,0.0
01-02 07,Barcelona FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Beograd FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Bodo Oceanic FIR,0.154028,0.328939,0.18755,0.064432,0.0,0.0
01-02 07,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Bremen FIR,0.0,0.002579,0.0,0.0,0.0,0.0
01-02 07,Brest FIR,0.0,0.0,0.0199,0.0,0.0,0.0
01-02 07,Brindisi FIR,0.0,0.0,0.0,0.0,0.0,0.0
01-02 07,Brussels FIR,0.0,0.0,0.0092,0.0,0.0,0.0
01-02 07,Bucarest FIR,0.0,0.045002,0.174158,0.053477,0.0,0.0
01-02 07,Budapest FIR,0.0,0.0,0.0,0.0,0.0,0.0
