Hour,Region,Very warming,Extremely warming,Cooling,Persistent contrails,Warming
01-01 14,Continental Europe,0.062191,0.009256,0.063419,0.217081,0.153662
01-01 14,Copenhagen FIR,0.021749,0.000356,0.011121,0.131381,0.12026
01-01 14,Dnipro FIR,0.189557,0.06107,0.0,0.602181,0.602181
01-01 14,East Asia,0.01349,0.001025,0.0,0.036729,0.036729
01-01 14,European Airspace,0.056484,0.014989,0.033611,0.165066,0.131456
01-01 14,Global,0.025722,0.007357,0.016433,0.081215,0.064782
01-01 14,Helsinki FIR,0.004712,0.002413,0.0,0.024414,0.024414
01-01 14,India,0.012095,0.004481,0.0,0.029561,0.029561
01-01 14,Istanbul FIR,0.060776,0.010865,0.011186,0.165336,0.15415
01-01 14,Kiev FIR,0.199284,0.030552,0.001979,0.756212,0.754233
01-01 14,Langen FIR,0.066229,0.016292,0.02836,0.164145,0.135784
01-01 14,Latin America,0.008406,0.000714,0.037256,0.083245,0.045988
01-01 14,Lisboa FIR,0.046963,0.006755,0.104778,0.200815,0.096036
01-01 14,Ljubljana FIR,0.341636,0.076879,0.039032,0.503518,0.464486
01-01 14,London FIR,0.072747,0.0,0.038081,0.251749,0.213667
01-01 14,Lvov FIR,0.267468,0.082855,0.013444,0.425098,0.411654
01-01 14,Madrid FIR,0.003766,0.0,0.137156,0.188934,0.051778
01-01 14,Malta FIR,0.006569,0.0,0.11511,0.153894,0.038783
01-01 14,Marseille FIR,0.10663,0.010693,0.004304,0.18344,0.179137
01-01 14,Milano FIR,0.292984,0.053397,0.007874,0.404945,0.397071
01-01 14,Munchen FIR,0.032181,0.004174,0.070381,0.128014,0.057634
01-01 14,Nicosia FIR,0.109276,0.017481,0.000625,0.1592,0.158575
01-01 14,North Atlantic,0.020082,0.003542,0.026807,0.090826,0.06402
01-01 14,North Pacific,0.046819,0.010597,0.021375,0.135958,0.114583
01-01 14,Odessa FIR,0.199601,0.146672,0.047979,0.304224,0.256245
01-01 14,Paris FIR,0.000701,0.0,0.186824,0.21416,0.027336
01-01 14,Polaris FIR,0.028695,0.015254,0.001881,0.164064,0.162183
01-01 14,Praha FIR,0.0,0.0,0.00035,0.00035,0.0
01-01 14,Reims FIR,0.088702,0.021805,0.016803,0.107061,0.090259
01-01 14,Reykjavik FIR,0.122935,0.043666,7.4e-05,0.181972,0.181898
01-01 14,Riga FIR,0.071857,0.022168,0.0,0.32667,0.32667
01-01 14,Roma FIR,0.101809,0.004314,0.140807,0.442431,0.301624
01-01 14,Santa Maria FIR,0.038735,0.012972,0.048883,0.122545,0.073662
01-01 14,Sarajevo FIR,0.206359,0.086514,0.075352,0.55071,0.475357
01-01 14,Scottish FIR,0.012589,0.000195,0.002387,0.025295,0.022908
01-01 14,Shannon FIR,0.056799,0.000223,0.004683,0.195881,0.191198
01-01 14,Shanwick FIR,0.024008,0.004189,0.018581,0.102361,0.083779
01-01 14,Simferopol FIR,0.06363,0.034321,0.009517,0.091877,0.082361
01-01 14,Skopje FIR,0.022709,0.0,0.161746,0.319597,0.157851
01-01 14,Sofia FIR,0.066475,0.036578,0.075091,0.176357,0.101266
01-01 14,Southeast Asia,0.059592,0.024404,1.9e-05,0.11481,0.114791
01-01 14,Sweden FIR,0.049638,0.018035,0.002075,0.098082,0.096007
01-01 14,Switzerland FIR,0.120472,0.023601,0.078394,0.208996,0.130602
01-01 14,Tallinn FIR,0.03274,0.011888,0.0,0.0776,0.0776
01-01 14,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 14,Tirana FIR,0.150867,0.05401,0.095202,0.397542,0.30234
01-01 14,USA,0.000331,0.0,0.043143,0.055509,0.012366
01-01 14,Vilnius FIR,0.05891,0.025342,0.000966,0.456709,0.455742
01-01 14,Warszawa FIR,0.120399,0.032883,0.002481,0.253674,0.251193
01-01 14,Wien FIR,0.038939,0.004163,0.114893,0.195816,0.080923
01-01 14,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 14,Zagreb FIR,0.243246,0.034668,0.022067,0.532116,0.510049
01-01 15,Africa & Middle East,0.028948,0.012207,0.013113,0.06522,0.052107
01-01 15,Amsterdam FIR,0.001157,0.0,0.003801,0.009379,0.005578
01-01 15,Ankara FIR,0.091737,0.006365,0.0,0.222407,0.222407
01-01 15,Arctic,0.089664,0.028119,0.0,0.171369,0.171369
01-01 15,Athinai FIR,0.000691,0.0,0.007603,0.031592,0.023989
01-01 15,Barcelona FIR,0.0,0.0,0.001717,0.01162,0.009903
01-01 15,Beograd FIR,0.231461,0.072345,0.020908,0.548611,0.527703
01-01 15,Bodo Oceanic FIR,0.152437,0.045689,0.0,0.279083,0.279083
01-01 15,Bordeaux FIR,0.0,0.0,0.064443,0.072547,0.008105
01-01 15,Bratislava  FIR,0.0,0.0,0.0,0.0,0.0
01-01 15,Bremen FIR,0.040972,0.005227,0.0,0.081598,0.081598
01-01 15,Brest FIR,0.065458,0.000367,0.118797,0.420154,0.301358
01-01 15,Brindisi FIR,0.098219,0.025482,0.079067,0.385077,0.306009
01-01 15,Brussels FIR,0.006758,0.0,0.010555,0.037684,0.02713
01-01 15,Bucarest FIR,0.102989,0.069903,0.0,0.289728,0.289728
01-01 15,Budapest FIR,0.085467,0.0,0.001556,0.289403,0.287848
01-01 15,Canarias FIR,0.0,0.0,0.006756,0.007752,0.000996
01-01 15,China,0.021586,0.003612,0.0,0.065096,0.065096
01-01 15,Chisinau FIR,0.39184,0.208409,0.0,0.421772,0.421772
01-01 15,Continental Europe,0.071626,0.008459,0.038683,0.219704,0.181021
01-01 15,Copenhagen FIR,0.017024,0.000708,0.000361,0.127933,0.127571
01-01 15,Dnipro FIR,0.234178,0.077931,0.0,0.617277,0.617277
01-01 15,East Asia,0.01139,0.000618,0.0,0.035449,0.035449
01-01 15,European Airspace,0.061535,0.015776,0.021343,0.165826,0.144483
01-01 15,Global,0.02529,0.006955,0.016073,0.081523,0.06545
01-01 15,Helsinki FIR,0.005409,0.003312,0.0,0.031553,0.031553
01-01 15,India,0.011831,0.003756,0.0,0.030391,0.030391
01-01 15,Istanbul FIR,0.05153,0.010476,0.0,0.14522,0.14522
01-01 15,Kiev FIR,0.238086,0.050047,0.0,0.715204,0.715204
01-01 15,Langen FIR,0.064218,0.014004,0.003359,0.125624,0.122265
01-01 15,Latin America,0.007583,0.000696,0.039447,0.082318,0.042871
01-01 15,Lisboa FIR,0.078892,0.008186,0.096521,0.246639,0.150117
01-01 15,Ljubljana FIR,0.341392,0.0,0.021168,0.500155,0.478988
01-01 15,London FIR,0.098984,0.000721,0.014067,0.284097,0.270031
01-01 15,Lvov FIR,0.232923,0.086724,0.0,0.346936,0.346936
01-01 15,Madrid FIR,0.016497,0.000252,0.100112,0.200159,0.100047
01-01 15,Malta FIR,0.016553,0.0,0.075997,0.17619,0.100193
01-01 15,Marseille FIR,0.084475,0.007092,0.004273,0.149135,0.144862
01-01 15,Milano FIR,0.283981,0.039781,0.004967,0.368587,0.36362
01-01 15,Munchen FIR,0.068167,0.011901,0.031347,0.179485,0.148138
01-01 15,Nicosia FIR,0.066107,0.002746,0.0,0.129447,0.129447
01-01 15,North Atlantic,0.023818,0.004599,0.018098,0.087785,0.069686
01-01 15,North Pacific,0.047538,0.01056,0.017953,0.135348,0.117395
01-01 15,Odessa FIR,0.313611,0.18732,0.0,0.393333,0.393333
01-01 15,Paris FIR,0.018035,0.0,0.147879,0.30521,0.157331
01-01 15,Polaris FIR,0.033513,0.015928,0.0,0.162026,0.162026
01-01 15,Praha FIR,0.0,0.0,0.003848,0.005234,0.001386
01-01 15,Reims FIR,0.031585,0.000522,0.014129,0.049362,0.035233
01-01 15,Reykjavik FIR,0.114093,0.040976,0.0,0.1709,0.1709
01-01 15,Riga FIR,0.07172,0.024328,0.0,0.331499,0.331499
01-01 15,Roma FIR,0.127516,0.003558,0.074471,0.43893,0.364459
01-01 15,Santa Maria FIR,0.048989,0.019715,0.039631,0.123351,0.083719
01-01 15,Sarajevo FIR,0.242893,0.075748,0.015769,0.532444,0.516675
01-01 15,Scottish FIR,0.019115,0.00373,0.001503,0.036633,0.03513
01-01 15,Shannon FIR,0.038911,0.002099,0.001647,0.145142,0.143495
01-01 15,Shanwick FIR,0.028364,0.004622,0.010098,0.094082,0.083984
01-01 15,Simferopol FIR,0.092542,0.052018,0.0,0.137683,0.137683
01-01 15,Skopje FIR,0.114831,0.02264,0.024012,0.396406,0.372395
01-01 15,Sofia FIR,0.063198,0.036355,0.0,0.191374,0.191374
01-01 15,Southeast Asia,0.060127,0.022455,7.4e-05,0.117021,0.116947
01-01 15,Sweden FIR,0.059947,0.019236,0.0,0.111431,0.111431
01-01 15,Switzerland FIR,0.086755,0.01705,0.020171,0.110968,0.090797
01-01 15,Tallinn FIR,0.04042,0.016017,0.0,0.090061,0.090061
01-01 15,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 15,Tirana FIR,0.182317,0.05794,0.032547,0.365942,0.333395
01-01 15,USA,7.7e-05,0.0,0.046396,0.052395,0.005999
01-01 15,Vilnius FIR,0.085478,0.042679,0.0,0.423359,0.423359
01-01 15,Warszawa FIR,0.112881,0.027336,0.0,0.231286,0.231286
01-01 15,Wien FIR,0.057285,0.00069,0.026754,0.236083,0.209329
01-01 15,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 15,Zagreb FIR,0.247085,0.05218,0.003535,0.521877,0.518342
01-01 16,Africa & Middle East,0.031746,0.012859,0.008079,0.068391,0.060311
01-01 16,Amsterdam FIR,0.011753,0.0,0.0,0.035833,0.035833
01-01 16,Ankara FIR,0.088212,0.010329,0.0,0.235139,0.235139
01-01 16,Arctic,0.089174,0.027467,0.0,0.174682,0.174682
01-01 16,Athinai FIR,0.002706,0.0,0.0,0.032668,0.032668
01-01 16,Barcelona FIR,0.0,0.0,0.0,0.001987,0.001987
01-01 16,Beograd FIR,0.267771,0.052494,0.0,0.538255,0.538255
01-01 16,Bodo Oceanic FIR,0.147217,0.042102,0.0,0.284023,0.284023
01-01 16,Bordeaux FIR,0.00543,0.0,0.038562,0.105314,0.066752
01-01 16,Bratislava  FIR,0.0,0.0,0.0,0.0006,0.0006
01-01 16,Bremen FIR,0.030812,0.005507,0.0,0.07044,0.07044
01-01 16,Brest FIR,0.067364,0.0,0.035319,0.439085,0.403766
01-01 16,Brindisi FIR,0.081146,0.012354,0.0,0.410062,0.410062
01-01 16,Brussels FIR,0.030894,0.0,0.0,0.119072,0.119072
01-01 16,Bucarest FIR,0.097546,0.060285,0.0,0.322967,0.322967
01-01 16,Budapest FIR,0.080424,0.0,0.0,0.292851,0.292851
01-01 16,Canarias FIR,0.000825,8.9e-05,0.001879,0.003584,0.001705
01-01 16,China,0.019851,0.002678,0.0,0.064816,0.064816
01-01 16,Chisinau FIR,0.22655,0.22073,0.0,0.268229,0.268229
01-01 16,Continental Europe,0.076339,0.008462,0.013137,0.225407,0.21227
01-01 16,Copenhagen FIR,0.015756,0.000353,0.0,0.124902,0.124902
01-01 16,Dnipro FIR,0.273008,0.098486,0.0,0.616649,0.616649
01-01 16,East Asia,0.008986,0.000287,0.0,0.034625,0.034625
01-01 16,European Airspace,0.064454,0.016981,0.010915,0.167491,0.156576
01-01 16,Global,0.024731,0.006571,0.016235,0.081918,0.065682
01-01 16,Helsinki FIR,0.007346,0.004882,0.0,0.045101,0.045101
01-01 16,India,0.010607,0.002726,0.0,0.0305,0.0305
01-01 16,Istanbul FIR,0.034578,0.00924,0.0,0.117854,0.117854
01-01 16,Kiev FIR,0.287084,0.074002,0.0,0.662964,0.662964
01-01 16,Langen FIR,0.037341,0.000486,0.0,0.077013,0.077013
01-01 16,Latin America,0.008113,0.001129,0.041627,0.080994,0.039367
01-01 16,Lisboa FIR,0.094804,0.009473,0.073876,0.28785,0.213975
01-01 16,Ljubljana FIR,0.32986,0.001644,0.0,0.496926,0.496926
01-01 16,London FIR,0.098758,0.005783,0.002234,0.328626,0.326392
01-01 16,Lvov FIR,0.198168,0.080121,0.0,0.285594,0.285594
01-01 16,Madrid FIR,0.030541,0.001162,0.063213,0.22067,0.157456
01-01 16,Malta FIR,0.029576,0.0,0.001789,0.196821,0.195032
01-01 16,Marseille FIR,0.046907,0.001476,0.000193,0.108262,0.108069
01-01 16,Milano FIR,0.253373,0.027518,0.0,0.325586,0.325586
01-01 16,Munchen FIR,0.088577,0.009348,0.0,0.185437,0.185437
01-01 16,Nicosia FIR,0.033145,0.000206,0.0,0.113921,0.113921
01-01 16,North Atlantic,0.027451,0.005685,0.012249,0.086032,0.073783
01-01 16,North Pacific,0.047594,0.010504,0.014532,0.135045,0.120513
01-01 16,Odessa FIR,0.359314,0.237279,0.0,0.47518,0.47518
01-01 16,Paris FIR,0.05123,0.0,0.00564,0.372904,0.367264
01-01 16,Polaris FIR,0.038612,0.015195,0.0,0.169069,0.169069
01-01 16,Praha FIR,0.000687,0.0,0.0,0.018182,0.018182
01-01 16,Reims FIR,0.002582,0.0,0.0,0.081973,0.081973
01-01 16,Reykjavik FIR,0.107693,0.041494,0.0,0.163169,0.163169
01-01 16,Riga FIR,0.074141,0.025968,0.0,0.357056,0.357056
01-01 16,Roma FIR,0.159529,0.004246,7.8e-05,0.449188,0.44911
01-01 16,Santa Maria FIR,0.059117,0.02558,0.031585,0.125858,0.094273
01-01 16,Sarajevo FIR,0.286056,0.108403,0.0,0.516107,0.516107
01-01 16,Scottish FIR,0.028977,0.010467,0.0,0.048917,0.048917
01-01 16,Shannon FIR,0.023591,0.0,0.0,0.100271,0.100271
01-01 16,Shanwick FIR,0.031991,0.004862,0.005571,0.088977,0.083406
01-01 16,Simferopol FIR,0.131803,0.076491,0.0,0.172752,0.172752
01-01 16,Skopje FIR,0.239888,0.056673,0.0,0.426701,0.426701
01-01 16,Sofia FIR,0.075939,0.03074,0.0,0.241445,0.241445
01-01 16,Southeast Asia,0.05927,0.019891,0.000272,0.12141,0.121137
01-01 16,Sweden FIR,0.064135,0.019094,0.0,0.13113,0.13113
01-01 16,Switzerland FIR,0.034548,0.0,0.0,0.041967,0.041967
01-01 16,Tallinn FIR,0.049867,0.010317,0.0,0.14117,0.14117
01-01 16,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 16,Tirana FIR,0.124297,0.030832,0.0,0.356659,0.356659
01-01 16,USA,4e-05,0.0,0.045985,0.050143,0.004158
01-01 16,Vilnius FIR,0.111219,0.05024,0.0,0.44756,0.44756
01-01 16,Warszawa FIR,0.106937,0.022553,0.0,0.219755,0.219755
01-01 16,Wien FIR,0.074736,0.0,0.0,0.288238,0.288238
01-01 16,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 16,Zagreb FIR,0.247507,0.062671,0.0,0.501532,0.501532
01-01 17,Africa & Middle East,0.033256,0.012454,0.004237,0.070981,0.066745
01-01 17,Amsterdam FIR,0.035963,0.0,0.0,0.078425,0.078425
01-01 17,Ankara FIR,0.088088,0.012564,0.0,0.237977,0.237977
01-01 17,Arctic,0.08782,0.026398,0.0,0.175878,0.175878
01-01 17,Athinai FIR,0.006163,6e-05,0.0,0.044989,0.044989
01-01 17,Barcelona FIR,0.0,0.0,0.0,0.0,0.0
01-01 17,Beograd FIR,0.275999,0.06261,0.0,0.522598,0.522598
01-01 17,Bodo Oceanic FIR,0.134152,0.040227,0.0,0.285952,0.285952
01-01 17,Bordeaux FIR,0.024845,0.0,0.0,0.192188,0.192188
01-01 17,Bratislava  FIR,0.0,0.0,0.0,0.007819,0.007819
01-01 17,Bremen FIR,0.020152,0.007221,0.0,0.056064,0.056064
01-01 17,Brest FIR,0.05443,0.0,0.0,0.439015,0.439015
01-01 17,Brindisi FIR,0.058843,0.008463,0.0,0.397798,0.397798
01-01 17,Brussels FIR,0.061253,0.0,0.0,0.276276,0.276276
01-01 17,Bucarest FIR,0.113329,0.057769,0.0,0.346642,0.346642
01-01 17,Budapest FIR,0.037659,0.010048,0.0,0.325062,0.325062
01-01 17,Canarias FIR,0.002119,0.000855,0.000236,0.003029,0.002794
01-01 17,China,0.017775,0.001949,1.1e-05,0.063074,0.063063
01-01 17,Chisinau FIR,0.127154,0.121452,0.0,0.258174,0.258174
01-01 17,Continental Europe,0.07572,0.009681,0.00183,0.234916,0.233086
01-01 17,Copenhagen FIR,0.015254,0.001081,0.0,0.119369,0.119369
01-01 17,Dnipro FIR,0.294944,0.113441,0.0,0.58342,0.58342
01-01 17,East Asia,0.006418,9.3e-05,1.1e-05,0.033396,0.033385
01-01 17,European Airspace,0.065022,0.017969,0.003932,0.168398,0.164466
01-01 17,Global,0.024182,0.006038,0.016661,0.082214,0.065553
01-01 17,Helsinki FIR,0.008705,0.005777,0.0,0.055662,0.055662
01-01 17,India,0.00918,0.002045,0.0,0.030592,0.030592
01-01 17,Istanbul FIR,0.025448,0.00512,0.0,0.099802,0.099802
01-01 17,Kiev FIR,0.333417,0.099916,0.0,0.616381,0.616381
01-01 17,Langen FIR,0.005895,0.0,0.0,0.027253,0.027253
01-01 17,Latin America,0.010166,0.001796,0.042102,0.079221,0.037119
01-01 17,Lisboa FIR,0.091796,0.013667,0.041942,0.326155,0.284213
01-01 17,Ljubljana FIR,0.274512,0.006584,0.0,0.460887,0.460887
01-01 17,London FIR,0.10901,0.009936,0.0,0.349105,0.349105
01-01 17,Lvov FIR,0.148359,0.049664,0.0,0.207963,0.207963
01-01 17,Madrid FIR,0.036592,0.001569,0.002418,0.246491,0.244074
01-01 17,Malta FIR,0.03041,0.0,0.0,0.216991,0.216991
01-01 17,Marseille FIR,0.023153,0.001901,0.0,0.076238,0.076238
01-01 17,Milano FIR,0.193228,0.023071,0.0,0.256146,0.256146
01-01 17,Munchen FIR,0.08836,0.004598,0.0,0.16216,0.16216
01-01 17,Nicosia FIR,0.021719,0.0,0.0,0.093966,0.093966
01-01 17,North Atlantic,0.030136,0.005787,0.005314,0.083378,0.078063
01-01 17,North Pacific,0.046738,0.010226,0.012137,0.134208,0.122071
01-01 17,Odessa FIR,0.318073,0.241809,0.0,0.463352,0.463352
01-01 17,Paris FIR,0.058094,0.0,0.0,0.394024,0.394024
01-01 17,Polaris FIR,0.036597,0.013145,0.0,0.177135,0.177135
01-01 17,Praha FIR,0.0,0.0,0.0,0.058622,0.058622
01-01 17,Reims FIR,0.0,0.0,0.0,0.25794,0.25794
01-01 17,Reykjavik FIR,0.102662,0.042294,0.0,0.154626,0.154626
01-01 17,Riga FIR,0.083021,0.024179,0.0,0.370441,0.370441
01-01 17,Roma FIR,0.189962,0.005114,0.0,0.460469,0.460469
01-01 17,Santa Maria FIR,0.066137,0.026799,0.022429,0.129167,0.106738
01-01 17,Sarajevo FIR,0.297055,0.141115,0.0,0.501096,0.501096
01-01 17,Scottish FIR,0.039622,0.014818,0.0,0.060569,0.060569
01-01 17,Shannon FIR,0.008273,0.000341,0.0,0.058183,0.058183
01-01 17,Shanwick FIR,0.032204,0.004045,0.001098,0.08372,0.082622
01-01 17,Simferopol FIR,0.193378,0.122072,0.0,0.23802,0.23802
01-01 17,Skopje FIR,0.255153,0.060491,0.0,0.454579,0.454579
01-01 17,Sofia FIR,0.110065,0.034105,0.0,0.286345,0.286345
01-01 17,Southeast Asia,0.055155,0.016195,0.000829,0.125219,0.12439
01-01 17,Sweden FIR,0.063455,0.018116,0.0,0.140439,0.140439
01-01 17,Switzerland FIR,0.004752,0.0,0.0,0.020979,0.020979
01-01 17,Tallinn FIR,0.050062,0.004398,0.0,0.19832,0.19832
01-01 17,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 17,Tirana FIR,0.12787,0.042191,0.0,0.405738,0.405738
01-01 17,USA,0.000122,0.0,0.044959,0.04927,0.004311
01-01 17,Vilnius FIR,0.143985,0.053133,0.0,0.444775,0.444775
01-01 17,Warszawa FIR,0.100625,0.020083,0.0,0.214767,0.214767
01-01 17,Wien FIR,0.098757,0.0,0.0,0.326817,0.326817
01-01 17,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 17,Zagreb FIR,0.218548,0.069405,0.0,0.476344,0.476344
01-01 18,Africa & Middle East,0.033511,0.011447,0.00176,0.073669,0.07191
01-01 18,Amsterdam FIR,0.073885,0.0,0.0,0.147275,0.147275
01-01 18,Ankara FIR,0.093428,0.015743,0.0,0.242999,0.242999
01-01 18,Arctic,0.087031,0.024904,0.0,0.17601,0.17601
01-01 18,Athinai FIR,0.008534,0.000119,0.0,0.067224,0.067224
01-01 18,Barcelona FIR,0.0,0.0,0.0,0.001069,0.001069
01-01 18,Beograd FIR,0.2964,0.104579,0.0,0.504339,0.504339
01-01 18,Bodo Oceanic FIR,0.129432,0.036787,0.0,0.28705,0.28705
01-01 18,Bordeaux FIR,0.014536,0.0,0.0,0.321485,0.321485
01-01 18,Bratislava  FIR,0.0,0.0,0.0,0.039762,0.039762
01-01 18,Bremen FIR,0.015607,0.004896,0.0,0.042451,0.042451
01-01 18,Brest FIR,0.06768,0.0,0.0,0.440615,0.440615
01-01 18,Brindisi FIR,0.069482,0.006909,0.0,0.450197,0.450197
01-01 18,Brussels FIR,0.097724,0.0,0.0,0.356909,0.356909
01-01 18,Bucarest FIR,0.151683,0.068654,0.0,0.374648,0.374648
01-01 18,Budapest FIR,0.044496,0.036348,0.0,0.343232,0.343232
01-01 18,Canarias FIR,0.00323,0.001677,5.9e-05,0.004408,0.004349
01-01 18,China,0.01482,0.001548,4.8e-05,0.060355,0.060307
01-01 18,Chisinau FIR,0.099326,0.049951,0.0,0.355247,0.355247
01-01 18,Continental Europe,0.072534,0.010505,0.0,0.244377,0.244377
01-01 18,Copenhagen FIR,0.015428,0.002198,0.0,0.10995,0.10995
01-01 18,Dnipro FIR,0.377136,0.159025,0.0,0.597032,0.597032
01-01 18,East Asia,0.004549,7e-06,5e-05,0.031107,0.031057
01-01 18,European Airspace,0.065332,0.018613,0.000737,0.169617,0.168881
01-01 18,Global,0.023628,0.005451,0.017264,0.082515,0.065251
01-01 18,Helsinki FIR,0.010579,0.005923,0.0,0.060132,0.060132
01-01 18,India,0.007372,0.001338,0.0,0.029801,0.029801
01-01 18,Istanbul FIR,0.01675,0.003514,0.0,0.090245,0.090245
01-01 18,Kiev FIR,0.344964,0.111778,0.0,0.567859,0.567859
01-01 18,Langen FIR,0.000467,0.0,0.0,0.057101,0.057101
01-01 18,Latin America,0.01369,0.002856,0.039916,0.07844,0.038524
01-01 18,Lisboa FIR,0.081545,0.01587,0.000272,0.347899,0.347628
01-01 18,Ljubljana FIR,0.294109,0.023026,0.0,0.444444,0.444444
01-01 18,London FIR,0.103315,0.010548,0.0,0.354832,0.354832
01-01 18,Lvov FIR,0.093819,0.024239,0.0,0.130359,0.130359
01-01 18,Madrid FIR,0.037,0.001377,0.0,0.269172,0.269172
01-01 18,Malta FIR,0.02784,0.0,0.0,0.278381,0.278381
01-01 18,Marseille FIR,0.008536,0.001042,0.0,0.046339,0.046339
01-01 18,Milano FIR,0.134616,0.01857,0.0,0.182118,0.182118
01-01 18,Munchen FIR,0.054361,0.001043,0.0,0.100468,0.100468
01-01 18,Nicosia FIR,0.014997,0.0,0.0,0.080864,0.080864
01-01 18,North Atlantic,0.031909,0.005551,0.002484,0.081013,0.078528
01-01 18,North Pacific,0.04565,0.009791,0.009544,0.133515,0.123971
01-01 18,Odessa FIR,0.210223,0.141521,0.0,0.344216,0.344216
01-01 18,Paris FIR,0.059608,0.0,0.0,0.436975,0.436975
01-01 18,Polaris FIR,0.028123,0.009505,0.0,0.177707,0.177707
01-01 18,Praha FIR,0.003934,0.0,0.0,0.103948,0.103948
01-01 18,Reims FIR,0.0,0.0,0.0,0.378694,0.378694
01-01 18,Reykjavik FIR,0.10192,0.042564,0.0,0.143625,0.143625
01-01 18,Riga FIR,0.092148,0.025665,0.0,0.365618,0.365618
01-01 18,Roma FIR,0.186885,0.011271,0.0,0.456295,0.456295
01-01 18,Santa Maria FIR,0.070508,0.026167,0.011219,0.131881,0.120662
01-01 18,Sarajevo FIR,0.310522,0.128029,0.0,0.475144,0.475144
01-01 18,Scottish FIR,0.047806,0.018051,0.0,0.072634,0.072634
01-01 18,Shannon FIR,0.00162,0.0,0.0,0.014719,0.014719
01-01 18,Shanwick FIR,0.031176,0.004129,0.0,0.077112,0.077112
01-01 18,Simferopol FIR,0.235885,0.157059,0.0,0.306382,0.306382
01-01 18,Skopje FIR,0.216219,0.078401,0.0,0.449894,0.449894
01-01 18,Sofia FIR,0.123356,0.036132,0.0,0.315678,0.315678
01-01 18,Southeast Asia,0.049687,0.011352,0.001911,0.128057,0.126146
01-01 18,Sweden FIR,0.062866,0.015931,0.0,0.145172,0.145172
01-01 18,Switzerland FIR,0.0,0.0,0.0,0.071098,0.071098
01-01 18,Tallinn FIR,0.061313,0.000877,0.0,0.251434,0.251434
01-01 18,Tibilisi FIR,0.0,0.0,0.0,0.0,0.0
01-01 18,Tirana FIR,0.154278,0.063229,0.0,0.475957,0.475957
01-01 18,USA,0.000431,0.0,0.0446,0.049962,0.005361
01-01 18,Vilnius FIR,0.16384,0.075995,0.0,0.440168,0.440168
01-01 18,Warszawa FIR,0.092641,0.015377,0.0,0.203978,0.203978
01-01 18,Wien FIR,0.109356,0.000347,0.0,0.351934,0.351934
01-01 18,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-01 18,Zagreb FIR,0.218356,0.080086,0.0,0.465327,0.465327
01-01 19,Africa & Middle East,0.032489,0.011317,0.000511,0.074877,0.074366
01-01 19,Amsterdam FIR,0.105848,0.0,0.0,0.230601,0.230601
01-01 19,Ankara FIR,0.10115,0.017588,0.0,0.24838,0.24838
01-01 19,Arctic,0.087094,0.023629,3e-06,0.177029,0.177026
01-01 19,Athinai FIR,0.011694,0.002441,0.0,0.087062,0.087062
01-01 19,Barcelona FIR,0.0,0.0,0.0,0.010268,0.010268
01-01 19,Beograd FIR,0.307657,0.11176,0.0,0.487902,0.487902
01-01 19,Bodo Oceanic FIR,0.131213,0.032088,0.0,0.289043,0.289043
01-01 19,Bordeaux FIR,0.012222,0.0,0.0,0.406164,0.406164
01-01 19,Bratislava  FIR,0.0,0.0,0.0,0.086746,0.086746
01-01 19,Bremen FIR,0.011061,0.003009,0.0,0.029246,0.029246
01-01 19,Brest FIR,0.072816,0.0,0.0,0.431931,0.431931
01-01 19,Brindisi FIR,0.125076,0.009712,0.0,0.484181,0.484181
01-01 19,Brussels FIR,0.098801,0.0,0.0,0.451974,0.451974
01-01 19,Bucarest FIR,0.189051,0.099101,0.0,0.424178,0.424178
01-01 19,Budapest FIR,0.075016,0.05566,0.0,0.357753,0.357753
01-01 19,Canarias FIR,0.004019,0.002234,0.0,0.005461,0.005461
01-01 19,China,0.011701,0.001147,0.000153,0.057626,0.057474
01-01 19,Chisinau FIR,0.251288,0.088134,0.0,0.427388,0.427388
01-01 19,Continental Europe,0.068474,0.009538,0.0,0.246978,0.246978
01-01 19,Copenhagen FIR,0.009852,0.001264,0.0,0.098338,0.098338
01-01 19,Dnipro FIR,0.422191,0.152656,0.000172,0.620276,0.620104
01-01 19,East Asia,0.003161,0.0,0.000116,0.027918,0.027802
01-01 19,European Airspace,0.066236,0.018618,3e-06,0.170694,0.170691
01-01 19,Global,0.02288,0.005085,0.017877,0.082702,0.064825
01-01 19,Helsinki FIR,0.013913,0.007725,0.0,0.061079,0.061079
01-01 19,India,0.00536,0.000774,0.0,0.027533,0.027533
01-01 19,Istanbul FIR,0.014001,0.005957,0.0,0.081471,0.081471
01-01 19,Kiev FIR,0.354276,0.080474,0.0,0.50821,0.50821
01-01 19,Langen FIR,0.02125,0.0,0.0,0.151826,0.151826
01-01 19,Latin America,0.01863,0.004498,0.034299,0.078047,0.043748
01-01 19,Lisboa FIR,0.072598,0.01872,0.0,0.347695,0.347695
