Hour,Region,Very warming,Extremely warming,Cooling,Persistent contrails,Warming
01-06 16,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 16,Zagreb FIR,0.04294,0.000273,0.0,0.227823,0.227823
01-06 17,Africa & Middle East,0.018111,0.004807,0.003693,0.044347,0.040653
01-06 17,Amsterdam FIR,0.0,0.0,0.0,0.000865,0.000865
01-06 17,Ankara FIR,0.042936,0.00695,0.0,0.104291,0.104291
01-06 17,Arctic,0.022441,0.004837,1.5e-05,0.0818,0.081785
01-06 17,Athinai FIR,0.0,0.0,0.0,0.000605,0.000605
01-06 17,Barcelona FIR,0.000391,0.0,0.0,0.003991,0.003991
01-06 17,Beograd FIR,0.032791,0.000883,0.0,0.095598,0.095598
01-06 17,Bodo Oceanic FIR,0.012168,0.005962,0.0,0.051164,0.051164
01-06 17,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Bratislava  FIR,0.192962,0.0,0.0,0.416316,0.416316
01-06 17,Bremen FIR,0.007572,0.0,0.0,0.026895,0.026895
01-06 17,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Brindisi FIR,0.046753,0.0,0.0,0.103419,0.103419
01-06 17,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Bucarest FIR,0.159343,0.004901,0.0,0.295921,0.295921
01-06 17,Budapest FIR,0.166312,0.000315,0.0,0.357119,0.357119
01-06 17,Canarias FIR,0.073541,0.012914,0.015552,0.136502,0.12095
01-06 17,China,0.027857,0.004405,0.000243,0.063788,0.063545
01-06 17,Chisinau FIR,0.345049,0.00505,0.0,0.436394,0.436394
01-06 17,Continental Europe,0.029662,0.00062,0.001287,0.08429,0.083002
01-06 17,Copenhagen FIR,0.0,0.0,0.0,0.002934,0.002934
01-06 17,Dnipro FIR,0.043078,0.000326,0.0,0.294143,0.294143
01-06 17,East Asia,0.00128,3.9e-05,5e-06,0.007043,0.007038
01-06 17,European Airspace,0.034532,0.004225,0.004501,0.102881,0.09838
01-06 17,Global,0.020447,0.004317,0.020351,0.081381,0.06103
01-06 17,Helsinki FIR,0.001204,0.000299,0.0,0.005661,0.005661
01-06 17,India,0.013448,0.005521,0.0,0.026153,0.026153
01-06 17,Istanbul FIR,0.013095,0.000137,0.0,0.057987,0.057987
01-06 17,Kiev FIR,0.105623,0.039206,0.0,0.349581,0.349581
01-06 17,Langen FIR,0.019924,0.0,0.0,0.080235,0.080235
01-06 17,Latin America,0.009028,0.003815,0.027067,0.056053,0.028986
01-06 17,Lisboa FIR,0.080053,0.004758,0.011327,0.170229,0.158902
01-06 17,Ljubljana FIR,0.042387,0.0,0.0,0.321765,0.321765
01-06 17,London FIR,0.0,0.0,0.0,0.000131,0.000131
01-06 17,Lvov FIR,0.113113,0.005768,0.0,0.376238,0.376238
01-06 17,Madrid FIR,0.083455,0.000475,0.004355,0.17345,0.169095
01-06 17,Malta FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Marseille FIR,0.031667,0.002052,0.0,0.057735,0.057735
01-06 17,Milano FIR,0.059191,0.0,0.0,0.247974,0.247974
01-06 17,Munchen FIR,0.045192,0.0,0.0,0.255229,0.255229
01-06 17,Nicosia FIR,0.004759,0.0,0.0,0.011392,0.011392
01-06 17,North Atlantic,0.050667,0.008318,0.008356,0.142021,0.133665
01-06 17,North Pacific,0.040457,0.005929,0.019425,0.126789,0.107364
01-06 17,Odessa FIR,0.331748,0.039118,0.0,0.463747,0.463747
01-06 17,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Polaris FIR,0.00221,0.001341,0.0,0.036329,0.036329
01-06 17,Praha FIR,0.083085,0.0,0.0,0.366606,0.366606
01-06 17,Reims FIR,0.002669,0.0,0.0,0.040649,0.040649
01-06 17,Reykjavik FIR,0.04021,0.009439,0.0,0.226221,0.226221
01-06 17,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Roma FIR,0.033204,0.0032,0.0,0.089919,0.089919
01-06 17,Santa Maria FIR,0.011698,0.000373,0.024597,0.069404,0.044808
01-06 17,Sarajevo FIR,0.028514,0.010514,0.0,0.25749,0.25749
01-06 17,Scottish FIR,0.000175,0.0,0.0,0.013469,0.013469
01-06 17,Shannon FIR,0.032486,0.00226,0.0,0.092812,0.092812
01-06 17,Shanwick FIR,0.110157,0.015338,0.003432,0.274149,0.270717
01-06 17,Simferopol FIR,0.210982,0.039072,0.0,0.392148,0.392148
01-06 17,Skopje FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Sofia FIR,0.041244,0.0,0.0,0.089774,0.089774
01-06 17,Southeast Asia,0.083244,0.02711,0.00029,0.170996,0.170706
01-06 17,Sweden FIR,0.010169,0.006959,0.0,0.01633,0.01633
01-06 17,Switzerland FIR,0.160683,0.0,0.0,0.222222,0.222222
01-06 17,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Tibilisi FIR,0.0,0.0,0.0,0.014453,0.014453
01-06 17,Tirana FIR,0.014117,0.0,0.0,0.052281,0.052281
01-06 17,USA,0.0053,0.000348,0.076737,0.103048,0.026311
01-06 17,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Warszawa FIR,0.044501,0.000233,0.0,0.234051,0.234051
01-06 17,Wien FIR,0.108786,0.001384,0.0,0.382791,0.382791
01-06 17,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 17,Zagreb FIR,0.05679,0.004225,0.0,0.258799,0.258799
01-06 18,Africa & Middle East,0.018428,0.005068,0.001898,0.046167,0.044268
01-06 18,Amsterdam FIR,0.0,0.0,0.0,0.000576,0.000576
01-06 18,Ankara FIR,0.040496,0.006278,0.0,0.107582,0.107582
01-06 18,Arctic,0.022752,0.004477,2.5e-05,0.082491,0.082466
01-06 18,Athinai FIR,0.000261,0.0,0.0,0.000451,0.000451
01-06 18,Barcelona FIR,0.000391,0.0,0.0,0.006454,0.006454
01-06 18,Beograd FIR,0.021219,0.001166,0.0,0.090331,0.090331
01-06 18,Bodo Oceanic FIR,0.009648,0.004298,0.0,0.04233,0.04233
01-06 18,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Bratislava  FIR,0.185188,0.0,0.0,0.416269,0.416269
01-06 18,Bremen FIR,0.004932,0.0,0.0,0.028722,0.028722
01-06 18,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Brindisi FIR,0.048881,0.0,0.0,0.100033,0.100033
01-06 18,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Bucarest FIR,0.099015,0.003677,0.0,0.231438,0.231438
01-06 18,Budapest FIR,0.145299,0.005338,0.0,0.346259,0.346259
01-06 18,Canarias FIR,0.070959,0.009319,0.00297,0.124203,0.121233
01-06 18,China,0.026599,0.003105,0.000387,0.063875,0.063488
01-06 18,Chisinau FIR,0.312521,0.010694,0.0,0.442227,0.442227
01-06 18,Continental Europe,0.028703,0.00065,0.0,0.087777,0.087777
01-06 18,Copenhagen FIR,0.000185,0.0,0.0,0.004395,0.004395
01-06 18,Dnipro FIR,0.041238,0.000163,0.0,0.309949,0.309949
01-06 18,East Asia,0.001419,0.0,7e-06,0.00754,0.007533
01-06 18,European Airspace,0.033044,0.004032,0.001424,0.101578,0.100154
01-06 18,Global,0.020071,0.004052,0.020898,0.081169,0.060271
01-06 18,Helsinki FIR,0.002581,0.00045,0.0,0.007391,0.007391
01-06 18,India,0.013932,0.005675,0.0,0.026492,0.026492
01-06 18,Istanbul FIR,0.001932,0.0,0.0,0.023937,0.023937
01-06 18,Kiev FIR,0.122456,0.036169,0.0,0.364705,0.364705
01-06 18,Langen FIR,0.038177,0.0,0.0,0.094078,0.094078
01-06 18,Latin America,0.011258,0.004955,0.026776,0.055277,0.028501
01-06 18,Lisboa FIR,0.073027,0.004453,0.00011,0.16968,0.16957
01-06 18,Ljubljana FIR,0.022782,0.0,0.0,0.272727,0.272727
01-06 18,London FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Lvov FIR,0.117164,0.006016,0.0,0.335287,0.335287
01-06 18,Madrid FIR,0.064778,0.000477,0.0,0.179692,0.179692
01-06 18,Malta FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Marseille FIR,0.034362,0.000101,0.0,0.055886,0.055886
01-06 18,Milano FIR,0.06569,0.0,0.0,0.233693,0.233693
01-06 18,Munchen FIR,0.056667,0.0,0.0,0.266399,0.266399
01-06 18,Nicosia FIR,0.002067,0.0,0.0,0.010146,0.010146
01-06 18,North Atlantic,0.049479,0.009098,0.006935,0.142734,0.135798
01-06 18,North Pacific,0.040376,0.005517,0.015841,0.125696,0.109855
01-06 18,Odessa FIR,0.345914,0.023518,0.0,0.482489,0.482489
01-06 18,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Polaris FIR,0.001713,0.000734,0.0,0.038509,0.038509
01-06 18,Praha FIR,0.082801,0.0,0.0,0.383047,0.383047
01-06 18,Reims FIR,0.025966,0.0,0.0,0.075694,0.075694
01-06 18,Reykjavik FIR,0.038311,0.008914,0.0,0.219072,0.219072
01-06 18,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Roma FIR,0.035016,0.003584,0.0,0.095231,0.095231
01-06 18,Santa Maria FIR,0.01387,0.000552,0.013387,0.072228,0.058841
01-06 18,Sarajevo FIR,0.035655,0.007432,0.0,0.274111,0.274111
01-06 18,Scottish FIR,0.0,0.0,0.0,0.013114,0.013114
01-06 18,Shannon FIR,0.027942,0.002594,0.0,0.103897,0.103897
01-06 18,Shanwick FIR,0.10993,0.019624,0.000558,0.27072,0.270161
01-06 18,Simferopol FIR,0.21472,0.032736,0.0,0.416184,0.416184
01-06 18,Skopje FIR,0.0,0.0,0.0,0.005086,0.005086
01-06 18,Sofia FIR,0.011556,0.0,0.0,0.037339,0.037339
01-06 18,Southeast Asia,0.07634,0.019284,0.001154,0.174508,0.173354
01-06 18,Sweden FIR,0.010553,0.006167,0.0,0.015167,0.015167
01-06 18,Switzerland FIR,0.166622,0.0,0.0,0.220853,0.220853
01-06 18,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Tibilisi FIR,0.0,0.0,0.0,0.046048,0.046048
01-06 18,Tirana FIR,0.007008,0.0,0.0,0.077569,0.077569
01-06 18,USA,0.008108,0.000604,0.066195,0.101079,0.034884
01-06 18,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Warszawa FIR,0.038308,0.0,0.0,0.214448,0.214448
01-06 18,Wien FIR,0.109644,0.002736,0.0,0.385935,0.385935
01-06 18,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 18,Zagreb FIR,0.059455,0.008729,0.0,0.275878,0.275878
01-06 19,Africa & Middle East,0.017904,0.004976,0.001031,0.047095,0.046064
01-06 19,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Ankara FIR,0.034326,0.005897,0.0,0.106885,0.106885
01-06 19,Arctic,0.023199,0.00469,1.6e-05,0.082126,0.08211
01-06 19,Athinai FIR,0.003506,0.0,0.0,0.00887,0.00887
01-06 19,Barcelona FIR,0.00013,0.0,0.0,0.008901,0.008901
01-06 19,Beograd FIR,0.018845,0.00203,0.0,0.100923,0.100923
01-06 19,Bodo Oceanic FIR,0.008195,0.003162,0.0,0.034863,0.034863
01-06 19,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Bratislava  FIR,0.178286,0.000594,0.0,0.396583,0.396583
01-06 19,Bremen FIR,0.002605,0.0,0.0,0.029457,0.029457
01-06 19,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Brindisi FIR,0.047436,0.000201,0.0,0.097017,0.097017
01-06 19,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Bucarest FIR,0.059147,0.001485,0.0,0.151145,0.151145
01-06 19,Budapest FIR,0.136355,0.014092,0.0,0.324074,0.324074
01-06 19,Canarias FIR,0.063961,0.005558,0.0,0.114141,0.114141
01-06 19,China,0.024819,0.001971,0.000948,0.063623,0.062676
01-06 19,Chisinau FIR,0.23895,0.032732,0.0,0.411409,0.411409
01-06 19,Continental Europe,0.027673,0.000965,0.0,0.090458,0.090458
01-06 19,Copenhagen FIR,0.0,0.0,0.0,0.00476,0.00476
01-06 19,Dnipro FIR,0.088892,0.003873,0.0,0.341634,0.341634
01-06 19,East Asia,0.001362,0.0,8.2e-05,0.00806,0.007978
01-06 19,European Airspace,0.031487,0.003909,2.4e-05,0.099778,0.099754
01-06 19,Global,0.019832,0.003815,0.021086,0.080835,0.059749
01-06 19,Helsinki FIR,0.00351,0.000303,0.0,0.012691,0.012691
01-06 19,India,0.013826,0.005296,0.0,0.027354,0.027354
01-06 19,Istanbul FIR,0.000137,0.0,0.0,0.003768,0.003768
01-06 19,Kiev FIR,0.094722,0.020351,0.0,0.312427,0.312427
01-06 19,Langen FIR,0.058965,0.0,0.0,0.110499,0.110499
01-06 19,Latin America,0.013968,0.006271,0.0249,0.055409,0.030509
01-06 19,Lisboa FIR,0.054171,0.003878,0.0,0.159213,0.159213
01-06 19,Ljubljana FIR,0.016346,0.001622,0.0,0.250085,0.250085
01-06 19,London FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Lvov FIR,0.165382,0.009691,0.0,0.3411,0.3411
01-06 19,Madrid FIR,0.043298,0.000161,0.0,0.182068,0.182068
01-06 19,Malta FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Marseille FIR,0.035815,0.000819,0.0,0.052869,0.052869
01-06 19,Milano FIR,0.07261,0.000186,0.0,0.226312,0.226312
01-06 19,Munchen FIR,0.081518,0.0,0.0,0.276504,0.276504
01-06 19,Nicosia FIR,0.0,0.0,0.0,0.005998,0.005998
01-06 19,North Atlantic,0.049224,0.010127,0.005106,0.14415,0.139044
01-06 19,North Pacific,0.040944,0.00533,0.012717,0.124772,0.112055
01-06 19,Odessa FIR,0.285024,0.006933,0.0,0.498877,0.498877
01-06 19,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Polaris FIR,0.002922,0.001198,0.0,0.036682,0.036682
01-06 19,Praha FIR,0.111903,0.0,0.0,0.387819,0.387819
01-06 19,Reims FIR,0.048397,0.0,0.0,0.098939,0.098939
01-06 19,Reykjavik FIR,0.038622,0.00921,0.0,0.205095,0.205095
01-06 19,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Roma FIR,0.035428,0.003871,0.0,0.097051,0.097051
01-06 19,Santa Maria FIR,0.014022,0.000509,0.002349,0.075326,0.072977
01-06 19,Sarajevo FIR,0.040633,0.006822,0.0,0.311838,0.311838
01-06 19,Scottish FIR,0.0,0.0,0.0,0.01547,0.01547
01-06 19,Shannon FIR,0.026444,0.00048,0.0,0.117532,0.117532
01-06 19,Shanwick FIR,0.113553,0.024088,0.0,0.267768,0.267768
01-06 19,Simferopol FIR,0.233194,0.031431,0.0,0.454549,0.454549
01-06 19,Skopje FIR,0.0,0.0,0.0,0.07474,0.07474
01-06 19,Sofia FIR,0.001955,0.0,0.0,0.01045,0.01045
01-06 19,Southeast Asia,0.063928,0.010076,0.00338,0.176755,0.173375
01-06 19,Sweden FIR,0.009343,0.004426,0.0,0.0155,0.0155
01-06 19,Switzerland FIR,0.148282,0.0,0.0,0.216069,0.216069
01-06 19,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Tibilisi FIR,0.000708,0.0,0.0,0.089489,0.089489
01-06 19,Tirana FIR,0.003504,0.0,0.0,0.140121,0.140121
01-06 19,USA,0.012323,0.000934,0.052618,0.098901,0.046283
01-06 19,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Warszawa FIR,0.041591,0.0,0.0,0.204448,0.204448
01-06 19,Wien FIR,0.126977,0.0,0.0,0.378207,0.378207
01-06 19,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 19,Zagreb FIR,0.065826,0.010322,0.0,0.280855,0.280855
01-06 20,Africa & Middle East,0.017299,0.004691,0.000132,0.047549,0.047417
01-06 20,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Ankara FIR,0.025015,0.002965,0.0,0.102262,0.102262
01-06 20,Arctic,0.023201,0.005042,2.2e-05,0.082923,0.082901
01-06 20,Athinai FIR,0.005123,0.0,0.0,0.024636,0.024636
01-06 20,Barcelona FIR,0.0,0.0,0.0,0.012092,0.012092
01-06 20,Beograd FIR,0.02083,0.001721,0.0,0.118548,0.118548
01-06 20,Bodo Oceanic FIR,0.007018,0.002733,0.0,0.029542,0.029542
01-06 20,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Bratislava  FIR,0.137399,0.002968,0.0,0.386488,0.386488
01-06 20,Bremen FIR,0.003449,0.0,0.0,0.034337,0.034337
01-06 20,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Brindisi FIR,0.035486,0.000602,0.0,0.085961,0.085961
01-06 20,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Bucarest FIR,0.031782,0.000113,0.0,0.076,0.076
01-06 20,Budapest FIR,0.126047,0.016213,0.0,0.30093,0.30093
01-06 20,Canarias FIR,0.057117,0.004404,0.0,0.105439,0.105439
01-06 20,China,0.021362,0.000953,0.002589,0.062948,0.060359
01-06 20,Chisinau FIR,0.139063,0.017192,0.0,0.316321,0.316321
01-06 20,Continental Europe,0.027436,0.001269,0.0,0.090228,0.090228
01-06 20,Copenhagen FIR,0.0,0.0,0.0,0.004577,0.004577
01-06 20,Dnipro FIR,0.133201,0.00283,0.0,0.364491,0.364491
01-06 20,East Asia,0.001199,0.0,0.000148,0.008136,0.007988
01-06 20,European Airspace,0.030356,0.00389,0.0,0.0967,0.0967
01-06 20,Global,0.019393,0.003638,0.021118,0.080421,0.059303
01-06 20,Helsinki FIR,0.004906,0.000116,0.0,0.022624,0.022624
01-06 20,India,0.013386,0.004792,0.0,0.028853,0.028853
01-06 20,Istanbul FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Kiev FIR,0.087572,0.011368,0.0,0.276645,0.276645
01-06 20,Langen FIR,0.07217,0.0,0.0,0.12691,0.12691
01-06 20,Latin America,0.016639,0.007281,0.019911,0.055739,0.035828
01-06 20,Lisboa FIR,0.043597,0.003418,0.0,0.143608,0.143608
01-06 20,Ljubljana FIR,0.065628,0.008132,0.0,0.247159,0.247159
01-06 20,London FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Lvov FIR,0.197469,0.007569,0.0,0.328826,0.328826
01-06 20,Madrid FIR,0.035414,5.4e-05,0.0,0.177898,0.177898
01-06 20,Malta FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Marseille FIR,0.033455,0.002235,0.0,0.052774,0.052774
01-06 20,Milano FIR,0.083956,0.0013,0.0,0.237453,0.237453
01-06 20,Munchen FIR,0.110094,0.0,0.0,0.269401,0.269401
01-06 20,Nicosia FIR,0.0,0.0,0.0,0.001032,0.001032
01-06 20,North Atlantic,0.04944,0.010731,0.003158,0.143023,0.139865
01-06 20,North Pacific,0.040499,0.005102,0.011303,0.123258,0.111955
01-06 20,Odessa FIR,0.206773,0.002124,0.0,0.47528,0.47528
01-06 20,Paris FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Polaris FIR,0.005423,0.00182,0.0,0.032624,0.032624
01-06 20,Praha FIR,0.144022,0.0,0.0,0.374248,0.374248
01-06 20,Reims FIR,0.075901,0.0,0.0,0.09883,0.09883
01-06 20,Reykjavik FIR,0.040846,0.011212,0.0,0.189,0.189
01-06 20,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Roma FIR,0.031805,0.003249,0.0,0.093021,0.093021
01-06 20,Santa Maria FIR,0.016289,0.000955,0.0,0.078881,0.078881
01-06 20,Sarajevo FIR,0.049997,0.013113,0.0,0.318568,0.318568
01-06 20,Scottish FIR,0.0,0.0,0.0,0.020508,0.020508
01-06 20,Shannon FIR,0.024073,0.000837,0.0,0.126251,0.126251
01-06 20,Shanwick FIR,0.115267,0.026653,0.0,0.26067,0.26067
01-06 20,Simferopol FIR,0.228078,0.022477,0.0,0.46043,0.46043
01-06 20,Skopje FIR,0.001269,0.0,0.0,0.167936,0.167936
01-06 20,Sofia FIR,0.0,0.0,0.0,0.001974,0.001974
01-06 20,Southeast Asia,0.045027,0.00399,0.010735,0.178189,0.167454
01-06 20,Sweden FIR,0.006358,0.002511,0.0,0.016848,0.016848
01-06 20,Switzerland FIR,0.133592,0.0,0.0,0.209962,0.209962
01-06 20,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Tibilisi FIR,0.0,0.0,0.0,0.125108,0.125108
01-06 20,Tirana FIR,0.004363,0.0,0.0,0.128046,0.128046
01-06 20,USA,0.016316,0.001483,0.04231,0.09531,0.052999
01-06 20,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Warszawa FIR,0.052453,0.000328,0.0,0.203596,0.203596
01-06 20,Wien FIR,0.112075,0.000347,0.0,0.343645,0.343645
01-06 20,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 20,Zagreb FIR,0.074416,0.010564,0.0,0.277038,0.277038
01-06 21,Africa & Middle East,0.016629,0.004185,3.5e-05,0.047819,0.047783
01-06 21,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Ankara FIR,0.01774,0.00076,0.0,0.089265,0.089265
01-06 21,Arctic,0.023841,0.005389,0.0,0.083415,0.083415
01-06 21,Athinai FIR,0.006923,0.0,0.0,0.047325,0.047325
01-06 21,Barcelona FIR,0.0,0.0,0.0,0.01411,0.01411
01-06 21,Beograd FIR,0.025412,0.001696,0.0,0.145066,0.145066
01-06 21,Bodo Oceanic FIR,0.006043,0.002108,0.0,0.026041,0.026041
01-06 21,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Bratislava  FIR,0.143205,0.008936,0.0,0.384721,0.384721
01-06 21,Bremen FIR,0.004867,0.0,0.0,0.042884,0.042884
01-06 21,Brest FIR,0.0,0.0,0.0,9.8e-05,9.8e-05
01-06 21,Brindisi FIR,0.024807,0.0002,0.0,0.074485,0.074485
01-06 21,Brussels FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Bucarest FIR,0.012871,0.0,0.0,0.039708,0.039708
01-06 21,Budapest FIR,0.113552,0.0121,0.0,0.277068,0.277068
01-06 21,Canarias FIR,0.049955,0.003603,0.0,0.096928,0.096928
01-06 21,China,0.015555,0.00038,0.006803,0.062435,0.055633
01-06 21,Chisinau FIR,0.079178,0.012243,0.0,0.146341,0.146341
01-06 21,Continental Europe,0.027869,0.001299,0.0,0.088559,0.088559
01-06 21,Copenhagen FIR,0.0,0.0,0.0,0.003482,0.003482
01-06 21,Dnipro FIR,0.13161,0.002018,0.0,0.401042,0.401042
01-06 21,East Asia,0.000792,0.0,0.000542,0.008311,0.007769
01-06 21,European Airspace,0.029939,0.004128,0.0,0.093812,0.093812
01-06 21,Global,0.018842,0.003573,0.021347,0.079971,0.058623
01-06 21,Helsinki FIR,0.008334,0.000641,0.0,0.037289,0.037289
01-06 21,India,0.012145,0.003691,6.9e-05,0.030207,0.030139
01-06 21,Istanbul FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Kiev FIR,0.108289,0.014543,0.0,0.267766,0.267766
01-06 21,Langen FIR,0.081656,0.0,0.0,0.138915,0.138915
01-06 21,Latin America,0.018966,0.007776,0.013538,0.055541,0.042003
01-06 21,Lisboa FIR,0.037721,0.00374,0.0,0.123126,0.123126
01-06 21,Ljubljana FIR,0.150447,0.027856,0.0,0.312314,0.312314
01-06 21,London FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Lvov FIR,0.197978,0.000608,0.0,0.323701,0.323701
01-06 21,Madrid FIR,0.032145,0.000104,0.0,0.168966,0.168966
01-06 21,Malta FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Marseille FIR,0.031199,0.002024,0.0,0.053833,0.053833
01-06 21,Milano FIR,0.093538,0.002981,0.0,0.252756,0.252756
01-06 21,Munchen FIR,0.117414,0.0,0.0,0.254922,0.254922
01-06 21,Nicosia FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,North Atlantic,0.048671,0.011759,6e-06,0.138138,0.138132
01-06 21,North Pacific,0.038574,0.005056,0.010351,0.121283,0.110932
01-06 21,Odessa FIR,0.149785,0.002165,0.0,0.375088,0.375088
01-06 21,Paris FIR,0.000179,0.0,0.0,0.000359,0.000359
01-06 21,Polaris FIR,0.006677,0.001748,0.0,0.030654,0.030654
01-06 21,Praha FIR,0.156397,0.0,0.0,0.356095,0.356095
01-06 21,Reims FIR,0.085254,0.001061,0.0,0.100894,0.100894
01-06 21,Reykjavik FIR,0.046764,0.01459,0.0,0.178488,0.178488
01-06 21,Riga FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Roma FIR,0.03185,0.002198,0.0,0.090159,0.090159
01-06 21,Santa Maria FIR,0.018191,0.001357,0.0,0.081714,0.081714
01-06 21,Sarajevo FIR,0.072348,0.011863,0.0,0.295007,0.295007
01-06 21,Scottish FIR,0.0,0.0,0.0,0.015525,0.015525
01-06 21,Shannon FIR,0.021474,0.003137,0.0,0.130441,0.130441
01-06 21,Shanwick FIR,0.116487,0.029443,0.0,0.250754,0.250754
01-06 21,Simferopol FIR,0.180568,0.006179,0.0,0.437325,0.437325
01-06 21,Skopje FIR,0.005043,0.0,0.0,0.167687,0.167687
01-06 21,Sofia FIR,0.0,0.0,0.0,0.014569,0.014569
01-06 21,Southeast Asia,0.026647,0.001552,0.028529,0.176703,0.148174
01-06 21,Sweden FIR,0.004009,0.001555,0.0,0.015661,0.015661
01-06 21,Switzerland FIR,0.126838,0.0,0.0,0.1965,0.1965
01-06 21,Tallinn FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Tibilisi FIR,0.0,0.0,0.0,0.124099,0.124099
01-06 21,Tirana FIR,0.001759,0.0,0.0,0.096897,0.096897
01-06 21,USA,0.018331,0.002113,0.033468,0.091855,0.058387
01-06 21,Vilnius FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Warszawa FIR,0.054386,0.001635,0.0,0.204267,0.204267
01-06 21,Wien FIR,0.102093,0.003127,0.0,0.324943,0.324943
01-06 21,Yerevan FIR,0.0,0.0,0.0,0.0,0.0
01-06 21,Zagreb FIR,0.06849,0.007109,0.0,0.269249,0.269249
01-06 22,Africa & Middle East,0.016185,0.00409,0.000116,0.047052,0.046936
01-06 22,Amsterdam FIR,0.0,0.0,0.0,0.0,0.0
01-06 22,Ankara FIR,0.011854,8.4e-05,0.0,0.071091,0.071091
01-06 22,Arctic,0.024772,0.005181,2e-06,0.08622,0.086218
01-06 22,Athinai FIR,0.011116,0.000257,0.0,0.064162,0.064162
01-06 22,Barcelona FIR,0.0,0.0,0.0,0.013045,0.013045
01-06 22,Beograd FIR,0.022768,0.000284,0.0,0.145541,0.145541
01-06 22,Bodo Oceanic FIR,0.005737,0.001965,0.0,0.025239,0.025239
01-06 22,Bordeaux FIR,0.0,0.0,0.0,0.0,0.0
01-06 22,Bratislava  FIR,0.189809,0.008312,0.0,0.38344,0.38344
01-06 22,Bremen FIR,0.004709,0.0,0.0,0.052794,0.052794
01-06 22,Brest FIR,0.0,0.0,0.0,0.0,0.0
01-06 22,Brindisi FIR,0.017609,0.0,0.0,0.072441,0.072441
01-06 22,Brussels FIR,0.0,0.0,0.0,0.00466,0.00466
01-06 22,Bucarest FIR,0.007151,0.0,0.0,0.032499,0.032499
01-06 22,Budapest FIR,0.103537,0.004049,0.0,0.219414,0.219414
01-06 22,Canarias FIR,0.043073,0.001586,0.0,0.087752,0.087752
01-06 22,China,0.008505,3.8e-05,0.013725,0.062135,0.04841
