week,region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
7,Athinai FIR,0.0216,0.0051,0.004,0.0006,0.0,0.0
7,Barcelona FIR,0.0021,0.0441,0.0697,0.0374,0.0026,0.0
7,Beograd FIR,0.0233,0.0094,0.007,0.0034,0.0,0.0
7,Bordeaux FIR,0.0155,0.0781,0.137,0.0764,0.008,0.0
7,Bratislava  FIR,0.0619,0.07,0.0234,0.0058,0.0004,0.0
7,Bremen FIR,0.062,0.1443,0.1607,0.0769,0.0128,0.0
7,Brest FIR,0.0268,0.0864,0.1526,0.1114,0.0084,0.0
7,Brindisi FIR,0.0085,0.0078,0.0026,0.0001,0.0,0.0
7,Brussels FIR,0.0386,0.1359,0.1361,0.0572,0.0082,0.0
7,Bucarest FIR,0.0565,0.0511,0.0245,0.0042,0.0001,0.0
7,Budapest FIR,0.0424,0.0397,0.0259,0.0196,0.0001,0.0
7,Canarias FIR,0.0,0.0007,0.002,0.0128,0.0012,0.0
7,Chisinau FIR,0.0634,0.1475,0.1119,0.0081,0.0,0.0
7,Copenhagen FIR,0.05,0.1422,0.1788,0.0706,0.0039,0.0
7,Helsinki FIR,0.0287,0.0431,0.036,0.0218,0.0093,0.0001
7,Langen FIR,0.0465,0.1225,0.112,0.0544,0.0127,0.0
7,Lisboa FIR,0.0,0.0369,0.0973,0.0493,0.003,0.0
7,Ljubljana FIR,0.0265,0.0334,0.034,0.0152,0.0,0.0
7,London FIR,0.0457,0.1376,0.1854,0.0924,0.0038,0.0
7,Madrid FIR,0.0002,0.0267,0.0792,0.0609,0.0026,0.0
7,Malta FIR,0.0041,0.0197,0.0121,0.0003,0.0001,0.0
7,Marseille FIR,0.0133,0.0925,0.1207,0.05,0.0041,0.0
7,Milano FIR,0.0367,0.0924,0.1161,0.0699,0.0074,0.0
7,Munchen FIR,0.0548,0.1228,0.1471,0.087,0.018,0.0
7,Paris FIR,0.0208,0.1284,0.1792,0.0932,0.0041,0.0
7,Polaris FIR,0.0513,0.1214,0.1311,0.051,0.015,0.0001
7,Praha FIR,0.0761,0.13,0.1039,0.0513,0.0088,0.0
7,Reims FIR,0.0245,0.1145,0.1662,0.1046,0.0068,0.0
7,Reykjavik FIR,0.0851,0.1126,0.0675,0.0069,0.0,0.0
7,Riga FIR,0.0635,0.1734,0.1987,0.0841,0.0071,0.0
7,Roma FIR,0.0117,0.0496,0.0417,0.0164,0.0004,0.0
7,Santa Maria FIR,0.0037,0.0242,0.0709,0.0371,0.001,0.0
7,Sarajevo FIR,0.0252,0.0151,0.0172,0.0076,0.0,0.0
7,Scottish FIR,0.0477,0.0961,0.077,0.0088,0.0,0.0
7,Shannon FIR,0.042,0.1103,0.1245,0.0141,0.0,0.0
7,Skopje FIR,0.0228,0.0077,0.0,0.0,0.0,0.0
7,Sofia FIR,0.0528,0.065,0.0327,0.0016,0.0002,0.0
7,Sweden FIR,0.0497,0.1192,0.1124,0.0522,0.0138,0.0
7,Switzerland FIR,0.0248,0.1027,0.169,0.1102,0.0193,0.0
7,Tallinn FIR,0.0414,0.0971,0.1216,0.0484,0.0042,0.0
7,Tirana FIR,0.0132,0.0102,0.0,0.0,0.0,0.0
7,Vilnius FIR,0.0947,0.2435,0.2174,0.0804,0.0116,0.0
7,Warszawa FIR,0.0815,0.1817,0.1618,0.0579,0.003,0.0
7,Wien FIR,0.0309,0.0594,0.0665,0.0269,0.005,0.0
7,Zagreb FIR,0.0288,0.0201,0.0208,0.0078,0.0,0.0
8,Global,0.0123,0.0168,0.0225,0.0198,0.0215,0.0234
8,Europe,0.0273,0.0513,0.0698,0.0339,0.0073,0.0002
8,European Airspace,0.0295,0.0561,0.074,0.0458,0.0153,0.0013
8,Africa Middle East,0.0009,0.0019,0.0026,0.0116,0.0329,0.0427
8,East Asia,0.0054,0.015,0.0251,0.0072,0.0001,0.0016
8,Southeast Asia,0.0,0.0,0.0,0.0069,0.0341,0.0482
8,India,0.0005,0.0009,0.0015,0.0002,0.0025,0.009
8,China,0.0141,0.0185,0.0198,0.0038,0.0,0.0003
8,Latin America,0.0018,0.0057,0.0104,0.0157,0.0388,0.0496
8,USA,0.0131,0.0167,0.0122,0.0049,0.0005,0.0
8,North Atlantic,0.0164,0.0238,0.0543,0.065,0.0306,0.0057
8,North Pacific,0.0145,0.0376,0.0667,0.0475,0.0073,0.0
8,Amsterdam FIR,0.0295,0.0643,0.0884,0.0272,0.0,0.0
8,Athinai FIR,0.0124,0.0551,0.0658,0.0285,0.0025,0.0
8,Barcelona FIR,0.0025,0.0309,0.0574,0.0168,0.0026,0.0008
8,Beograd FIR,0.0168,0.0747,0.1487,0.0947,0.0138,0.0
8,Bordeaux FIR,0.0109,0.0477,0.0923,0.0448,0.0163,0.0009
8,Bratislava  FIR,0.0418,0.139,0.1757,0.0818,0.006,0.0
8,Bremen FIR,0.0281,0.0564,0.0788,0.0199,0.0008,0.0
8,Brest FIR,0.0128,0.0468,0.0903,0.058,0.0198,0.0003
8,Brindisi FIR,0.0332,0.0684,0.0713,0.05,0.0089,0.0
8,Brussels FIR,0.0239,0.0811,0.1018,0.0498,0.0043,0.0
8,Bucarest FIR,0.026,0.0958,0.1851,0.1717,0.098,0.0
8,Budapest FIR,0.0249,0.1011,0.1796,0.1111,0.0116,0.0
8,Canarias FIR,0.0,0.0006,0.0046,0.0033,0.0075,0.0045
8,Chisinau FIR,0.0405,0.0946,0.2131,0.216,0.1687,0.0001
8,Copenhagen FIR,0.0364,0.0601,0.0492,0.0073,0.0,0.0
8,Helsinki FIR,0.1344,0.3039,0.3531,0.1668,0.0068,0.0
8,Langen FIR,0.023,0.0389,0.069,0.0194,0.0023,0.0
8,Lisboa FIR,0.0003,0.0107,0.0257,0.0296,0.0042,0.0005
8,Ljubljana FIR,0.0411,0.105,0.1499,0.0423,0.0113,0.0
8,London FIR,0.0387,0.0871,0.1147,0.0649,0.0178,0.0005
8,Madrid FIR,0.0004,0.0112,0.0438,0.0466,0.0034,0.0002
8,Malta FIR,0.03,0.041,0.0382,0.0139,0.0002,0.0
8,Marseille FIR,0.0192,0.0601,0.0772,0.0247,0.0082,0.0
8,Milano FIR,0.0169,0.0522,0.1015,0.0293,0.0054,0.0
8,Munchen FIR,0.0435,0.0522,0.087,0.0162,0.0011,0.0
8,Paris FIR,0.0262,0.0734,0.1087,0.0569,0.0115,0.0
8,Polaris FIR,0.1019,0.1099,0.0928,0.02,0.0004,0.0
8,Praha FIR,0.0535,0.084,0.1171,0.0255,0.0026,0.0
8,Reims FIR,0.0163,0.056,0.0701,0.0326,0.0111,0.0
8,Reykjavik FIR,0.0641,0.0755,0.056,0.01,0.0001,0.0
8,Riga FIR,0.0875,0.177,0.1664,0.0673,0.0023,0.0
8,Roma FIR,0.0408,0.0588,0.0461,0.0163,0.005,0.0
8,Santa Maria FIR,0.0001,0.0031,0.0376,0.0735,0.0466,0.0099
8,Sarajevo FIR,0.017,0.0595,0.0793,0.0432,0.0118,0.0
8,Scottish FIR,0.039,0.034,0.0415,0.0257,0.0041,0.0
8,Shannon FIR,0.0215,0.0515,0.0909,0.0759,0.0285,0.0006
8,Skopje FIR,0.0044,0.0588,0.1279,0.0881,0.0157,0.0
8,Sofia FIR,0.0117,0.0624,0.1125,0.1147,0.0561,0.0
8,Sweden FIR,0.1026,0.1601,0.1669,0.0389,0.0006,0.0
8,Switzerland FIR,0.0187,0.043,0.1124,0.0565,0.015,0.0
8,Tallinn FIR,0.1191,0.2679,0.2317,0.0727,0.001,0.0
8,Tirana FIR,0.0122,0.0951,0.1545,0.0855,0.0066,0.0
8,Vilnius FIR,0.0973,0.1378,0.1645,0.0955,0.0014,0.0
8,Warszawa FIR,0.0591,0.0978,0.1268,0.0578,0.0028,0.0
8,Wien FIR,0.0452,0.0905,0.1494,0.0437,0.0038,0.0
8,Zagreb FIR,0.0281,0.0772,0.0718,0.0228,0.0047,0.0
9,Global,0.0105,0.0161,0.022,0.0211,0.0245,0.0267
9,Europe,0.0268,0.0567,0.0522,0.0193,0.0059,0.0
9,European Airspace,0.0204,0.0541,0.0664,0.0428,0.0204,0.0017
9,Africa Middle East,0.0004,0.0016,0.0025,0.0099,0.0287,0.0377
9,East Asia,0.0054,0.0052,0.0049,0.0018,0.0028,0.0012
9,Southeast Asia,0.0,0.0,0.0,0.0062,0.0487,0.0946
9,India,0.0001,0.0012,0.0025,0.0027,0.0142,0.0176
9,China,0.0071,0.0113,0.0117,0.003,0.0017,0.0003
9,Latin America,0.0021,0.0088,0.0129,0.019,0.038,0.0492
9,USA,0.0087,0.0231,0.0326,0.0297,0.0087,0.0005
9,North Atlantic,0.0137,0.0358,0.0622,0.0489,0.0182,0.0003
9,North Pacific,0.0129,0.0331,0.0527,0.0241,0.0026,0.0
9,Amsterdam FIR,0.0505,0.0687,0.0508,0.0323,0.0229,0.0
9,Athinai FIR,0.003,0.0194,0.0379,0.016,0.0008,0.0
9,Barcelona FIR,0.0134,0.0217,0.0077,0.0,0.0,0.0
9,Beograd FIR,0.0297,0.1053,0.1235,0.0548,0.0068,0.0
9,Bordeaux FIR,0.0171,0.0092,0.0012,0.0,0.0002,0.0
9,Bratislava  FIR,0.0691,0.1864,0.1901,0.0747,0.0136,0.0
9,Bremen FIR,0.0824,0.1531,0.1029,0.0382,0.0064,0.0
9,Brest FIR,0.0077,0.0102,0.0119,0.01,0.0107,0.0
9,Brindisi FIR,0.0202,0.0801,0.062,0.0068,0.0,0.0
9,Brussels FIR,0.0413,0.0459,0.022,0.0049,0.0146,0.0
9,Bucarest FIR,0.0469,0.1841,0.2046,0.1136,0.0271,0.0
9,Budapest FIR,0.0597,0.1836,0.1765,0.0568,0.0064,0.0
9,Canarias FIR,0.0001,0.0013,0.0062,0.0012,0.0,0.0
9,Chisinau FIR,0.0467,0.1915,0.1999,0.1417,0.0618,0.0
9,Copenhagen FIR,0.0668,0.1211,0.0793,0.0365,0.0156,0.0
9,Helsinki FIR,0.0348,0.1429,0.202,0.1849,0.0974,0.0002
9,Langen FIR,0.068,0.0999,0.0528,0.007,0.0035,0.0
9,Lisboa FIR,0.003,0.0119,0.0172,0.0064,0.0021,0.0
9,Ljubljana FIR,0.0332,0.1384,0.1322,0.0171,0.0,0.0
9,London FIR,0.019,0.0377,0.0528,0.037,0.0091,0.0
9,Madrid FIR,0.0072,0.0138,0.0122,0.0046,0.002,0.0
9,Malta FIR,0.0005,0.0119,0.0379,0.0299,0.0,0.0
9,Marseille FIR,0.032,0.0478,0.0223,0.0,0.0,0.0
9,Milano FIR,0.0397,0.0861,0.0669,0.0048,0.0,0.0
9,Munchen FIR,0.0603,0.1397,0.1157,0.0267,0.0007,0.0
9,Paris FIR,0.0308,0.029,0.0066,0.0016,0.0049,0.0
9,Polaris FIR,0.0683,0.1197,0.1084,0.0385,0.006,0.0
9,Praha FIR,0.067,0.1632,0.1578,0.0523,0.0077,0.0
9,Reims FIR,0.0447,0.0419,0.0135,0.0,0.0001,0.0
9,Reykjavik FIR,0.0316,0.0213,0.0125,0.0049,0.0016,0.0
9,Riga FIR,0.0338,0.1127,0.1552,0.1014,0.0208,0.0
9,Roma FIR,0.0201,0.0455,0.0309,0.0035,0.0,0.0
9,Santa Maria FIR,0.0005,0.018,0.0441,0.0371,0.0133,0.0002
9,Sarajevo FIR,0.0693,0.1291,0.1125,0.0243,0.0,0.0
9,Scottish FIR,0.0238,0.0344,0.0436,0.015,0.0023,0.0001
9,Shannon FIR,0.0007,0.0204,0.0675,0.0586,0.0129,0.0
9,Skopje FIR,0.0098,0.0599,0.1063,0.0681,0.0079,0.0
9,Sofia FIR,0.0241,0.1034,0.1546,0.096,0.0124,0.0
9,Sweden FIR,0.0536,0.1438,0.19,0.1013,0.0368,0.0001
9,Switzerland FIR,0.052,0.0749,0.0477,0.0034,0.0,0.0
9,Tallinn FIR,0.039,0.0864,0.12,0.0644,0.021,0.0
9,Tirana FIR,0.0119,0.0768,0.1093,0.046,0.0008,0.0
9,Vilnius FIR,0.0366,0.1403,0.168,0.1129,0.0308,0.0
9,Warszawa FIR,0.0411,0.1532,0.1634,0.06,0.0199,0.0
9,Wien FIR,0.0525,0.1279,0.1194,0.0376,0.0015,0.0
9,Zagreb FIR,0.0503,0.1369,0.1146,0.0149,0.0,0.0
10,Global,0.0118,0.0156,0.0189,0.0178,0.0242,0.0278
10,Europe,0.0319,0.0558,0.0467,0.0094,0.0002,0.0
10,European Airspace,0.032,0.0513,0.0465,0.0151,0.0041,0.0008
10,Africa Middle East,0.0009,0.0032,0.0039,0.0103,0.0336,0.0425
10,East Asia,0.0037,0.0066,0.0084,0.0021,0.0007,0.001
10,Southeast Asia,0.0,0.0,0.0,0.0099,0.0973,0.1772
10,India,0.0004,0.0009,0.0009,0.0048,0.0213,0.0207
10,China,0.0152,0.0175,0.0132,0.0012,0.0002,0.0001
10,Latin America,0.0015,0.0086,0.0145,0.0191,0.0389,0.0495
10,USA,0.0081,0.0175,0.0299,0.0291,0.0088,0.0002
10,North Atlantic,0.0297,0.0484,0.0592,0.0342,0.0122,0.0002
10,North Pacific,0.0255,0.0354,0.0412,0.0219,0.0074,0.0022
10,Amsterdam FIR,0.0377,0.0762,0.0845,0.0071,0.0,0.0
10,Athinai FIR,0.0216,0.0258,0.0137,0.0042,0.0001,0.0
10,Barcelona FIR,0.0241,0.049,0.0663,0.0257,0.0011,0.0
10,Beograd FIR,0.0519,0.0663,0.0386,0.0081,0.0001,0.0
10,Bordeaux FIR,0.0453,0.0446,0.038,0.0087,0.0,0.0
10,Bratislava  FIR,0.0156,0.0577,0.0578,0.009,0.0,0.0
10,Bremen FIR,0.0108,0.0265,0.0296,0.002,0.0,0.0
10,Brest FIR,0.0507,0.0766,0.0526,0.0081,0.0,0.0
10,Brindisi FIR,0.0255,0.0457,0.0346,0.0135,0.0009,0.0
10,Brussels FIR,0.0179,0.0994,0.0692,0.0021,0.0,0.0
10,Bucarest FIR,0.0872,0.1226,0.0505,0.0034,0.0001,0.0
10,Budapest FIR,0.0542,0.0988,0.0937,0.0327,0.0001,0.0
10,Canarias FIR,0.0,0.0041,0.0101,0.0165,0.0027,0.0
10,Chisinau FIR,0.0216,0.0295,0.0207,0.0,0.0,0.0
10,Copenhagen FIR,0.0098,0.0204,0.0119,0.0002,0.0,0.0
10,Helsinki FIR,0.0515,0.0903,0.1024,0.0492,0.0437,0.008
10,Langen FIR,0.0498,0.0713,0.0548,0.0033,0.0,0.0
10,Lisboa FIR,0.0101,0.0297,0.0279,0.0095,0.0003,0.0
10,Ljubljana FIR,0.1274,0.1529,0.1114,0.021,0.0,0.0
10,London FIR,0.045,0.0647,0.043,0.0015,0.0,0.0
10,Madrid FIR,0.0237,0.0466,0.0371,0.0111,0.0,0.0
10,Malta FIR,0.0054,0.0148,0.0083,0.0002,0.0,0.0
10,Marseille FIR,0.0336,0.0564,0.0496,0.005,0.0,0.0
10,Milano FIR,0.0333,0.0528,0.0481,0.0104,0.0,0.0
10,Munchen FIR,0.046,0.0734,0.0554,0.0059,0.0,0.0
10,Paris FIR,0.0317,0.0677,0.045,0.002,0.0,0.0
10,Polaris FIR,0.0231,0.0446,0.0515,0.0336,0.0236,0.006
10,Praha FIR,0.0134,0.0456,0.0594,0.0133,0.0,0.0
10,Reims FIR,0.0228,0.0725,0.046,0.0003,0.0,0.0
10,Reykjavik FIR,0.1019,0.1198,0.1008,0.0208,0.0,0.0
10,Riga FIR,0.0008,0.0085,0.001,0.0,0.0,0.0
10,Roma FIR,0.0182,0.0561,0.0527,0.0132,0.0002,0.0
10,Santa Maria FIR,0.005,0.0194,0.0311,0.0284,0.0095,0.0001
10,Sarajevo FIR,0.0751,0.0769,0.045,0.0076,0.0,0.0
10,Scottish FIR,0.0511,0.0552,0.0462,0.0023,0.0,0.0
10,Shannon FIR,0.0649,0.1128,0.0939,0.01,0.0,0.0
10,Skopje FIR,0.013,0.0451,0.0289,0.0027,0.0015,0.0
10,Sofia FIR,0.1029,0.1128,0.0259,0.0003,0.0,0.0
10,Sweden FIR,0.0272,0.0568,0.0498,0.0357,0.026,0.0012
10,Switzerland FIR,0.03,0.0789,0.0728,0.0028,0.0,0.0
10,Tallinn FIR,0.0066,0.0243,0.008,0.0,0.0,0.0
10,Tirana FIR,0.0205,0.0285,0.0308,0.0116,0.0017,0.0
10,Vilnius FIR,0.0,0.0,0.0,0.0,0.0,0.0
10,Warszawa FIR,0.0053,0.0138,0.0091,0.0008,0.0,0.0
10,Wien FIR,0.0718,0.1304,0.0946,0.0147,0.0,0.0
10,Zagreb FIR,0.0745,0.0907,0.0746,0.0161,0.0,0.0
11,Global,0.0141,0.0183,0.0207,0.0156,0.0195,0.0245
11,Europe,0.0216,0.0656,0.0881,0.0528,0.0227,0.0012
11,European Airspace,0.0315,0.0574,0.0675,0.0363,0.0128,0.0006
11,Africa Middle East,0.0004,0.0024,0.0057,0.0148,0.028,0.0263
11,East Asia,0.0039,0.0056,0.0038,0.0002,0.0007,0.0028
11,Southeast Asia,0.0,0.0,0.0,0.0157,0.0924,0.1552
11,India,0.0,0.0016,0.0025,0.0007,0.0035,0.0053
11,China,0.0115,0.0168,0.0151,0.0032,0.0,0.0001
11,Latin America,0.0036,0.004,0.0033,0.0035,0.0263,0.0412
11,USA,0.0075,0.0241,0.0308,0.0162,0.0026,0.0001
11,North Atlantic,0.0519,0.0687,0.0613,0.0258,0.0083,0.0001
11,North Pacific,0.0228,0.0248,0.0357,0.0243,0.0028,0.0
11,Amsterdam FIR,0.0242,0.0757,0.1154,0.0823,0.071,0.0049
11,Athinai FIR,0.018,0.0322,0.0376,0.0077,0.0,0.0
11,Barcelona FIR,0.0022,0.0275,0.0286,0.0063,0.0004,0.0
11,Beograd FIR,0.0753,0.0888,0.0717,0.0078,0.0,0.0
11,Bordeaux FIR,0.0065,0.0726,0.0994,0.0325,0.0135,0.0008
11,Bratislava  FIR,0.0575,0.1413,0.1313,0.0234,0.0,0.0
11,Bremen FIR,0.0223,0.1202,0.1407,0.0783,0.0396,0.0011
11,Brest FIR,0.0083,0.0883,0.1652,0.0967,0.0451,0.0027
11,Brindisi FIR,0.0199,0.032,0.0125,0.0039,0.0,0.0
11,Brussels FIR,0.0302,0.0725,0.1136,0.0416,0.0338,0.0038
11,Bucarest FIR,0.1322,0.1291,0.0893,0.0241,0.0006,0.0
11,Budapest FIR,0.0565,0.1172,0.1124,0.0153,0.0,0.0
11,Canarias FIR,0.0,0.0014,0.0183,0.0252,0.0023,0.0
11,Chisinau FIR,0.1186,0.1021,0.0458,0.0035,0.0027,0.0
11,Copenhagen FIR,0.0322,0.081,0.1339,0.122,0.0731,0.0069
11,Helsinki FIR,0.0725,0.1424,0.1809,0.1093,0.0371,0.0001
11,Langen FIR,0.0438,0.1073,0.0828,0.0472,0.0146,0.0001
11,Lisboa FIR,0.0,0.0289,0.0876,0.062,0.0118,0.0001
11,Ljubljana FIR,0.0494,0.0793,0.0291,0.0004,0.0,0.0
11,London FIR,0.0447,0.1057,0.1703,0.1114,0.0568,0.006
11,Madrid FIR,0.0,0.0315,0.0755,0.0498,0.018,0.0001
11,Malta FIR,0.0018,0.0025,0.0122,0.0044,0.0,0.0
11,Marseille FIR,0.0082,0.0563,0.0486,0.0104,0.0018,0.0
11,Milano FIR,0.0375,0.0711,0.0386,0.0036,0.0003,0.0
11,Munchen FIR,0.0377,0.1177,0.0739,0.0257,0.0033,0.0
11,Paris FIR,0.0169,0.0771,0.1476,0.0608,0.0275,0.0053
11,Polaris FIR,0.0743,0.1242,0.1355,0.0573,0.0145,0.0007
11,Praha FIR,0.0478,0.1169,0.0829,0.0296,0.0016,0.0
11,Reims FIR,0.0257,0.1032,0.1031,0.0442,0.0037,0.0001
11,Reykjavik FIR,0.0755,0.0379,0.0107,0.0005,0.0,0.0
11,Riga FIR,0.0568,0.1331,0.1575,0.1334,0.0764,0.0036
11,Roma FIR,0.0069,0.0103,0.014,0.0056,0.0,0.0
11,Santa Maria FIR,0.0021,0.019,0.0479,0.0287,0.0053,0.0
11,Sarajevo FIR,0.0506,0.057,0.0496,0.0014,0.0,0.0
11,Scottish FIR,0.0557,0.1184,0.1178,0.0614,0.0197,0.0001
11,Shannon FIR,0.0389,0.1006,0.163,0.1231,0.0553,0.0002
11,Skopje FIR,0.0809,0.0541,0.0554,0.0004,0.0,0.0
11,Sofia FIR,0.1393,0.0941,0.0408,0.0047,0.0003,0.0
11,Sweden FIR,0.0503,0.1078,0.1356,0.1012,0.0461,0.003
11,Switzerland FIR,0.0312,0.0894,0.0723,0.0157,0.0017,0.0
11,Tallinn FIR,0.067,0.1096,0.1762,0.1709,0.1288,0.0051
11,Tirana FIR,0.0608,0.067,0.0329,0.0004,0.0,0.0
11,Vilnius FIR,0.0799,0.1301,0.1513,0.1119,0.0442,0.0004
11,Warszawa FIR,0.0466,0.1413,0.1461,0.064,0.0137,0.0002
11,Wien FIR,0.0419,0.0872,0.0515,0.0077,0.0,0.0
11,Zagreb FIR,0.0481,0.0601,0.0293,0.001,0.0,0.0
12,Global,0.0125,0.0164,0.0199,0.0192,0.0245,0.0252
12,Europe,0.0157,0.0582,0.0728,0.0442,0.0238,0.0022
12,European Airspace,0.0231,0.0385,0.0411,0.0234,0.0118,0.0007
12,Africa Middle East,0.0006,0.0021,0.0041,0.0179,0.0443,0.052
12,East Asia,0.0054,0.0059,0.009,0.0092,0.0082,0.0058
12,Southeast Asia,0.0,0.0,0.0,0.0101,0.0234,0.0174
12,India,0.0,0.0013,0.0048,0.0068,0.0034,0.0005
12,China,0.0112,0.0187,0.0247,0.0152,0.005,0.0017
12,Latin America,0.0044,0.0072,0.0092,0.012,0.0429,0.0639
12,USA,0.0059,0.0148,0.0174,0.0134,0.0037,0.0001
12,North Atlantic,0.0258,0.0299,0.0485,0.0417,0.0248,0.0031
12,North Pacific,0.0331,0.0426,0.0401,0.015,0.0028,0.0001
12,Amsterdam FIR,0.0326,0.1225,0.1387,0.074,0.0441,0.014
12,Athinai FIR,0.0125,0.0123,0.0099,0.0018,0.0,0.0
12,Barcelona FIR,0.0009,0.0454,0.0901,0.0755,0.0347,0.0
12,Beograd FIR,0.0201,0.0472,0.0324,0.0072,0.0058,0.0
12,Bordeaux FIR,0.0138,0.0559,0.0855,0.0868,0.0478,0.0
12,Bratislava  FIR,0.0286,0.0651,0.0686,0.0245,0.0119,0.0
12,Bremen FIR,0.0248,0.1,0.117,0.0587,0.0348,0.0038
12,Brest FIR,0.0086,0.0746,0.0977,0.0777,0.0559,0.0053
12,Brindisi FIR,0.0084,0.017,0.0084,0.0001,0.0008,0.0
12,Brussels FIR,0.03,0.1047,0.1126,0.1007,0.0748,0.0208
12,Bucarest FIR,0.0092,0.0102,0.0158,0.0139,0.0013,0.0
12,Budapest FIR,0.0299,0.0536,0.0323,0.0083,0.005,0.0
12,Canarias FIR,0.0,0.0,0.0019,0.0049,0.003,0.0
12,Chisinau FIR,0.0004,0.0001,0.0046,0.002,0.0,0.0
12,Copenhagen FIR,0.0483,0.0972,0.1078,0.0421,0.0189,0.0004
12,Helsinki FIR,0.0415,0.0467,0.0404,0.008,0.0004,0.0
12,Langen FIR,0.0247,0.0874,0.0939,0.0624,0.0467,0.0084
12,Lisboa FIR,0.0016,0.0178,0.0156,0.0101,0.0114,0.0
12,Ljubljana FIR,0.0345,0.0497,0.031,0.0015,0.0055,0.0
12,London FIR,0.0189,0.0904,0.13,0.0754,0.028,0.0113
12,Madrid FIR,0.0035,0.0607,0.0813,0.0482,0.0277,0.0
12,Malta FIR,0.0047,0.0067,0.0057,0.0019,0.0,0.0
12,Marseille FIR,0.0038,0.0415,0.0928,0.0728,0.0391,0.0003
12,Milano FIR,0.013,0.0688,0.0824,0.0458,0.0327,0.0025
12,Munchen FIR,0.0228,0.0699,0.0662,0.0317,0.0232,0.0069
12,Paris FIR,0.0162,0.0761,0.0914,0.1052,0.0865,0.0143
12,Polaris FIR,0.0698,0.0653,0.0637,0.0112,0.0,0.0
12,Praha FIR,0.0209,0.052,0.0557,0.0223,0.0131,0.0028
12,Reims FIR,0.0085,0.0587,0.1039,0.0884,0.0847,0.0015
12,Reykjavik FIR,0.0562,0.0413,0.0116,0.0001,0.0,0.0
12,Riga FIR,0.0198,0.022,0.0323,0.0191,0.0127,0.0
12,Roma FIR,0.0042,0.0156,0.0086,0.0019,0.0015,0.0
12,Santa Maria FIR,0.0002,0.0169,0.0413,0.0453,0.0286,0.0003
12,Sarajevo FIR,0.0311,0.0699,0.0485,0.0033,0.0007,0.0
12,Scottish FIR,0.0354,0.0744,0.0689,0.0236,0.0004,0.0
12,Shannon FIR,0.0106,0.0633,0.0801,0.0419,0.0126,0.0015
12,Skopje FIR,0.0101,0.03,0.0225,0.0001,0.0015,0.0
12,Sofia FIR,0.0168,0.0284,0.0101,0.0039,0.0007,0.0
12,Sweden FIR,0.0504,0.0618,0.0534,0.0129,0.0084,0.0
12,Switzerland FIR,0.0103,0.0719,0.0943,0.0679,0.0599,0.0006
12,Tallinn FIR,0.0189,0.0251,0.0131,0.0126,0.0047,0.0
12,Tirana FIR,0.0111,0.0271,0.0155,0.0007,0.0,0.0
12,Vilnius FIR,0.0223,0.0172,0.064,0.0367,0.0287,0.0
12,Warszawa FIR,0.0249,0.0558,0.0777,0.0395,0.0333,0.0006
12,Wien FIR,0.0268,0.0642,0.046,0.0184,0.0145,0.002
12,Zagreb FIR,0.0201,0.0411,0.0301,0.0022,0.0042,0.0
13,Global,0.0108,0.0159,0.0214,0.0216,0.0275,0.0287
13,Europe,0.0261,0.0558,0.0469,0.0089,0.0026,0.0001
13,European Airspace,0.0167,0.031,0.0286,0.0092,0.0022,0.0002
13,Africa Middle East,0.0002,0.0017,0.003,0.0129,0.0389,0.0522
13,East Asia,0.0025,0.0056,0.0116,0.0288,0.0248,0.014
13,Southeast Asia,0.0,0.0,0.0,0.0188,0.066,0.087
13,India,0.0,0.0005,0.0058,0.0087,0.002,0.0035
13,China,0.0063,0.0149,0.0253,0.026,0.011,0.0042
13,Latin America,0.0019,0.0058,0.0145,0.022,0.0461,0.0556
13,USA,0.0092,0.0173,0.0225,0.0109,0.0038,0.0007
13,North Atlantic,0.0139,0.0152,0.0393,0.0363,0.0193,0.0073
13,North Pacific,0.0323,0.0408,0.0504,0.0379,0.0184,0.0004
13,Amsterdam FIR,0.0729,0.1134,0.0814,0.0183,0.0,0.0
13,Athinai FIR,0.0004,0.0088,0.025,0.0248,0.0027,0.0
13,Barcelona FIR,0.0127,0.0391,0.0419,0.0083,0.0042,0.0
13,Beograd FIR,0.0005,0.0722,0.1559,0.0571,0.0002,0.0
13,Bordeaux FIR,0.0337,0.0504,0.0458,0.0055,0.0,0.0
13,Bratislava  FIR,0.006,0.0622,0.054,0.0176,0.0,0.0
13,Bremen FIR,0.0573,0.1366,0.0994,0.0135,0.0,0.0
13,Brest FIR,0.0362,0.0455,0.0165,0.0003,0.0,0.0
13,Brindisi FIR,0.0002,0.0346,0.0472,0.0214,0.0018,0.0
13,Brussels FIR,0.0779,0.1117,0.0749,0.0219,0.0,0.0
13,Bucarest FIR,0.0019,0.0738,0.0991,0.0254,0.0002,0.0
13,Budapest FIR,0.0026,0.1017,0.1179,0.0173,0.0,0.0
13,Canarias FIR,0.0,0.0,0.0012,0.007,0.0145,0.0101
13,Chisinau FIR,0.0129,0.0507,0.0635,0.0181,0.0,0.0
13,Copenhagen FIR,0.0586,0.1257,0.0809,0.0064,0.0,0.0
13,Helsinki FIR,0.0258,0.0998,0.095,0.0147,0.0,0.0
13,Langen FIR,0.0351,0.1089,0.0876,0.0107,0.0,0.0
13,Lisboa FIR,0.0117,0.0234,0.0243,0.0057,0.0033,0.0
