week,region,FL270-290,FL300-320,FL330-350,FL360-380,FL390-410,FL420-440
13,Ljubljana FIR,0.0026,0.1167,0.0982,0.0183,0.0,0.0
13,London FIR,0.0611,0.0698,0.0212,0.001,0.0,0.0
13,Madrid FIR,0.0159,0.042,0.0294,0.0016,0.0001,0.0
13,Malta FIR,0.0,0.0035,0.0039,0.0003,0.0052,0.0008
13,Marseille FIR,0.0182,0.0553,0.0638,0.0132,0.0025,0.0
13,Milano FIR,0.0045,0.0738,0.0961,0.0092,0.0,0.0
13,Munchen FIR,0.0263,0.1053,0.0863,0.0129,0.0,0.0
13,Paris FIR,0.0463,0.0761,0.0714,0.0102,0.0,0.0
13,Polaris FIR,0.0348,0.0401,0.0193,0.0,0.0,0.0
13,Praha FIR,0.0144,0.0749,0.0747,0.0217,0.0,0.0
13,Reims FIR,0.0376,0.0846,0.0723,0.0064,0.0,0.0
13,Reykjavik FIR,0.0431,0.024,0.0081,0.0,0.0,0.0
13,Riga FIR,0.0394,0.09,0.0837,0.0243,0.0,0.0
13,Roma FIR,0.0011,0.0386,0.0488,0.0188,0.0078,0.0003
13,Santa Maria FIR,0.0009,0.0051,0.017,0.0224,0.016,0.0076
13,Sarajevo FIR,0.0011,0.0647,0.1457,0.0369,0.0007,0.0
13,Scottish FIR,0.0587,0.0227,0.0021,0.0,0.0,0.0
13,Shannon FIR,0.0197,0.0053,0.0,0.0,0.0,0.0
13,Skopje FIR,0.0003,0.0373,0.1243,0.0856,0.0012,0.0
13,Sofia FIR,0.0014,0.0751,0.0898,0.0401,0.0012,0.0
13,Sweden FIR,0.0376,0.0947,0.066,0.0025,0.0,0.0
13,Switzerland FIR,0.0121,0.0726,0.0742,0.0069,0.0,0.0
13,Tallinn FIR,0.0267,0.0606,0.0853,0.0188,0.0,0.0
13,Tirana FIR,0.0001,0.0258,0.0856,0.0463,0.0004,0.0
13,Vilnius FIR,0.0407,0.0936,0.0901,0.0238,0.0,0.0
13,Warszawa FIR,0.0273,0.0952,0.0788,0.0179,0.0,0.0
13,Wien FIR,0.0081,0.0888,0.0796,0.0158,0.0,0.0
13,Zagreb FIR,0.0023,0.0761,0.1185,0.0242,0.0,0.0
14,Global,0.0104,0.0138,0.0199,0.0218,0.0286,0.0287
14,Europe,0.0188,0.0377,0.0523,0.0365,0.0274,0.0053
14,European Airspace,0.0161,0.0274,0.0312,0.0216,0.0126,0.0019
14,Africa Middle East,0.0001,0.0012,0.0041,0.0175,0.04,0.0423
14,East Asia,0.0012,0.0044,0.0147,0.0262,0.0102,0.0032
14,Southeast Asia,0.0,0.0,0.0,0.0082,0.0541,0.0721
14,India,0.0,0.0007,0.0031,0.005,0.0096,0.0196
14,China,0.0074,0.0159,0.0206,0.015,0.0043,0.0007
14,Latin America,0.0032,0.0069,0.012,0.0137,0.0333,0.0433
14,USA,0.0023,0.0082,0.0122,0.0165,0.0058,0.0003
14,North Atlantic,0.0212,0.0259,0.0215,0.0075,0.0021,0.0
14,North Pacific,0.0149,0.0223,0.0406,0.0485,0.0361,0.0124
14,Amsterdam FIR,0.0381,0.0691,0.0731,0.0469,0.0249,0.0002
14,Athinai FIR,0.0,0.012,0.0254,0.0295,0.0202,0.0082
14,Barcelona FIR,0.0003,0.0157,0.059,0.0456,0.0287,0.0144
14,Beograd FIR,0.0025,0.0203,0.0338,0.0223,0.0139,0.0013
14,Bordeaux FIR,0.0055,0.0475,0.0846,0.07,0.0615,0.0089
14,Bratislava  FIR,0.0162,0.0642,0.0502,0.0492,0.0447,0.0046
14,Bremen FIR,0.0329,0.0535,0.0816,0.0704,0.0634,0.002
14,Brest FIR,0.0079,0.0659,0.0994,0.0563,0.0439,0.0008
14,Brindisi FIR,0.0,0.0072,0.0146,0.007,0.0059,0.0012
14,Brussels FIR,0.0232,0.0644,0.0693,0.0332,0.0233,0.0001
14,Bucarest FIR,0.0037,0.0366,0.0443,0.0285,0.0234,0.0045
14,Budapest FIR,0.0074,0.0608,0.0496,0.0461,0.029,0.0002
14,Canarias FIR,0.0,0.0,0.0048,0.0124,0.0082,0.0012
14,Chisinau FIR,0.0118,0.0331,0.0421,0.0361,0.0285,0.0023
14,Copenhagen FIR,0.0481,0.0594,0.0632,0.0455,0.0244,0.0003
14,Helsinki FIR,0.0376,0.0357,0.0169,0.0009,0.0,0.0
14,Langen FIR,0.0096,0.0365,0.0652,0.0455,0.044,0.0094
14,Lisboa FIR,0.0011,0.0202,0.0554,0.063,0.038,0.0008
14,Ljubljana FIR,0.0065,0.0237,0.0262,0.0259,0.0302,0.0157
14,London FIR,0.0375,0.0454,0.0525,0.015,0.0103,0.0
14,Madrid FIR,0.0015,0.0254,0.0572,0.0576,0.0387,0.0036
14,Malta FIR,0.0,0.0045,0.0023,0.0076,0.0016,0.0
14,Marseille FIR,0.0019,0.032,0.0718,0.052,0.0451,0.0186
14,Milano FIR,0.0016,0.0463,0.0692,0.0471,0.0436,0.0206
14,Munchen FIR,0.0077,0.0358,0.0597,0.0468,0.0665,0.0246
14,Paris FIR,0.0146,0.067,0.0817,0.0544,0.0416,0.0006
14,Polaris FIR,0.034,0.0204,0.0092,0.0039,0.0002,0.0
14,Praha FIR,0.0081,0.0468,0.0656,0.0497,0.0706,0.0292
14,Reims FIR,0.0045,0.0529,0.0836,0.0588,0.051,0.009
14,Reykjavik FIR,0.0458,0.0267,0.0032,0.0,0.0,0.0
14,Riga FIR,0.0365,0.1258,0.0887,0.0425,0.0143,0.0
14,Roma FIR,0.0001,0.0106,0.0218,0.0117,0.0061,0.0049
14,Santa Maria FIR,0.0025,0.0104,0.0213,0.0283,0.0245,0.0127
14,Sarajevo FIR,0.0041,0.0185,0.0157,0.0091,0.0095,0.0011
14,Scottish FIR,0.0801,0.0456,0.0213,0.0061,0.0005,0.0
14,Shannon FIR,0.0363,0.0201,0.0295,0.0124,0.001,0.0
14,Skopje FIR,0.0,0.017,0.0412,0.0334,0.0233,0.0079
14,Sofia FIR,0.0038,0.0272,0.0512,0.0235,0.0146,0.0074
14,Sweden FIR,0.0342,0.0538,0.0323,0.0124,0.0046,0.0001
14,Switzerland FIR,0.0032,0.0646,0.087,0.0648,0.0739,0.0137
14,Tallinn FIR,0.0508,0.1018,0.0616,0.0158,0.0049,0.0
14,Tirana FIR,0.0002,0.0184,0.034,0.0082,0.0055,0.0022
14,Vilnius FIR,0.0385,0.1193,0.1055,0.0521,0.0276,0.0011
14,Warszawa FIR,0.0234,0.0702,0.0967,0.073,0.0605,0.0092
14,Wien FIR,0.0086,0.0415,0.0426,0.0377,0.0426,0.0266
14,Zagreb FIR,0.004,0.0165,0.0127,0.0124,0.0112,0.0037
15,Global,0.0092,0.0143,0.021,0.0208,0.0276,0.029
15,Europe,0.0034,0.0358,0.0747,0.0425,0.0109,0.0011
15,European Airspace,0.0125,0.0259,0.0423,0.0284,0.0092,0.001
15,Africa Middle East,0.0001,0.0009,0.0038,0.0133,0.0322,0.0361
15,East Asia,0.0035,0.0116,0.0198,0.0154,0.004,0.0003
15,Southeast Asia,0.0,0.0,0.0,0.009,0.0625,0.0896
15,India,0.0,0.001,0.0044,0.0054,0.0154,0.0256
15,China,0.0089,0.0221,0.0256,0.0113,0.0023,0.0
15,Latin America,0.0032,0.0068,0.0118,0.0137,0.0425,0.063
15,USA,0.0024,0.0099,0.0158,0.0153,0.0084,0.0027
15,North Atlantic,0.0174,0.0199,0.0375,0.0252,0.0049,0.0001
15,North Pacific,0.0113,0.0265,0.0452,0.0438,0.0295,0.0074
15,Amsterdam FIR,0.0066,0.0755,0.1345,0.0356,0.0033,0.0
15,Athinai FIR,0.0003,0.008,0.0191,0.0066,0.0002,0.0
15,Barcelona FIR,0.0,0.0089,0.0158,0.0076,0.0001,0.0
15,Beograd FIR,0.0,0.0291,0.096,0.0885,0.0401,0.0022
15,Bordeaux FIR,0.0,0.0309,0.0647,0.03,0.0059,0.0
15,Bratislava  FIR,0.0,0.1092,0.2756,0.2488,0.0835,0.0027
15,Bremen FIR,0.0063,0.0765,0.126,0.0492,0.0016,0.0
15,Brest FIR,0.0003,0.0346,0.0869,0.0701,0.0066,0.0
15,Brindisi FIR,0.0,0.0316,0.0823,0.0462,0.0416,0.0027
15,Brussels FIR,0.0002,0.0471,0.1234,0.0418,0.0061,0.0
15,Bucarest FIR,0.0,0.0349,0.0655,0.0395,0.0124,0.0004
15,Budapest FIR,0.0,0.1037,0.2307,0.2006,0.0957,0.0096
15,Canarias FIR,0.0,0.0,0.0001,0.0009,0.0002,0.0
15,Chisinau FIR,0.0,0.044,0.0904,0.0336,0.0043,0.0001
15,Copenhagen FIR,0.0091,0.0759,0.0797,0.0097,0.0,0.0
15,Helsinki FIR,0.0392,0.0408,0.0271,0.0018,0.0,0.0
15,Langen FIR,0.0008,0.0446,0.0937,0.0477,0.0026,0.0
15,Lisboa FIR,0.0,0.0014,0.044,0.0531,0.0068,0.0
15,Ljubljana FIR,0.0,0.0726,0.1686,0.0883,0.0375,0.008
15,London FIR,0.0089,0.0727,0.14,0.0701,0.0029,0.0
15,Madrid FIR,0.0,0.0048,0.0257,0.0143,0.0063,0.0
15,Malta FIR,0.0008,0.0165,0.0332,0.0182,0.0012,0.0
15,Marseille FIR,0.0,0.0094,0.0354,0.0303,0.0055,0.0001
15,Milano FIR,0.0001,0.0224,0.0539,0.0255,0.0123,0.0015
15,Munchen FIR,0.0,0.0419,0.0834,0.0435,0.0043,0.0
15,Paris FIR,0.001,0.053,0.1207,0.0802,0.009,0.0
15,Polaris FIR,0.0413,0.0371,0.0085,0.0001,0.0,0.0
15,Praha FIR,0.0,0.058,0.1308,0.0592,0.0044,0.0
15,Reims FIR,0.0002,0.0286,0.0831,0.0605,0.0099,0.0
15,Reykjavik FIR,0.0728,0.0388,0.0,0.0,0.0,0.0
15,Riga FIR,0.0042,0.0568,0.0971,0.0295,0.0,0.0
15,Roma FIR,0.001,0.0227,0.067,0.0494,0.0269,0.0073
15,Santa Maria FIR,0.0002,0.0027,0.0357,0.0495,0.0191,0.0007
15,Sarajevo FIR,0.0,0.0508,0.147,0.14,0.0977,0.011
15,Scottish FIR,0.0222,0.0341,0.0331,0.0039,0.0001,0.0
15,Shannon FIR,0.0067,0.0649,0.0676,0.0246,0.0014,0.0
15,Skopje FIR,0.0,0.0026,0.0196,0.0242,0.0004,0.0
15,Sofia FIR,0.0,0.0044,0.0115,0.0039,0.0004,0.0
15,Sweden FIR,0.0281,0.0416,0.0401,0.0067,0.0,0.0
15,Switzerland FIR,0.0001,0.0262,0.0968,0.0721,0.0061,0.0
15,Tallinn FIR,0.0133,0.0648,0.0857,0.0191,0.0,0.0
15,Tirana FIR,0.0,0.0372,0.0962,0.0974,0.0233,0.0
15,Vilnius FIR,0.0031,0.0779,0.1339,0.0641,0.0,0.0
15,Warszawa FIR,0.0009,0.103,0.1984,0.1271,0.0223,0.0001
15,Wien FIR,0.0,0.0586,0.1367,0.0635,0.0149,0.0037
15,Zagreb FIR,0.0,0.0585,0.1448,0.1062,0.0821,0.0109
16,Global,0.0092,0.017,0.0232,0.0206,0.0252,0.027
16,Europe,0.0077,0.0116,0.0118,0.0034,0.0005,0.0
16,European Airspace,0.0118,0.0268,0.038,0.0256,0.0059,0.0004
16,Africa Middle East,0.0,0.0011,0.0035,0.0143,0.0332,0.0364
16,East Asia,0.0014,0.0055,0.0114,0.0216,0.0207,0.0194
16,Southeast Asia,0.0,0.0,0.0,0.005,0.0534,0.0854
16,India,0.0,0.0001,0.0025,0.009,0.0203,0.0314
16,China,0.004,0.011,0.0197,0.0229,0.0138,0.0054
16,Latin America,0.002,0.0039,0.0081,0.0168,0.0536,0.0731
16,USA,0.0004,0.0068,0.0198,0.0167,0.0042,0.0003
16,North Atlantic,0.0078,0.0623,0.0938,0.0566,0.0098,0.0
16,North Pacific,0.0071,0.0346,0.0602,0.0389,0.0149,0.0032
16,Amsterdam FIR,0.0082,0.007,0.001,0.0,0.0,0.0
16,Athinai FIR,0.0003,0.0048,0.009,0.001,0.0,0.0
16,Barcelona FIR,0.0,0.0068,0.0037,0.0,0.0,0.0
16,Beograd FIR,0.0033,0.014,0.0257,0.0017,0.0,0.0
16,Bordeaux FIR,0.0003,0.006,0.0103,0.003,0.0,0.0
16,Bratislava  FIR,0.0215,0.0191,0.0059,0.0006,0.0,0.0
16,Bremen FIR,0.0446,0.0056,0.0,0.0,0.0,0.0
16,Brest FIR,0.0012,0.0052,0.0093,0.0034,0.0,0.0
16,Brindisi FIR,0.0008,0.0113,0.009,0.0,0.0,0.0
16,Brussels FIR,0.0041,0.0075,0.0005,0.0,0.0,0.0
16,Bucarest FIR,0.0138,0.0477,0.0486,0.0082,0.0,0.0
16,Budapest FIR,0.0134,0.024,0.0202,0.0013,0.0,0.0
16,Canarias FIR,0.0,0.0002,0.0221,0.0844,0.0458,0.0059
16,Chisinau FIR,0.0069,0.0798,0.0623,0.0073,0.0,0.0
16,Copenhagen FIR,0.0378,0.0035,0.0,0.0,0.0,0.0
16,Helsinki FIR,0.0933,0.0242,0.0,0.0,0.0,0.0
16,Langen FIR,0.0077,0.0038,0.002,0.0,0.0,0.0
16,Lisboa FIR,0.0001,0.0164,0.0439,0.0255,0.0031,0.0
16,Ljubljana FIR,0.006,0.0115,0.0153,0.0003,0.0,0.0
16,London FIR,0.0039,0.0139,0.0182,0.0026,0.0,0.0
16,Madrid FIR,0.0001,0.0119,0.0123,0.002,0.0,0.0
16,Malta FIR,0.0001,0.0089,0.0136,0.001,0.0,0.0
16,Marseille FIR,0.0,0.0033,0.0056,0.0013,0.0,0.0
16,Milano FIR,0.0051,0.0031,0.0038,0.0003,0.0,0.0
16,Munchen FIR,0.0142,0.0036,0.0041,0.0004,0.0,0.0
16,Paris FIR,0.0014,0.0022,0.0029,0.0,0.0,0.0
16,Polaris FIR,0.035,0.0106,0.0001,0.0,0.0,0.0
16,Praha FIR,0.0328,0.0102,0.0058,0.0001,0.0,0.0
16,Reims FIR,0.0008,0.0041,0.0052,0.0002,0.0,0.0
16,Reykjavik FIR,0.0348,0.0528,0.0634,0.0124,0.0001,0.0
16,Riga FIR,0.0172,0.0083,0.0,0.0,0.0,0.0
16,Roma FIR,0.0003,0.0109,0.0065,0.0002,0.0,0.0
16,Santa Maria FIR,0.0015,0.0179,0.0441,0.0452,0.0282,0.0152
16,Sarajevo FIR,0.0026,0.0078,0.0113,0.0004,0.0,0.0
16,Scottish FIR,0.0196,0.0397,0.0361,0.0088,0.0012,0.0
16,Shannon FIR,0.0071,0.0312,0.0402,0.0322,0.0127,0.0
16,Skopje FIR,0.0025,0.0106,0.01,0.0002,0.0,0.0
16,Sofia FIR,0.0105,0.0235,0.0295,0.0095,0.0,0.0
16,Sweden FIR,0.0358,0.0044,0.0,0.0,0.0,0.0
16,Switzerland FIR,0.0005,0.0013,0.0039,0.0009,0.0,0.0
16,Tallinn FIR,0.0206,0.0047,0.0,0.0,0.0,0.0
16,Tirana FIR,0.003,0.0078,0.01,0.0001,0.0,0.0
16,Vilnius FIR,0.0124,0.0061,0.0,0.0,0.0,0.0
16,Warszawa FIR,0.0183,0.0086,0.0029,0.0001,0.0,0.0
16,Wien FIR,0.015,0.0073,0.0054,0.0004,0.0,0.0
16,Zagreb FIR,0.0055,0.006,0.005,0.0001,0.0,0.0
17,Global,0.0093,0.0177,0.0254,0.0216,0.0265,0.0274
17,Europe,0.0185,0.0236,0.0192,0.0065,0.0001,0.0
17,European Airspace,0.0103,0.019,0.0293,0.0153,0.0032,0.0
17,Africa Middle East,0.0,0.0017,0.006,0.0102,0.029,0.0439
17,East Asia,0.0007,0.0046,0.0156,0.0285,0.0175,0.0087
17,Southeast Asia,0.0,0.0,0.0,0.0028,0.0514,0.0951
17,India,0.0,0.0003,0.004,0.0041,0.0076,0.0111
17,China,0.0019,0.0085,0.0217,0.0179,0.005,0.0014
17,Latin America,0.0094,0.0135,0.0103,0.0101,0.0356,0.051
17,USA,0.002,0.0141,0.0222,0.0122,0.0062,0.0031
17,North Atlantic,0.0078,0.0391,0.075,0.0622,0.04,0.0032
17,North Pacific,0.0142,0.0302,0.0447,0.038,0.022,0.0022
17,Amsterdam FIR,0.0425,0.0191,0.0024,0.0,0.0,0.0
17,Athinai FIR,0.0003,0.019,0.0451,0.0145,0.0002,0.0
17,Barcelona FIR,0.0068,0.0261,0.0258,0.0033,0.0,0.0
17,Beograd FIR,0.0073,0.0067,0.0036,0.0006,0.0,0.0
17,Bordeaux FIR,0.0183,0.0146,0.0021,0.0,0.0,0.0
17,Bratislava  FIR,0.0136,0.0142,0.0085,0.0069,0.0,0.0
17,Bremen FIR,0.0494,0.0401,0.0196,0.0019,0.0,0.0
17,Brest FIR,0.0267,0.0141,0.0036,0.0009,0.0,0.0
17,Brindisi FIR,0.0044,0.016,0.0112,0.0017,0.0,0.0
17,Brussels FIR,0.0516,0.0247,0.0007,0.0,0.0,0.0
17,Bucarest FIR,0.0037,0.0114,0.0295,0.0047,0.0001,0.0
17,Budapest FIR,0.0123,0.0125,0.0073,0.0084,0.0,0.0
17,Canarias FIR,0.0,0.0,0.0037,0.0047,0.0003,0.0
17,Chisinau FIR,0.0025,0.025,0.0636,0.009,0.0,0.0
17,Copenhagen FIR,0.0396,0.0165,0.0028,0.0,0.0,0.0
17,Helsinki FIR,0.0267,0.0182,0.0028,0.0,0.0,0.0
17,Langen FIR,0.0403,0.0407,0.0171,0.0007,0.0,0.0
17,Lisboa FIR,0.0001,0.0223,0.029,0.0088,0.0004,0.0
17,Ljubljana FIR,0.0015,0.0283,0.0489,0.0182,0.0,0.0
17,London FIR,0.0518,0.0316,0.0313,0.0107,0.0,0.0
17,Madrid FIR,0.0052,0.027,0.0179,0.0011,0.0,0.0
17,Malta FIR,0.0,0.0088,0.0278,0.0155,0.0,0.0
17,Marseille FIR,0.008,0.0273,0.0239,0.0044,0.0,0.0
17,Milano FIR,0.0033,0.0203,0.0309,0.0072,0.0,0.0
17,Munchen FIR,0.0285,0.0438,0.0386,0.0063,0.0,0.0
17,Paris FIR,0.039,0.0241,0.0051,0.0001,0.0,0.0
17,Polaris FIR,0.0238,0.0102,0.002,0.0,0.0,0.0
17,Praha FIR,0.0145,0.0277,0.0384,0.0091,0.0,0.0
17,Reims FIR,0.0184,0.0183,0.0045,0.0,0.0,0.0
17,Reykjavik FIR,0.028,0.0305,0.0197,0.0059,0.0,0.0
17,Riga FIR,0.0283,0.0035,0.0003,0.0,0.0,0.0
17,Roma FIR,0.0013,0.0161,0.0121,0.0016,0.0,0.0
17,Santa Maria FIR,0.0001,0.009,0.0266,0.0224,0.0146,0.0023
17,Sarajevo FIR,0.0107,0.0203,0.0269,0.008,0.0,0.0
17,Scottish FIR,0.0362,0.0402,0.0443,0.0312,0.0004,0.0
17,Shannon FIR,0.0358,0.0229,0.012,0.0178,0.0013,0.0
17,Skopje FIR,0.0002,0.0133,0.0205,0.0008,0.0,0.0
17,Sofia FIR,0.0011,0.0265,0.0432,0.0117,0.0008,0.0
17,Sweden FIR,0.031,0.0116,0.0025,0.0002,0.0,0.0
17,Switzerland FIR,0.0108,0.0415,0.0255,0.0014,0.0,0.0
17,Tallinn FIR,0.0266,0.0029,0.0,0.0,0.0,0.0
17,Tirana FIR,0.0047,0.0108,0.0085,0.0009,0.0,0.0
17,Vilnius FIR,0.0289,0.0024,0.0009,0.0,0.0,0.0
17,Warszawa FIR,0.0182,0.0162,0.0132,0.0036,0.0,0.0
17,Wien FIR,0.0074,0.0209,0.0325,0.015,0.0,0.0
17,Zagreb FIR,0.0097,0.0261,0.0345,0.0091,0.0,0.0
18,Global,0.0082,0.0161,0.0236,0.0195,0.0238,0.0263
18,Europe,0.0117,0.056,0.0555,0.0126,0.0003,0.0
18,European Airspace,0.0081,0.0303,0.0361,0.0105,0.0011,0.0001
18,Africa Middle East,0.0,0.0006,0.0025,0.0049,0.0246,0.0358
18,East Asia,0.0006,0.0032,0.0138,0.0238,0.0129,0.0033
18,Southeast Asia,0.0,0.0,0.0,0.0039,0.0614,0.1024
18,India,0.0,0.0001,0.0012,0.0044,0.0176,0.031
18,China,0.0022,0.0094,0.0255,0.0291,0.0108,0.0009
18,Latin America,0.0092,0.0107,0.0068,0.0076,0.0282,0.036
18,USA,0.0004,0.0038,0.0159,0.0182,0.0074,0.0006
18,North Atlantic,0.0079,0.0485,0.0657,0.0264,0.0053,0.0
18,North Pacific,0.0151,0.0184,0.033,0.0507,0.0415,0.0086
18,Amsterdam FIR,0.007,0.0845,0.0604,0.0075,0.0,0.0
18,Athinai FIR,0.0,0.0,0.0005,0.0,0.0,0.0
18,Barcelona FIR,0.0051,0.0371,0.054,0.0219,0.0011,0.0
18,Beograd FIR,0.0073,0.0287,0.0142,0.0013,0.0,0.0
18,Bordeaux FIR,0.0106,0.0856,0.0734,0.0123,0.0001,0.0
18,Bratislava  FIR,0.0062,0.1043,0.1437,0.0287,0.0,0.0
18,Bremen FIR,0.0141,0.0864,0.1055,0.0164,0.0,0.0
18,Brest FIR,0.016,0.048,0.0287,0.0009,0.0,0.0
18,Brindisi FIR,0.0,0.003,0.0053,0.0,0.0,0.0
18,Brussels FIR,0.0125,0.0988,0.0862,0.0052,0.0,0.0
18,Bucarest FIR,0.0007,0.0783,0.1052,0.0146,0.0,0.0
18,Budapest FIR,0.0041,0.0999,0.1142,0.0199,0.0,0.0
18,Canarias FIR,0.0,0.0,0.0067,0.0099,0.0037,0.0001
18,Chisinau FIR,0.0,0.0831,0.1406,0.0374,0.0,0.0
18,Copenhagen FIR,0.0139,0.047,0.0382,0.0057,0.0,0.0
18,Helsinki FIR,0.0259,0.036,0.0244,0.0011,0.0,0.0
18,Langen FIR,0.0299,0.1191,0.0917,0.0083,0.0,0.0
18,Lisboa FIR,0.0007,0.0143,0.037,0.0345,0.0031,0.0
18,Ljubljana FIR,0.021,0.0536,0.0492,0.0092,0.0,0.0
18,London FIR,0.0348,0.0832,0.047,0.0023,0.0,0.0
18,Madrid FIR,0.0023,0.0313,0.0467,0.0242,0.0008,0.0
18,Malta FIR,0.0,0.0,0.0064,0.0011,0.0,0.0
18,Marseille FIR,0.0057,0.0562,0.0591,0.0234,0.0009,0.0
18,Milano FIR,0.008,0.0603,0.0473,0.0081,0.0,0.0
18,Munchen FIR,0.0175,0.1154,0.1204,0.0111,0.0,0.0
18,Paris FIR,0.0154,0.0823,0.0615,0.0016,0.0,0.0
18,Polaris FIR,0.0198,0.0466,0.0527,0.0073,0.0,0.0
18,Praha FIR,0.0064,0.1149,0.1823,0.0271,0.0,0.0
18,Reims FIR,0.0186,0.0631,0.072,0.0036,0.0,0.0
18,Reykjavik FIR,0.0232,0.057,0.0576,0.0043,0.0,0.0
18,Riga FIR,0.0325,0.1816,0.1833,0.0315,0.0,0.0
18,Roma FIR,0.0005,0.0076,0.0044,0.0007,0.0,0.0
18,Santa Maria FIR,0.0004,0.0103,0.0341,0.0368,0.0154,0.007
18,Sarajevo FIR,0.0178,0.0186,0.0194,0.0023,0.0,0.0
18,Scottish FIR,0.0247,0.0774,0.0652,0.0065,0.0,0.0
18,Shannon FIR,0.0165,0.0607,0.0429,0.0002,0.0,0.0
18,Skopje FIR,0.0004,0.0004,0.0,0.0,0.0,0.0
18,Sofia FIR,0.0024,0.0144,0.0107,0.0,0.0,0.0
18,Sweden FIR,0.0246,0.0796,0.0813,0.0138,0.0,0.0
18,Switzerland FIR,0.0088,0.0602,0.0504,0.0089,0.0,0.0
18,Tallinn FIR,0.0299,0.0958,0.1004,0.008,0.0,0.0
18,Tirana FIR,0.0004,0.0014,0.0003,0.0001,0.0,0.0
18,Vilnius FIR,0.026,0.1626,0.1747,0.0337,0.0,0.0
18,Warszawa FIR,0.0169,0.1512,0.1703,0.054,0.0,0.0
18,Wien FIR,0.008,0.0918,0.1034,0.0092,0.0,0.0
18,Zagreb FIR,0.0099,0.0267,0.0308,0.0039,0.0,0.0
19,Global,0.0088,0.0167,0.0219,0.0177,0.0224,0.024
19,Europe,0.0045,0.0469,0.0738,0.0338,0.0092,0.0002
19,European Airspace,0.0068,0.0343,0.0475,0.0233,0.0125,0.0024
19,Africa Middle East,0.0,0.001,0.0036,0.0068,0.0181,0.0171
19,East Asia,0.0004,0.0027,0.0091,0.029,0.0368,0.0232
19,Southeast Asia,0.0,0.0,0.0,0.0051,0.056,0.0864
19,India,0.0,0.0,0.0004,0.003,0.0113,0.018
19,China,0.0006,0.006,0.0201,0.0284,0.0185,0.0068
19,Latin America,0.0056,0.0077,0.0074,0.0118,0.036,0.0464
19,USA,0.0008,0.0036,0.0112,0.0162,0.0085,0.0014
19,North Atlantic,0.0083,0.0374,0.0597,0.0421,0.0258,0.0043
19,North Pacific,0.0071,0.015,0.0337,0.0505,0.037,0.0116
19,Amsterdam FIR,0.0151,0.0607,0.0963,0.0884,0.0248,0.0
19,Athinai FIR,0.0003,0.0242,0.049,0.0076,0.0,0.0
19,Barcelona FIR,0.0008,0.0199,0.0328,0.0098,0.0005,0.0
19,Beograd FIR,0.0015,0.0727,0.1008,0.0182,0.0,0.0
19,Bordeaux FIR,0.0016,0.0184,0.0189,0.0039,0.0006,0.0
19,Bratislava  FIR,0.0107,0.0951,0.1357,0.0261,0.0,0.0
19,Bremen FIR,0.0197,0.0906,0.1043,0.0361,0.0077,0.0
19,Brest FIR,0.0005,0.0402,0.0787,0.0448,0.0165,0.0
19,Brindisi FIR,0.0007,0.0454,0.0683,0.0168,0.0,0.0
19,Brussels FIR,0.0102,0.0482,0.091,0.0694,0.0283,0.0
19,Bucarest FIR,0.0087,0.0689,0.0596,0.0053,0.0,0.0
19,Budapest FIR,0.0123,0.1197,0.1132,0.0172,0.0,0.0
19,Canarias FIR,0.0,0.0005,0.0132,0.0498,0.0363,0.0084
19,Chisinau FIR,0.0271,0.0884,0.0807,0.0078,0.0,0.0
19,Copenhagen FIR,0.013,0.0414,0.065,0.0534,0.0131,0.0
19,Helsinki FIR,0.0098,0.0346,0.0342,0.0047,0.0,0.0
19,Langen FIR,0.0102,0.0615,0.0667,0.0192,0.0048,0.0
19,Lisboa FIR,0.0,0.0036,0.0396,0.0676,0.0553,0.0044
19,Ljubljana FIR,0.0041,0.0861,0.1048,0.0166,0.0,0.0
19,London FIR,0.0047,0.0586,0.1107,0.0736,0.0273,0.0
19,Madrid FIR,0.0,0.017,0.073,0.0539,0.0168,0.0002
19,Malta FIR,0.0002,0.0134,0.017,0.0003,0.0,0.0
19,Marseille FIR,0.0022,0.032,0.0499,0.009,0.0002,0.0
19,Milano FIR,0.0031,0.0818,0.0948,0.0093,0.0,0.0
19,Munchen FIR,0.0083,0.0978,0.0989,0.0098,0.0005,0.0
19,Paris FIR,0.0014,0.0368,0.0611,0.031,0.0131,0.0
19,Polaris FIR,0.0164,0.0749,0.095,0.0466,0.0018,0.0
19,Praha FIR,0.0071,0.0868,0.1265,0.0207,0.0,0.0
19,Reims FIR,0.0049,0.0611,0.083,0.0229,0.0009,0.0
19,Reykjavik FIR,0.0186,0.0743,0.0658,0.0055,0.0001,0.0
19,Riga FIR,0.0381,0.0802,0.0547,0.0079,0.0,0.0
19,Roma FIR,0.0018,0.0515,0.0502,0.006,0.0,0.0
19,Santa Maria FIR,0.0002,0.0035,0.0251,0.0458,0.0535,0.0199
19,Sarajevo FIR,0.0005,0.0565,0.1014,0.0153,0.0,0.0
19,Scottish FIR,0.0065,0.0777,0.112,0.0452,0.0076,0.0
19,Shannon FIR,0.002,0.051,0.0914,0.045,0.0102,0.0
19,Skopje FIR,0.0013,0.0609,0.0802,0.0159,0.0,0.0
19,Sofia FIR,0.0029,0.0544,0.0678,0.012,0.0,0.0
19,Sweden FIR,0.017,0.0653,0.081,0.0279,0.0006,0.0
