Date,Airport,Big Hits
2019-10-12 00:00:00,Munich Airport,49
2019-10-12 00:00:00,Amsterdam Airport Schiphol,39
2019-10-12 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,41
2019-10-12 00:00:00,Zürich Airport,21
2019-10-12 00:00:00,London Gatwick Airport,46
2019-10-12 00:00:00,Malpensa International Airport,23
2019-10-12 00:00:00,Helsinki Vantaa Airport,45
2019-10-12 00:00:00,Manchester Airport,41
2019-10-12 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,42
2019-10-12 00:00:00,Copenhagen Kastrup Airport,39
2019-10-12 00:00:00,Dublin Airport,47
2019-10-12 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),26
2019-10-12 00:00:00,Brussels Airport,11
2019-10-12 00:00:00,Vienna International Airport,21
2019-10-12 00:00:00,Düsseldorf Airport,17
2019-10-12 00:00:00,Paris-Orly Airport,8
2019-10-11 00:00:00,London Heathrow Airport,167
2019-10-11 00:00:00,Frankfurt am Main Airport,102
2019-10-11 00:00:00,Charles de Gaulle International Airport,79
2019-10-11 00:00:00,Amsterdam Airport Schiphol,75
2019-10-11 00:00:00,Munich Airport,59
2019-10-11 00:00:00,Adolfo Suárez Madrid–Barajas Airport,30
2019-10-11 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,27
2019-10-11 00:00:00,Copenhagen Kastrup Airport,86
2019-10-11 00:00:00,London Gatwick Airport,46
2019-10-11 00:00:00,Helsinki Vantaa Airport,49
2019-10-11 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,41
2019-10-11 00:00:00,Manchester Airport,34
2019-10-11 00:00:00,Brussels Airport,39
2019-10-11 00:00:00,Zürich Airport,20
2019-10-11 00:00:00,Malpensa International Airport,17
2019-10-11 00:00:00,Düsseldorf Airport,29
2019-10-11 00:00:00,Vienna International Airport,33
2019-10-11 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),14
2019-10-11 00:00:00,Dublin Airport,41
2019-10-11 00:00:00,Paris-Orly Airport,11
2019-10-10 00:00:00,London Heathrow Airport,62
2019-10-10 00:00:00,Frankfurt am Main Airport,42
2019-10-10 00:00:00,Adolfo Suárez Madrid–Barajas Airport,30
2019-10-10 00:00:00,Amsterdam Airport Schiphol,26
2019-10-10 00:00:00,Charles de Gaulle International Airport,25
2019-10-10 00:00:00,Munich Airport,19
2019-10-10 00:00:00,Zürich Airport,14
2019-10-10 00:00:00,Helsinki Vantaa Airport,12
2019-10-10 00:00:00,London Gatwick Airport,11
2019-10-10 00:00:00,Malpensa International Airport,9
2019-10-10 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),9
2019-10-10 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,8
2019-10-10 00:00:00,Copenhagen Kastrup Airport,6
2019-10-10 00:00:00,Vienna International Airport,11
2019-10-10 00:00:00,Brussels Airport,7
2019-10-10 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,10
2019-10-10 00:00:00,Düsseldorf Airport,10
2019-10-10 00:00:00,Paris-Orly Airport,2
2019-10-10 00:00:00,Manchester Airport,4
2019-10-10 00:00:00,Dublin Airport,9
2019-10-09 00:00:00,Frankfurt am Main Airport,37
2019-10-09 00:00:00,London Heathrow Airport,25
2019-10-09 00:00:00,Charles de Gaulle International Airport,25
2019-10-09 00:00:00,Amsterdam Airport Schiphol,27
2019-10-09 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-10-09 00:00:00,Munich Airport,13
2019-10-09 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,11
2019-10-09 00:00:00,Malpensa International Airport,6
2019-10-09 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-10-09 00:00:00,Zürich Airport,7
2019-10-09 00:00:00,Vienna International Airport,12
2019-10-09 00:00:00,Copenhagen Kastrup Airport,7
2019-10-09 00:00:00,London Gatwick Airport,5
2019-10-09 00:00:00,Brussels Airport,4
2019-10-09 00:00:00,Helsinki Vantaa Airport,6
2019-10-09 00:00:00,Manchester Airport,2
2019-10-09 00:00:00,Düsseldorf Airport,6
2019-10-09 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),3
2019-10-09 00:00:00,Dublin Airport,1
2019-10-09 00:00:00,Paris-Orly Airport,1
2019-10-08 00:00:00,London Heathrow Airport,44
2019-10-08 00:00:00,Charles de Gaulle International Airport,35
2019-10-08 00:00:00,Frankfurt am Main Airport,37
2019-10-08 00:00:00,Adolfo Suárez Madrid–Barajas Airport,27
2019-10-08 00:00:00,Amsterdam Airport Schiphol,21
2019-10-08 00:00:00,Munich Airport,14
2019-10-08 00:00:00,Zürich Airport,10
2019-10-08 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,11
2019-10-08 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-10-08 00:00:00,Copenhagen Kastrup Airport,8
2019-10-08 00:00:00,Brussels Airport,7
2019-10-08 00:00:00,Vienna International Airport,7
2019-10-08 00:00:00,Malpensa International Airport,6
2019-10-08 00:00:00,Manchester Airport,4
2019-10-08 00:00:00,London Gatwick Airport,3
2019-10-08 00:00:00,Helsinki Vantaa Airport,5
2019-10-08 00:00:00,Düsseldorf Airport,2
2019-10-08 00:00:00,Dublin Airport,1
2019-10-08 00:00:00,Paris-Orly Airport,1
2019-10-08 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),1
2019-10-07 00:00:00,London Heathrow Airport,72
2019-10-07 00:00:00,Frankfurt am Main Airport,52
2019-10-07 00:00:00,Charles de Gaulle International Airport,42
2019-10-07 00:00:00,Amsterdam Airport Schiphol,34
2019-10-07 00:00:00,Munich Airport,21
2019-10-07 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,22
2019-10-07 00:00:00,Adolfo Suárez Madrid–Barajas Airport,16
2019-10-07 00:00:00,London Gatwick Airport,10
2019-10-07 00:00:00,Zürich Airport,8
2019-10-07 00:00:00,Helsinki Vantaa Airport,11
2019-10-07 00:00:00,Vienna International Airport,11
2019-10-07 00:00:00,Copenhagen Kastrup Airport,9
2019-10-07 00:00:00,Malpensa International Airport,7
2019-10-07 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,9
2019-10-07 00:00:00,Paris-Orly Airport,3
2019-10-07 00:00:00,Düsseldorf Airport,4
2019-10-07 00:00:00,Manchester Airport,3
2019-10-07 00:00:00,Dublin Airport,3
2019-10-07 00:00:00,Brussels Airport,2
2019-10-07 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),2
2019-10-06 00:00:00,London Heathrow Airport,62
2019-10-06 00:00:00,Charles de Gaulle International Airport,35
2019-10-06 00:00:00,Frankfurt am Main Airport,36
2019-10-06 00:00:00,Amsterdam Airport Schiphol,27
2019-10-06 00:00:00,Munich Airport,14
2019-10-06 00:00:00,Malpensa International Airport,14
2019-10-06 00:00:00,Adolfo Suárez Madrid–Barajas Airport,23
2019-10-06 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,16
2019-10-06 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,34
2019-10-06 00:00:00,London Gatwick Airport,14
2019-10-06 00:00:00,Helsinki Vantaa Airport,15
2019-10-06 00:00:00,Düsseldorf Airport,14
2019-10-06 00:00:00,Copenhagen Kastrup Airport,9
2019-10-06 00:00:00,Manchester Airport,12
2019-10-06 00:00:00,Zürich Airport,7
2019-10-06 00:00:00,Vienna International Airport,5
2019-10-06 00:00:00,Brussels Airport,9
2019-10-06 00:00:00,Dublin Airport,9
2019-10-06 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),14
2019-10-06 00:00:00,Paris-Orly Airport,11
2019-10-05 00:00:00,London Heathrow Airport,44
2019-10-05 00:00:00,Charles de Gaulle International Airport,44
2019-10-05 00:00:00,Frankfurt am Main Airport,35
2019-10-05 00:00:00,Amsterdam Airport Schiphol,19
2019-10-05 00:00:00,Adolfo Suárez Madrid–Barajas Airport,17
2019-10-05 00:00:00,Helsinki Vantaa Airport,15
2019-10-05 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,16
2019-10-05 00:00:00,Malpensa International Airport,13
2019-10-05 00:00:00,Copenhagen Kastrup Airport,6
2019-10-05 00:00:00,Vienna International Airport,10
2019-10-05 00:00:00,Brussels Airport,6
2019-10-05 00:00:00,Munich Airport,12
2019-10-05 00:00:00,Manchester Airport,4
2019-10-05 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,7
2019-10-05 00:00:00,Düsseldorf Airport,9
2019-10-05 00:00:00,London Gatwick Airport,8
2019-10-05 00:00:00,Zürich Airport,9
2019-10-05 00:00:00,Dublin Airport,3
2019-10-05 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),1
2019-10-05 00:00:00,Paris-Orly Airport,1
2019-10-04 00:00:00,London Heathrow Airport,72
2019-10-04 00:00:00,Frankfurt am Main Airport,41
2019-10-04 00:00:00,Charles de Gaulle International Airport,33
2019-10-04 00:00:00,Amsterdam Airport Schiphol,24
2019-10-04 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-10-04 00:00:00,Helsinki Vantaa Airport,15
2019-10-04 00:00:00,Munich Airport,13
2019-10-04 00:00:00,Malpensa International Airport,10
2019-10-04 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,15
2019-10-04 00:00:00,London Gatwick Airport,9
2019-10-04 00:00:00,Zürich Airport,8
2019-10-04 00:00:00,Vienna International Airport,10
2019-10-04 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),11
2019-10-04 00:00:00,Copenhagen Kastrup Airport,5
2019-10-04 00:00:00,Brussels Airport,5
2019-10-04 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,17
2019-10-04 00:00:00,Paris-Orly Airport,3
2019-10-04 00:00:00,Düsseldorf Airport,3
2019-10-04 00:00:00,Dublin Airport,7
2019-10-04 00:00:00,Manchester Airport,2
2019-10-03 00:00:00,Frankfurt am Main Airport,54
2019-10-03 00:00:00,London Heathrow Airport,46
2019-10-03 00:00:00,Charles de Gaulle International Airport,35
2019-10-03 00:00:00,Amsterdam Airport Schiphol,26
2019-10-03 00:00:00,Munich Airport,25
2019-10-03 00:00:00,Helsinki Vantaa Airport,20
2019-10-03 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,13
2019-10-03 00:00:00,Adolfo Suárez Madrid–Barajas Airport,12
2019-10-03 00:00:00,Copenhagen Kastrup Airport,9
2019-10-03 00:00:00,Malpensa International Airport,11
2019-10-03 00:00:00,Vienna International Airport,17
2019-10-03 00:00:00,London Gatwick Airport,7
2019-10-03 00:00:00,Brussels Airport,8
2019-10-03 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,11
2019-10-03 00:00:00,Manchester Airport,5
2019-10-03 00:00:00,Zürich Airport,6
2019-10-03 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),4
2019-10-03 00:00:00,Paris-Orly Airport,3
2019-10-03 00:00:00,Dublin Airport,3
2019-10-03 00:00:00,Düsseldorf Airport,7
2019-10-02 00:00:00,London Heathrow Airport,61
2019-10-02 00:00:00,Frankfurt am Main Airport,51
2019-10-02 00:00:00,Charles de Gaulle International Airport,38
2019-10-02 00:00:00,Amsterdam Airport Schiphol,35
2019-10-02 00:00:00,Munich Airport,21
2019-10-02 00:00:00,Adolfo Suárez Madrid–Barajas Airport,20
2019-10-02 00:00:00,Malpensa International Airport,16
2019-10-02 00:00:00,Copenhagen Kastrup Airport,12
2019-10-02 00:00:00,Manchester Airport,10
2019-10-02 00:00:00,Zürich Airport,9
2019-10-02 00:00:00,London Gatwick Airport,13
2019-10-02 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,14
2019-10-02 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,24
2019-10-02 00:00:00,Vienna International Airport,9
2019-10-02 00:00:00,Helsinki Vantaa Airport,12
2019-10-02 00:00:00,Paris-Orly Airport,5
2019-10-02 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),15
2019-10-02 00:00:00,Düsseldorf Airport,6
2019-10-02 00:00:00,Dublin Airport,16
2019-10-02 00:00:00,Brussels Airport,4
2019-10-01 00:00:00,London Heathrow Airport,27
2019-10-01 00:00:00,Frankfurt am Main Airport,26
2019-10-01 00:00:00,Charles de Gaulle International Airport,25
2019-10-01 00:00:00,Amsterdam Airport Schiphol,15
2019-10-01 00:00:00,Adolfo Suárez Madrid–Barajas Airport,12
2019-10-01 00:00:00,Zürich Airport,6
2019-10-01 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,14
2019-10-01 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,6
2019-10-01 00:00:00,Munich Airport,7
2019-10-01 00:00:00,Copenhagen Kastrup Airport,5
2019-10-01 00:00:00,Brussels Airport,3
2019-10-01 00:00:00,Malpensa International Airport,3
2019-10-01 00:00:00,London Gatwick Airport,4
2019-10-01 00:00:00,Vienna International Airport,5
2019-10-01 00:00:00,Düsseldorf Airport,3
2019-10-01 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),4
2019-10-01 00:00:00,Helsinki Vantaa Airport,3
2019-10-01 00:00:00,Dublin Airport,3
2019-10-01 00:00:00,Paris-Orly Airport,1
2019-09-30 00:00:00,London Heathrow Airport,99
2019-09-30 00:00:00,Charles de Gaulle International Airport,45
2019-09-30 00:00:00,Frankfurt am Main Airport,34
2019-09-30 00:00:00,Amsterdam Airport Schiphol,31
2019-09-30 00:00:00,Adolfo Suárez Madrid–Barajas Airport,23
2019-09-30 00:00:00,Munich Airport,19
2019-09-30 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,12
2019-09-30 00:00:00,Malpensa International Airport,15
2019-09-30 00:00:00,London Gatwick Airport,21
2019-09-30 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),11
2019-09-30 00:00:00,Helsinki Vantaa Airport,9
2019-09-30 00:00:00,Vienna International Airport,10
2019-09-30 00:00:00,Brussels Airport,9
2019-09-30 00:00:00,Zürich Airport,7
2019-09-30 00:00:00,Copenhagen Kastrup Airport,8
2019-09-30 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,8
2019-09-30 00:00:00,Dublin Airport,10
2019-09-30 00:00:00,Manchester Airport,8
2019-09-30 00:00:00,Düsseldorf Airport,3
2019-09-29 00:00:00,London Heathrow Airport,47
2019-09-29 00:00:00,Frankfurt am Main Airport,43
2019-09-29 00:00:00,Charles de Gaulle International Airport,29
2019-09-29 00:00:00,Amsterdam Airport Schiphol,30
2019-09-29 00:00:00,Adolfo Suárez Madrid–Barajas Airport,23
2019-09-29 00:00:00,Munich Airport,22
2019-09-29 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,14
2019-09-29 00:00:00,Malpensa International Airport,10
2019-09-29 00:00:00,Copenhagen Kastrup Airport,15
2019-09-29 00:00:00,Helsinki Vantaa Airport,19
2019-09-29 00:00:00,Vienna International Airport,8
2019-09-29 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,16
2019-09-29 00:00:00,Zürich Airport,4
2019-09-29 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),7
2019-09-29 00:00:00,London Gatwick Airport,7
2019-09-29 00:00:00,Dublin Airport,4
2019-09-29 00:00:00,Düsseldorf Airport,7
2019-09-29 00:00:00,Paris-Orly Airport,4
2019-09-29 00:00:00,Brussels Airport,4
2019-09-29 00:00:00,Manchester Airport,6
2019-09-28 00:00:00,London Heathrow Airport,109
2019-09-28 00:00:00,Charles de Gaulle International Airport,71
2019-09-28 00:00:00,Frankfurt am Main Airport,49
2019-09-28 00:00:00,Amsterdam Airport Schiphol,56
2019-09-28 00:00:00,Adolfo Suárez Madrid–Barajas Airport,23
2019-09-28 00:00:00,Malpensa International Airport,20
2019-09-28 00:00:00,Munich Airport,14
2019-09-28 00:00:00,London Gatwick Airport,46
2019-09-28 00:00:00,Manchester Airport,26
2019-09-28 00:00:00,Brussels Airport,25
2019-09-28 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,20
2019-09-28 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,25
2019-09-28 00:00:00,Zürich Airport,9
2019-09-28 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),17
2019-09-28 00:00:00,Düsseldorf Airport,31
2019-09-28 00:00:00,Copenhagen Kastrup Airport,17
2019-09-28 00:00:00,Vienna International Airport,11
2019-09-28 00:00:00,Paris-Orly Airport,6
2019-09-28 00:00:00,Dublin Airport,21
2019-09-28 00:00:00,Helsinki Vantaa Airport,11
2019-09-27 00:00:00,London Heathrow Airport,59
2019-09-27 00:00:00,Frankfurt am Main Airport,72
2019-09-27 00:00:00,Charles de Gaulle International Airport,57
2019-09-27 00:00:00,Amsterdam Airport Schiphol,41
2019-09-27 00:00:00,Munich Airport,26
2019-09-27 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-09-27 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,28
2019-09-27 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,22
2019-09-27 00:00:00,Brussels Airport,29
2019-09-27 00:00:00,Zürich Airport,19
2019-09-27 00:00:00,London Gatwick Airport,20
2019-09-27 00:00:00,Düsseldorf Airport,39
2019-09-27 00:00:00,Copenhagen Kastrup Airport,16
2019-09-27 00:00:00,Malpensa International Airport,13
2019-09-27 00:00:00,Helsinki Vantaa Airport,18
2019-09-27 00:00:00,Vienna International Airport,15
2019-09-27 00:00:00,Manchester Airport,14
2019-09-27 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),19
2019-09-27 00:00:00,Dublin Airport,10
2019-09-27 00:00:00,Paris-Orly Airport,8
2019-09-26 00:00:00,London Heathrow Airport,83
2019-09-26 00:00:00,Frankfurt am Main Airport,35
2019-09-26 00:00:00,Charles de Gaulle International Airport,30
2019-09-26 00:00:00,Amsterdam Airport Schiphol,25
2019-09-26 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-09-26 00:00:00,Munich Airport,21
2019-09-26 00:00:00,Zürich Airport,12
2019-09-26 00:00:00,Copenhagen Kastrup Airport,22
2019-09-26 00:00:00,Manchester Airport,9
2019-09-26 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,15
2019-09-26 00:00:00,London Gatwick Airport,23
2019-09-26 00:00:00,Brussels Airport,10
2019-09-26 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,10
2019-09-26 00:00:00,Dublin Airport,11
2019-09-26 00:00:00,Vienna International Airport,10
2019-09-26 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),15
2019-09-26 00:00:00,Paris-Orly Airport,3
2019-09-26 00:00:00,Düsseldorf Airport,9
2019-09-26 00:00:00,Helsinki Vantaa Airport,6
2019-09-26 00:00:00,Malpensa International Airport,2
2019-09-25 00:00:00,London Heathrow Airport,53
2019-09-25 00:00:00,Frankfurt am Main Airport,49
2019-09-25 00:00:00,Charles de Gaulle International Airport,37
2019-09-25 00:00:00,Amsterdam Airport Schiphol,34
2019-09-25 00:00:00,Adolfo Suárez Madrid–Barajas Airport,40
2019-09-25 00:00:00,Munich Airport,23
2019-09-25 00:00:00,Zürich Airport,11
2019-09-25 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,18
2019-09-25 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,40
2019-09-25 00:00:00,London Gatwick Airport,34
2019-09-25 00:00:00,Copenhagen Kastrup Airport,16
2019-09-25 00:00:00,Brussels Airport,17
2019-09-25 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),51
2019-09-25 00:00:00,Manchester Airport,21
2019-09-25 00:00:00,Malpensa International Airport,11
2019-09-25 00:00:00,Dublin Airport,22
2019-09-25 00:00:00,Paris-Orly Airport,15
2019-09-25 00:00:00,Vienna International Airport,12
2019-09-25 00:00:00,Helsinki Vantaa Airport,13
2019-09-25 00:00:00,Düsseldorf Airport,8
2019-09-24 00:00:00,London Heathrow Airport,56
2019-09-24 00:00:00,Frankfurt am Main Airport,51
2019-09-24 00:00:00,Charles de Gaulle International Airport,25
2019-09-24 00:00:00,Amsterdam Airport Schiphol,30
2019-09-24 00:00:00,Adolfo Suárez Madrid–Barajas Airport,19
2019-09-24 00:00:00,Munich Airport,18
2019-09-24 00:00:00,Zürich Airport,8
2019-09-24 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,8
2019-09-24 00:00:00,Malpensa International Airport,7
2019-09-24 00:00:00,Düsseldorf Airport,11
2019-09-24 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,6
2019-09-24 00:00:00,London Gatwick Airport,9
2019-09-24 00:00:00,Vienna International Airport,10
2019-09-24 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),5
2019-09-24 00:00:00,Copenhagen Kastrup Airport,9
2019-09-24 00:00:00,Brussels Airport,5
2019-09-24 00:00:00,Dublin Airport,3
2019-09-24 00:00:00,Helsinki Vantaa Airport,4
2019-09-24 00:00:00,Manchester Airport,2
2019-09-23 00:00:00,London Heathrow Airport,102
2019-09-23 00:00:00,Frankfurt am Main Airport,102
2019-09-23 00:00:00,Amsterdam Airport Schiphol,75
2019-09-23 00:00:00,Charles de Gaulle International Airport,54
2019-09-23 00:00:00,Munich Airport,49
2019-09-23 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,47
2019-09-23 00:00:00,Malpensa International Airport,35
2019-09-23 00:00:00,Adolfo Suárez Madrid–Barajas Airport,49
2019-09-23 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,55
2019-09-23 00:00:00,London Gatwick Airport,42
2019-09-23 00:00:00,Manchester Airport,32
2019-09-23 00:00:00,Zürich Airport,30
2019-09-23 00:00:00,Düsseldorf Airport,36
2019-09-23 00:00:00,Copenhagen Kastrup Airport,23
2019-09-23 00:00:00,Brussels Airport,30
2019-09-23 00:00:00,Dublin Airport,27
2019-09-23 00:00:00,Vienna International Airport,36
2019-09-23 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),32
2019-09-23 00:00:00,Paris-Orly Airport,25
2019-09-23 00:00:00,Helsinki Vantaa Airport,20
2019-09-22 00:00:00,London Heathrow Airport,161
2019-09-22 00:00:00,Charles de Gaulle International Airport,94
2019-09-22 00:00:00,Frankfurt am Main Airport,79
2019-09-22 00:00:00,Adolfo Suárez Madrid–Barajas Airport,56
2019-09-22 00:00:00,Amsterdam Airport Schiphol,56
2019-09-22 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,62
2019-09-22 00:00:00,Munich Airport,52
2019-09-22 00:00:00,London Gatwick Airport,74
2019-09-22 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,56
2019-09-22 00:00:00,Brussels Airport,41
2019-09-22 00:00:00,Malpensa International Airport,43
2019-09-22 00:00:00,Manchester Airport,37
2019-09-22 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),44
2019-09-22 00:00:00,Copenhagen Kastrup Airport,31
2019-09-22 00:00:00,Zürich Airport,22
2019-09-22 00:00:00,Düsseldorf Airport,30
2019-09-22 00:00:00,Vienna International Airport,24
2019-09-22 00:00:00,Dublin Airport,26
2019-09-22 00:00:00,Helsinki Vantaa Airport,25
2019-09-22 00:00:00,Paris-Orly Airport,31
2019-09-21 00:00:00,London Heathrow Airport,51
2019-09-21 00:00:00,Charles de Gaulle International Airport,65
2019-09-21 00:00:00,Frankfurt am Main Airport,48
2019-09-21 00:00:00,Amsterdam Airport Schiphol,29
2019-09-21 00:00:00,Adolfo Suárez Madrid–Barajas Airport,38
2019-09-21 00:00:00,Munich Airport,32
2019-09-21 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,54
2019-09-21 00:00:00,Malpensa International Airport,18
2019-09-21 00:00:00,Helsinki Vantaa Airport,29
2019-09-21 00:00:00,Brussels Airport,16
2019-09-21 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),22
2019-09-21 00:00:00,Vienna International Airport,12
2019-09-21 00:00:00,London Gatwick Airport,32
2019-09-21 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,19
2019-09-21 00:00:00,Copenhagen Kastrup Airport,7
2019-09-21 00:00:00,Düsseldorf Airport,15
2019-09-21 00:00:00,Zürich Airport,12
2019-09-21 00:00:00,Manchester Airport,13
2019-09-21 00:00:00,Dublin Airport,19
2019-09-21 00:00:00,Paris-Orly Airport,14
2019-09-20 00:00:00,London Heathrow Airport,53
2019-09-20 00:00:00,Charles de Gaulle International Airport,35
2019-09-20 00:00:00,Frankfurt am Main Airport,33
2019-09-20 00:00:00,Amsterdam Airport Schiphol,20
2019-09-20 00:00:00,Adolfo Suárez Madrid–Barajas Airport,26
2019-09-20 00:00:00,Munich Airport,16
2019-09-20 00:00:00,Copenhagen Kastrup Airport,23
2019-09-20 00:00:00,London Gatwick Airport,10
2019-09-20 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,23
2019-09-20 00:00:00,Zürich Airport,7
2019-09-20 00:00:00,Malpensa International Airport,9
2019-09-20 00:00:00,Vienna International Airport,12
2019-09-20 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,19
2019-09-20 00:00:00,Helsinki Vantaa Airport,35
2019-09-20 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),11
2019-09-20 00:00:00,Manchester Airport,6
2019-09-20 00:00:00,Dublin Airport,4
2019-09-20 00:00:00,Paris-Orly Airport,4
2019-09-20 00:00:00,Brussels Airport,3
2019-09-20 00:00:00,Düsseldorf Airport,3
2019-09-19 00:00:00,London Heathrow Airport,58
2019-09-19 00:00:00,Frankfurt am Main Airport,40
2019-09-19 00:00:00,Amsterdam Airport Schiphol,37
2019-09-19 00:00:00,Charles de Gaulle International Airport,33
2019-09-19 00:00:00,Adolfo Suárez Madrid–Barajas Airport,20
2019-09-19 00:00:00,Munich Airport,16
2019-09-19 00:00:00,Copenhagen Kastrup Airport,25
2019-09-19 00:00:00,Malpensa International Airport,9
2019-09-19 00:00:00,London Gatwick Airport,26
2019-09-19 00:00:00,Manchester Airport,13
2019-09-19 00:00:00,Brussels Airport,14
2019-09-19 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),15
2019-09-19 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,13
2019-09-19 00:00:00,Zürich Airport,6
2019-09-19 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,12
2019-09-19 00:00:00,Dublin Airport,9
2019-09-19 00:00:00,Vienna International Airport,5
2019-09-19 00:00:00,Helsinki Vantaa Airport,4
2019-09-19 00:00:00,Paris-Orly Airport,2
2019-09-19 00:00:00,Düsseldorf Airport,5
2019-09-18 00:00:00,London Heathrow Airport,129
2019-09-18 00:00:00,Charles de Gaulle International Airport,59
2019-09-18 00:00:00,Frankfurt am Main Airport,47
2019-09-18 00:00:00,Amsterdam Airport Schiphol,37
2019-09-18 00:00:00,Munich Airport,20
2019-09-18 00:00:00,London Gatwick Airport,25
2019-09-18 00:00:00,Dublin Airport,35
2019-09-18 00:00:00,Rome–Fiumicino Leonardo da Vinci International Airport,18
2019-09-18 00:00:00,Malpensa International Airport,11
2019-09-18 00:00:00,Manchester Airport,19
2019-09-18 00:00:00,Adolfo Suárez Madrid–Barajas Airport,11
2019-09-18 00:00:00,Copenhagen Kastrup Airport,12
2019-09-18 00:00:00,Brussels Airport,9
2019-09-18 00:00:00,Düsseldorf Airport,7
2019-09-18 00:00:00,Zürich Airport,6
2019-09-18 00:00:00,Vienna International Airport,7
2019-09-18 00:00:00,Paris-Orly Airport,4
2019-09-18 00:00:00,Josep Tarradellas Barcelona-El Prat Airport,2
2019-09-18 00:00:00,Helsinki Vantaa Airport,6
2019-09-18 00:00:00,Humberto Delgado Airport (Lisbon Portela Airport),4
2019-09-17 00:00:00,London Heathrow Airport,79
2019-09-17 00:00:00,Charles de Gaulle International Airport,42
