name,entries,exits,mean_count,timestamp
BEOGRAD FIR,51,41,12.615384615384615,adsb_2024_06_01_00_00_00_3600
BODO OCEANIC FIR,2,2,1.25,adsb_2024_06_01_00_00_00_3600
BORDEAUX FIR,22,18,8.538461538461538,adsb_2024_06_01_00_00_00_3600
BRATISLAVA FIR,47,38,8.846153846153847,adsb_2024_06_01_00_00_00_3600
BREMEN FIR,32,21,7.615384615384615,adsb_2024_06_01_00_00_00_3600
BREST FIR,40,25,15.846153846153847,adsb_2024_06_01_00_00_00_3600
BRINDISI FIR,5,4,1.8181818181818181,adsb_2024_06_01_00_00_00_3600
BRUSSELS FIR,42,28,11.692307692307692,adsb_2024_06_01_00_00_00_3600
BUCURESTI FIR,70,31,26.0,adsb_2024_06_01_00_00_00_3600
BUDAPEST FIR,69,45,20.0,adsb_2024_06_01_00_00_00_3600
CANARIAS FIR,30,5,10.76923076923077,adsb_2024_06_01_00_00_00_3600
CHISINAU FIR,5,1,3.1666666666666665,adsb_2024_06_01_00_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_00_00_00_3600
FINLAND FIR,10,3,2.8461538461538463,adsb_2024_06_01_00_00_00_3600
FIR PRAHA,57,27,26.46153846153846,adsb_2024_06_01_00_00_00_3600
FIR SOFIA,92,53,35.61538461538461,adsb_2024_06_01_00_00_00_3600
ISTANBUL FIR,101,39,28.384615384615383,adsb_2024_06_01_00_00_00_3600
KOEBENHAVN FIR,24,0,17.0,adsb_2024_06_01_00_00_00_3600
KYIV FIR,1,0,1.0,adsb_2024_06_01_00_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_00_00_00_3600
LANGEN FIR,102,60,31.615384615384617,adsb_2024_06_01_00_00_00_3600
LISBOA FIR,36,10,18.692307692307693,adsb_2024_06_01_00_00_00_3600
LJUBLJANA FIR,17,15,1.7692307692307692,adsb_2024_06_01_00_00_00_3600
LONDON FIR,209,43,87.23076923076923,adsb_2024_06_01_00_00_00_3600
MADRID FIR,54,23,23.76923076923077,adsb_2024_06_01_00_00_00_3600
MALTA FIR,16,6,8.76923076923077,adsb_2024_06_01_00_00_00_3600
MARSEILLE FIR,25,19,9.846153846153847,adsb_2024_06_01_00_00_00_3600
MILANO FIR,27,13,9.846153846153847,adsb_2024_06_01_00_00_00_3600
MUNICH FIR,92,66,21.0,adsb_2024_06_01_00_00_00_3600
NICOSIA FIR,33,23,10.307692307692308,adsb_2024_06_01_00_00_00_3600
NORWAY FIR,11,3,4.384615384615385,adsb_2024_06_01_00_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_00_00_00_3600
PARIS FIR,43,21,16.53846153846154,adsb_2024_06_01_00_00_00_3600
REIMS FIR,13,9,3.1538461538461537,adsb_2024_06_01_00_00_00_3600
RIGA FIR,8,5,2.0,adsb_2024_06_01_00_00_00_3600
ROMA FIR,20,4,6.538461538461538,adsb_2024_06_01_00_00_00_3600
SANTA MARIA OCEANIC FIR,10,4,2.909090909090909,adsb_2024_06_01_00_00_00_3600
SARAJEVO FIR,18,16,4.0,adsb_2024_06_01_00_00_00_3600
SCOTTISH FIR,40,5,15.23076923076923,adsb_2024_06_01_00_00_00_3600
SHANNON FIR,39,11,16.46153846153846,adsb_2024_06_01_00_00_00_3600
SHANWICK FIR,27,17,8.76923076923077,adsb_2024_06_01_00_00_00_3600
SIMFEROPOL' FIR,11,5,1.8,adsb_2024_06_01_00_00_00_3600
SKOPJE FIR,16,14,3.0833333333333335,adsb_2024_06_01_00_00_00_3600
SWEDEN FIR,13,3,6.0,adsb_2024_06_01_00_00_00_3600
SWITZERLAND FIR,14,7,3.5384615384615383,adsb_2024_06_01_00_00_00_3600
TALLINN FIR,8,2,3.230769230769231,adsb_2024_06_01_00_00_00_3600
TBILISI FIR,76,12,17.076923076923077,adsb_2024_06_01_00_00_00_3600
TEL AVIV FIR,4,1,1.1111111111111112,adsb_2024_06_01_00_00_00_3600
TIRANA FIR,19,16,4.153846153846154,adsb_2024_06_01_00_00_00_3600
VILNIUS FIR,20,13,4.6923076923076925,adsb_2024_06_01_00_00_00_3600
WARSZAWA FIR,75,26,40.84615384615385,adsb_2024_06_01_00_00_00_3600
WIEN FIR,67,42,21.53846153846154,adsb_2024_06_01_00_00_00_3600
YEREVAN FIR,14,3,2.8461538461538463,adsb_2024_06_01_00_00_00_3600
ZAGREB FIR/UIR,31,28,7.153846153846154,adsb_2024_06_01_00_00_00_3600
AMSTERDAM FIR,46,25,9.461538461538462,adsb_2024_06_01_01_00_00_3600
ANKARA FIR,148,54,44.84615384615385,adsb_2024_06_01_01_00_00_3600
ATHINAI FIR,115,39,46.61538461538461,adsb_2024_06_01_01_00_00_3600
BARCELONA FIR,24,7,11.538461538461538,adsb_2024_06_01_01_00_00_3600
BEOGRAD FIR,34,25,9.23076923076923,adsb_2024_06_01_01_00_00_3600
BODO OCEANIC FIR,3,3,1.1428571428571428,adsb_2024_06_01_01_00_00_3600
BORDEAUX FIR,9,6,2.6153846153846154,adsb_2024_06_01_01_00_00_3600
BRATISLAVA FIR,46,37,8.153846153846153,adsb_2024_06_01_01_00_00_3600
BREMEN FIR,20,12,4.6923076923076925,adsb_2024_06_01_01_00_00_3600
BREST FIR,16,13,5.769230769230769,adsb_2024_06_01_01_00_00_3600
BRINDISI FIR,14,9,3.5384615384615383,adsb_2024_06_01_01_00_00_3600
BRUSSELS FIR,25,13,7.615384615384615,adsb_2024_06_01_01_00_00_3600
BUCURESTI FIR,89,50,33.84615384615385,adsb_2024_06_01_01_00_00_3600
BUDAPEST FIR,76,51,18.846153846153847,adsb_2024_06_01_01_00_00_3600
CANARIAS FIR,14,3,4.923076923076923,adsb_2024_06_01_01_00_00_3600
CHISINAU FIR,7,1,2.923076923076923,adsb_2024_06_01_01_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_01_00_00_3600
FINLAND FIR,15,3,4.769230769230769,adsb_2024_06_01_01_00_00_3600
FIR PRAHA,40,20,18.76923076923077,adsb_2024_06_01_01_00_00_3600
FIR SOFIA,111,53,38.61538461538461,adsb_2024_06_01_01_00_00_3600
ISTANBUL FIR,135,38,43.76923076923077,adsb_2024_06_01_01_00_00_3600
KOEBENHAVN FIR,23,4,17.076923076923077,adsb_2024_06_01_01_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_01_00_00_3600
L'VIV FIR,1,1,1.0,adsb_2024_06_01_01_00_00_3600
LANGEN FIR,63,34,18.923076923076923,adsb_2024_06_01_01_00_00_3600
LISBOA FIR,31,8,16.53846153846154,adsb_2024_06_01_01_00_00_3600
LJUBLJANA FIR,9,9,1.5,adsb_2024_06_01_01_00_00_3600
LONDON FIR,153,22,73.3076923076923,adsb_2024_06_01_01_00_00_3600
MADRID FIR,47,11,23.0,adsb_2024_06_01_01_00_00_3600
MALTA FIR,13,6,5.461538461538462,adsb_2024_06_01_01_00_00_3600
MARSEILLE FIR,22,8,8.538461538461538,adsb_2024_06_01_01_00_00_3600
MILANO FIR,19,11,6.615384615384615,adsb_2024_06_01_01_00_00_3600
MUNICH FIR,65,40,17.0,adsb_2024_06_01_01_00_00_3600
NICOSIA FIR,35,22,8.692307692307692,adsb_2024_06_01_01_00_00_3600
NORWAY FIR,13,6,4.384615384615385,adsb_2024_06_01_01_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_01_00_00_3600
PARIS FIR,28,15,9.307692307692308,adsb_2024_06_01_01_00_00_3600
REIMS FIR,12,7,3.5384615384615383,adsb_2024_06_01_01_00_00_3600
RIGA FIR,10,7,2.2,adsb_2024_06_01_01_00_00_3600
ROMA FIR,34,19,13.23076923076923,adsb_2024_06_01_01_00_00_3600
SANTA MARIA OCEANIC FIR,7,3,2.1538461538461537,adsb_2024_06_01_01_00_00_3600
SARAJEVO FIR,13,11,3.230769230769231,adsb_2024_06_01_01_00_00_3600
SCOTTISH FIR,34,5,14.307692307692308,adsb_2024_06_01_01_00_00_3600
SHANNON FIR,38,12,13.461538461538462,adsb_2024_06_01_01_00_00_3600
SHANWICK FIR,32,20,8.076923076923077,adsb_2024_06_01_01_00_00_3600
SIMFEROPOL' FIR,12,7,1.7,adsb_2024_06_01_01_00_00_3600
SKOPJE FIR,15,12,2.3076923076923075,adsb_2024_06_01_01_00_00_3600
SWEDEN FIR,15,3,5.923076923076923,adsb_2024_06_01_01_00_00_3600
SWITZERLAND FIR,15,9,3.230769230769231,adsb_2024_06_01_01_00_00_3600
TALLINN FIR,16,5,4.538461538461538,adsb_2024_06_01_01_00_00_3600
TBILISI FIR,72,23,16.923076923076923,adsb_2024_06_01_01_00_00_3600
TEL AVIV FIR,8,1,1.7272727272727273,adsb_2024_06_01_01_00_00_3600
TIRANA FIR,8,5,2.4166666666666665,adsb_2024_06_01_01_00_00_3600
VILNIUS FIR,20,15,4.3076923076923075,adsb_2024_06_01_01_00_00_3600
WARSZAWA FIR,67,21,35.84615384615385,adsb_2024_06_01_01_00_00_3600
WIEN FIR,48,27,17.0,adsb_2024_06_01_01_00_00_3600
YEREVAN FIR,10,2,2.5384615384615383,adsb_2024_06_01_01_00_00_3600
ZAGREB FIR/UIR,21,15,4.615384615384615,adsb_2024_06_01_01_00_00_3600
AMSTERDAM FIR,28,10,7.846153846153846,adsb_2024_06_01_02_00_00_3600
ANKARA FIR,156,65,51.38461538461539,adsb_2024_06_01_02_00_00_3600
ATHINAI FIR,140,63,62.92307692307692,adsb_2024_06_01_02_00_00_3600
BARCELONA FIR,19,8,9.076923076923077,adsb_2024_06_01_02_00_00_3600
BEOGRAD FIR,53,27,13.307692307692308,adsb_2024_06_01_02_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_02_00_00_3600
BORDEAUX FIR,7,5,2.1818181818181817,adsb_2024_06_01_02_00_00_3600
BRATISLAVA FIR,45,36,8.461538461538462,adsb_2024_06_01_02_00_00_3600
BREMEN FIR,27,16,7.076923076923077,adsb_2024_06_01_02_00_00_3600
BREST FIR,14,6,4.384615384615385,adsb_2024_06_01_02_00_00_3600
BRINDISI FIR,19,13,6.0,adsb_2024_06_01_02_00_00_3600
BRUSSELS FIR,30,11,9.461538461538462,adsb_2024_06_01_02_00_00_3600
BUCURESTI FIR,139,60,56.92307692307692,adsb_2024_06_01_02_00_00_3600
BUDAPEST FIR,88,57,21.0,adsb_2024_06_01_02_00_00_3600
CANARIAS FIR,7,3,2.6363636363636362,adsb_2024_06_01_02_00_00_3600
CHISINAU FIR,7,1,3.5384615384615383,adsb_2024_06_01_02_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_02_00_00_3600
FINLAND FIR,27,7,10.384615384615385,adsb_2024_06_01_02_00_00_3600
FIR PRAHA,49,13,23.076923076923077,adsb_2024_06_01_02_00_00_3600
FIR SOFIA,175,111,57.0,adsb_2024_06_01_02_00_00_3600
ISTANBUL FIR,173,59,53.53846153846154,adsb_2024_06_01_02_00_00_3600
KOEBENHAVN FIR,31,6,20.0,adsb_2024_06_01_02_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_02_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_02_00_00_3600
LANGEN FIR,79,22,24.53846153846154,adsb_2024_06_01_02_00_00_3600
LISBOA FIR,27,6,16.76923076923077,adsb_2024_06_01_02_00_00_3600
LJUBLJANA FIR,5,4,1.2,adsb_2024_06_01_02_00_00_3600
LONDON FIR,111,20,50.76923076923077,adsb_2024_06_01_02_00_00_3600
MADRID FIR,47,10,24.153846153846153,adsb_2024_06_01_02_00_00_3600
MALTA FIR,12,4,5.538461538461538,adsb_2024_06_01_02_00_00_3600
MARSEILLE FIR,32,14,11.76923076923077,adsb_2024_06_01_02_00_00_3600
MILANO FIR,25,11,8.23076923076923,adsb_2024_06_01_02_00_00_3600
MUNICH FIR,74,41,17.76923076923077,adsb_2024_06_01_02_00_00_3600
NICOSIA FIR,41,23,12.076923076923077,adsb_2024_06_01_02_00_00_3600
NORWAY FIR,7,3,2.4545454545454546,adsb_2024_06_01_02_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_02_00_00_3600
PARIS FIR,23,12,9.538461538461538,adsb_2024_06_01_02_00_00_3600
REIMS FIR,13,5,4.0,adsb_2024_06_01_02_00_00_3600
RIGA FIR,23,11,3.6923076923076925,adsb_2024_06_01_02_00_00_3600
ROMA FIR,27,14,9.153846153846153,adsb_2024_06_01_02_00_00_3600
SANTA MARIA OCEANIC FIR,3,2,1.0,adsb_2024_06_01_02_00_00_3600
SARAJEVO FIR,12,9,2.0,adsb_2024_06_01_02_00_00_3600
SCOTTISH FIR,29,12,11.615384615384615,adsb_2024_06_01_02_00_00_3600
SHANNON FIR,51,27,18.615384615384617,adsb_2024_06_01_02_00_00_3600
SHANWICK FIR,58,39,10.692307692307692,adsb_2024_06_01_02_00_00_3600
SIMFEROPOL' FIR,21,15,2.3333333333333335,adsb_2024_06_01_02_00_00_3600
SKOPJE FIR,25,20,4.0,adsb_2024_06_01_02_00_00_3600
SWEDEN FIR,28,13,11.615384615384615,adsb_2024_06_01_02_00_00_3600
SWITZERLAND FIR,29,12,8.846153846153847,adsb_2024_06_01_02_00_00_3600
TALLINN FIR,30,14,8.615384615384615,adsb_2024_06_01_02_00_00_3600
TBILISI FIR,42,13,10.846153846153847,adsb_2024_06_01_02_00_00_3600
TEL AVIV FIR,11,6,2.6923076923076925,adsb_2024_06_01_02_00_00_3600
TIRANA FIR,22,17,4.923076923076923,adsb_2024_06_01_02_00_00_3600
VILNIUS FIR,19,13,4.538461538461538,adsb_2024_06_01_02_00_00_3600
WARSZAWA FIR,72,32,37.76923076923077,adsb_2024_06_01_02_00_00_3600
WIEN FIR,54,22,19.153846153846153,adsb_2024_06_01_02_00_00_3600
YEREVAN FIR,17,7,4.0,adsb_2024_06_01_02_00_00_3600
ZAGREB FIR/UIR,20,13,5.846153846153846,adsb_2024_06_01_02_00_00_3600
AMSTERDAM FIR,54,14,20.53846153846154,adsb_2024_06_01_03_00_00_3600
ANKARA FIR,158,55,48.76923076923077,adsb_2024_06_01_03_00_00_3600
ATHINAI FIR,151,62,59.61538461538461,adsb_2024_06_01_03_00_00_3600
BARCELONA FIR,51,8,18.46153846153846,adsb_2024_06_01_03_00_00_3600
BEOGRAD FIR,94,53,23.846153846153847,adsb_2024_06_01_03_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_03_00_00_3600
BORDEAUX FIR,24,6,6.230769230769231,adsb_2024_06_01_03_00_00_3600
BRATISLAVA FIR,70,55,12.461538461538462,adsb_2024_06_01_03_00_00_3600
BREMEN FIR,41,16,10.692307692307692,adsb_2024_06_01_03_00_00_3600
BREST FIR,23,15,7.538461538461538,adsb_2024_06_01_03_00_00_3600
BRINDISI FIR,26,15,8.76923076923077,adsb_2024_06_01_03_00_00_3600
BRUSSELS FIR,41,17,11.0,adsb_2024_06_01_03_00_00_3600
BUCURESTI FIR,202,120,84.07692307692308,adsb_2024_06_01_03_00_00_3600
BUDAPEST FIR,169,107,46.53846153846154,adsb_2024_06_01_03_00_00_3600
CANARIAS FIR,8,4,3.3076923076923075,adsb_2024_06_01_03_00_00_3600
CHISINAU FIR,13,8,4.846153846153846,adsb_2024_06_01_03_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_03_00_00_3600
FINLAND FIR,43,16,16.0,adsb_2024_06_01_03_00_00_3600
FIR PRAHA,82,40,31.692307692307693,adsb_2024_06_01_03_00_00_3600
FIR SOFIA,168,108,55.53846153846154,adsb_2024_06_01_03_00_00_3600
ISTANBUL FIR,209,81,64.3076923076923,adsb_2024_06_01_03_00_00_3600
KOEBENHAVN FIR,44,10,23.076923076923077,adsb_2024_06_01_03_00_00_3600
KYIV FIR,1,1,1.0,adsb_2024_06_01_03_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_03_00_00_3600
LANGEN FIR,164,59,54.30769230769231,adsb_2024_06_01_03_00_00_3600
LISBOA FIR,28,6,17.076923076923077,adsb_2024_06_01_03_00_00_3600
LJUBLJANA FIR,20,19,2.3,adsb_2024_06_01_03_00_00_3600
LONDON FIR,128,40,52.46153846153846,adsb_2024_06_01_03_00_00_3600
MADRID FIR,60,15,25.846153846153847,adsb_2024_06_01_03_00_00_3600
MALTA FIR,20,9,9.923076923076923,adsb_2024_06_01_03_00_00_3600
MARSEILLE FIR,56,24,18.53846153846154,adsb_2024_06_01_03_00_00_3600
MILANO FIR,64,19,18.76923076923077,adsb_2024_06_01_03_00_00_3600
MUNICH FIR,123,59,26.46153846153846,adsb_2024_06_01_03_00_00_3600
NICOSIA FIR,28,25,7.615384615384615,adsb_2024_06_01_03_00_00_3600
NORWAY FIR,26,5,7.846153846153846,adsb_2024_06_01_03_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_03_00_00_3600
PARIS FIR,66,19,24.384615384615383,adsb_2024_06_01_03_00_00_3600
REIMS FIR,29,19,6.230769230769231,adsb_2024_06_01_03_00_00_3600
RIGA FIR,38,25,7.6923076923076925,adsb_2024_06_01_03_00_00_3600
ROMA FIR,59,21,19.23076923076923,adsb_2024_06_01_03_00_00_3600
SANTA MARIA OCEANIC FIR,4,2,1.6363636363636365,adsb_2024_06_01_03_00_00_3600
SARAJEVO FIR,30,23,7.461538461538462,adsb_2024_06_01_03_00_00_3600
SCOTTISH FIR,32,18,11.384615384615385,adsb_2024_06_01_03_00_00_3600
SHANNON FIR,83,41,30.76923076923077,adsb_2024_06_01_03_00_00_3600
SHANWICK FIR,88,63,17.923076923076923,adsb_2024_06_01_03_00_00_3600
SIMFEROPOL' FIR,16,11,2.875,adsb_2024_06_01_03_00_00_3600
SKOPJE FIR,19,13,4.538461538461538,adsb_2024_06_01_03_00_00_3600
SWEDEN FIR,36,13,11.923076923076923,adsb_2024_06_01_03_00_00_3600
SWITZERLAND FIR,70,24,20.923076923076923,adsb_2024_06_01_03_00_00_3600
TALLINN FIR,35,21,9.692307692307692,adsb_2024_06_01_03_00_00_3600
TBILISI FIR,26,4,6.153846153846154,adsb_2024_06_01_03_00_00_3600
TEL AVIV FIR,4,2,1.0,adsb_2024_06_01_03_00_00_3600
TIRANA FIR,28,23,5.0,adsb_2024_06_01_03_00_00_3600
VILNIUS FIR,33,26,7.538461538461538,adsb_2024_06_01_03_00_00_3600
WARSZAWA FIR,131,30,57.0,adsb_2024_06_01_03_00_00_3600
WIEN FIR,141,60,42.07692307692308,adsb_2024_06_01_03_00_00_3600
YEREVAN FIR,17,7,3.076923076923077,adsb_2024_06_01_03_00_00_3600
ZAGREB FIR/UIR,49,30,11.692307692307692,adsb_2024_06_01_03_00_00_3600
AMSTERDAM FIR,135,56,33.61538461538461,adsb_2024_06_01_04_00_00_3600
ANKARA FIR,196,46,63.15384615384615,adsb_2024_06_01_04_00_00_3600
ATHINAI FIR,166,58,71.0,adsb_2024_06_01_04_00_00_3600
BARCELONA FIR,145,41,63.23076923076923,adsb_2024_06_01_04_00_00_3600
BEOGRAD FIR,127,86,34.53846153846154,adsb_2024_06_01_04_00_00_3600
BODO OCEANIC FIR,0,0,,adsb_2024_06_01_04_00_00_3600
BORDEAUX FIR,82,34,30.153846153846153,adsb_2024_06_01_04_00_00_3600
BRATISLAVA FIR,95,76,16.846153846153847,adsb_2024_06_01_04_00_00_3600
BREMEN FIR,168,88,54.07692307692308,adsb_2024_06_01_04_00_00_3600
BREST FIR,51,25,14.846153846153847,adsb_2024_06_01_04_00_00_3600
BRINDISI FIR,50,34,15.76923076923077,adsb_2024_06_01_04_00_00_3600
BRUSSELS FIR,154,89,42.76923076923077,adsb_2024_06_01_04_00_00_3600
BUCURESTI FIR,159,97,64.53846153846153,adsb_2024_06_01_04_00_00_3600
BUDAPEST FIR,192,138,53.61538461538461,adsb_2024_06_01_04_00_00_3600
CANARIAS FIR,13,7,3.4615384615384617,adsb_2024_06_01_04_00_00_3600
CHISINAU FIR,7,2,3.5384615384615383,adsb_2024_06_01_04_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_04_00_00_3600
FINLAND FIR,49,21,19.307692307692307,adsb_2024_06_01_04_00_00_3600
FIR PRAHA,146,76,48.07692307692308,adsb_2024_06_01_04_00_00_3600
FIR SOFIA,164,99,54.0,adsb_2024_06_01_04_00_00_3600
ISTANBUL FIR,268,123,94.84615384615384,adsb_2024_06_01_04_00_00_3600
KOEBENHAVN FIR,112,45,43.53846153846154,adsb_2024_06_01_04_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_04_00_00_3600
L'VIV FIR,1,1,1.0,adsb_2024_06_01_04_00_00_3600
LANGEN FIR,344,139,115.23076923076923,adsb_2024_06_01_04_00_00_3600
LISBOA FIR,53,11,26.23076923076923,adsb_2024_06_01_04_00_00_3600
LJUBLJANA FIR,63,55,7.230769230769231,adsb_2024_06_01_04_00_00_3600
LONDON FIR,265,61,102.15384615384616,adsb_2024_06_01_04_00_00_3600
MADRID FIR,139,19,60.0,adsb_2024_06_01_04_00_00_3600
MALTA FIR,22,18,8.923076923076923,adsb_2024_06_01_04_00_00_3600
MARSEILLE FIR,202,97,65.61538461538461,adsb_2024_06_01_04_00_00_3600
MILANO FIR,230,115,75.38461538461539,adsb_2024_06_01_04_00_00_3600
MUNICH FIR,297,182,67.61538461538461,adsb_2024_06_01_04_00_00_3600
NICOSIA FIR,27,11,7.230769230769231,adsb_2024_06_01_04_00_00_3600
NORWAY FIR,61,25,23.384615384615383,adsb_2024_06_01_04_00_00_3600
ODESA FIR,1,0,1.0,adsb_2024_06_01_04_00_00_3600
PARIS FIR,165,50,54.15384615384615,adsb_2024_06_01_04_00_00_3600
REIMS FIR,94,61,21.384615384615383,adsb_2024_06_01_04_00_00_3600
RIGA FIR,39,32,9.846153846153847,adsb_2024_06_01_04_00_00_3600
ROMA FIR,177,54,76.38461538461539,adsb_2024_06_01_04_00_00_3600
SANTA MARIA OCEANIC FIR,3,2,1.2727272727272727,adsb_2024_06_01_04_00_00_3600
SARAJEVO FIR,66,45,14.461538461538462,adsb_2024_06_01_04_00_00_3600
SCOTTISH FIR,70,36,16.923076923076923,adsb_2024_06_01_04_00_00_3600
SHANNON FIR,132,68,48.69230769230769,adsb_2024_06_01_04_00_00_3600
SHANWICK FIR,101,87,24.0,adsb_2024_06_01_04_00_00_3600
SIMFEROPOL' FIR,13,12,2.5,adsb_2024_06_01_04_00_00_3600
SKOPJE FIR,38,28,7.615384615384615,adsb_2024_06_01_04_00_00_3600
SWEDEN FIR,116,49,43.38461538461539,adsb_2024_06_01_04_00_00_3600
SWITZERLAND FIR,185,84,51.53846153846154,adsb_2024_06_01_04_00_00_3600
TALLINN FIR,32,19,7.6923076923076925,adsb_2024_06_01_04_00_00_3600
TBILISI FIR,31,7,6.538461538461538,adsb_2024_06_01_04_00_00_3600
TEL AVIV FIR,13,5,3.3333333333333335,adsb_2024_06_01_04_00_00_3600
TIRANA FIR,37,28,7.3076923076923075,adsb_2024_06_01_04_00_00_3600
VILNIUS FIR,34,23,6.769230769230769,adsb_2024_06_01_04_00_00_3600
WARSZAWA FIR,223,90,103.23076923076923,adsb_2024_06_01_04_00_00_3600
WIEN FIR,266,159,72.23076923076923,adsb_2024_06_01_04_00_00_3600
YEREVAN FIR,14,11,2.8333333333333335,adsb_2024_06_01_04_00_00_3600
ZAGREB FIR/UIR,139,82,31.307692307692307,adsb_2024_06_01_04_00_00_3600
AMSTERDAM FIR,286,144,89.07692307692308,adsb_2024_06_01_05_00_00_3600
ANKARA FIR,215,71,72.38461538461539,adsb_2024_06_01_05_00_00_3600
ATHINAI FIR,234,62,96.92307692307692,adsb_2024_06_01_05_00_00_3600
BARCELONA FIR,281,86,124.84615384615384,adsb_2024_06_01_05_00_00_3600
BEOGRAD FIR,177,127,43.76923076923077,adsb_2024_06_01_05_00_00_3600
BODO OCEANIC FIR,1,0,1.0,adsb_2024_06_01_05_00_00_3600
BORDEAUX FIR,181,108,64.38461538461539,adsb_2024_06_01_05_00_00_3600
BRATISLAVA FIR,113,93,18.23076923076923,adsb_2024_06_01_05_00_00_3600
BREMEN FIR,235,138,71.38461538461539,adsb_2024_06_01_05_00_00_3600
BREST FIR,158,66,56.07692307692308,adsb_2024_06_01_05_00_00_3600
BRINDISI FIR,66,38,19.76923076923077,adsb_2024_06_01_05_00_00_3600
BRUSSELS FIR,245,155,58.38461538461539,adsb_2024_06_01_05_00_00_3600
BUCURESTI FIR,158,76,59.69230769230769,adsb_2024_06_01_05_00_00_3600
BUDAPEST FIR,198,143,51.07692307692308,adsb_2024_06_01_05_00_00_3600
CANARIAS FIR,13,7,4.615384615384615,adsb_2024_06_01_05_00_00_3600
CHISINAU FIR,6,0,3.3076923076923075,adsb_2024_06_01_05_00_00_3600
DNIPROPETROVSK FIR,0,0,,adsb_2024_06_01_05_00_00_3600
FINLAND FIR,49,27,17.076923076923077,adsb_2024_06_01_05_00_00_3600
FIR PRAHA,182,100,58.0,adsb_2024_06_01_05_00_00_3600
FIR SOFIA,180,103,60.84615384615385,adsb_2024_06_01_05_00_00_3600
ISTANBUL FIR,280,128,99.6923076923077,adsb_2024_06_01_05_00_00_3600
KOEBENHAVN FIR,152,69,53.61538461538461,adsb_2024_06_01_05_00_00_3600
KYIV FIR,0,0,,adsb_2024_06_01_05_00_00_3600
L'VIV FIR,0,0,,adsb_2024_06_01_05_00_00_3600
LANGEN FIR,508,237,164.30769230769232,adsb_2024_06_01_05_00_00_3600
LISBOA FIR,116,27,51.84615384615385,adsb_2024_06_01_05_00_00_3600
LJUBLJANA FIR,98,85,12.846153846153847,adsb_2024_06_01_05_00_00_3600
LONDON FIR,625,203,271.3076923076923,adsb_2024_06_01_05_00_00_3600
MADRID FIR,304,81,139.15384615384616,adsb_2024_06_01_05_00_00_3600
MALTA FIR,20,5,8.538461538461538,adsb_2024_06_01_05_00_00_3600
MARSEILLE FIR,324,213,110.07692307692308,adsb_2024_06_01_05_00_00_3600
MILANO FIR,346,198,119.6923076923077,adsb_2024_06_01_05_00_00_3600
MUNICH FIR,391,240,96.46153846153847,adsb_2024_06_01_05_00_00_3600
NICOSIA FIR,31,16,8.615384615384615,adsb_2024_06_01_05_00_00_3600
NORWAY FIR,94,36,35.69230769230769,adsb_2024_06_01_05_00_00_3600
ODESA FIR,0,0,,adsb_2024_06_01_05_00_00_3600
PARIS FIR,369,149,129.76923076923077,adsb_2024_06_01_05_00_00_3600
REIMS FIR,131,88,28.692307692307693,adsb_2024_06_01_05_00_00_3600
RIGA FIR,30,26,6.230769230769231,adsb_2024_06_01_05_00_00_3600
ROMA FIR,241,80,100.38461538461539,adsb_2024_06_01_05_00_00_3600
SANTA MARIA OCEANIC FIR,11,6,3.230769230769231,adsb_2024_06_01_05_00_00_3600
SARAJEVO FIR,100,76,23.307692307692307,adsb_2024_06_01_05_00_00_3600
SCOTTISH FIR,136,74,46.69230769230769,adsb_2024_06_01_05_00_00_3600
SHANNON FIR,167,91,57.76923076923077,adsb_2024_06_01_05_00_00_3600
SHANWICK FIR,89,64,20.153846153846153,adsb_2024_06_01_05_00_00_3600
SIMFEROPOL' FIR,4,4,1.3333333333333333,adsb_2024_06_01_05_00_00_3600
SKOPJE FIR,49,44,8.307692307692308,adsb_2024_06_01_05_00_00_3600
SWEDEN FIR,143,86,50.76923076923077,adsb_2024_06_01_05_00_00_3600
SWITZERLAND FIR,263,158,77.15384615384616,adsb_2024_06_01_05_00_00_3600
TALLINN FIR,30,22,7.461538461538462,adsb_2024_06_01_05_00_00_3600
TBILISI FIR,31,8,6.6923076923076925,adsb_2024_06_01_05_00_00_3600
TEL AVIV FIR,17,6,4.230769230769231,adsb_2024_06_01_05_00_00_3600
