,origin_airport,total_fuel_burn,total_contrail_energy_forcing,total_co2,total_co2_forcing_20,total_co2_forcing_100,gwp20,gwp100,contrail_co2_eq_20,contrail_co2_eq_100,contrail_impact_category,id,name,city,country,iata,lat,lon,altitude,tz_offset,dst,tz,type,source
691,LIQS,10964.851585557773,-2076246283319.8442,34736.649823047024,13355118996145.518,49173659902125.76,-0.06529507069506556,-0.01773354760922803,-1.134066002952796e-06,-3.0800201671104346e-07,Low contrail climate impact,1552.0,Siena-Ampugnano Airport,Siena,Italy,SAY,43.256302,11.255,634.0,1,E,Europe/Rome,airport,OurAirports
692,LIQW,978.0252556855181,0.0,3098.3840100117213,1191228496710.3186,4386113293326.697,0.0,0.0,0.0,0.0,Low contrail climate impact,11889.0,Sarzana-Luni Air Base,Sarzana (SP),Italy,QLP,44.088001,9.98795,45.0,\N,\N,\N,airport,OurAirports
693,LIRA,79661462.50979231,3.433567033930044e+17,252367513.23102206,9.702715106755749e+16,3.572547821734335e+17,1.4862831056912338,0.40366097984114185,0.1875447856702885,0.05093545883545335,Average contrail climate impact,1553.0,Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,41.7994,12.5949,427.0,1,E,Europe/Rome,airport,OurAirports
694,LIRE,349819.9908452758,1469979844190247.2,1108229.730997834,426078508086941.8,1568824632286647.8,1.4490088630190292,0.3935376343881227,0.000802917351238528,0.00021806505334773658,Average contrail climate impact,1554.0,Pratica Di Mare Air Base,Pratica Di Mare,Italy,\N,41.654499,12.4452,41.0,1,E,Europe/Rome,airport,OurAirports
695,LIRF,1637671594.0522523,6.333937673676134e+18,5188143609.957536,1.9946735114940063e+18,7.34440456114948e+18,1.3336788239351771,0.3622150442278492,3.4596586340674853,0.9396118335706011,Low contrail climate impact,1555.0,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,13.0,1,E,Europe/Rome,airport,OurAirports
696,LIRG,164.20783330184932,0.0,520.2104159002587,200004089132.7639,736416729861.2228,0.0,0.0,0.0,0.0,Low contrail climate impact,1556.0,Guidonia Air Base,Guidonia,Italy,\N,41.990299,12.7408,289.0,1,E,Europe/Rome,airport,OurAirports
697,LIRI,137343.12814936833,43085801137815.7,435103.0299771989,167283050338193.1,615937591203388.8,0.10817615078932485,0.029379659134828,2.35338854898528e-05,6.391589354630476e-06,Low contrail climate impact,5792.0,Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,40.620399,14.9113,119.0,1,E,Europe/Rome,airport,OurAirports
698,LIRJ,3697.021565259083,-3675488355322.255,11712.164318740775,4502948585312.712,16579894372699.525,-0.3428209494264396,-0.0931070533101353,-2.0075876457945906e-06,-5.452425538010309e-07,Low contrail climate impact,1558.0,Marina Di Campo Airport,Marina Di Campo,Italy,EBA,42.7603,10.2394,31.0,1,E,Europe/Rome,airport,OurAirports
699,LIRL,1475.4260069290724,0.0,4674.149589951302,1797059425637.7463,6616787843352.371,0.0,0.0,0.0,0.0,Low contrail climate impact,1559.0,Latina Air Base,Latina,Italy,QLT,41.5424,12.909,94.0,1,E,Europe/Rome,airport,OurAirports
700,LIRN,140973173.79201564,6.293614638085043e+17,446603014.5731056,1.7170442267877715e+17,6.32217121160351e+17,1.5394583941153397,0.4181029047654162,0.3437633798108914,0.09336300883500347,Average contrail climate impact,1561.0,Naples International Airport,Naples,Italy,NAP,40.886002,14.2908,294.0,1,E,Europe/Rome,airport,OurAirports
701,LIRP,67008003.42704441,4.0688536470884685e+17,212281354.8568767,8.161531895616459e+16,3.0050828736997843e+17,2.093869819580088,0.5686760078177738,0.22224476109719252,0.06035965670707842,Average contrail climate impact,1562.0,Pisa International Airport,Pisa,Italy,PSA,43.683899,10.3927,6.0,1,E,Europe/Rome,airport,OurAirports
702,LIRQ,32688486.782814108,1.2126425283853402e+17,103557126.1279551,3.9814367516238936e+16,1.4659683436941533e+17,1.2792112337690973,0.3474221418986526,0.06623571953986174,0.01798901928412154,Low contrail climate impact,1563.0,Peretola Airport,Florence,Italy,FLR,43.810001,11.2051,142.0,1,E,Europe/Rome,airport,OurAirports
703,LIRS,203512.19601372269,359737511296381.56,644726.6369714735,247876551152780.53,912683535625300.8,0.6095362955544552,0.1655445166335395,0.000196492142972437,5.336547973910504e-05,Low contrail climate impact,1564.0,Grosseto Air Base,Grosseto,Italy,GRS,42.759701,11.0719,17.0,1,E,Europe/Rome,airport,OurAirports
704,LIRV,1516.477592272212,0.0,4804.201012318367,1847059993630.8572,6800890353117.801,0.0,0.0,0.0,0.0,Low contrail climate impact,1566.0,Viterbo Airport,Viterbo,Italy,\N,42.430199,12.0642,992.0,1,E,Europe/Rome,airport,OurAirports
705,LIRZ,2649890.1911468348,1.2080928156178096e+16,8394852.125553172,3227549279016030.5,1.1883863454117602e+16,1.572087484018737,0.42696466895508883,0.006598720978385117,0.001792152629356867,Average contrail climate impact,1567.0,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,PEG,43.095901,12.5132,697.0,1,E,Europe/Rome,airport,OurAirports
706,LJLJ,22442065.538852666,1.8298587059266256e+17,71096463.62708525,2.733429207427139e+16,1.0064509215631307e+17,2.811635488495337,0.7636146383527109,0.0999486701202154,0.027145150180376686,High contrail climate impact,1569.0,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,LJU,46.223701,14.4576,1273.0,1,E,Europe/Ljubljana,airport,OurAirports
707,LJMB,27507.165846635562,242967792277381.03,87142.70140214147,33503551804786.277,123360358109673.33,3.045840433608051,0.8272225723094593,0.00013271138171223773,3.604320480593729e-05,High contrail climate impact,1570.0,Maribor Airport,Maribor,Slovenia,MBX,46.47990036010742,15.686100006103516,876.0,1,E,Europe/Ljubljana,airport,OurAirports
708,LJPZ,334.96393608379276,0.0,1061.1657495134555,407983928547.5173,1502200239003.411,0.0,0.0,0.0,0.0,Low contrail climate impact,1571.0,Portoroz Airport,Portoroz,Slovenia,POW,45.4734001159668,13.614999771118164,7.0,1,E,Europe/Ljubljana,airport,OurAirports
709,LKCV,18141.069485668613,23098478769676.805,57470.90813059817,22095706431408.51,81356575981755.19,0.4390609149963184,0.11924495305013647,1.2616614754744893e-05,3.4265578708909425e-06,Low contrail climate impact,1574.0,Čáslav Air Base,Caslav,Czech Republic,\N,49.939701080322266,15.381799697875977,794.0,1,E,Europe/Prague,airport,OurAirports
710,LKKB,2784.221033674084,0.0,8820.4122346795,3391163384761.5977,12486291960628.479,0.0,0.0,0.0,0.0,Low contrail climate impact,1577.0,Kbely Air Base,Praha,Czech Republic,\N,50.12139892578125,14.54360008239746,939.0,1,E,Europe/Prague,airport,OurAirports
711,LKKU,624.0927965416505,0.0,1977.1259794439488,760141028577.9978,2798845628236.9795,0.0,0.0,0.0,0.0,Low contrail climate impact,1578.0,Kunovice Airport,Kunovice,Czech Republic,UHE,49.02939987182617,17.439699172973633,581.0,1,E,Europe/Prague,airport,OurAirports
712,LKKV,1236181.5662555953,2.7794136853228584e+16,3916223.201897726,1505661229371323.2,5543857246220772.0,7.75309694547305,2.1056706476909763,0.015181429072211974,0.004123138123021207,Very high contrail climate impact,1579.0,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,50.20299911499024,12.914999961853027,1989.0,1,E,Europe/Prague,airport,OurAirports
713,LKLN,9770.72954060605,0.0,30953.671184639967,11900685994311.17,43818425418384.23,0.0,0.0,0.0,0.0,Low contrail climate impact,1580.0,Plzeň-Líně Airport,Line,Czech Republic,\N,49.675201416016,13.274600028992,1188.0,1,E,Europe/Prague,airport,OurAirports
714,LKMT,6264720.450343128,4.520626534296093e+16,19846634.386687033,7630389380018479.0,2.8095157549858836e+16,2.488291291367572,0.675797293905511,0.02469210375367477,0.006706150905827579,High contrail climate impact,1582.0,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,OSR,49.6963005065918,18.111099243164062,844.0,1,E,Europe/Prague,airport,OurAirports
715,LKNA,28050.999121388013,18105049350148.78,88865.56521655722,34165937249925.25,125799266861649.47,0.2225643825146089,0.06044646297839946,9.889154824617382e-06,2.6858045489585844e-06,Low contrail climate impact,1583.0,Náměšť Air Base,Namest,Czech Republic,\N,49.16579818725586,16.124900817871094,1548.0,1,E,Europe/Prague,airport,OurAirports
716,LKPD,1926918.5819846091,2.2468852012055436e+16,6104478.067727242,2346974490031764.5,8641579712250848.0,4.020886415742662,1.0920361970028365,0.012272706468861739,0.0033331555068840404,Very high contrail climate impact,1584.0,Pardubice Airport,Pardubice,Czech Republic,PED,50.01340103149414,15.73859977722168,741.0,1,E,Europe/Prague,airport,OurAirports
717,LKPO,70383.62596102442,101423619038664.53,222975.32704452536,85726805580092.3,315646815525026.06,0.49690315308017613,0.1349543790751842,5.539857153375406e-05,1.5045748405190025e-05,Low contrail climate impact,1586.0,Přerov Air Base,Prerov,Czech Republic,PRV,49.42580032348633,17.404699325561523,676.0,1,E,Europe/Prague,airport,OurAirports
718,LKPR,394425381.39582676,2.7787671229141356e+18,1249539608.2619793,4.804075880588755e+17,1.76886475937996e+18,2.429358362842735,0.659791646272061,1.5177897485172374,0.4122178976086588,High contrail climate impact,1587.0,Václav Havel Airport Prague,Prague,Czech Republic,PRG,50.1008,14.26,1247.0,1,E,Europe/Prague,airport,OurAirports
719,LKTB,6209750.460597126,3.385483254688415e+16,19672489.459171694,7563436284616649.0,2.7848635692312348e+16,1.8799695184332517,0.5105826305744854,0.018491840267471117,0.00502221570900636,Average contrail climate impact,1588.0,Brno-Tuřany Airport,Brno,Czech Republic,BRQ,49.15129852294922,16.694400787353516,778.0,1,E,Europe/Prague,airport,OurAirports
720,LMML,144974429.8759277,6.31199598717137e+17,459278993.8469389,1.7657792695904307e+17,6.501614047027528e+17,1.5013418496111797,0.40775079779212725,0.34476738705486243,0.09363568807512743,Average contrail climate impact,1606.0,Malta International Airport,Malta,Malta,MLA,35.857498,14.4775,300.0,1,E,Europe/Malta,airport,OurAirports
721,LOAN,566.3772818491241,0.0,1794.283228898025,689843901377.6879,2540011017624.9595,0.0,0.0,0.0,0.0,Low contrail climate impact,1607.0,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,\N,47.843299865722656,16.260099411010742,896.0,1,E,Europe/Vienna,airport,OurAirports
722,LOWG,8261721.26042232,1.8753040596499212e+16,26173132.953017913,1.0062723574959606e+16,3.705103240989311e+16,0.7827182165799765,0.2125791520029709,0.010243093973648398,0.0027819312042067805,Low contrail climate impact,1609.0,Graz Airport,Graz,Austria,GRZ,46.9911003112793,15.439599990844728,1115.0,1,E,Europe/Vienna,airport,OurAirports
723,LOWI,12517302.599312915,1.1680714057472213e+17,39654814.63462331,1.5245994386715792e+16,5.6135878913430536e+16,3.2178287487846378,0.8739330351812823,0.06380120127950833,0.01732782625659374,Very high contrail climate impact,1610.0,Innsbruck Airport,Innsbruck,Austria,INN,47.260201,11.344,1907.0,1,E,Europe/Vienna,airport,OurAirports
724,LOWK,997210.9590048969,7940993855002089.0,3159164.3181275134,1214596560459812.0,4472154699600982.0,2.745946701708309,0.7457741610321429,0.004337448419758412,0.001178011559457114,High contrail climate impact,4322.0,Klagenfurt Airport,Klagenfurt,Austria,KLU,46.642502,14.3377,1472.0,1,E,Europe/Vienna,airport,OurAirports
725,LOWL,6611206.805642677,1.7631568743488668e+16,20944303.160276,8052407541364238.0,2.9649031951466652e+16,0.9196328966492724,0.24976393443088196,0.009630535091792562,0.002615565780611844,Low contrail climate impact,1611.0,Linz Hörsching Airport,Linz,Austria,LNZ,48.2332,14.1875,980.0,1,E,Europe/Vienna,airport,OurAirports
726,LOWS,23548202.896775637,2.449236525416795e+17,74600706.77698523,2.868156029088828e+16,1.0560574500410747e+17,3.5865529289278255,0.9740751704701708,0.13377969169554113,0.03633334808549356,Very high contrail climate impact,1612.0,Salzburg Airport,Salzburg,Austria,SZG,47.7933006287,13.0043001175,1411.0,1,E,Europe/Vienna,airport,OurAirports
727,LOWW,841534668.6639427,4.61965452654157e+18,2665981830.3273706,1.0249838360048479e+18,3.7739990614404444e+18,1.8929614624071813,0.514111124449223,2.5233004321437367,0.6853054582754011,Average contrail climate impact,1613.0,Vienna International Airport,Vienna,Austria,VIE,48.110298156738,16.569700241089,600.0,1,E,Europe/Vienna,airport,OurAirports
728,LOXZ,5158.081601061987,0.0,16340.802512164377,6282510350139.629,23132255682522.484,0.0,0.0,0.0,0.0,Low contrail climate impact,1615.0,Hinterstoisser Air Base,Zeltweg,Austria,\N,47.202801,14.7442,2264.0,1,E,Europe/Vienna,airport,OurAirports
729,LPAZ,646210.0679265045,4169716299921070.0,2047193.4951911664,787079723453159.1,2898034128195732.5,2.2250361606108275,0.6042995936204407,0.0022775397772838066,0.0006185590986032157,Average contrail climate impact,1617.0,Santa Maria Airport,Santa Maria (island),Portugal,SMA,36.97140121459961,-25.17060089111328,308.0,-1,E,Atlantic/Azores,airport,OurAirports
730,LPBG,7642.38169475311,3575706256544.554,24211.065208977856,9308371951137.547,34273503418414.402,0.16133827006828866,0.04381800743900112,1.9530856886635086e-06,5.304403177165664e-07,Low contrail climate impact,1618.0,Bragança Airport,Braganca,Portugal,BGC,41.8578,-6.70713,2241.0,0,E,Europe/Lisbon,airport,OurAirports
731,LPBJ,1442386.5597922024,4991229802905731.0,4569480.621421698,1756817590658334.5,6468617070206420.0,1.1932465432765,0.32407491345804945,0.002726258478040197,0.0007404270184677354,Low contrail climate impact,1619.0,Beja Airport / Airbase,Beja (madeira),Portugal,BYJ,38.078899,-7.9324,636.0,0,E,Europe/Lisbon,airport,OurAirports
732,LPCB,1273.5647348210048,2540451295386.921,4034.653079912943,1551193689227.1047,5711508144434.528,0.6878506220549049,0.18681397576263892,1.387619315396928e-06,3.7686479134075655e-07,Low contrail climate impact,13718.0,Aerodromo de Castelo Branco,Castelo Branco,Portugal,\N,39.847022,-7.44111,1300.0,\N,\N,\N,airport,OurAirports
733,LPCR,883.8352379216644,0.0,2799.990033735833,1076505658405.5869,3963702842664.923,0.0,0.0,0.0,0.0,Low contrail climate impact,5793.0,Corvo Airport,Corvo,Portugal,CVU,39.671501,-31.1136,0.0,-1,E,Atlantic/Azores,airport,OurAirports
734,LPCS,131486.60720169655,16521475962175.867,416549.5716149747,160149845337717.28,589673070699544.9,0.04332829600603828,0.01176757130163994,9.024191570061033e-06,2.4508883923233933e-06,Low contrail climate impact,1622.0,Cascais Airport,Cascais,Portugal,CAT,38.724998,-9.35523,325.0,0,E,Europe/Lisbon,airport,OurAirports
735,LPEV,75599.39111119484,1752939289873.526,239498.87104026525,92079574123555.58,339037762463300.9,0.007995633220012245,0.002171541294980598,9.574725647224866e-07,2.600408442825844e-07,Low contrail climate impact,1624.0,Évora Airport,Evora,Portugal,\N,38.533501,-7.88964,807.0,0,E,Europe/Lisbon,airport,OurAirports
736,LPFL,166206.66781177733,518160122387981.9,526542.7236277106,202438656762375.16,745380828246402.4,1.075028133872701,0.2919678681767903,0.0002830241207928735,7.686677826079178e-05,Low contrail climate impact,1625.0,Flores Airport,Flores,Portugal,FLW,39.455299377441406,-31.13139915466309,112.0,-1,E,Atlantic/Azores,airport,OurAirports
737,LPFR,160564408.45257103,1.4325581949517926e+18,508668045.97774506,1.9556642100420346e+17,7.200771986765651e+17,3.0765733646412676,0.8355693569877987,0.7824772808496251,0.2125137160489322,High contrail climate impact,1626.0,Faro Airport,Faro,Portugal,FAO,37.0144004822,-7.96590995789,24.0,0,E,Europe/Lisbon,airport,OurAirports
738,LPGR,26655.718893072608,0.0,84445.31745325403,32466494869267.31,119541905794791.77,0.0,0.0,0.0,0.0,Low contrail climate impact,1627.0,Graciosa Airport,Graciosa Island,Portugal,GRW,39.09220123291016,-28.029800415039062,86.0,-1,E,Atlantic/Azores,airport,OurAirports
739,LPHR,1984052.875305538,2.2211518891867456e+16,6285479.508967945,2416563693324466.5,8897807741111007.0,3.8603732897065295,1.0484422911816598,0.012132148604708785,0.0032949812687788635,Very high contrail climate impact,1628.0,Horta Airport,Horta,Portugal,HOR,38.519901275634766,-28.715900421142575,118.0,-1,E,Atlantic/Azores,airport,OurAirports
740,LPLA,11304848.134915536,7.721824180300926e+16,35813758.89141242,1.3769232615424462e+16,5.069842971369676e+16,2.35537175259379,0.6396975555339953,0.04217735802351875,0.011454987008660208,High contrail climate impact,1629.0,Lajes Airport,Lajes (terceira Island),Portugal,TER,38.761799,-27.090799,180.0,-1,E,Atlantic/Azores,airport,OurAirports
741,LPMA,60675119.87364495,6.502943401155575e+17,192218779.7597072,7.390190735324043e+16,2.7210744130063427e+17,3.695758778498676,1.0037344864331628,0.3551971213446208,0.09646830909245947,Very high contrail climate impact,4091.0,Madeira Airport,Funchal,Portugal,FNC,32.697899,-16.7745,192.0,0,E,Europe/Lisbon,airport,OurAirports
742,LPMR,5785.543400163145,1004541717531.8378,18328.601491716843,7046754802255.051,25946210150562.53,0.05987259855108852,0.016260853470125177,5.486904995582224e-07,1.4901935158456266e-07,Low contrail climate impact,1630.0,Monte Real Air Base,Monte Real,Portugal,QLR,39.828335,-8.8875,187.0,0,E,Europe/Lisbon,airport,OurAirports
743,LPOV,2380.1250239505216,0.0,7540.236075875253,2898977033344.4917,10674057695996.455,0.0,0.0,0.0,0.0,Low contrail climate impact,1632.0,Ovar Air Base,Ovar,Portugal,\N,40.915901,-8.64592,56.0,0,E,Europe/Lisbon,airport,OurAirports
744,LPPD,38710773.94842615,2.034928807799727e+17,122635731.86861405,4.714947470835488e+16,1.7360476043243638e+17,1.812682123316292,0.4923079857643111,0.11114979941902338,0.030187275069484758,Average contrail climate impact,1633.0,João Paulo II Airport,Ponta Delgada,Portugal,PDL,37.7411994934,-25.6979007721,259.0,-1,E,Atlantic/Azores,airport,OurAirports
745,LPPI,791057.5802851688,7184138463196821.0,2506070.414343415,963503065689142.2,3547626350654582.5,3.1316331644305917,0.8505230980669447,0.003924046610978076,0.0010657353863906364,High contrail climate impact,1634.0,Pico Airport,Pico,Portugal,PIX,38.554298,-28.441299,109.0,-1,E,Atlantic/Azores,airport,OurAirports
746,LPPM,24456.745827904724,215963082215618.03,77478.97078280216,29788159761356.04,109680253514616.39,3.0449848281071006,0.8269901976336329,0.00011796114526549296,3.203717468006001e-05,High contrail climate impact,1635.0,Portimão Airport,Portimao,Portugal,PRM,37.1493,-8.58396,5.0,0,E,Europe/Lisbon,airport,OurAirports
747,LPPR,229792532.8319574,1.4259985220156027e+18,727982744.011641,2.7988583305939514e+17,1.0305419794655553e+18,2.139870291753764,0.5811693178740336,0.778894323409948,0.2115406173806563,Average contrail climate impact,1636.0,Francisco de Sá Carneiro Airport,Porto,Portugal,OPO,41.2481002808,-8.68138980865,228.0,0,E,Europe/Lisbon,airport,OurAirports
748,LPPS,1586677.1227502672,2.350370406267883e+16,5026593.1248728465,1932562572091911.8,7115711562514152.0,5.108013499216016,1.3872900299007132,0.012837952768458458,0.003486671263251785,Very high contrail climate impact,1637.0,Porto Santo Airport,Porto Santo,Portugal,PXO,33.0733985901,-16.3500003815,341.0,0,E,Europe/Lisbon,airport,OurAirports
749,LPPT,1065282314.3490572,5.714966051440353e+18,3374814371.8578134,1.2975070352397514e+18,4.777431761552223e+18,1.8499211768523685,0.502421774167859,3.121570287222746,0.8477901120979956,Average contrail climate impact,1638.0,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,LIS,38.7813,-9.13592,374.0,0,E,Europe/Lisbon,airport,OurAirports
750,LPSJ,21130.463664063453,-13019073893.597687,66941.30888775302,25736769392208.89,94763000272568.31,-0.00021245910673490823,-5.770196194277621e-05,-7.11114534497879e-09,-1.931322428920376e-09,Low contrail climate impact,1639.0,São Jorge Airport,Sao Jorge Island,Portugal,SJZ,38.66550064086914,-28.175800323486328,311.0,-1,E,Atlantic/Azores,airport,OurAirports
751,LPSO,8334.035175006415,0.0,26402.223434420324,10150801459718.186,37375335918627.63,0.0,0.0,0.0,0.0,Low contrail climate impact,13719.0,Ponte de Sor Airport,Ponte de Sôr,Portugal,\N,39.211559,-8.056542,0.0,\N,\N,\N,airport,OurAirports
752,LPST,1288.8141596914675,0.0,4082.9632579025692,1569767391039.5447,5779896669936.399,0.0,0.0,0.0,0.0,Low contrail climate impact,1640.0,Sintra Air Base,Sintra,Portugal,\N,38.8311,-9.33955,440.0,0,E,Europe/Lisbon,airport,OurAirports
753,LPVR,2578.8239638047426,3002536492816.446,8169.714317333425,3140991069326.1826,11565155401703.1,0.4014864414286398,0.10904006761527832,1.6400147643774033e-06,4.4541310077977206e-07,Low contrail climate impact,1642.0,Vila Real Airport,Vila Real,Portugal,VRL,41.2743,-7.72047,1805.0,0,E,Europe/Lisbon,airport,OurAirports
754,LPVZ,17917.008373373763,0.0,56761.082526848084,21822801431850.85,80351737489660.05,0.0,0.0,0.0,0.0,Low contrail climate impact,1643.0,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE,40.725498,-7.88899,2060.0,0,E,Europe/Lisbon,airport,OurAirports
755,LQBK,1459503.460026598,1.1218960209054252e+16,4623706.961364263,1777665865501981.2,6545380592643279.0,2.650646209304475,0.7198914136633745,0.006127905665037448,0.0016642834703908523,High contrail climate impact,5794.0,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,44.94139862060547,17.297500610351562,400.0,1,E,Europe/Sarajevo,airport,OurAirports
756,LQMO,273482.4823658765,14160176311051.402,866392.5041350968,333099911736904.25,1226476662462241.8,0.017854324906993627,0.00484907233269486,7.73442663290592e-06,2.1005999605278575e-06,Low contrail climate impact,1645.0,Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,43.282901763916016,17.84589958190918,156.0,1,E,Europe/Sarajevo,airport,OurAirports
757,LQSA,3866073.1394350687,2.649227406302001e+16,12247719.705730299,4708852319803721.0,1.7338033646139224e+16,2.3629441636284314,0.6417541535309036,0.014470338898206168,0.003930012496217357,High contrail climate impact,1646.0,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,43.82460021972656,18.331499099731445,1708.0,1,E,Europe/Sarajevo,airport,OurAirports
758,LQTZ,5759040.104376764,6.630951403077614e+16,18244639.05066559,7014473957753392.0,2.582735181097483e+16,3.970361293043538,1.0783140329970518,0.036218904346156634,0.009836725157649356,Very high contrail climate impact,6947.0,Tuzla International Airport,Null,Bosnia and Herzegovina,TZL,44.45869827270508,18.72480010986328,784.0,1,E,Europe/Sarajevo,airport,OurAirports
759,LRAR,349697.3234661947,85475616939121.95,1107841.1207409047,425929100004963.56,1568274510478527.0,0.08428576285117138,0.02289124695617041,4.668761698977191e-05,1.2679932341540325e-05,Low contrail climate impact,1647.0,Arad International Airport,Arad,Romania,ARW,46.17660140991211,21.261999130249023,352.0,2,E,Europe/Bucharest,airport,OurAirports
760,LRBC,8727421.413996698,4.258506916298168e+16,27648471.039541543,1.0629943378983308e+16,3.9139540474917624e+16,1.6825798981972537,0.4569734041694814,0.023260380793510765,0.00631730796551031,Average contrail climate impact,1648.0,Bacău Airport,Bacau,Romania,BCM,46.52190017700195,26.91029930114746,607.0,2,E,Europe/Bucharest,airport,OurAirports
761,LRBM,139558.11217201952,316022009638557.4,442120.09936095786,169980886689761.25,625871047225899.2,0.7808480508190513,0.2120712319838105,0.00017261430890696462,4.6880477078141524e-05,Low contrail climate impact,1649.0,Tautii Magheraus Airport,Baia Mare,Romania,BAY,47.65840148925781,23.46999931335449,605.0,2,E,Europe/Bucharest,airport,OurAirports
762,LRBO,408.45027978971007,0.0,1293.9704863738016,497489824466.5135,1831761696780.4683,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
763,LRBS,56468.64238958839,61710468367027.98,178892.65909021604,68778444722138.68,253242809018753.3,0.3768389474182023,0.10234603231017084,3.370686067620015e-05,9.154476933649814e-06,Low contrail climate impact,1650.0,Băneasa International Airport,Bucharest,Romania,BBU,44.50320053100586,26.102100372314453,297.0,2,E,Europe/Bucharest,airport,OurAirports
764,LRCK,3329677.219002196,3.902888943783052e+16,10548417.429798957,4055525524586217.5,1.4932478918978542e+16,4.041925877303237,1.0977503234948565,0.021317960687050455,0.005789764322960294,Very high contrail climate impact,1651.0,Mihail Kogălniceanu International Airport,Constanta,Romania,CND,44.36220169067383,28.488300323486328,353.0,2,E,Europe/Bucharest,airport,OurAirports
765,LRCL,42697116.856253155,5.150468414939492e+17,135264466.20061,5.200481483567519e+16,1.9148216341169107e+17,4.159608569148559,1.129711872757393,0.2813236163546815,0.07640493671451011,Very high contrail climate impact,1652.0,Cluj-Napoca International Airport,Cluj-napoca,Romania,CLJ,46.78519821166992,23.686199188232425,1036.0,2,E,Europe/Bucharest,airport,OurAirports
766,LRCS,15766.35064952604,5918955608914.359,49947.7988576985,19203314100184.91,70706763214069.97,0.12945480883011196,0.03515874921635995,3.232991376304122e-06,8.780510669735057e-07,Low contrail climate impact,1653.0,Caransebeş Airport,Caransebes,Romania,CSB,45.41999816894531,22.25329971313477,866.0,2,E,Europe/Bucharest,airport,OurAirports
767,LRCT,73502.2336546717,289311643944666.2,232855.07621799994,89525249774796.44,329632718836070.56,1.3572806639738424,0.3686250894201686,0.00015802484622942333,4.29181116464002e-05,Average contrail climate impact,11890.0,Câmpia Turzii Air Base,Câmpia Turzii,Romania,\N,46.50230026245117,23.885900497436523,1083.0,\N,\N,\N,airport,OurAirports
768,LRCV,8210696.1254614685,1.1451304922747621e+17,26011485.32546193,1.0000575287417428e+16,3.682220189509346e+16,4.8092713962218765,1.3061543905648052,0.06254814617449458,0.01698750788148205,Very high contrail climate impact,1654.0,Craiova Airport,Craiova,Romania,CRA,44.31809997558594,23.888599395751957,626.0,2,E,Europe/Bucharest,airport,OurAirports
769,LRFT,220362.44392769222,330973450708207.94,698108.222362929,268400045178182.62,988251212371551.2,0.517916638967641,0.14066145081052975,0.00018078093208094136,4.909845769016475e-05,Low contrail climate impact,,,,,,,,,,,,,
770,LRIA,18184639.814829204,1.958598742524091e+17,57608938.93337892,2.2148774813237532e+16,8.155197420773653e+16,3.714026978000032,1.0086959633431902,0.10698057668626285,0.029054952077291835,Very high contrail climate impact,1655.0,Iaşi Airport,Iasi,Romania,IAS,47.17850112915039,27.6205997467041,397.0,2,E,Europe/Bucharest,airport,OurAirports
771,LROD,505261.7539775066,433538025355141.9,1600669.236600741,615405579903938.5,2265928495043790.5,0.29587962247203253,0.08035821564865428,0.0002368027047140119,6.431346184846459e-05,Low contrail climate impact,1656.0,Oradea International Airport,Oradea,Romania,OMR,47.025299072265625,21.90250015258789,465.0,2,E,Europe/Bucharest,airport,OurAirports
772,LROP,275339096.47449267,2.567723646669042e+18,872274257.6311928,3.353612558287067e+17,1.2348029503316398e+18,3.215767811150603,0.8733733032556751,1.402515740092839,0.3809105248661233,Very high contrail climate impact,1657.0,Henri Coandă International Airport,Bucharest,Romania,OTP,44.5711111,26.085,314.0,2,E,Europe/Bucharest,airport,OurAirports
773,LROV,2007.3455838594832,4489055210.492841,6359.270809666843,2444934063142.3496,9002267680189.404,0.0007711468447471259,0.00020943647260745804,2.4519658098835432e-09,6.659316233660987e-10,Low contrail climate impact,,,,,,,,,,,,,
774,LRSB,9023508.696996989,1.7369423064070643e+17,28586475.55208646,1.0990575793098482e+16,4.046739204153416e+16,6.637648312739588,1.8027249394826836,0.09487348560773909,0.02576677620482914,Very high contrail climate impact,1658.0,Sibiu International Airport,Sibiu,Romania,SBZ,45.78559875488281,24.09129905700684,1496.0,2,E,Europe/Bucharest,airport,OurAirports
775,LRSM,1012089.8931503217,2.5984738687766436e+16,3206300.7815002194,1232719006942324.2,4538881699201864.0,8.853266792675099,2.4044667766469865,0.014193118118092055,0.003854721852527273,Very high contrail climate impact,1659.0,Satu Mare Airport,Satu Mare,Romania,SUJ,47.70330047607422,22.88570022583008,405.0,2,E,Europe/Bucharest,airport,OurAirports
