,origin_airport,total_fuel_burn,total_contrail_energy_forcing,total_co2,total_co2_forcing_20,total_co2_forcing_100,gwp20,gwp100,contrail_co2_eq_20,contrail_co2_eq_100,contrail_impact_category,id,name,city,country,iata,lat,lon,altitude,tz_offset,dst,tz,type,source
0,BIAR,914620.8076096879,1215758692012561.2,2897518.7185074915,1114002285089455.5,4101765735894229.5,0.458364096267785,0.1244875216000007,0.0006640592744138384,0.00018035246202830385,Low contrail climate impact,11.0,Akureyri Airport,Akureyri,Iceland,AEY,65.66000366210938,-18.07270050048828,6.0,0,N,Atlantic/Reykjavik,airport,OurAirports
1,BIEG,557332.8406058261,187212561222190.75,1765630.4390392571,678827829877277.6,2499449750175750.5,0.11583095484982571,0.03145863432853221,0.00010225732983291706,2.777216117053088e-05,Low contrail climate impact,12.0,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,65.2833023071289,-14.401399612426758,76.0,0,N,Atlantic/Reykjavik,airport,OurAirports
2,BIHN,43735.455002047514,-179359640621955.78,138553.92144648652,53269504046205.47,196138759668036.88,-1.414149622941486,-0.3840701816852445,-9.796798788530659e-05,-2.6607214891577587e-05,Low contrail climate impact,13.0,Hornafjörður Airport,Hofn,Iceland,HFN,64.295601,-15.2272,24.0,0,N,Atlantic/Reykjavik,airport,OurAirports
3,BIIS,154804.59822547899,1967850411400.0605,490420.9671783174,188551009041915.84,694246393125045.9,0.004383414212354021,0.0011904954508552396,1.0748591187829208e-06,2.9192196521490683e-07,Low contrail climate impact,15.0,Ísafjörður Airport,Isafjordur,Iceland,IFJ,66.05809783935547,-23.135299682617188,8.0,0,N,Atlantic/Reykjavik,airport,OurAirports
4,BIKF,308086618.0282808,2.0524256085259517e+18,976018405.9135936,3.7524752731784634e+17,1.3816645357309824e+18,2.2972003619646584,0.6238987346699469,1.121054917674438,0.30446832423203485,High contrail climate impact,16.0,Keflavik International Airport,Keflavik,Iceland,KEF,63.985000610352,-22.605600357056,171.0,0,N,Atlantic/Reykjavik,airport,OurAirports
5,BIRK,2437585.5366746956,324477717946531.06,7722270.980185436,2968963569780756.5,1.0931748708816174e+16,0.0459017560621691,0.012466499657793654,0.00017723289938921966,4.81348442659358e-05,Low contrail climate impact,18.0,Reykjavik Airport,Reykjavik,Iceland,RKV,64.1299972534,-21.9405994415,48.0,0,N,Atlantic/Reykjavik,airport,OurAirports
6,BIRL,111.3810814628583,0.0,352.85526607433513,135661443773.22021,499506571215.20416,0.0,0.0,0.0,0.0,Low contrail climate impact,6867.0,Reykjahlíð Airport,Myvatn,Iceland,MVA,65.65579986572266,-16.918100357055664,1030.0,0,N,Atlantic/Reykjavik,airport,OurAirports
7,BISI,202.6017971221685,0.0,641.8424932830299,246767691134.4033,908600703758.4724,0.0,0.0,0.0,0.0,Low contrail climate impact,19.0,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,66.133301,-18.9167,10.0,0,N,Atlantic/Reykjavik,airport,OurAirports
8,BIVM,3978.772352122346,0.0,12604.750811523592,4846119238965.029,17843451591168.31,0.0,0.0,0.0,0.0,Low contrail climate impact,20.0,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,63.42430114746094,-20.27890014648437,326.0,0,N,Atlantic/Reykjavik,airport,OurAirports
9,EBAW,4574843.229587707,6029894134417265.0,14493103.351333855,5572129749601760.0,2.051662836673451e+16,0.4545040496654359,0.12343916803413543,0.003293587082700469,0.0008945083099606956,Low contrail climate impact,299.0,Antwerp International Airport (Deurne),Antwerp,Belgium,ANR,51.1893997192,4.46027994156,39.0,1,E,Europe/Brussels,airport,OurAirports
10,EBBE,181.38822910936003,0.0,574.6379098184526,220929701177.74567,813465008520.5698,0.0,0.0,0.0,0.0,Low contrail climate impact,300.0,Beauvechain Air Base,Beauvechain,Belgium,\N,50.75859832763672,4.768330097198486,370.0,1,E,Europe/Brussels,airport,OurAirports
11,EBBL,6404.704003464387,0.0,20290.10228297518,7800888451059.263,28722936556201.473,0.0,0.0,0.0,0.0,Low contrail climate impact,301.0,Kleine Brogel Air Base,Kleine Brogel,Belgium,\N,51.168301,5.47,200.0,1,E,Europe/Brussels,airport,OurAirports
12,EBBR,1042405980.7735434,4.907714173241274e+18,3302342147.0905857,1.269643807478519e+18,4.67483912377028e+18,1.6234789163859322,0.4409221147911792,2.6806414252471082,0.7280378416296122,Average contrail climate impact,302.0,Brussels Airport,Brussels,Belgium,BRU,50.9014015198,4.48443984985,184.0,1,E,Europe/Brussels,airport,OurAirports
13,EBBT,207989.3858710675,110974089034197.69,658910.3744395418,253329739720506.5,932762221565044.9,0.18398596803433306,0.04996891631841546,6.061513154456198e-05,1.6462518680852635e-05,Low contrail climate impact,,,,,,,,,,,,,
14,EBCI,112140973.60140765,7.842252237014614e+17,355262604.3692594,1.3658698753050453e+17,5.0291443107466106e+17,2.4114639315919697,0.6549316814210008,0.4283514783399484,0.11633636741278142,High contrail climate impact,304.0,Brussels South Charleroi Airport,Charleroi,Belgium,CRL,50.459202,4.45382,614.0,1,E,Europe/Brussels,airport,OurAirports
15,EBFN,461357.1905507656,14852300036715.486,1461579.5796648255,561930102879675.94,2069031341146924.0,0.011100964307577267,0.003014920988080644,8.112471373271505e-06,2.203273475240784e-06,Low contrail climate impact,306.0,Koksijde Air Base,Koksijde,Belgium,\N,51.09030151367188,2.652780055999756,20.0,1,E,Europe/Brussels,airport,OurAirports
16,EBFS,10598.869042248096,0.0,33577.21712584197,12909354602685.732,47532351675160.86,0.0,0.0,0.0,0.0,Low contrail climate impact,307.0,Florennes Air Base,Florennes,Belgium,\N,50.2433013916,4.64583015442,935.0,1,E,Europe/Brussels,airport,OurAirports
17,EBKT,555210.0447514388,1274728154310862.0,1758905.4217725582,676242278124146.0,2489929726984303.5,0.7917071175965055,0.21502045580177817,0.000696268970798209,0.00018910032275087717,Low contrail climate impact,308.0,Wevelgem Airport,Kortrijk-vevelgem,Belgium,KJK,50.817199707,3.20472002029,64.0,1,E,Europe/Brussels,airport,OurAirports
18,EBLG,232295627.09445477,1.1302487723086696e+18,735912546.6352327,2.829345858376135e+17,1.0417675127075309e+18,1.6777888180913005,0.4556721903679783,0.6173529209188431,0.16766744102227674,Average contrail climate impact,309.0,Liège Airport,Liege,Belgium,LGG,50.63740158081055,5.443220138549805,659.0,1,E,Europe/Brussels,airport,OurAirports
19,EBMB,263058.0018854073,1577039124792979.0,833367.7499729705,320402961285423.94,1179726384649259.8,2.067260645019462,0.5614491979086947,0.0008613941761737704,0.00023394682739264895,Average contrail climate impact,,,,,,,,,,,,,
20,EBOS,16752607.596835993,4.5809665536438296e+16,53072260.86677643,2.0404568744565908e+16,7.512979286702093e+16,0.9429289962537458,0.2560909433007332,0.025021686834013228,0.006795662674237681,Low contrail climate impact,310.0,Ostend-Bruges International Airport,Ostend,Belgium,OST,51.1988983154,2.8622200489,13.0,1,E,Europe/Brussels,airport,OurAirports
21,EDAH,172438.1400696541,-92859751842810.9,546284.0277406642,210028550056940.03,773326878870741.6,-0.18569425805875983,-0.05043287235914045,-5.072090361032681e-05,-1.377533632144103e-05,Low contrail climate impact,5557.0,Heringsdorf Airport,Heringsdorf,Germany,HDF,53.8787002563,14.152299881,93.0,1,E,Europe/Berlin,airport,OurAirports
22,EDBH,906.2584037692885,0.0,2871.026623141106,1103816930777.0034,4064263176082.6904,0.0,0.0,0.0,0.0,Low contrail climate impact,329.0,Barth Airport,Barth,Germany,BBH,54.338253,12.710515,23.0,1,E,Europe/Berlin,airport,OurAirports
23,EDBM,2116.393761288744,0.0,6704.735435762741,2577754044746.0024,9491311963918.336,0.0,0.0,0.0,0.0,Low contrail climate impact,332.0,"Magdeburg ""City"" Airport",Magdeburg,Germany,ZMG,52.073612,11.626389,259.0,1,E,Europe/Berlin,airport,OurAirports
24,EDBN,47269.41370614879,5807325326258.742,149749.5026210794,57573843111122.77,211987372124636.2,0.0423643186771644,0.011505763822548058,3.1720178253931364e-06,8.614912048510904e-07,Low contrail climate impact,11785.0,Neubrandenburg Airport,Neubrandenburg,Germany,FNB,53.6022,13.306,228.0,\N,\N,\N,airport,OurAirports
25,EDBR,45495.74741571474,53252856006525.84,144130.5278129843,55413528930546.125,204033077233810.03,0.40362344637487474,0.10962045873135799,2.908723018185323e-05,7.899827288026046e-06,Low contrail climate impact,333.0,Rothenburg/Görlitz Airport,Rothenburg/ol,Germany,\N,51.36333465576172,14.949999809265137,518.0,1,E,Europe/Berlin,airport,OurAirports
26,EDDB,507098523.7952232,3.348147232317274e+18,1606488123.3832672,6.176427537765373e+17,2.2741657879638198e+18,2.2767559871381975,0.6183462283250332,1.8287907265896304,0.49668293597150187,High contrail climate impact,337.0,Berlin-Schönefeld Airport,Berlin,Germany,SXF,52.380001,13.5225,157.0,1,E,Europe/Berlin,airport,OurAirports
27,EDDC,20230625.70581519,1.3053932703099997e+17,64090622.23602252,2.4640772522950504e+16,9.072753062843701e+16,2.2250324052119055,0.6042985736882333,0.0713018556726724,0.01936493580200989,Average contrail climate impact,338.0,Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.767200469970703,755.0,1,E,Europe/Berlin,airport,OurAirports
28,EDDE,4290837.330797342,4.656839252945307e+16,13593372.66396598,5226212384067291.0,1.9242957732130612e+16,3.7424282491843064,1.0164094904034648,0.025436110929658008,0.006908216491123025,Very high contrail climate impact,339.0,Erfurt Airport,Erfurt,Germany,ERF,50.97980117797852,10.958100318908691,1036.0,1,E,Europe/Berlin,airport,OurAirports
29,EDDF,4737034511.27438,2.0086262465580274e+19,15006925331.717236,5.769677691784206e+18,2.124400154297114e+19,1.4621666384513252,0.397111166579394,10.971312782883514,2.9797088126240454,Average contrail climate impact,340.0,Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,364.0,1,E,Europe/Berlin,airport,OurAirports
30,EDDG,12913048.439871632,1.046124225392652e+17,40908537.45751333,1.5728010285576902e+16,5.791066548664299e+16,2.7935648991012703,0.7587068305513678,0.05714032715743938,0.015518793398440926,High contrail climate impact,341.0,Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875,160.0,1,E,Europe/Berlin,airport,OurAirports
31,EDDH,286890897.7623815,1.6912750102005443e+18,908870364.1112247,3.4943127580260077e+17,1.2866088816162708e+18,2.0328332163532727,0.552099021259582,0.9237909327621955,0.2508932192388235,Average contrail climate impact,342.0,Hamburg Airport,Hamburg,Germany,HAM,53.630401611328,9.9882297515869,53.0,1,E,Europe/Berlin,airport,OurAirports
32,EDDK,453829288.84764826,2.685993033470797e+18,1437731187.0693498,5.527611668250522e+17,2.0352712418663012e+18,2.040876135596518,0.5542834050085996,1.4671156345463445,0.39845526892792754,Average contrail climate impact,344.0,Cologne Bonn Airport,Cologne,Germany,CGN,50.8658981323,7.1427397728,302.0,1,E,Europe/Berlin,airport,OurAirports
33,EDDL,649794104.4474376,3.4635819966740756e+18,2058547722.8894825,7.914450569782056e+17,2.9141073227649413e+18,1.8380359138981528,0.4991938447973392,1.8918423225720655,0.5138071762440042,Average contrail climate impact,345.0,Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,147.0,1,E,Europe/Berlin,airport,OurAirports
34,EDDM,1741880283.5292852,8.307931442905042e+18,5518276738.220776,2.1215990277710564e+18,7.811745374219789e+18,1.6446704397701366,0.4466775398921166,4.5378733149114385,1.2324451389361748,Average contrail climate impact,346.0,Munich Airport,Munich,Germany,MUC,48.353802,11.7861,1487.0,1,E,Europe/Berlin,airport,OurAirports
35,EDDN,59813285.15885516,4.5569612421676365e+17,189488487.38325316,7.285219819108571e+16,2.682424033814035e+17,2.627132425970638,0.7135052838715709,0.24890567477633627,0.06760051849039131,High contrail climate impact,347.0,Nuremberg Airport,Nuernberg,Germany,NUE,49.498699,11.078056,1046.0,1,E,Europe/Berlin,airport,OurAirports
36,EDDP,326093479.71026635,1.8476775618423997e+18,1033064143.7221239,3.9717976950403334e+17,1.4624192349939305e+18,1.9538371174917744,0.5306443989551524,1.0092195343770713,0.2740948508137728,Average contrail climate impact,348.0,Leipzig/Halle Airport,Leipzig,Germany,LEJ,51.423889,12.236389,465.0,1,E,Europe/Berlin,airport,OurAirports
37,EDDR,5304950.933922435,7013866141400792.0,16806084.558666274,6461396256796067.0,2.3790915087784684e+16,0.4559113328314958,0.12382137334855395,0.0038310422054101813,0.001040476235332992,Low contrail climate impact,349.0,Saarbrücken Airport,Saarbruecken,Germany,SCN,49.2145996094,7.10950994492,1058.0,1,E,Europe/Berlin,airport,OurAirports
38,EDDS,205635090.6328471,1.0461293031232667e+18,651451967.1248597,2.504622232007293e+17,9.222040017432712e+17,1.7542538020180465,0.47643938486626486,0.5714060450804603,0.15518868724344317,Average contrail climate impact,350.0,Stuttgart Airport,Stuttgart,Germany,STR,48.6898994446,9.22196006775,1276.0,1,E,Europe/Berlin,airport,OurAirports
39,EDDV,130232714.60603575,9.310543699070061e+17,412577239.8719213,1.5862261218797795e+17,5.84049785462011e+17,2.465240169525967,0.6695368187689842,0.5085509923822055,0.13811782634016714,High contrail climate impact,352.0,Hannover Airport,Hannover,Germany,HAJ,52.461101532,9.68507957458,183.0,1,E,Europe/Berlin,airport,OurAirports
40,EDDW,28098817.687137656,2.0729679507325027e+17,89017054.4328521,3.4224179956707772e+16,1.2601371699540938e+17,2.543951499813829,0.6909141005176194,0.11322753456673168,0.030751569047100986,High contrail climate impact,353.0,Bremen Airport,Bremen,Germany,BRE,53.0475006104,8.78666973114,14.0,1,E,Europe/Berlin,airport,OurAirports
41,EDFE,5995.360555897576,392238696767.20416,18993.302241083522,7302310753961.403,26887169303288.85,0.022560016711539756,0.0061270954477931835,2.142446079830849e-07,5.818688784995146e-08,Low contrail climate impact,354.0,Frankfurt-Egelsbach Airport,Egelsbach,Germany,QEF,49.959999,8.645833,384.0,1,E,Europe/Berlin,airport,OurAirports
42,EDFH,70747029.924537,4.690115372130305e+17,224126590.80093324,8.616942927987626e+16,3.1727655969159456e+17,2.2860177591483253,0.6208616414050566,0.2561786834341515,0.06957580152359344,High contrail climate impact,355.0,Frankfurt-Hahn Airport,Hahn,Germany,HHN,49.9487,7.26389,1649.0,1,E,Europe/Berlin,airport,OurAirports
43,EDFM,20528.38623016454,787495957838.3878,65033.92757716126,25003442934310.93,92062886117964.94,0.013228110351085055,0.0035926345158060545,4.3013798527758133e-07,1.1682156645607037e-07,Low contrail climate impact,356.0,Mannheim-City Airport,Mannheim,Germany,MHG,49.473057,8.514167,308.0,1,E,Europe/Berlin,airport,OurAirports
44,EDGE,25253.729528318287,19329015316982.24,80003.81514571233,30758880803401.96,113254456514618.11,0.26392983818301546,0.07168094468834169,1.0557696992715868e-05,2.867374524158059e-06,Low contrail climate impact,360.0,Eisenach-Kindel Airport,Eisenach,Germany,EIB,50.991604,10.47973,1112.0,1,E,Europe/Berlin,airport,OurAirports
45,EDGS,1068.5464269443974,0.0,3385.155080559851,1301482703472.6897,4792070205255.093,0.0,0.0,0.0,0.0,Low contrail climate impact,361.0,Siegerland Airport,Siegerland,Germany,SGE,50.70769882202149,8.082969665527344,1966.0,1,E,Europe/Berlin,airport,OurAirports
46,EDHI,3758892.1359855225,1.7901772485538472e+16,11908170.286802135,4578306544147227.0,1.6857363007738746e+16,1.642254482399808,0.4460213878335842,0.009778123015340506,0.002655649318939069,Average contrail climate impact,362.0,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,53.5352783203125,9.835556030273438,23.0,1,E,Europe/Berlin,airport,OurAirports
47,EDHK,4617.621393406966,0.0,14628.624574313268,5624233279119.231,20708473998430.645,0.0,0.0,0.0,0.0,Low contrail climate impact,363.0,Kiel-Holtenau Airport,Kiel,Germany,KEL,54.37944412231445,10.145277976989746,102.0,1,E,Europe/Berlin,airport,OurAirports
48,EDHL,33946.49382875823,227268280259080.56,107542.49244950608,41346612040068.36,152238571528285.2,2.3085973190817213,0.6269940446142401,0.000124136154878148,3.37142511544061e-05,High contrail climate impact,364.0,Lübeck Blankensee Airport,Luebeck,Germany,LBC,53.8054008484,10.7192001343,53.0,1,E,Europe/Berlin,airport,OurAirports
49,EDJA,21916091.71979316,1.6893069013632934e+17,69430178.56830473,2.6693659331768156e+16,9.828627703747272e+16,2.657967908237279,0.7218799205326245,0.09227159324886884,0.025060125893726873,High contrail climate impact,3986.0,Memmingen Allgau Airport,Memmingen,Germany,FMM,47.9888000488,10.2395000458,2077.0,1,E,Europe/Berlin,airport,OurAirports
50,EDLN,5691.977357905206,21664615811966.96,18032.184269843696,6932791962119.665,25526598019520.105,1.3124782469664802,0.3564571602556691,1.1833424799730497e-05,3.213850599017715e-06,Low contrail climate impact,370.0,Mönchengladbach Airport,Moenchengladbach,Germany,MGL,51.230278,6.504444,125.0,1,E,Europe/Berlin,airport,OurAirports
51,EDLP,14174591.583908757,5.5519139334410344e+16,44905106.13782295,1.7264561754233222e+16,6.356826085240684e+16,1.3506302014723788,0.36681888426352105,0.03032509627503318,0.008236020465605603,Average contrail climate impact,371.0,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,51.6141014099,8.616319656369999,699.0,1,E,Europe/Berlin,airport,OurAirports
52,EDLV,20098668.29929888,1.128597205378792e+17,63672581.17217885,2.448004924706328e+16,9.01357461816556e+16,1.9363148393827547,0.52588550751418,0.06164508189274645,0.016742243832234546,Average contrail climate impact,4198.0,Weeze Airport,Weeze,Germany,NRN,51.6024017334,6.14216995239,106.0,1,E,Europe/Berlin,airport,OurAirports
53,EDLW,31675915.310726203,3.781035221971153e+17,100349299.70438062,3.858106194923538e+16,1.4205579295115955e+17,4.1160992284696745,1.1178951313684682,0.2065238375453366,0.05608999678788118,Very high contrail climate impact,373.0,Dortmund Airport,Dortmund,Germany,DTM,51.51829910279999,7.61223983765,425.0,1,E,Europe/Berlin,airport,OurAirports
54,EDMA,136588.4695506028,356890226726149.0,432712.27153630974,166363880998842.16,612553202004105.1,0.9010002310899792,0.24470347185284655,0.00019493692832484244,5.2943097579133336e-05,Low contrail climate impact,374.0,Augsburg Airport,Augsburg,Germany,AGB,48.425278,10.931667,1516.0,1,E,Europe/Berlin,airport,OurAirports
55,EDMO,74697.55366567547,15533952518759.754,236641.8500128599,90981141891608.64,334993325793370.75,0.07171002608047988,0.01947579117413033,8.484796618077597e-06,2.3043936269551655e-06,Low contrail climate impact,378.0,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,48.081402,11.2831,1947.0,1,E,Europe/Berlin,airport,OurAirports
56,EDMS,4064.228714861899,278456844.1474083,12875.476568682496,4950204541393.356,18226694545716.125,2.3625665073829964e-05,6.416515855278819e-06,1.5209584853881904e-10,4.130784977361108e-11,Low contrail climate impact,379.0,Straubing Airport,Straubing,Germany,RBM,48.90083312988281,12.516667366027832,1047.0,1,E,Europe/Berlin,airport,OurAirports
57,EDNT,15301.693177985997,0.0,48475.76398785964,18637364276200.156,68622931226176.305,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
58,EDNY,4288193.051020775,3.426177000172289e+16,13584995.585633816,5222991668237296.0,1.9231099029492976e+16,2.7551151360691457,0.748264224455143,0.01871411348070613,0.005082583093055414,High contrail climate impact,382.0,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,47.6712989807,9.51148986816,1367.0,1,E,Europe/Berlin,airport,OurAirports
59,EDOP,21510.800073544095,0.0,68146.2146329877,26200016702721.605,96468680746422.66,0.0,0.0,0.0,0.0,Low contrail climate impact,383.0,Schwerin Parchim Airport,Parchim,Germany,SZW,53.426998,11.7834,166.0,1,E,Europe/Berlin,airport,OurAirports
60,EDQA,2754.4392148376937,2798723460368.865,8726.063432605813,3354889320185.519,12352730551310.7,0.3503733629251061,0.09515822015806857,1.528690094989947e-06,4.151783326165878e-07,Low contrail climate impact,11786.0,Airport Bamberg-Breitenau,Bamberg,Germany,\N,49.920403,10.914233,811.0,\N,\N,\N,airport,OurAirports
61,EDQG,1781.9714738937537,0.0,5645.285629295412,2170429840831.9304,7991540836535.979,0.0,0.0,0.0,0.0,Low contrail climate impact,,,,,,,,,,,,,
62,EDRY,6014.252054645093,347232116966.79175,19053.150509115658,7325320478426.889,26971891301320.76,0.01990868379827815,0.005407017531577816,1.8966157442349295e-07,5.151035941728957e-08,Low contrail climate impact,392.0,Speyer Airfield,Speyer,Germany,\N,49.304722,8.451389,312.0,1,E,Europe/Berlin,airport,OurAirports
63,EDSB,21438556.246193744,1.2634478638931365e+17,67917346.18794179,2.6112024183764784e+16,9.614469155528458e+16,2.0321982665941656,0.551926574677279,0.06901075659740558,0.018742694121340834,Average contrail climate impact,4166.0,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,48.7793998718,8.08049964905,408.0,1,E,Europe/Berlin,airport,OurAirports
64,EDTL,999.2188834959616,0.0,3165.5254229152065,1217042199628.2222,4481159563484.668,0.0,0.0,0.0,0.0,Low contrail climate impact,7905.0,Lahr Airport,Lahr,Germany,LHA,48.3693008423,7.82772016525,511.0,1,E,Europe/Berlin,airport,OurAirports
65,EDTM,657.5080462019671,7203316256617.557,2082.985490367832,800840588623.7747,2948701748907.622,3.7777715949418087,1.0260084218080594,3.934521709093765e-06,1.068580327810693e-06,Very high contrail climate impact,396.0,Mengen-Hohentengen Airport,Mengen,Germany,\N,48.05389022827149,9.372777938842772,1818.0,1,E,Europe/Berlin,airport,OurAirports
66,EDTY,3296.712901371649,0.0,10443.986471545384,4015375196864.267,14784645076320.314,0.0,0.0,0.0,0.0,Low contrail climate impact,397.0,Adolf Würth Airport,Schwaebisch Hall,Germany,\N,49.1183319092,9.783888816829998,1299.0,1,E,Europe/Berlin,airport,OurAirports
67,EDVE,581381.2340972834,1.4337439132402938e+16,1841815.749620194,708118619108530.8,2607298681236431.5,8.503835760158577,2.3095644848612493,0.00783124931762174,0.0021268961214904497,Very high contrail climate impact,399.0,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,52.319199,10.5561,295.0,1,E,Europe/Berlin,airport,OurAirports
68,EDVK,3123801.4240193283,6639731627048135.0,9896202.911293233,3804770125028988.5,1.400919543943728e+16,0.7329450115830506,0.19906120200948757,0.0036266862787230187,0.0009849750234259106,Low contrail climate impact,400.0,Kassel-Calden Airport,Kassel,Germany,KSF,51.417273,9.384967,820.0,1,E,Europe/Berlin,airport,OurAirports
69,EDXW,1101116.8069982426,751199140719389.8,3488338.044570433,1341153217749574.2,4938137370793412.0,0.23524802008196488,0.06389122363589728,0.00041031230918089364,0.00011143709306162907,Low contrail climate impact,410.0,Westerland Sylt Airport,Westerland,Germany,GWT,54.9132003784,8.34047031403,51.0,1,E,Europe/Berlin,airport,OurAirports
70,EEEI,2965.5714236689805,-1624020803903.7615,9394.930270183331,3612046998140.304,13299587273487.312,-0.18883717127455968,-0.05128645901661337,-8.870560282715775e-07,-2.409163531328489e-07,Low contrail climate impact,411.0,Ämari Air Base,Armari Air Force Base,Estonia,\N,59.26029968261719,24.208499908447266,65.0,2,E,Europe/Tallinn,airport,OurAirports
71,EEKA,29905.953114583528,0.0,94742.05946700062,36425259331779.15,134118109673496.45,0.0,0.0,0.0,0.0,Low contrail climate impact,412.0,Kärdla Airport,Kardla,Estonia,KDL,58.99079895019531,22.830699920654297,18.0,2,E,Europe/Tallinn,airport,OurAirports
72,EEKE,29083.625952862687,4424489683.168312,92136.927018669,35423670116197.83,130430249800226.31,5.245886890983019e-05,1.4247351897101608e-05,2.416699488113474e-09,6.563536109762731e-10,Low contrail climate impact,413.0,Kuressaare Airport,Kuressaare,Estonia,URE,58.22990036010742,22.50950050354004,14.0,2,E,Europe/Tallinn,airport,OurAirports
73,EEPU,115.08809573438573,0.0,364.59908728653403,140176563410.75977,516131279504.0527,0.0,0.0,0.0,0.0,Low contrail climate impact,414.0,Pärnu Airport,Parnu,Estonia,EPU,58.41899871826172,24.47279930114746,47.0,2,E,Europe/Tallinn,airport,OurAirports
74,EETN,54564705.43490585,6.354061218489439e+17,172860986.81778175,6.645946170695263e+16,2.447042941511227e+17,4.015539162103051,1.090583931525715,0.34706503108329095,0.0942597073055756,Very high contrail climate impact,415.0,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,59.41329956049999,24.8327999115,131.0,2,E,Europe/Tallinn,airport,OurAirports
75,EETU,114164.80533658994,25653561742200.645,361674.10330631695,139052001620356.45,511990633581228.8,0.07748537098474204,0.02104432234699244,1.4012226035131942e-05,3.8055932072687886e-06,Low contrail climate impact,416.0,Tartu Airport,Tartu,Estonia,TAY,58.3074989319,26.690399169900004,219.0,2,E,Europe/Tallinn,airport,OurAirports
76,EFET,444463.13075130386,2927967977168669.0,1408059.1982201308,541353246258380.1,1993267182876044.2,2.2716157313369107,0.6169501815790018,0.0015992847126652433,0.0004343511890079467,High contrail climate impact,417.0,Enontekio Airport,Enontekio,Finland,ENF,68.362602233887,23.424299240112,1005.0,2,E,Europe/Helsinki,airport,OurAirports
77,EFHA,3539.030940224863,0.0,11211.650018632366,4310517016025.759,15871359724278.945,0.0,0.0,0.0,0.0,Low contrail climate impact,419.0,Halli Airport,Halli,Finland,KEV,61.856039,24.786686,479.0,2,E,Europe/Helsinki,airport,OurAirports
78,EFHK,772675715.8334553,5.564459344843845e+18,2447836667.7603865,9.411140725314967e+17,3.4651898904925404e+18,2.483304620605595,0.6744429594599285,3.0393620537685853,0.8254631032394224,High contrail climate impact,421.0,Helsinki Vantaa Airport,Helsinki,Finland,HEL,60.317199707031,24.963300704956,179.0,2,E,Europe/Helsinki,airport,OurAirports
79,EFIT,184.65309710388695,0.0,584.9810116251139,224906289482.05475,828106839933.9254,0.0,0.0,0.0,0.0,Low contrail climate impact,427.0,Kitee Airport,Kitee,Finland,KTQ,62.1661,30.073601,364.0,2,E,Europe/Helsinki,airport,OurAirports
80,EFIV,3716984.7506259326,5.245523780605115e+16,11775407.689982954,4527263617215884.0,1.6669422523640076e+16,4.866339082787924,1.321653455438993,0.028651563328762758,0.00778150413133443,Very high contrail climate impact,428.0,Ivalo Airport,Ivalo,Finland,IVL,68.607299804688,27.405300140381,481.0,2,E,Europe/Helsinki,airport,OurAirports
81,EFJO,659005.5329993427,2490958993493942.5,2087729.5285419177,802664517950866.4,2955417471952981.0,1.3034122648629365,0.35399492193436566,0.0013605861366090257,0.0003695228257381331,Low contrail climate impact,429.0,Joensuu Airport,Joensuu,Finland,JOE,62.662899017334,29.607500076294,398.0,2,E,Europe/Helsinki,airport,OurAirports
82,EFJY,538954.1786688651,4654210026098836.0,1707406.8380229648,656442737362087.1,2417027652211869.0,2.9778198458204295,0.8087487990353212,0.0025421749835771463,0.0006904316148578839,High contrail climate impact,430.0,Jyvaskyla Airport,Jyvaskyla,Finland,JYV,62.399501800537,25.678300857544,459.0,2,E,Europe/Helsinki,airport,OurAirports
83,EFKE,370518.89110731863,167021844512804.16,1173803.8470279854,451289636019857.4,1661652216307424.8,0.1554415814066935,0.04221652040477244,9.12289631216453e-05,2.4776957029628666e-05,Low contrail climate impact,432.0,Kemi-Tornio Airport,Kemi,Finland,KEM,65.778701782227,24.582099914551,61.0,2,E,Europe/Helsinki,airport,OurAirports
84,EFKI,375001.80400505796,1721886744987198.0,1188005.7150880236,456749795214125.1,1681756568152427.2,1.5833448432211978,0.43002206537484805,0.0009405113613509668,0.0002554343356396376,Average contrail climate impact,433.0,Kajaani Airport,Kajaani,Finland,KAJ,64.285499572754,27.692399978638,483.0,2,E,Europe/Helsinki,airport,OurAirports
85,EFKJ,490.54176738749175,0.0,1554.036319083574,597476730525.7812,2199914321601.203,0.0,0.0,0.0,0.0,Low contrail climate impact,434.0,Kauhajoki Airport,Kauhajoki,Finland,KHJ,62.4625015259,22.3931007385,407.0,2,E,Europe/Helsinki,airport,OurAirports
