,time,file,region_id,area_km2,pt in mask,vol_km3,width_km,length_km,thickness_m,std_thickness,mean_FL,mean_lat,mean_lon,mean_forcing,max_forcing,std_forcing
1105114,2024-11-18 02:00:00,20241118T02.nc,348,344.808,1,105.09748264160156,12.403732,27.79873,304.8,0.0,290.0,63.5,-84.74999,546162240.0,546162240.0,0.0
1185832,2024-11-30 02:00:00,20241130T02.nc,209,3052.0444,6,930.263143359375,73.19525,83.396194,304.8,0.0,290.0,48.83264,-42.20909,567580100.0,620837800.0,45391490.0
898739,2024-10-14 13:00:00,20241014T13.nc,223,1123.9381,3,342.57633603515626,40.431274,27.79873,304.8,0.0,340.0,61.0,-38.5,823028900.0,885658430.0,61012836.0
53205,2024-01-25 07:00:00,20240125T07.nc,72,2367.903,4,1443.4737152343732,63.885197,27.79873,609.5999999999992,152.39999999999964,315.0,40.0,37.249992,587779800.0,663330400.0,45148050.0
335055,2024-05-15 18:00:00,20240515T18.nc,48,1926694.0,3735,4698050.649600001,1303.1598,1612.3264,2438.4000000000005,698.3845359112703,355.0,47.95676,-51.066593,1065930700.0,2974832400.0,447259200.0
1129059,2024-11-21 17:00:00,20241121T17.nc,293,2524837.2,8648,9234844.725600002,836.25397,1028.5531,3657.600000000001,1052.1856110021656,335.0,67.61734,-70.318115,935965800.0,2564655000.0,379820220.0
189361,2024-03-20 13:00:00,20240320T13.nc,78,483.69455,1,147.4300987060547,17.399878,27.79873,304.8,0.0,310.0,51.25,3.75,507463550.0,507463550.0,0.0
139178,2024-02-29 00:00:00,20240229T00.nc,33,54791.844,93,50101.66192500002,381.54092,305.78607,914.4000000000004,248.86815786677104,290.0,40.31432,7.3014164,663631170.0,1007091000.0,122055570.0
830496,2024-10-03 22:00:00,20241003T22.nc,138,392.21017,1,119.54566120605467,14.108924,27.79873,304.8,0.0,320.0,59.5,-65.24999,507153600.0,507153600.0,0.0
595465,2024-08-19 04:00:00,20240819T04.nc,99,3423.5342,11,3130.4796539062518,55.97925,27.79873,914.4000000000004,248.86815786677104,290.0,66.24999,-52.522724,628191700.0,808351800.0,91833860.0
9186,2024-01-05 12:00:00,20240105T12.nc,84,539.23114,1,164.35765151367187,19.39769,27.79873,304.8,0.0,390.0,45.75,-23.249998,845284540.0,845284540.0,0.0
961095,2024-10-24 13:00:00,20241024T13.nc,286,314.31363,1,95.80279416503907,11.306762,27.79873,304.8,0.0,310.0,66.0,-48.499996,510967870.0,510967870.0,0.0
814125,2024-10-01 01:00:00,20241001T01.nc,21,644.40155,1,196.4135925292969,23.180971,27.79873,304.8,0.0,360.0,33.5,-38.749996,505759100.0,505759100.0,0.0
827902,2024-10-03 03:00:00,20241003T03.nc,137,875.4029,2,266.82280180664065,31.490751,27.79873,304.8,0.0,330.0,55.5,29.875,516129920.0,518897440.0,2767520.0
674654,2024-09-11 19:00:00,20240911T19.nc,183,536.8108,1,163.61992910156252,19.310623,27.79873,304.8,0.0,350.0,46.0,30.749998,535454340.0,535454340.0,0.0
384039,2024-05-30 17:00:00,20240530T17.nc,54,233460.69,413,355794.0877500002,488.084,305.78607,1524.000000000001,431.0522938113194,320.0,42.98148,24.994783,1129722800.0,2308195800.0,421812860.0
855063,2024-10-07 14:00:00,20241007T14.nc,176,415.2087,1,126.5556147216797,14.936251,27.79873,304.8,0.0,290.0,57.499996,-17.499998,502642180.0,502642180.0,0.0
932395,2024-10-19 22:00:00,20241019T22.nc,267,359.81268,1,109.67090581054688,12.943493,27.79873,304.8,0.0,330.0,62.25,6.4999995,512423260.0,512423260.0,0.0
480335,2024-07-05 13:00:00,20240705T13.nc,56,1008.8656,2,307.5022350585937,36.291786,27.79873,304.8,0.0,340.0,49.25,-10.374999,547032600.0,553444860.0,6412256.0
931003,2024-10-19 19:00:00,20241019T19.nc,87,604.7757,1,184.3356320800781,21.755514,27.79873,304.8,0.0,370.0,38.5,-44.749996,500443140.0,500443140.0,0.0
89168,2024-02-09 10:00:00,20240209T10.nc,60,587.6185,1,179.10612802734374,21.13832,27.79873,304.8,0.0,290.0,40.5,-61.0,500931360.0,500931360.0,0.0
1013612,2024-11-04 18:00:00,20241104T18.nc,75,565.1678,1,172.26314106445315,20.330706,27.79873,304.8,0.0,400.0,43.0,-79.25,1853782500.0,1853782500.0,0.0
864321,2024-10-08 22:00:00,20241008T22.nc,91,1001.1785,2,305.15921528320314,18.007792,55.59746,304.8,0.0,290.0,49.62468,-55.999996,548618750.0,586688260.0,38069520.0
1320977,2024-12-21 23:00:00,20241221T23.nc,26,1310.6914,2,399.498740625,47.149326,27.79873,304.8,0.0,320.0,32.0,23.624998,511643200.0,513555620.0,1912416.0
799138,2024-09-28 13:00:00,20240928T13.nc,184,9200.448,19,5608.59324843751,87.10666,194.59114,609.600000000001,152.40000000000057,335.0,51.19328,18.997143,854635800.0,1294801900.0,275478240.0
966179,2024-10-25 13:00:00,20241025T13.nc,94,576.5304,1,175.72646455078126,20.739449,27.79873,304.8,0.0,320.0,41.75,10.5,625443650.0,625443650.0,0.0
140757,2024-02-29 13:00:00,20240229T13.nc,76,147676.6,271,270070.95465,333.26486,222.38985,1828.8,520.5450989107476,305.0,45.153862,16.430061,1017524500.0,1778187500.0,312063800.0
461710,2024-06-27 16:00:00,20240627T16.nc,52,541.6413,1,165.0922671386719,19.48439,27.79873,304.8,0.0,340.0,45.5,16.250002,601955600.0,601955600.0,0.0
987491,2024-10-30 10:00:00,20241030T10.nc,31,555.88385,1,169.43339750976563,19.996735,27.79873,304.8,0.0,360.0,44.0,-70.49999,519536420.0,519536420.0,0.0
589079,2024-08-17 02:00:00,20240817T02.nc,55,524.5565,1,159.88482685546876,18.8698,27.79873,304.8,0.0,360.0,47.25,-79.25,675805100.0,675805100.0,0.0
749593,2024-09-22 11:00:00,20240922T11.nc,409,829.30194,4,252.7712315917969,22.37534,55.59746,304.8,0.0,330.0,74.43677,-83.81323,660603000.0,679954800.0,18648538.0
1022577,2024-11-06 01:00:00,20241106T01.nc,148,481.06033,1,146.6271895751953,17.305119,27.79873,304.8,0.0,300.0,51.5,-53.5,654863100.0,654863100.0,0.0
1002634,2024-11-02 07:00:00,20241102T07.nc,77,1019.0446,2,310.6047991699219,36.657955,27.79873,304.8,0.0,280.0,48.75,-73.87499,518970370.0,529934720.0,10964336.0
514328,2024-07-19 08:00:00,20240719T08.nc,24,13765.858,23,20979.16819921876,129.18405,111.19492,1524.000000000001,431.0522938113194,390.0,39.238472,-65.761635,855861900.0,1449414900.0,274819780.0
1194998,2024-12-01 04:00:00,20241201T04.nc,59,625.18365,1,190.55597797851564,22.489647,27.79873,304.8,0.0,290.0,36.0,-11.75,505191460.0,505191460.0,0.0
388854,2024-06-01 08:00:00,20240601T08.nc,34,585.4231,1,178.4369595703125,21.059347,27.79873,304.8,0.0,340.0,40.75,-56.999996,559953000.0,559953000.0,0.0
1381387,2024-12-31 07:00:00,20241231T07.nc,251,1903.0576,4,580.05196171875,68.45843,27.79873,304.8,0.0,390.0,52.000004,-16.624998,1460694100.0,1774064600.0,272055840.0
860098,2024-10-08 08:00:00,20241008T08.nc,288,314.31363,1,95.80279416503907,11.306762,27.79873,304.8,0.0,300.0,66.0,14.749999,627957300.0,627957300.0,0.0
586740,2024-08-16 01:00:00,20240816T01.nc,102,286.35544,1,87.28113757324219,10.301026,27.79873,304.8,0.0,280.0,68.25,-45.5,524422270.0,524422270.0,0.0
638616,2024-09-04 13:00:00,20240904T13.nc,30,633.0157,1,192.94318110351568,22.771389,27.79873,304.8,0.0,420.0,35.0,-54.499996,594982000.0,594982000.0,0.0
256236,2024-04-19 01:00:00,20240419T01.nc,47,606.86896,1,184.97365825195317,21.830814,27.79873,304.8,0.0,320.0,38.25,-45.5,537012000.0,537012000.0,0.0
1228351,2024-12-06 19:00:00,20241206T19.nc,198,2462.903,5,750.6928576171875,70.87879,55.59746,304.8,0.0,320.0,50.399685,3.4004748,535561020.0,558777700.0,20025760.0
574649,2024-08-10 15:00:00,20240810T15.nc,89,323.5275,1,98.61118088378907,11.638211,27.79873,304.8,0.0,340.0,65.25,-33.249996,530370780.0,530370780.0,0.0
320413,2024-05-10 17:00:00,20240510T17.nc,132,481.06033,1,146.6271895751953,17.305119,27.79873,304.8,0.0,300.0,51.5,-38.5,637422200.0,637422200.0,0.0
45998,2024-01-22 02:00:00,20240122T02.nc,12,649.92926,1,198.09843852539063,23.37982,27.79873,304.8,0.0,380.0,32.75,-50.499996,518001900.0,518001900.0,0.0
1183896,2024-11-29 18:00:00,20241129T18.nc,269,1370.8381,3,417.8314634765625,49.312973,27.79873,304.8,0.0,290.0,53.749996,22.999996,582342900.0,600234800.0,23176522.0
1139672,2024-11-23 06:00:00,20241123T06.nc,358,515.9116,2,157.24986210937502,18.55882,27.79873,304.8,0.0,310.0,70.5,-75.37499,533243840.0,537883800.0,4639952.0
474104,2024-07-02 18:00:00,20240702T18.nc,133,659.27856,2,200.9481064453125,23.71614,27.79873,304.8,0.0,300.0,64.75,-15.124999,535498050.0,546297800.0,10799744.0
1234960,2024-12-08 00:00:00,20241208T00.nc,252,409.50543,1,124.81725571289064,14.731084,27.79873,304.8,0.0,300.0,58.0,11.249999,525030700.0,525030700.0,0.0
321590,2024-05-11 09:00:00,20240511T09.nc,31,576.5304,1,175.72646455078126,20.739449,27.79873,304.8,0.0,310.0,41.75,32.749996,530921380.0,530921380.0,0.0
93499,2024-02-10 09:00:00,20240210T09.nc,61,594.13745,1,181.09309511718752,21.372828,27.79873,304.8,0.0,330.0,39.75,10.25,503287550.0,503287550.0,0.0
272633,2024-04-25 17:00:00,20240425T17.nc,7,202570.08,319,308716.7990625001,571.13666,277.98734,1524.000000000001,431.0522938113194,320.0,34.73292,8.161439,1067470300.0,2039659000.0,345778340.0
909367,2024-10-16 08:00:00,20241016T08.nc,72,988.27783,2,301.227083203125,35.55118,27.79873,304.8,0.0,290.0,50.25,33.625004,550198700.0,555929600.0,5730880.0
509742,2024-07-17 11:00:00,20240717T11.nc,70,470367.28,2212,1146943.5786,549.76526,778.36456,2438.4000000000005,698.3845359112701,335.0,73.82667,-26.425337,860989500.0,1941664600.0,290030100.0
155436,2024-03-06 08:00:00,20240306T08.nc,84,519.58453,1,158.36936586914064,18.690943,27.79873,304.8,0.0,370.0,47.75,-40.999996,530626180.0,530626180.0,0.0
643525,2024-09-05 21:00:00,20240905T21.nc,16,3729.164,6,1136.64920625,67.07499,83.396194,304.8,0.0,360.0,36.457954,-46.95822,640242100.0,852451700.0,123468200.0
577906,2024-08-12 06:00:00,20240812T06.nc,41,412.361,1,125.68763049316406,14.833806,27.79873,304.8,0.0,350.0,57.75,-8.749999,538831400.0,538831400.0,0.0
615513,2024-08-27 20:00:00,20240827T20.nc,56,541.6413,1,165.0922671386719,19.48439,27.79873,304.8,0.0,380.0,45.5,21.249998,720558460.0,720558460.0,0.0
104644,2024-02-15 10:00:00,20240215T10.nc,164,418.04852,1,127.42118979492189,15.0384035,27.79873,304.8,0.0,310.0,57.25,24.000002,693628900.0,693628900.0,0.0
1292006,2024-12-17 13:00:00,20241217T13.nc,173,467.75272,1,142.5710278564453,16.826406,27.79873,304.8,0.0,330.0,52.75,1.4999999,524321660.0,524321660.0,0.0
528443,2024-07-24 11:00:00,20240724T11.nc,21,569.7454,1,173.65840473632815,20.495375,27.79873,304.8,0.0,400.0,42.5,-68.5,816428400.0,816428400.0,0.0
108006,2024-02-16 13:00:00,20240216T13.nc,164,858.65546,2,523.436366308593,15.444147,27.79873,609.5999999999992,152.39999999999964,315.0,56.250004,-10.499999,521671970.0,530588380.0,8916416.0
1347551,2024-12-26 04:00:00,20241226T04.nc,197,587.6185,1,179.10612802734374,21.13832,27.79873,304.8,0.0,300.0,40.5,30.249998,533664960.0,533664960.0,0.0
564773,2024-08-06 23:00:00,20240806T23.nc,17,555.88385,1,169.43339750976563,19.996735,27.79873,304.8,0.0,330.0,44.0,-2.25,802753540.0,802753540.0,0.0
1239637,2024-12-08 11:00:00,20241208T11.nc,7,5233.8003,8,1595.2623292968751,117.67222,55.59746,304.8,0.0,330.0,32.15609,0.8439112,706664800.0,857001600.0,127715940.0
884910,2024-10-12 07:00:00,20241012T07.nc,10,33081.434,53,20166.44191875003,112.27923,250.1886,609.600000000001,152.40000000000057,375.0,36.118355,-33.472633,600018800.0,836364200.0,83767720.0
946580,2024-10-22 06:00:00,20241022T06.nc,199,980.81354,4,298.95196625976564,35.282684,27.79873,304.8,0.0,290.0,71.49999,21.374998,562966400.0,616267700.0,38029348.0
1235012,2024-12-07 21:00:00,20241207T21.nc,14,655.3457,1,199.7493703125,23.574663,27.79873,304.8,0.0,400.0,32.0,38.749996,554624060.0,554624060.0,0.0
639764,2024-09-04 20:00:00,20240904T20.nc,21,646.2564,1,196.9789533691406,23.247696,27.79873,304.8,0.0,410.0,33.25,-68.25,1300889500.0,1300889500.0,0.0
704656,2024-09-15 21:00:00,20240915T21.nc,262,1580.4468,4,481.720177734375,56.853203,27.79873,304.8,0.0,340.0,59.25,-21.624998,577518400.0,599535740.0,27212388.0
1224922,2024-12-06 05:00:00,20241206T05.nc,107,600.5547,1,183.04906875,21.603672,27.79873,304.8,0.0,340.0,39.0,28.0,813069800.0,813069800.0,0.0
598463,2024-08-20 12:00:00,20240820T12.nc,69,350.83005,1,106.9329985107422,12.620361,27.79873,304.8,0.0,370.0,63.0,32.5,753396200.0,753396200.0,0.0
1193261,2024-11-30 23:00:00,20241130T23.nc,313,368.73373,1,112.39004216308594,13.264409,27.79873,304.8,0.0,300.0,61.5,-13.999999,644723700.0,644723700.0,0.0
388917,2024-06-01 08:00:00,20240601T08.nc,102,403.77097,1,123.0693903076172,14.524799,27.79873,304.8,0.0,340.0,58.5,-28.000002,508628350.0,508628350.0,0.0
216542,2024-04-01 09:00:00,20240401T09.nc,106,380.5299,1,115.98551572265626,13.688752,27.79873,304.8,0.0,280.0,60.499996,-18.749998,588192500.0,588192500.0,0.0
1182069,2024-11-29 14:00:00,20241129T14.nc,36,636.85956,1,194.11479331054687,22.909664,27.79873,304.8,0.0,380.0,34.5,-72.99999,1597797800.0,1597797800.0,0.0
938191,2024-10-20 15:00:00,20241020T15.nc,325,1281.8492,4,390.7076493164063,46.111794,27.79873,304.8,0.0,340.0,65.5,31.874998,798843400.0,858197760.0,63649092.0
541604,2024-07-28 18:00:00,20240728T18.nc,96,371.69342,1,113.29215454101562,13.370877,27.79873,304.8,0.0,350.0,61.25,-13.749999,700456300.0,700456300.0,0.0
523712,2024-07-23 00:00:00,20240723T00.nc,93,374.64603,1,114.19210891113282,13.477092,27.79873,304.8,0.0,330.0,61.0,12.499999,501239200.0,501239200.0,0.0
393924,2024-06-02 17:00:00,20240602T17.nc,72,52360.484,100,63837.902549999984,282.55154,166.79239,1219.1999999999996,340.7767597709678,315.0,47.34264,6.800386,775051000.0,1258157000.0,207551540.0
896267,2024-10-14 03:00:00,20241014T03.nc,28,1157.5403,2,352.8182783203125,41.64004,27.79873,304.8,0.0,340.0,41.5,-3.6249998,949516860.0,1044623100.0,95106240.0
1125690,2024-11-21 02:00:00,20241121T02.nc,191,14929.913,30,4550.63750859375,268.55502,166.79239,304.8,0.0,300.0,49.905796,-2.2683692,657273100.0,808185150.0,94824860.0
734559,2024-09-20 13:00:00,20240920T13.nc,148,6017.8525,11,5502.724361718751,78.72105,83.396194,914.4000000000004,248.86815786677104,360.0,44.931206,-69.3405,747531140.0,1018863300.0,130850100.0
719433,2024-09-18 03:00:00,20240918T03.nc,10,660.6498,1,201.36605302734372,23.765465,27.79873,304.8,0.0,430.0,31.249998,-65.0,512854200.0,512854200.0,0.0
642968,2024-09-06 01:00:00,20240906T01.nc,60,8138.842,15,2480.7189796875005,136.63943,166.79239,304.8,0.0,330.0,45.397232,31.118969,644886100.0,951375940.0,142347920.0
568914,2024-08-08 09:00:00,20240808T09.nc,50,972.63916,2,296.460416015625,34.988617,27.79873,304.8,0.0,310.0,51.0,-83.875,552085100.0,587519360.0,35434270.0
357337,2024-05-22 18:00:00,20240522T18.nc,51,583.21655,1,177.7644052734375,20.97997,27.79873,304.8,0.0,330.0,41.0,-38.999996,513192540.0,513192540.0,0.0
63907,2024-01-29 19:00:00,20240129T19.nc,74,483.69455,1,147.4300987060547,17.399878,27.79873,304.8,0.0,300.0,51.25,3.4999998,623386400.0,623386400.0,0.0
1004107,2024-11-02 16:00:00,20241102T16.nc,48,3757.0295,6,1145.1426041015627,112.62648,55.59746,304.8,0.0,380.0,35.874805,-69.249596,902647740.0,1345989600.0,257773100.0
1120751,2024-11-20 13:00:00,20241120T13.nc,285,5786.937,13,3527.716802343756,96.08351,111.19492,609.600000000001,152.40000000000057,285.0,54.825645,32.536987,639169400.0,842794600.0,85110920.0
760104,2024-09-23 23:00:00,20240923T23.nc,299,8181.701,24,4987.5650343750085,134.89876,55.59746,609.600000000001,152.40000000000057,285.0,63.82246,11.384742,727987400.0,1221634300.0,201166320.0
967629,2024-10-25 15:00:00,20241025T15.nc,136,534.3801,1,162.8790626953125,19.223185,27.79873,304.8,0.0,310.0,46.25,10.0,506358340.0,506358340.0,0.0
211460,2024-03-30 10:00:00,20240330T10.nc,42,2570.3347,5,783.4380216796875,36.985615,83.396194,304.8,0.0,300.0,48.299316,9.9001465,654689400.0,820132400.0,106999490.0
1208757,2024-12-03 10:00:00,20241203T10.nc,12,1246.3915,2,379.9001229492188,44.836273,27.79873,304.8,0.0,380.0,36.25,-52.125,562645800.0,597617000.0,34971200.0
161681,2024-03-09 04:00:00,20240309T04.nc,83,551.17816,1,167.99910366210938,19.827457,27.79873,304.8,0.0,300.0,44.5,-84.74999,534641730.0,534641730.0,0.0
486773,2024-07-08 12:00:00,20240708T12.nc,34,529.4885,1,161.3881025390625,19.047218,27.79873,304.8,0.0,340.0,46.75,-9.75,994507400.0,994507400.0,0.0
1350764,2024-12-26 12:00:00,20241226T12.nc,352,836.09705,2,254.84237958984377,30.076807,27.79873,304.8,0.0,290.0,57.25,-8.875,555429500.0,576898300.0,21468832.0
336292,2024-05-16 08:00:00,20240516T08.nc,28,20022.795,35,24411.79156874999,123.4778,83.396194,1219.1999999999996,340.77675977096794,335.0,42.242313,-68.657234,579931700.0,713304000.0,58436492.0
347537,2024-05-20 01:00:00,20240520T01.nc,15,10427.806,16,3178.39516640625,93.781944,138.99367,304.8,0.0,330.0,32.49896,32.343925,580504600.0,698133060.0,58893932.0
637861,2024-09-04 10:00:00,20240904T10.nc,18,1273.7191,2,388.22958662109374,45.81933,27.79873,304.8,0.0,370.0,34.5,-65.875,566417300.0,613304060.0,46886770.0
320035,2024-05-10 14:00:00,20240510T14.nc,261,326.5865,1,99.54356118164064,11.748253,27.79873,304.8,0.0,320.0,65.0,-7.749999,532506620.0,532506620.0,0.0
312333,2024-05-08 14:00:00,20240508T14.nc,181,5580.197,16,1700.8439777343751,138.00827,55.59746,304.8,0.0,340.0,63.171406,2.0,660513400.0,903766200.0,125352510.0
595349,2024-08-19 05:00:00,20240819T05.nc,88,84420.36,315,128656.62768750006,444.77173,472.57846,1524.000000000001,431.0522938113194,320.0,69.64598,-39.973663,623452500.0,863996300.0,86533896.0
845622,2024-10-06 03:00:00,20241006T03.nc,170,50102.766,113,45813.96888750002,239.38643,444.7797,914.4000000000004,248.86815786677104,300.0,54.963764,-24.938498,722339650.0,1382038000.0,154772910.0
1268562,2024-12-13 21:00:00,20241213T21.nc,98,611.02075,1,186.2391251953125,21.980165,27.79873,304.8,0.0,330.0,37.75,-54.499996,553734660.0,553734660.0,0.0
263962,2024-04-22 05:00:00,20240422T05.nc,41,1230.2521,2,374.9808325195313,44.25569,27.79873,304.8,0.0,320.0,37.25,-35.374996,537816960.0,542045760.0,4228784.0
911610,2024-10-16 18:00:00,20241016T18.nc,153,4761.7485,11,2902.7619070312467,46.71825,111.19492,609.5999999999992,152.39999999999964,325.0,55.93062,-6.52298,935124740.0,1178457000.0,192157500.0
1315777,2024-12-20 23:00:00,20241220T23.nc,95,16781.508,30,10230.007162499987,201.228,83.396194,609.5999999999992,152.39999999999964,315.0,43.624683,-60.20855,642722000.0,942657660.0,118421440.0
1346707,2024-12-26 00:00:00,20241226T00.nc,362,412.361,1,125.68763049316406,14.833806,27.79873,304.8,0.0,280.0,57.75,-51.999996,501233920.0,501233920.0,0.0
17831,2024-01-09 14:00:00,20240109T14.nc,59,1177.4213,2,358.8780014648437,21.177732,55.59746,304.8,0.0,340.0,40.374767,-27.499998,519789950.0,525457860.0,5667904.0
70097,2024-01-31 23:00:00,20240131T23.nc,46,496.72662,1,151.40227485351565,17.868681,27.79873,304.8,0.0,340.0,50.0,12.749999,507967800.0,507967800.0,0.0
966362,2024-10-25 13:00:00,20241025T13.nc,280,622.4607,2,189.7260193359375,22.391697,27.79873,304.8,0.0,290.0,66.25,-19.874998,538326460.0,562297150.0,23970704.0
342122,2024-05-18 04:00:00,20240518T04.nc,95,403.77097,1,123.0693903076172,14.524799,27.79873,304.8,0.0,360.0,58.5,-29.749998,545648830.0,545648830.0,0.0
1165862,2024-11-27 06:00:00,20241127T06.nc,134,529.4885,1,161.3881025390625,19.047218,27.79873,304.8,0.0,290.0,46.75,-59.499996,546361860.0,546361860.0,0.0
117865,2024-02-20 05:00:00,20240220T05.nc,72,534.3801,1,162.8790626953125,19.223185,27.79873,304.8,0.0,330.0,46.25,23.499998,503890300.0,503890300.0,0.0
244339,2024-04-12 17:00:00,20240412T17.nc,23,611.02075,1,186.2391251953125,21.980165,27.79873,304.8,0.0,340.0,37.75,-30.5,831473700.0,831473700.0,0.0
806800,2024-09-29 23:00:00,20240929T23.nc,155,429.32773,1,130.85909157714843,15.444147,27.79873,304.8,0.0,320.0,56.250004,4.2499995,501058080.0,501058080.0,0.0
938584,2024-10-20 14:00:00,20241020T14.nc,115,572.01794,1,174.35106943359375,20.577126,27.79873,304.8,0.0,380.0,42.25,16.749998,1035350140.0,1035350140.0,0.0
534781,2024-07-26 14:00:00,20240726T14.nc,3,648.099,1,197.54057490234376,23.313978,27.79873,304.8,0.0,390.0,33.0,-82.24999,501088450.0,501088450.0,0.0
457927,2024-06-25 22:00:00,20240625T22.nc,80,34777.742,73,31800.76745625001,188.53522,222.38985,914.4000000000004,248.86815786677104,350.0,51.934696,-69.479744,864925500.0,1468167300.0,227458580.0
848561,2024-10-06 15:00:00,20241006T15.nc,93,5900.167,10,3596.741798437495,63.67479,83.396194,609.5999999999992,152.39999999999964,365.0,40.22436,6.249999,679336900.0,1057799200.0,176377100.0
719460,2024-09-18 03:00:00,20240918T03.nc,38,4210.2314,7,2566.5570890625045,86.545654,55.59746,609.600000000001,152.40000000000057,375.0,38.892643,-64.89301,643054800.0,795547650.0,73269860.0
432156,2024-06-15 18:00:00,20240615T18.nc,163,3210.7415,10,1957.2679910156285,57.75302,83.396194,609.600000000001,152.40000000000057,335.0,65.44867,-68.42346,568493400.0,630506750.0,46825276.0
79029,2024-02-05 04:00:00,20240205T04.nc,61,216225.45,398,461338.62678749993,254.16942,444.7797,2133.5999999999995,609.6,370.0,45.305763,-0.30176312,840012900.0,1672644400.0,286021300.0
1198598,2024-12-01 15:00:00,20241201T15.nc,262,2975.1653,6,906.8303783203124,53.514362,111.19492,304.8,0.0,290.0,50.082176,7.2499995,563766500.0,609349600.0,32166332.0
989336,2024-10-30 12:00:00,20241030T12.nc,112,465.06424,1,141.75158020019532,16.729694,27.79873,304.8,0.0,300.0,53.0,23.75,518714530.0,518714530.0,0.0
1066889,2024-11-12 12:00:00,20241112T12.nc,153,534.3801,1,162.8790626953125,19.223185,27.79873,304.8,0.0,390.0,46.25,-30.249998,2152424200.0,2152424200.0,0.0
300865,2024-05-05 07:00:00,20240505T07.nc,55,512.05255,1,156.07361762695314,18.419998,27.79873,304.8,0.0,330.0,48.5,-79.99999,558591400.0,558591400.0,0.0
586846,2024-08-16 02:00:00,20240816T02.nc,110,642.2517,3,195.7583208984375,15.40324,55.59746,304.8,0.0,330.0,73.915825,19.167088,746137900.0,792149800.0,46588236.0
943133,2024-10-21 15:00:00,20241021T15.nc,38,1281.3099,2,390.5432686523438,46.09239,27.79873,304.8,0.0,380.0,34.0,-44.875,577923700.0,605215200.0,27291488.0
663320,2024-09-10 15:00:00,20240910T15.nc,289,3360.2944,10,1024.217743359375,108.792366,55.59746,304.8,0.0,330.0,64.22479,-48.724796,651906750.0,804013950.0,103810550.0
323774,2024-05-11 15:00:00,20240511T15.nc,129,501.87363,1,152.97108142089843,18.053833,27.79873,304.8,0.0,320.0,49.5,-12.499999,575704400.0,575704400.0,0.0
445344,2024-06-20 19:00:00,20240620T19.nc,82,4696.2754,10,1431.4247390625,84.4707,83.396194,304.8,0.0,360.0,52.57441,-54.799797,1004975500.0,1512448000.0,311432540.0
441794,2024-06-19 11:00:00,20240619T11.nc,35,2444.0713,4,744.95292890625,43.960587,83.396194,304.8,0.0,410.0,37.74958,-80.375206,785558800.0,1132544600.0,251258460.0
163480,2024-03-09 21:00:00,20240309T21.nc,7,346343.97,549,422262.5666999999,613.32904,806.1632,1219.1999999999996,340.7767597709678,325.0,35.198933,-28.995975,1145909400.0,2287532300.0,375471780.0
492916,2024-07-10 14:00:00,20240710T14.nc,24,1153.0608,2,351.4529291015625,41.478897,27.79873,304.8,0.0,400.0,41.75,-59.124996,680790400.0,708502800.0,27712384.0
683499,2024-09-13 02:00:00,20240913T02.nc,91,574.2796,1,175.04042270507813,20.658485,27.79873,304.8,0.0,390.0,42.0,-40.999996,527328770.0,527328770.0,0.0
274962,2024-04-26 23:00:00,20240426T23.nc,13,1273.7191,2,388.22958662109374,45.81933,27.79873,304.8,0.0,390.0,34.5,-85.62499,1260512800.0,1693642900.0,433130180.0
592088,2024-08-17 22:00:00,20240817T22.nc,26,594.13745,1,181.09309511718752,21.372828,27.79873,304.8,0.0,400.0,39.75,-53.5,635825400.0,635825400.0,0.0
595945,2024-08-19 10:00:00,20240819T10.nc,18,14271.357,27,17399.63896875002,95.07619,166.79239,1219.2000000000014,340.77675977096834,365.0,46.84043,13.286801,732503100.0,1204412800.0,188667460.0
62470,2024-01-29 01:00:00,20240129T01.nc,83,6994.8076,16,4264.034723437508,125.81889,138.99367,609.600000000001,152.40000000000057,375.0,55.54504,5.512461,566742800.0,735285100.0,64049724.0
1352561,2024-12-26 20:00:00,20241226T20.nc,85,627.1596,1,191.15824819335936,22.560728,27.79873,304.8,0.0,280.0,35.75,20.75,675576640.0,675576640.0,0.0
444869,2024-06-20 16:00:00,20240620T16.nc,88,475.7644,1,145.0129904296875,17.114607,27.79873,304.8,0.0,340.0,52.000004,-15.0,541403500.0,541403500.0,0.0
374405,2024-05-27 16:00:00,20240527T16.nc,132,380.5299,1,115.98551572265626,13.688752,27.79873,304.8,0.0,300.0,60.499996,-34.25,638945800.0,638945800.0,0.0
393522,2024-06-02 16:00:00,20240602T16.nc,19,40312.285,65,49148.73806249999,200.80215,250.1886,1219.1999999999996,340.77675977096794,335.0,36.62059,11.181294,699796000.0,1281599200.0,193338300.0
531408,2024-07-25 11:00:00,20240725T11.nc,107,1114.0337,4,339.557469140625,20.03818,55.59746,304.8,0.0,350.0,68.8743,-1.1249999,572588350.0,622056960.0,31046084.0
1327972,2024-12-23 10:00:00,20241223T10.nc,98,565.1678,1,172.26314106445315,20.330706,27.79873,304.8,0.0,310.0,43.0,20.75,574847550.0,574847550.0,0.0
217133,2024-04-01 14:00:00,20240401T14.nc,101,420.88043,1,128.28435571289063,15.140272,27.79873,304.8,0.0,300.0,57.000004,0.0,839556350.0,839556350.0,0.0
1210068,2024-12-03 13:00:00,20241203T13.nc,292,465.06424,1,141.75158020019532,16.729694,27.79873,304.8,0.0,300.0,53.0,-42.499996,965366460.0,965366460.0,0.0
