date,fir_code,fir_name,big_hit_count
2019-06-28,UKOV,Odessa FIR,0
2019-06-28,ULLL,Sankt-Peterburg FIR,0
2019-06-28,UMKK,Kaliningrad FIR,0
2019-06-28,UMMV,Minsk FIR,0
2019-06-28,UNKL,Krasnoyarsk FIR,0
2019-06-28,UNNT,Novosibirsk FIR,1
2019-06-28,URRV,Rostov-Na-Donu FIR,0
2019-06-28,USSV,Yekaterinburg FIR,0
2019-06-28,UUWV,Moscow FIR,0
2019-06-28,UWWW,Samara FIR,0
2019-06-29,BIRD,Reykjavik FIR,6
2019-06-29,EBBU,Brussels FIR,5
2019-06-29,EDGG,Langen FIR,29
2019-06-29,EDMM,Munchen FIR,7
2019-06-29,EDWW,Bremen FIR,0
2019-06-29,EETT,Tallinn FIR,0
2019-06-29,EFIN,Helsinki FIR,3
2019-06-29,EGPX,Scottish FIR,1
2019-06-29,EGTT,London FIR,28
2019-06-29,EHAA,Amsterdam FIR,17
2019-06-29,EISN,Shannon FIR,3
2019-06-29,EKDK,Copenhagen FIR,1
2019-06-29,ENOB,Bodo Oceanic FIR,0
2019-06-29,ENOR,Polaris FIR,0
2019-06-29,EPWW,Warszawa FIR,1
2019-06-29,ESAA,Sweden FIR,3
2019-06-29,EVRR,Riga FIR,0
2019-06-29,EYVL,Vilnius FIR,0
2019-06-29,GCCC,Canarias FIR,0
2019-06-29,GMMM,Casablanca FIR,0
2019-06-29,LAAA,Tirana FIR,0
2019-06-29,LBSR,Sofia FIR,1
2019-06-29,LDZO,Zagreb FIR,0
2019-06-29,LECB,Barcelona FIR,3
2019-06-29,LECM,Madrid FIR,10
2019-06-29,LFBB,Bordeaux FIR,0
2019-06-29,LFEE,Reims FIR,0
2019-06-29,LFFF,Paris FIR,18
2019-06-29,LFMM,Marseille FIR,1
2019-06-29,LFRR,Brest FIR,0
2019-06-29,LGGG,Athinai FIR,2
2019-06-29,LHCC,Budapest FIR,1
2019-06-29,LIBB,Brindisi FIR,0
2019-06-29,LIMM,Milano FIR,3
2019-06-29,LIRR,Roma FIR,4
2019-06-29,LJLA,Ljubljana FIR,0
2019-06-29,LKAA,Praha FIR,1
2019-06-29,LMMM,Malta FIR,0
2019-06-29,LOVV,Wien FIR,4
2019-06-29,LPPC,Lisboa FIR,0
2019-06-29,LPPO,Santa Maria FIR,0
2019-06-29,LQSB,Sarajevo FIR,0
2019-06-29,LRBB,Bucarest FIR,0
2019-06-29,LSAS,Switzerland FIR,1
2019-06-29,LUUU,Chisinau FIR,0
2019-06-29,LWSS,Skopje FIR,0
2019-06-29,LYBA,Beograd FIR,0
2019-06-29,LZBB,Bratislava  FIR,0
2019-06-29,UKBV,Kiev FIR,0
2019-06-29,UKDV,Dnipro FIR,0
2019-06-29,UKLV,Lvov FIR,0
2019-06-29,UKOV,Odessa FIR,0
2019-06-29,ULLL,Sankt-Peterburg FIR,0
2019-06-29,ULMM,Murmansk FIR,0
2019-06-29,UMKK,Kaliningrad FIR,0
2019-06-29,UMMV,Minsk FIR,0
2019-06-29,UNNT,Novosibirsk FIR,0
2019-06-29,URRV,Rostov-Na-Donu FIR,0
2019-06-29,USSV,Yekaterinburg FIR,1
2019-06-29,UUWV,Moscow FIR,2
2019-06-29,UWWW,Samara FIR,0
2019-06-30,BIRD,Reykjavik FIR,0
2019-06-30,EBBU,Brussels FIR,7
2019-06-30,EDGG,Langen FIR,26
2019-06-30,EDMM,Munchen FIR,7
2019-06-30,EDWW,Bremen FIR,2
2019-06-30,EETT,Tallinn FIR,0
2019-06-30,EFIN,Helsinki FIR,1
2019-06-30,EGPX,Scottish FIR,3
2019-06-30,EGTT,London FIR,51
2019-06-30,EHAA,Amsterdam FIR,18
2019-06-30,EISN,Shannon FIR,10
2019-06-30,EKDK,Copenhagen FIR,1
2019-06-30,ENOB,Bodo Oceanic FIR,0
2019-06-30,ENOR,Polaris FIR,0
2019-06-30,EPWW,Warszawa FIR,0
2019-06-30,ESAA,Sweden FIR,1
2019-06-30,EVRR,Riga FIR,0
2019-06-30,EYVL,Vilnius FIR,0
2019-06-30,GCCC,Canarias FIR,0
2019-06-30,GMMM,Casablanca FIR,0
2019-06-30,LAAA,Tirana FIR,0
2019-06-30,LBSR,Sofia FIR,0
2019-06-30,LDZO,Zagreb FIR,1
2019-06-30,LECB,Barcelona FIR,3
2019-06-30,LECM,Madrid FIR,22
2019-06-30,LFBB,Bordeaux FIR,0
2019-06-30,LFEE,Reims FIR,0
2019-06-30,LFFF,Paris FIR,22
2019-06-30,LFMM,Marseille FIR,1
2019-06-30,LFRR,Brest FIR,0
2019-06-30,LGGG,Athinai FIR,9
2019-06-30,LHCC,Budapest FIR,2
2019-06-30,LIBB,Brindisi FIR,0
2019-06-30,LIMM,Milano FIR,7
2019-06-30,LIRR,Roma FIR,10
2019-06-30,LJLA,Ljubljana FIR,0
2019-06-30,LKAA,Praha FIR,1
2019-06-30,LMMM,Malta FIR,0
2019-06-30,LOVV,Wien FIR,3
2019-06-30,LPPC,Lisboa FIR,3
2019-06-30,LPPO,Santa Maria FIR,0
2019-06-30,LQSB,Sarajevo FIR,0
2019-06-30,LRBB,Bucarest FIR,0
2019-06-30,LSAS,Switzerland FIR,10
2019-06-30,LUUU,Chisinau FIR,0
2019-06-30,LWSS,Skopje FIR,0
2019-06-30,LYBA,Beograd FIR,0
2019-06-30,LZBB,Bratislava  FIR,0
2019-06-30,UKBV,Kiev FIR,0
2019-06-30,UKDV,Dnipro FIR,0
2019-06-30,UKLV,Lvov FIR,0
2019-06-30,UKOV,Odessa FIR,0
2019-06-30,ULLL,Sankt-Peterburg FIR,0
2019-06-30,UMMV,Minsk FIR,0
2019-06-30,UNNT,Novosibirsk FIR,0
2019-06-30,URRV,Rostov-Na-Donu FIR,0
2019-06-30,USSV,Yekaterinburg FIR,0
2019-06-30,USTV,Tyumen FIR,0
2019-06-30,UUWV,Moscow FIR,0
2019-06-30,UWWW,Samara FIR,0
2019-07-01,BIRD,Reykjavik FIR,1
2019-07-01,EBBU,Brussels FIR,5
2019-07-01,EDGG,Langen FIR,34
2019-07-01,EDMM,Munchen FIR,8
2019-07-01,EDWW,Bremen FIR,6
2019-07-01,EETT,Tallinn FIR,0
2019-07-01,EFIN,Helsinki FIR,5
2019-07-01,EGPX,Scottish FIR,7
2019-07-01,EGTT,London FIR,48
2019-07-01,EHAA,Amsterdam FIR,19
2019-07-01,EISN,Shannon FIR,10
2019-07-01,EKDK,Copenhagen FIR,6
2019-07-01,ENOB,Bodo Oceanic FIR,0
2019-07-01,ENOR,Polaris FIR,2
2019-07-01,EPWW,Warszawa FIR,10
2019-07-01,ESAA,Sweden FIR,1
2019-07-01,EVRR,Riga FIR,0
2019-07-01,EYVL,Vilnius FIR,0
2019-07-01,GCCC,Canarias FIR,2
2019-07-01,GMMM,Casablanca FIR,0
2019-07-01,LAAA,Tirana FIR,0
2019-07-01,LBSR,Sofia FIR,3
2019-07-01,LDZO,Zagreb FIR,2
2019-07-01,LECB,Barcelona FIR,6
2019-07-01,LECM,Madrid FIR,11
2019-07-01,LFBB,Bordeaux FIR,0
2019-07-01,LFEE,Reims FIR,0
2019-07-01,LFFF,Paris FIR,11
2019-07-01,LFMM,Marseille FIR,2
2019-07-01,LFRR,Brest FIR,0
2019-07-01,LGGG,Athinai FIR,8
2019-07-01,LHCC,Budapest FIR,2
2019-07-01,LIBB,Brindisi FIR,0
2019-07-01,LIMM,Milano FIR,12
2019-07-01,LIRR,Roma FIR,13
2019-07-01,LJLA,Ljubljana FIR,0
2019-07-01,LKAA,Praha FIR,2
2019-07-01,LMMM,Malta FIR,0
2019-07-01,LOVV,Wien FIR,5
2019-07-01,LPPC,Lisboa FIR,5
2019-07-01,LPPO,Santa Maria FIR,0
2019-07-01,LQSB,Sarajevo FIR,0
2019-07-01,LRBB,Bucarest FIR,7
2019-07-01,LSAS,Switzerland FIR,6
2019-07-01,LUUU,Chisinau FIR,0
2019-07-01,LWSS,Skopje FIR,0
2019-07-01,LYBA,Beograd FIR,1
2019-07-01,LZBB,Bratislava  FIR,0
2019-07-01,UKBV,Kiev FIR,3
2019-07-01,UKDV,Dnipro FIR,1
2019-07-01,UKLV,Lvov FIR,0
2019-07-01,UKOV,Odessa FIR,0
2019-07-01,ULLL,Sankt-Peterburg FIR,0
2019-07-01,UMMV,Minsk FIR,0
2019-07-01,UNNT,Novosibirsk FIR,0
2019-07-01,URRV,Rostov-Na-Donu FIR,0
2019-07-01,USSV,Yekaterinburg FIR,0
2019-07-01,UUWV,Moscow FIR,9
2019-07-01,UWWW,Samara FIR,0
2019-07-02,BIRD,Reykjavik FIR,2
2019-07-02,EBBU,Brussels FIR,6
2019-07-02,EDGG,Langen FIR,14
2019-07-02,EDMM,Munchen FIR,8
2019-07-02,EDWW,Bremen FIR,0
2019-07-02,EETT,Tallinn FIR,0
2019-07-02,EFIN,Helsinki FIR,2
2019-07-02,EGPX,Scottish FIR,1
2019-07-02,EGTT,London FIR,65
2019-07-02,EHAA,Amsterdam FIR,11
2019-07-02,EISN,Shannon FIR,5
2019-07-02,EKDK,Copenhagen FIR,0
2019-07-02,ENOB,Bodo Oceanic FIR,0
2019-07-02,ENOR,Polaris FIR,0
2019-07-02,EPWW,Warszawa FIR,0
2019-07-02,ESAA,Sweden FIR,0
2019-07-02,EVRR,Riga FIR,0
2019-07-02,EYVL,Vilnius FIR,0
2019-07-02,GCCC,Canarias FIR,1
2019-07-02,GMMM,Casablanca FIR,0
2019-07-02,LAAA,Tirana FIR,0
2019-07-02,LBSR,Sofia FIR,0
2019-07-02,LDZO,Zagreb FIR,1
2019-07-02,LECB,Barcelona FIR,7
2019-07-02,LECM,Madrid FIR,23
2019-07-02,LFBB,Bordeaux FIR,1
2019-07-02,LFEE,Reims FIR,0
2019-07-02,LFFF,Paris FIR,32
2019-07-02,LFMM,Marseille FIR,5
2019-07-02,LFRR,Brest FIR,1
2019-07-02,LGGG,Athinai FIR,4
2019-07-02,LHCC,Budapest FIR,1
2019-07-02,LIBB,Brindisi FIR,0
2019-07-02,LIMM,Milano FIR,7
2019-07-02,LIRR,Roma FIR,10
2019-07-02,LJLA,Ljubljana FIR,0
2019-07-02,LKAA,Praha FIR,0
2019-07-02,LMMM,Malta FIR,0
2019-07-02,LOVV,Wien FIR,1
2019-07-02,LPPC,Lisboa FIR,7
2019-07-02,LPPO,Santa Maria FIR,0
2019-07-02,LQSB,Sarajevo FIR,0
2019-07-02,LRBB,Bucarest FIR,0
2019-07-02,LSAS,Switzerland FIR,9
2019-07-02,LUUU,Chisinau FIR,0
2019-07-02,LWSS,Skopje FIR,0
2019-07-02,LYBA,Beograd FIR,0
2019-07-02,LZBB,Bratislava  FIR,0
2019-07-02,UKBV,Kiev FIR,0
2019-07-02,UKDV,Dnipro FIR,0
2019-07-02,UKLV,Lvov FIR,0
2019-07-02,UKOV,Odessa FIR,0
2019-07-02,ULLL,Sankt-Peterburg FIR,0
2019-07-02,UMMV,Minsk FIR,0
2019-07-02,UNNT,Novosibirsk FIR,0
2019-07-02,USSV,Yekaterinburg FIR,0
2019-07-02,UUWV,Moscow FIR,1
2019-07-02,UWWW,Samara FIR,1
2019-07-03,BIRD,Reykjavik FIR,2
2019-07-03,EBBU,Brussels FIR,11
2019-07-03,EDGG,Langen FIR,32
2019-07-03,EDMM,Munchen FIR,10
2019-07-03,EDWW,Bremen FIR,1
2019-07-03,EETT,Tallinn FIR,0
2019-07-03,EFIN,Helsinki FIR,1
2019-07-03,EGPX,Scottish FIR,5
2019-07-03,EGTT,London FIR,84
2019-07-03,EHAA,Amsterdam FIR,23
2019-07-03,EISN,Shannon FIR,19
2019-07-03,EKDK,Copenhagen FIR,1
2019-07-03,ENOB,Bodo Oceanic FIR,0
2019-07-03,ENOR,Polaris FIR,0
2019-07-03,EPWW,Warszawa FIR,3
2019-07-03,ESAA,Sweden FIR,0
2019-07-03,EVRR,Riga FIR,0
2019-07-03,EYVL,Vilnius FIR,0
2019-07-03,GCCC,Canarias FIR,7
2019-07-03,GMMM,Casablanca FIR,0
2019-07-03,LAAA,Tirana FIR,0
2019-07-03,LBSR,Sofia FIR,0
2019-07-03,LDZO,Zagreb FIR,2
2019-07-03,LECB,Barcelona FIR,1
2019-07-03,LECM,Madrid FIR,23
2019-07-03,LFBB,Bordeaux FIR,0
2019-07-03,LFEE,Reims FIR,0
2019-07-03,LFFF,Paris FIR,20
2019-07-03,LFMM,Marseille FIR,2
2019-07-03,LFRR,Brest FIR,0
2019-07-03,LGGG,Athinai FIR,2
2019-07-03,LHCC,Budapest FIR,2
2019-07-03,LIBB,Brindisi FIR,0
2019-07-03,LIMM,Milano FIR,4
2019-07-03,LIRR,Roma FIR,4
2019-07-03,LJLA,Ljubljana FIR,0
2019-07-03,LKAA,Praha FIR,0
2019-07-03,LMMM,Malta FIR,1
2019-07-03,LOVV,Wien FIR,4
2019-07-03,LPPC,Lisboa FIR,13
2019-07-03,LPPO,Santa Maria FIR,0
2019-07-03,LQSB,Sarajevo FIR,0
2019-07-03,LRBB,Bucarest FIR,2
2019-07-03,LSAS,Switzerland FIR,4
2019-07-03,LUUU,Chisinau FIR,0
2019-07-03,LWSS,Skopje FIR,0
2019-07-03,LYBA,Beograd FIR,0
2019-07-03,LZBB,Bratislava  FIR,0
2019-07-03,UKBV,Kiev FIR,0
2019-07-03,UKDV,Dnipro FIR,0
2019-07-03,UKLV,Lvov FIR,0
2019-07-03,UKOV,Odessa FIR,0
2019-07-03,ULLL,Sankt-Peterburg FIR,0
2019-07-03,UMMV,Minsk FIR,0
2019-07-03,UNNT,Novosibirsk FIR,0
2019-07-03,URRV,Rostov-Na-Donu FIR,0
2019-07-03,USSV,Yekaterinburg FIR,0
2019-07-03,UUWV,Moscow FIR,1
2019-07-03,UWWW,Samara FIR,0
2019-07-04,BIRD,Reykjavik FIR,5
2019-07-04,EBBU,Brussels FIR,10
2019-07-04,EDGG,Langen FIR,15
2019-07-04,EDMM,Munchen FIR,6
2019-07-04,EDWW,Bremen FIR,6
2019-07-04,EETT,Tallinn FIR,0
2019-07-04,EFIN,Helsinki FIR,6
2019-07-04,EGPX,Scottish FIR,3
2019-07-04,EGTT,London FIR,76
2019-07-04,EHAA,Amsterdam FIR,12
2019-07-04,EISN,Shannon FIR,6
2019-07-04,EKDK,Copenhagen FIR,8
2019-07-04,ENOB,Bodo Oceanic FIR,0
2019-07-04,ENOR,Polaris FIR,5
2019-07-04,EPWW,Warszawa FIR,15
2019-07-04,ESAA,Sweden FIR,3
2019-07-04,EVRR,Riga FIR,0
2019-07-04,EYVL,Vilnius FIR,1
2019-07-04,GCCC,Canarias FIR,0
2019-07-04,GMMM,Casablanca FIR,0
2019-07-04,LAAA,Tirana FIR,0
2019-07-04,LBSR,Sofia FIR,2
2019-07-04,LDZO,Zagreb FIR,1
2019-07-04,LECB,Barcelona FIR,4
2019-07-04,LECM,Madrid FIR,15
2019-07-04,LFBB,Bordeaux FIR,0
2019-07-04,LFEE,Reims FIR,0
2019-07-04,LFFF,Paris FIR,22
2019-07-04,LFMM,Marseille FIR,0
2019-07-04,LFRR,Brest FIR,0
2019-07-04,LGGG,Athinai FIR,6
2019-07-04,LHCC,Budapest FIR,2
2019-07-04,LIBB,Brindisi FIR,0
2019-07-04,LIMM,Milano FIR,4
2019-07-04,LIRR,Roma FIR,1
2019-07-04,LJLA,Ljubljana FIR,0
2019-07-04,LKAA,Praha FIR,2
2019-07-04,LMMM,Malta FIR,0
2019-07-04,LOVV,Wien FIR,2
2019-07-04,LPPC,Lisboa FIR,3
2019-07-04,LPPO,Santa Maria FIR,0
2019-07-04,LQSB,Sarajevo FIR,0
2019-07-04,LRBB,Bucarest FIR,6
2019-07-04,LSAS,Switzerland FIR,4
2019-07-04,LUUU,Chisinau FIR,1
2019-07-04,LWSS,Skopje FIR,0
2019-07-04,LYBA,Beograd FIR,0
2019-07-04,LZBB,Bratislava  FIR,0
2019-07-04,UKBV,Kiev FIR,1
2019-07-04,UKDV,Dnipro FIR,0
2019-07-04,UKLV,Lvov FIR,0
2019-07-04,UKOV,Odessa FIR,0
2019-07-04,ULLL,Sankt-Peterburg FIR,0
2019-07-04,UMKK,Kaliningrad FIR,0
2019-07-04,UMMV,Minsk FIR,0
2019-07-04,UNNT,Novosibirsk FIR,1
2019-07-04,URRV,Rostov-Na-Donu FIR,0
2019-07-04,USSV,Yekaterinburg FIR,0
2019-07-04,UUWV,Moscow FIR,6
2019-07-04,UWWW,Samara FIR,0
2019-07-05,BIRD,Reykjavik FIR,3
2019-07-05,EBBU,Brussels FIR,8
2019-07-05,EDGG,Langen FIR,20
2019-07-05,EDMM,Munchen FIR,9
2019-07-05,EDWW,Bremen FIR,1
2019-07-05,EETT,Tallinn FIR,0
2019-07-05,EFIN,Helsinki FIR,1
2019-07-05,EGPX,Scottish FIR,5
2019-07-05,EGTT,London FIR,55
2019-07-05,EHAA,Amsterdam FIR,23
2019-07-05,EISN,Shannon FIR,16
2019-07-05,EKDK,Copenhagen FIR,0
2019-07-05,ENOB,Bodo Oceanic FIR,0
2019-07-05,ENOR,Polaris FIR,2
2019-07-05,EPWW,Warszawa FIR,1
2019-07-05,ESAA,Sweden FIR,0
2019-07-05,EVRR,Riga FIR,0
2019-07-05,EYVL,Vilnius FIR,0
2019-07-05,GCCC,Canarias FIR,0
2019-07-05,GMMM,Casablanca FIR,0
2019-07-05,LAAA,Tirana FIR,0
2019-07-05,LBSR,Sofia FIR,0
2019-07-05,LDZO,Zagreb FIR,0
2019-07-05,LECB,Barcelona FIR,8
2019-07-05,LECM,Madrid FIR,20
2019-07-05,LFBB,Bordeaux FIR,0
2019-07-05,LFEE,Reims FIR,0
2019-07-05,LFFF,Paris FIR,22
2019-07-05,LFMM,Marseille FIR,1
2019-07-05,LFRR,Brest FIR,0
2019-07-05,LGGG,Athinai FIR,2
2019-07-05,LHCC,Budapest FIR,0
2019-07-05,LIBB,Brindisi FIR,0
2019-07-05,LIMM,Milano FIR,6
2019-07-05,LIRR,Roma FIR,10
2019-07-05,LJLA,Ljubljana FIR,0
2019-07-05,LKAA,Praha FIR,2
2019-07-05,LMMM,Malta FIR,0
2019-07-05,LOVV,Wien FIR,2
2019-07-05,LPPC,Lisboa FIR,11
2019-07-05,LPPO,Santa Maria FIR,0
2019-07-05,LQSB,Sarajevo FIR,0
2019-07-05,LRBB,Bucarest FIR,0
2019-07-05,LSAS,Switzerland FIR,3
2019-07-05,LUUU,Chisinau FIR,0
2019-07-05,LWSS,Skopje FIR,0
2019-07-05,LYBA,Beograd FIR,0
2019-07-05,LZBB,Bratislava  FIR,0
2019-07-05,UKBV,Kiev FIR,0
2019-07-05,UKDV,Dnipro FIR,0
2019-07-05,UKLV,Lvov FIR,0
2019-07-05,UKOV,Odessa FIR,0
2019-07-05,ULLL,Sankt-Peterburg FIR,0
2019-07-05,ULMM,Murmansk FIR,0
2019-07-05,UMMV,Minsk FIR,0
2019-07-05,UNNT,Novosibirsk FIR,0
2019-07-05,URRV,Rostov-Na-Donu FIR,0
2019-07-05,USSV,Yekaterinburg FIR,0
2019-07-05,UUWV,Moscow FIR,6
2019-07-05,UWWW,Samara FIR,0
2019-07-06,BIRD,Reykjavik FIR,2
2019-07-06,EBBU,Brussels FIR,6
2019-07-06,EDGG,Langen FIR,14
2019-07-06,EDMM,Munchen FIR,10
2019-07-06,EDWW,Bremen FIR,0
2019-07-06,EETT,Tallinn FIR,0
2019-07-06,EFIN,Helsinki FIR,1
2019-07-06,EGPX,Scottish FIR,2
2019-07-06,EGTT,London FIR,69
2019-07-06,EHAA,Amsterdam FIR,8
2019-07-06,EISN,Shannon FIR,13
2019-07-06,EKDK,Copenhagen FIR,0
2019-07-06,ENOB,Bodo Oceanic FIR,0
2019-07-06,ENOR,Polaris FIR,0
2019-07-06,EPWW,Warszawa FIR,1
2019-07-06,ESAA,Sweden FIR,2
2019-07-06,EVRR,Riga FIR,0
2019-07-06,EYVL,Vilnius FIR,0
2019-07-06,GCCC,Canarias FIR,4
2019-07-06,GMMM,Casablanca FIR,0
2019-07-06,LAAA,Tirana FIR,0
2019-07-06,LBSR,Sofia FIR,0
2019-07-06,LDZO,Zagreb FIR,1
2019-07-06,LECB,Barcelona FIR,7
2019-07-06,LECM,Madrid FIR,11
2019-07-06,LFBB,Bordeaux FIR,0
2019-07-06,LFEE,Reims FIR,0
2019-07-06,LFFF,Paris FIR,23
2019-07-06,LFMM,Marseille FIR,1
2019-07-06,LFRR,Brest FIR,0
2019-07-06,LGGG,Athinai FIR,0
2019-07-06,LHCC,Budapest FIR,0
2019-07-06,LIBB,Brindisi FIR,0
2019-07-06,LIMM,Milano FIR,5
2019-07-06,LIRR,Roma FIR,5
2019-07-06,LJLA,Ljubljana FIR,0
2019-07-06,LKAA,Praha FIR,2
2019-07-06,LMMM,Malta FIR,0
2019-07-06,LOVV,Wien FIR,1
2019-07-06,LPPC,Lisboa FIR,6
2019-07-06,LPPO,Santa Maria FIR,0
2019-07-06,LQSB,Sarajevo FIR,0
2019-07-06,LRBB,Bucarest FIR,0
2019-07-06,LSAS,Switzerland FIR,4
2019-07-06,LUUU,Chisinau FIR,0
2019-07-06,LWSS,Skopje FIR,0
2019-07-06,LYBA,Beograd FIR,0
2019-07-06,LZBB,Bratislava  FIR,0
2019-07-06,UKBV,Kiev FIR,0
2019-07-06,UKDV,Dnipro FIR,0
2019-07-06,UKLV,Lvov FIR,0
2019-07-06,UKOV,Odessa FIR,0
2019-07-06,ULLL,Sankt-Peterburg FIR,0
2019-07-06,ULMM,Murmansk FIR,0
2019-07-06,UMKK,Kaliningrad FIR,0
2019-07-06,UMMV,Minsk FIR,0
2019-07-06,UNNT,Novosibirsk FIR,0
2019-07-06,URRV,Rostov-Na-Donu FIR,0
2019-07-06,USSV,Yekaterinburg FIR,0
2019-07-06,UUWV,Moscow FIR,0
2019-07-06,UWWW,Samara FIR,0
2019-07-07,BIRD,Reykjavik FIR,2
2019-07-07,EBBU,Brussels FIR,10
2019-07-07,EDGG,Langen FIR,39
2019-07-07,EDMM,Munchen FIR,13
2019-07-07,EDWW,Bremen FIR,6
2019-07-07,EETT,Tallinn FIR,2
2019-07-07,EFIN,Helsinki FIR,4
2019-07-07,EGPX,Scottish FIR,17
2019-07-07,EGTT,London FIR,125
2019-07-07,EHAA,Amsterdam FIR,20
2019-07-07,EISN,Shannon FIR,34
2019-07-07,EKDK,Copenhagen FIR,7
2019-07-07,ENOB,Bodo Oceanic FIR,0
2019-07-07,ENOR,Polaris FIR,1
2019-07-07,EPWW,Warszawa FIR,8
2019-07-07,ESAA,Sweden FIR,4
2019-07-07,EVRR,Riga FIR,1
2019-07-07,EYVL,Vilnius FIR,2
2019-07-07,GCCC,Canarias FIR,12
2019-07-07,GMMM,Casablanca FIR,0
2019-07-07,LAAA,Tirana FIR,0
2019-07-07,LBSR,Sofia FIR,2
2019-07-07,LDZO,Zagreb FIR,2
2019-07-07,LECB,Barcelona FIR,16
2019-07-07,LECM,Madrid FIR,18
2019-07-07,LFBB,Bordeaux FIR,0
2019-07-07,LFEE,Reims FIR,0
2019-07-07,LFFF,Paris FIR,35
2019-07-07,LFMM,Marseille FIR,2
2019-07-07,LFRR,Brest FIR,0
2019-07-07,LGGG,Athinai FIR,5
2019-07-07,LHCC,Budapest FIR,1
2019-07-07,LIBB,Brindisi FIR,0
2019-07-07,LIMM,Milano FIR,12
2019-07-07,LIRR,Roma FIR,25
2019-07-07,LJLA,Ljubljana FIR,0
2019-07-07,LKAA,Praha FIR,1
2019-07-07,LMMM,Malta FIR,0
2019-07-07,LOVV,Wien FIR,3
2019-07-07,LPPC,Lisboa FIR,10
2019-07-07,LPPO,Santa Maria FIR,0
2019-07-07,LQSB,Sarajevo FIR,0
2019-07-07,LRBB,Bucarest FIR,4
2019-07-07,LSAS,Switzerland FIR,14
2019-07-07,LUUU,Chisinau FIR,0
2019-07-07,LWSS,Skopje FIR,0
2019-07-07,LYBA,Beograd FIR,1
2019-07-07,LZBB,Bratislava  FIR,0
2019-07-07,UKBV,Kiev FIR,1
2019-07-07,UKDV,Dnipro FIR,0
2019-07-07,UKLV,Lvov FIR,0
2019-07-07,UKOV,Odessa FIR,0
2019-07-07,ULLL,Sankt-Peterburg FIR,0
2019-07-07,UMMV,Minsk FIR,0
2019-07-07,UNNT,Novosibirsk FIR,0
2019-07-07,URRV,Rostov-Na-Donu FIR,0
2019-07-07,USSV,Yekaterinburg FIR,0
2019-07-07,UUWV,Moscow FIR,1
2019-07-07,UWWW,Samara FIR,0
2019-07-08,BIRD,Reykjavik FIR,3
2019-07-08,EBBU,Brussels FIR,10
2019-07-08,EDGG,Langen FIR,51
2019-07-08,EDMM,Munchen FIR,21
2019-07-08,EDWW,Bremen FIR,2
2019-07-08,EETT,Tallinn FIR,0
2019-07-08,EFIN,Helsinki FIR,3
2019-07-08,EGPX,Scottish FIR,18
2019-07-08,EGTT,London FIR,100
2019-07-08,EHAA,Amsterdam FIR,27
2019-07-08,EISN,Shannon FIR,8
2019-07-08,EKDK,Copenhagen FIR,3
2019-07-08,ENOB,Bodo Oceanic FIR,0
2019-07-08,ENOR,Polaris FIR,2
2019-07-08,EPWW,Warszawa FIR,2
2019-07-08,ESAA,Sweden FIR,3
2019-07-08,EVRR,Riga FIR,0
2019-07-08,EYVL,Vilnius FIR,0
2019-07-08,GCCC,Canarias FIR,9
2019-07-08,GMMM,Casablanca FIR,0
2019-07-08,LAAA,Tirana FIR,0
2019-07-08,LBSR,Sofia FIR,2
2019-07-08,LDZO,Zagreb FIR,2
2019-07-08,LECB,Barcelona FIR,18
2019-07-08,LECM,Madrid FIR,18
2019-07-08,LFBB,Bordeaux FIR,1
2019-07-08,LFEE,Reims FIR,2
2019-07-08,LFFF,Paris FIR,39
2019-07-08,LFMM,Marseille FIR,4
2019-07-08,LFRR,Brest FIR,2
2019-07-08,LGGG,Athinai FIR,4
2019-07-08,LHCC,Budapest FIR,3
2019-07-08,LIBB,Brindisi FIR,0
2019-07-08,LIMM,Milano FIR,9
2019-07-08,LIRR,Roma FIR,15
2019-07-08,LJLA,Ljubljana FIR,0
2019-07-08,LKAA,Praha FIR,4
2019-07-08,LMMM,Malta FIR,1
2019-07-08,LOVV,Wien FIR,6
2019-07-08,LPPC,Lisboa FIR,10
2019-07-08,LPPO,Santa Maria FIR,0
2019-07-08,LQSB,Sarajevo FIR,0
2019-07-08,LRBB,Bucarest FIR,3
2019-07-08,LSAS,Switzerland FIR,3
2019-07-08,LUUU,Chisinau FIR,0
2019-07-08,LWSS,Skopje FIR,0
2019-07-08,LYBA,Beograd FIR,0
2019-07-08,LZBB,Bratislava  FIR,0
2019-07-08,UKBV,Kiev FIR,0
2019-07-08,UKDV,Dnipro FIR,0
2019-07-08,UKLV,Lvov FIR,0
2019-07-08,UKOV,Odessa FIR,0
2019-07-08,ULLL,Sankt-Peterburg FIR,0
2019-07-08,UMKK,Kaliningrad FIR,0
2019-07-08,UMMV,Minsk FIR,0
2019-07-08,UNNT,Novosibirsk FIR,0
2019-07-08,URRV,Rostov-Na-Donu FIR,0
2019-07-08,USSV,Yekaterinburg FIR,0
2019-07-08,USTV,Tyumen FIR,0
2019-07-08,UUWV,Moscow FIR,0
2019-07-08,UWWW,Samara FIR,0
2019-07-09,BIRD,Reykjavik FIR,5
2019-07-09,EBBU,Brussels FIR,10
2019-07-09,EDGG,Langen FIR,33
2019-07-09,EDMM,Munchen FIR,12
2019-07-09,EDWW,Bremen FIR,5
2019-07-09,EETT,Tallinn FIR,0
2019-07-09,EFIN,Helsinki FIR,0
2019-07-09,EGPX,Scottish FIR,11
2019-07-09,EGTT,London FIR,67
2019-07-09,EHAA,Amsterdam FIR,21
