date,fir_code,fir_name,big_hit_count
2019-02-24,LWSS,Skopje FIR,0
2019-02-24,LYBA,Beograd FIR,0
2019-02-24,LZBB,Bratislava  FIR,0
2019-02-24,UKBV,Kiev FIR,0
2019-02-24,UKDV,Dnipro FIR,0
2019-02-24,UKLV,Lvov FIR,0
2019-02-24,UKOV,Odessa FIR,0
2019-02-24,ULLL,Sankt-Peterburg FIR,1
2019-02-24,UMKK,Kaliningrad FIR,0
2019-02-24,UMMV,Minsk FIR,0
2019-02-24,UNNT,Novosibirsk FIR,1
2019-02-24,URRV,Rostov-Na-Donu FIR,0
2019-02-24,USSV,Yekaterinburg FIR,0
2019-02-24,UUWV,Moscow FIR,32
2019-02-25,BIRD,Reykjavik FIR,12
2019-02-25,EBBU,Brussels FIR,20
2019-02-25,EDGG,Langen FIR,74
2019-02-25,EDMM,Munchen FIR,30
2019-02-25,EDWW,Bremen FIR,22
2019-02-25,EETT,Tallinn FIR,5
2019-02-25,EFIN,Helsinki FIR,41
2019-02-25,EGPX,Scottish FIR,7
2019-02-25,EGTT,London FIR,170
2019-02-25,EHAA,Amsterdam FIR,44
2019-02-25,EISN,Shannon FIR,18
2019-02-25,EKDK,Copenhagen FIR,25
2019-02-25,ENOB,Bodo Oceanic FIR,0
2019-02-25,ENOR,Polaris FIR,26
2019-02-25,EPWW,Warszawa FIR,27
2019-02-25,ESAA,Sweden FIR,45
2019-02-25,EVRR,Riga FIR,3
2019-02-25,EYVL,Vilnius FIR,9
2019-02-25,GCCC,Canarias FIR,22
2019-02-25,GMMM,Casablanca FIR,0
2019-02-25,LAAA,Tirana FIR,0
2019-02-25,LBSR,Sofia FIR,1
2019-02-25,LDZO,Zagreb FIR,1
2019-02-25,LECB,Barcelona FIR,16
2019-02-25,LECM,Madrid FIR,31
2019-02-25,LFBB,Bordeaux FIR,0
2019-02-25,LFEE,Reims FIR,4
2019-02-25,LFFF,Paris FIR,56
2019-02-25,LFMM,Marseille FIR,2
2019-02-25,LFRR,Brest FIR,0
2019-02-25,LGGG,Athinai FIR,3
2019-02-25,LHCC,Budapest FIR,6
2019-02-25,LIBB,Brindisi FIR,0
2019-02-25,LIMM,Milano FIR,16
2019-02-25,LIRR,Roma FIR,11
2019-02-25,LJLA,Ljubljana FIR,0
2019-02-25,LKAA,Praha FIR,10
2019-02-25,LMMM,Malta FIR,0
2019-02-25,LOVV,Wien FIR,8
2019-02-25,LPPC,Lisboa FIR,18
2019-02-25,LPPO,Santa Maria FIR,4
2019-02-25,LQSB,Sarajevo FIR,1
2019-02-25,LRBB,Bucarest FIR,4
2019-02-25,LSAS,Switzerland FIR,16
2019-02-25,LUUU,Chisinau FIR,0
2019-02-25,LWSS,Skopje FIR,0
2019-02-25,LYBA,Beograd FIR,1
2019-02-25,LZBB,Bratislava  FIR,0
2019-02-25,UKBV,Kiev FIR,7
2019-02-25,UKDV,Dnipro FIR,0
2019-02-25,UKLV,Lvov FIR,0
2019-02-25,UKOV,Odessa FIR,0
2019-02-25,ULLL,Sankt-Peterburg FIR,7
2019-02-25,UMKK,Kaliningrad FIR,0
2019-02-25,UMMV,Minsk FIR,0
2019-02-25,UNNT,Novosibirsk FIR,1
2019-02-25,URRV,Rostov-Na-Donu FIR,0
2019-02-25,USSV,Yekaterinburg FIR,0
2019-02-25,UUWV,Moscow FIR,30
2019-02-25,UWWW,Samara FIR,0
2019-02-26,BIRD,Reykjavik FIR,2
2019-02-26,EBBU,Brussels FIR,15
2019-02-26,EDGG,Langen FIR,50
2019-02-26,EDMM,Munchen FIR,21
2019-02-26,EDWW,Bremen FIR,5
2019-02-26,EETT,Tallinn FIR,0
2019-02-26,EFIN,Helsinki FIR,5
2019-02-26,EGPX,Scottish FIR,1
2019-02-26,EGTT,London FIR,55
2019-02-26,EHAA,Amsterdam FIR,21
2019-02-26,EISN,Shannon FIR,0
2019-02-26,EKDK,Copenhagen FIR,6
2019-02-26,ENOB,Bodo Oceanic FIR,0
2019-02-26,ENOR,Polaris FIR,7
2019-02-26,EPWW,Warszawa FIR,3
2019-02-26,ESAA,Sweden FIR,1
2019-02-26,EVRR,Riga FIR,3
2019-02-26,EYVL,Vilnius FIR,0
2019-02-26,GCCC,Canarias FIR,38
2019-02-26,GMMM,Casablanca FIR,0
2019-02-26,LAAA,Tirana FIR,0
2019-02-26,LBSR,Sofia FIR,1
2019-02-26,LDZO,Zagreb FIR,1
2019-02-26,LECB,Barcelona FIR,6
2019-02-26,LECM,Madrid FIR,36
2019-02-26,LFBB,Bordeaux FIR,0
2019-02-26,LFEE,Reims FIR,4
2019-02-26,LFFF,Paris FIR,35
2019-02-26,LFMM,Marseille FIR,2
2019-02-26,LFRR,Brest FIR,0
2019-02-26,LGGG,Athinai FIR,3
2019-02-26,LHCC,Budapest FIR,1
2019-02-26,LIBB,Brindisi FIR,0
2019-02-26,LIMM,Milano FIR,13
2019-02-26,LIRR,Roma FIR,13
2019-02-26,LJLA,Ljubljana FIR,0
2019-02-26,LKAA,Praha FIR,2
2019-02-26,LMMM,Malta FIR,0
2019-02-26,LOVV,Wien FIR,2
2019-02-26,LPPC,Lisboa FIR,12
2019-02-26,LPPO,Santa Maria FIR,1
2019-02-26,LQSB,Sarajevo FIR,0
2019-02-26,LRBB,Bucarest FIR,3
2019-02-26,LSAS,Switzerland FIR,5
2019-02-26,LUUU,Chisinau FIR,1
2019-02-26,LWSS,Skopje FIR,0
2019-02-26,LYBA,Beograd FIR,0
2019-02-26,LZBB,Bratislava  FIR,0
2019-02-26,UKBV,Kiev FIR,0
2019-02-26,UKDV,Dnipro FIR,0
2019-02-26,UKLV,Lvov FIR,0
2019-02-26,ULLL,Sankt-Peterburg FIR,1
2019-02-26,UMKK,Kaliningrad FIR,0
2019-02-26,UMMV,Minsk FIR,0
2019-02-26,URRV,Rostov-Na-Donu FIR,0
2019-02-26,USSV,Yekaterinburg FIR,0
2019-02-26,UUWV,Moscow FIR,1
2019-02-27,BIRD,Reykjavik FIR,10
2019-02-27,EBBU,Brussels FIR,15
2019-02-27,EDGG,Langen FIR,46
2019-02-27,EDMM,Munchen FIR,19
2019-02-27,EDWW,Bremen FIR,5
2019-02-27,EETT,Tallinn FIR,1
2019-02-27,EFIN,Helsinki FIR,5
2019-02-27,EGPX,Scottish FIR,2
2019-02-27,EGTT,London FIR,52
2019-02-27,EHAA,Amsterdam FIR,30
2019-02-27,EISN,Shannon FIR,5
2019-02-27,EKDK,Copenhagen FIR,7
2019-02-27,ENOB,Bodo Oceanic FIR,0
2019-02-27,ENOR,Polaris FIR,5
2019-02-27,EPWW,Warszawa FIR,2
2019-02-27,ESAA,Sweden FIR,5
2019-02-27,EVRR,Riga FIR,2
2019-02-27,EYVL,Vilnius FIR,0
2019-02-27,GCCC,Canarias FIR,66
2019-02-27,GMMM,Casablanca FIR,0
2019-02-27,LAAA,Tirana FIR,0
2019-02-27,LBSR,Sofia FIR,1
2019-02-27,LDZO,Zagreb FIR,0
2019-02-27,LECB,Barcelona FIR,7
2019-02-27,LECM,Madrid FIR,29
2019-02-27,LFBB,Bordeaux FIR,0
2019-02-27,LFEE,Reims FIR,0
2019-02-27,LFFF,Paris FIR,39
2019-02-27,LFMM,Marseille FIR,0
2019-02-27,LFRR,Brest FIR,0
2019-02-27,LGGG,Athinai FIR,0
2019-02-27,LHCC,Budapest FIR,0
2019-02-27,LIBB,Brindisi FIR,0
2019-02-27,LIMM,Milano FIR,10
2019-02-27,LIRR,Roma FIR,8
2019-02-27,LJLA,Ljubljana FIR,0
2019-02-27,LKAA,Praha FIR,2
2019-02-27,LMMM,Malta FIR,0
2019-02-27,LOVV,Wien FIR,3
2019-02-27,LPPC,Lisboa FIR,31
2019-02-27,LPPO,Santa Maria FIR,3
2019-02-27,LQSB,Sarajevo FIR,0
2019-02-27,LRBB,Bucarest FIR,1
2019-02-27,LSAS,Switzerland FIR,9
2019-02-27,LUUU,Chisinau FIR,0
2019-02-27,LWSS,Skopje FIR,0
2019-02-27,LYBA,Beograd FIR,0
2019-02-27,LZBB,Bratislava  FIR,0
2019-02-27,UKBV,Kiev FIR,0
2019-02-27,UKDV,Dnipro FIR,0
2019-02-27,UKLV,Lvov FIR,0
2019-02-27,UKOV,Odessa FIR,0
2019-02-27,ULLL,Sankt-Peterburg FIR,1
2019-02-27,UMKK,Kaliningrad FIR,0
2019-02-27,UMMV,Minsk FIR,1
2019-02-27,UNNT,Novosibirsk FIR,0
2019-02-27,URRV,Rostov-Na-Donu FIR,0
2019-02-27,UUWV,Moscow FIR,9
2019-02-28,BIRD,Reykjavik FIR,5
2019-02-28,EBBU,Brussels FIR,17
2019-02-28,EDGG,Langen FIR,57
2019-02-28,EDMM,Munchen FIR,19
2019-02-28,EDWW,Bremen FIR,12
2019-02-28,EETT,Tallinn FIR,0
2019-02-28,EFIN,Helsinki FIR,6
2019-02-28,EGPX,Scottish FIR,5
2019-02-28,EGTT,London FIR,96
2019-02-28,EHAA,Amsterdam FIR,37
2019-02-28,EISN,Shannon FIR,9
2019-02-28,EKDK,Copenhagen FIR,16
2019-02-28,ENOB,Bodo Oceanic FIR,0
2019-02-28,ENOR,Polaris FIR,9
2019-02-28,EPWW,Warszawa FIR,11
2019-02-28,ESAA,Sweden FIR,16
2019-02-28,EVRR,Riga FIR,0
2019-02-28,EYVL,Vilnius FIR,0
2019-02-28,GCCC,Canarias FIR,75
2019-02-28,GMMM,Casablanca FIR,0
2019-02-28,LAAA,Tirana FIR,0
2019-02-28,LBSR,Sofia FIR,0
2019-02-28,LDZO,Zagreb FIR,0
2019-02-28,LECB,Barcelona FIR,10
2019-02-28,LECM,Madrid FIR,44
2019-02-28,LFBB,Bordeaux FIR,0
2019-02-28,LFEE,Reims FIR,1
2019-02-28,LFFF,Paris FIR,41
2019-02-28,LFMM,Marseille FIR,1
2019-02-28,LFRR,Brest FIR,1
2019-02-28,LGGG,Athinai FIR,1
2019-02-28,LHCC,Budapest FIR,1
2019-02-28,LIBB,Brindisi FIR,0
2019-02-28,LIMM,Milano FIR,5
2019-02-28,LIRR,Roma FIR,3
2019-02-28,LJLA,Ljubljana FIR,0
2019-02-28,LKAA,Praha FIR,0
2019-02-28,LMMM,Malta FIR,0
2019-02-28,LOVV,Wien FIR,4
2019-02-28,LPPC,Lisboa FIR,70
2019-02-28,LPPO,Santa Maria FIR,4
2019-02-28,LQSB,Sarajevo FIR,0
2019-02-28,LRBB,Bucarest FIR,0
2019-02-28,LSAS,Switzerland FIR,8
2019-02-28,LUUU,Chisinau FIR,0
2019-02-28,LWSS,Skopje FIR,1
2019-02-28,LYBA,Beograd FIR,0
2019-02-28,LZBB,Bratislava  FIR,0
2019-02-28,UKBV,Kiev FIR,0
2019-02-28,UKDV,Dnipro FIR,0
2019-02-28,UKLV,Lvov FIR,0
2019-02-28,ULLL,Sankt-Peterburg FIR,0
2019-02-28,UMKK,Kaliningrad FIR,0
2019-02-28,UMMV,Minsk FIR,0
2019-02-28,UNNT,Novosibirsk FIR,1
2019-02-28,URRV,Rostov-Na-Donu FIR,0
2019-02-28,USSV,Yekaterinburg FIR,0
2019-02-28,UUWV,Moscow FIR,7
2019-03-01,BIRD,Reykjavik FIR,0
2019-03-01,EBBU,Brussels FIR,15
2019-03-01,EDGG,Langen FIR,62
2019-03-01,EDMM,Munchen FIR,17
2019-03-01,EDWW,Bremen FIR,8
2019-03-01,EETT,Tallinn FIR,0
2019-03-01,EFIN,Helsinki FIR,1
2019-03-01,EGPX,Scottish FIR,8
2019-03-01,EGTT,London FIR,134
2019-03-01,EHAA,Amsterdam FIR,39
2019-03-01,EISN,Shannon FIR,8
2019-03-01,EKDK,Copenhagen FIR,16
2019-03-01,ENOB,Bodo Oceanic FIR,0
2019-03-01,ENOR,Polaris FIR,7
2019-03-01,EPWW,Warszawa FIR,2
2019-03-01,ESAA,Sweden FIR,8
2019-03-01,EVRR,Riga FIR,0
2019-03-01,EYVL,Vilnius FIR,0
2019-03-01,GCCC,Canarias FIR,69
2019-03-01,GMMM,Casablanca FIR,0
2019-03-01,LAAA,Tirana FIR,0
2019-03-01,LBSR,Sofia FIR,0
2019-03-01,LDZO,Zagreb FIR,0
2019-03-01,LECB,Barcelona FIR,35
2019-03-01,LECM,Madrid FIR,86
2019-03-01,LFBB,Bordeaux FIR,8
2019-03-01,LFEE,Reims FIR,0
2019-03-01,LFFF,Paris FIR,63
2019-03-01,LFMM,Marseille FIR,2
2019-03-01,LFRR,Brest FIR,4
2019-03-01,LGGG,Athinai FIR,0
2019-03-01,LHCC,Budapest FIR,0
2019-03-01,LIBB,Brindisi FIR,0
2019-03-01,LIMM,Milano FIR,5
2019-03-01,LIRR,Roma FIR,8
2019-03-01,LJLA,Ljubljana FIR,0
2019-03-01,LKAA,Praha FIR,0
2019-03-01,LMMM,Malta FIR,0
2019-03-01,LOVV,Wien FIR,0
2019-03-01,LPPC,Lisboa FIR,94
2019-03-01,LPPO,Santa Maria FIR,3
2019-03-01,LQSB,Sarajevo FIR,0
2019-03-01,LRBB,Bucarest FIR,0
2019-03-01,LSAS,Switzerland FIR,10
2019-03-01,LUUU,Chisinau FIR,0
2019-03-01,LWSS,Skopje FIR,0
2019-03-01,LYBA,Beograd FIR,0
2019-03-01,LZBB,Bratislava  FIR,0
2019-03-01,UKBV,Kiev FIR,0
2019-03-01,UKDV,Dnipro FIR,0
2019-03-01,UKLV,Lvov FIR,0
2019-03-01,UKOV,Odessa FIR,0
2019-03-01,ULLL,Sankt-Peterburg FIR,0
2019-03-01,UMKK,Kaliningrad FIR,0
2019-03-01,UMMV,Minsk FIR,0
2019-03-01,UNNT,Novosibirsk FIR,1
2019-03-01,URRV,Rostov-Na-Donu FIR,0
2019-03-01,USSV,Yekaterinburg FIR,0
2019-03-01,UUWV,Moscow FIR,3
2019-03-01,UWWW,Samara FIR,0
2019-03-02,BIRD,Reykjavik FIR,1
2019-03-02,EBBU,Brussels FIR,17
2019-03-02,EDGG,Langen FIR,46
2019-03-02,EDMM,Munchen FIR,21
2019-03-02,EDWW,Bremen FIR,4
2019-03-02,EETT,Tallinn FIR,1
2019-03-02,EFIN,Helsinki FIR,3
2019-03-02,EGPX,Scottish FIR,12
2019-03-02,EGTT,London FIR,161
2019-03-02,EHAA,Amsterdam FIR,30
2019-03-02,EISN,Shannon FIR,20
2019-03-02,EKDK,Copenhagen FIR,14
2019-03-02,ENOB,Bodo Oceanic FIR,0
2019-03-02,ENOR,Polaris FIR,10
2019-03-02,EPWW,Warszawa FIR,7
2019-03-02,ESAA,Sweden FIR,7
2019-03-02,EVRR,Riga FIR,0
2019-03-02,EYVL,Vilnius FIR,0
2019-03-02,GCCC,Canarias FIR,132
2019-03-02,GMMM,Casablanca FIR,0
2019-03-02,LAAA,Tirana FIR,0
2019-03-02,LBSR,Sofia FIR,1
2019-03-02,LDZO,Zagreb FIR,0
2019-03-02,LECB,Barcelona FIR,28
2019-03-02,LECM,Madrid FIR,54
2019-03-02,LFBB,Bordeaux FIR,0
2019-03-02,LFEE,Reims FIR,0
2019-03-02,LFFF,Paris FIR,53
2019-03-02,LFMM,Marseille FIR,3
2019-03-02,LFRR,Brest FIR,0
2019-03-02,LGGG,Athinai FIR,3
2019-03-02,LHCC,Budapest FIR,1
2019-03-02,LIBB,Brindisi FIR,1
2019-03-02,LIMM,Milano FIR,9
2019-03-02,LIRR,Roma FIR,13
2019-03-02,LJLA,Ljubljana FIR,0
2019-03-02,LKAA,Praha FIR,2
2019-03-02,LMMM,Malta FIR,3
2019-03-02,LOVV,Wien FIR,4
2019-03-02,LPPC,Lisboa FIR,35
2019-03-02,LPPO,Santa Maria FIR,1
2019-03-02,LQSB,Sarajevo FIR,0
2019-03-02,LRBB,Bucarest FIR,2
2019-03-02,LSAS,Switzerland FIR,16
2019-03-02,LUUU,Chisinau FIR,0
2019-03-02,LWSS,Skopje FIR,0
2019-03-02,LYBA,Beograd FIR,0
2019-03-02,LZBB,Bratislava  FIR,1
2019-03-02,UKBV,Kiev FIR,0
2019-03-02,UKDV,Dnipro FIR,0
2019-03-02,UKLV,Lvov FIR,0
2019-03-02,UKOV,Odessa FIR,0
2019-03-02,ULLL,Sankt-Peterburg FIR,0
2019-03-02,UMMV,Minsk FIR,0
2019-03-02,UNNT,Novosibirsk FIR,2
2019-03-02,URRV,Rostov-Na-Donu FIR,0
2019-03-02,USSV,Yekaterinburg FIR,0
2019-03-02,UUWV,Moscow FIR,3
2019-03-02,UWWW,Samara FIR,0
2019-03-03,BIRD,Reykjavik FIR,6
2019-03-03,EBBU,Brussels FIR,66
2019-03-03,EDGG,Langen FIR,204
2019-03-03,EDMM,Munchen FIR,86
2019-03-03,EDWW,Bremen FIR,86
2019-03-03,EETT,Tallinn FIR,4
2019-03-03,EFIN,Helsinki FIR,36
2019-03-03,EGPX,Scottish FIR,33
2019-03-03,EGTT,London FIR,428
2019-03-03,EHAA,Amsterdam FIR,107
2019-03-03,EISN,Shannon FIR,43
2019-03-03,EKDK,Copenhagen FIR,66
2019-03-03,ENOB,Bodo Oceanic FIR,0
2019-03-03,ENOR,Polaris FIR,29
2019-03-03,EPWW,Warszawa FIR,92
2019-03-03,ESAA,Sweden FIR,63
2019-03-03,EVRR,Riga FIR,9
2019-03-03,EYVL,Vilnius FIR,12
2019-03-03,GCCC,Canarias FIR,93
2019-03-03,GMMM,Casablanca FIR,0
2019-03-03,LAAA,Tirana FIR,2
2019-03-03,LBSR,Sofia FIR,13
2019-03-03,LDZO,Zagreb FIR,2
2019-03-03,LECB,Barcelona FIR,73
2019-03-03,LECM,Madrid FIR,97
2019-03-03,LFBB,Bordeaux FIR,6
2019-03-03,LFEE,Reims FIR,22
2019-03-03,LFFF,Paris FIR,140
2019-03-03,LFMM,Marseille FIR,22
2019-03-03,LFRR,Brest FIR,2
2019-03-03,LGGG,Athinai FIR,22
2019-03-03,LHCC,Budapest FIR,33
2019-03-03,LIBB,Brindisi FIR,1
2019-03-03,LIMM,Milano FIR,70
2019-03-03,LIRR,Roma FIR,40
2019-03-03,LJLA,Ljubljana FIR,2
2019-03-03,LKAA,Praha FIR,19
2019-03-03,LMMM,Malta FIR,5
2019-03-03,LOVV,Wien FIR,60
2019-03-03,LPPC,Lisboa FIR,68
2019-03-03,LPPO,Santa Maria FIR,1
2019-03-03,LQSB,Sarajevo FIR,0
2019-03-03,LRBB,Bucarest FIR,24
2019-03-03,LSAS,Switzerland FIR,73
2019-03-03,LUUU,Chisinau FIR,4
2019-03-03,LWSS,Skopje FIR,3
2019-03-03,LYBA,Beograd FIR,2
2019-03-03,LZBB,Bratislava  FIR,4
2019-03-03,UKBV,Kiev FIR,9
2019-03-03,UKDV,Dnipro FIR,1
2019-03-03,UKLV,Lvov FIR,0
2019-03-03,UKOV,Odessa FIR,0
2019-03-03,ULLL,Sankt-Peterburg FIR,7
2019-03-03,UMKK,Kaliningrad FIR,0
2019-03-03,UMMV,Minsk FIR,0
2019-03-03,UNNT,Novosibirsk FIR,2
2019-03-03,URRV,Rostov-Na-Donu FIR,0
2019-03-03,USSV,Yekaterinburg FIR,1
2019-03-03,UUWV,Moscow FIR,57
2019-03-04,BIRD,Reykjavik FIR,0
2019-03-04,EBBU,Brussels FIR,28
2019-03-04,EDGG,Langen FIR,91
2019-03-04,EDMM,Munchen FIR,28
2019-03-04,EDWW,Bremen FIR,15
2019-03-04,EETT,Tallinn FIR,3
2019-03-04,EFIN,Helsinki FIR,10
2019-03-04,EGPX,Scottish FIR,5
2019-03-04,EGTT,London FIR,123
2019-03-04,EHAA,Amsterdam FIR,39
2019-03-04,EISN,Shannon FIR,14
2019-03-04,EKDK,Copenhagen FIR,6
2019-03-04,ENOB,Bodo Oceanic FIR,0
2019-03-04,ENOR,Polaris FIR,6
2019-03-04,EPWW,Warszawa FIR,13
2019-03-04,ESAA,Sweden FIR,9
2019-03-04,EVRR,Riga FIR,2
2019-03-04,EYVL,Vilnius FIR,1
2019-03-04,GCCC,Canarias FIR,114
2019-03-04,GMMM,Casablanca FIR,0
2019-03-04,LAAA,Tirana FIR,0
2019-03-04,LBSR,Sofia FIR,5
2019-03-04,LDZO,Zagreb FIR,0
2019-03-04,LECB,Barcelona FIR,49
2019-03-04,LECM,Madrid FIR,100
2019-03-04,LFBB,Bordeaux FIR,2
2019-03-04,LFEE,Reims FIR,9
2019-03-04,LFFF,Paris FIR,70
2019-03-04,LFMM,Marseille FIR,11
2019-03-04,LFRR,Brest FIR,1
2019-03-04,LGGG,Athinai FIR,1
2019-03-04,LHCC,Budapest FIR,15
2019-03-04,LIBB,Brindisi FIR,0
2019-03-04,LIMM,Milano FIR,33
2019-03-04,LIRR,Roma FIR,13
2019-03-04,LJLA,Ljubljana FIR,2
2019-03-04,LKAA,Praha FIR,4
2019-03-04,LMMM,Malta FIR,0
2019-03-04,LOVV,Wien FIR,16
2019-03-04,LPPC,Lisboa FIR,132
2019-03-04,LPPO,Santa Maria FIR,3
2019-03-04,LQSB,Sarajevo FIR,0
2019-03-04,LRBB,Bucarest FIR,15
2019-03-04,LSAS,Switzerland FIR,21
2019-03-04,LUUU,Chisinau FIR,0
2019-03-04,LWSS,Skopje FIR,0
2019-03-04,LYBA,Beograd FIR,5
2019-03-04,LZBB,Bratislava  FIR,0
2019-03-04,UKBV,Kiev FIR,4
2019-03-04,UKDV,Dnipro FIR,0
2019-03-04,UKLV,Lvov FIR,1
2019-03-04,UKOV,Odessa FIR,0
2019-03-04,ULLL,Sankt-Peterburg FIR,0
2019-03-04,UMKK,Kaliningrad FIR,0
2019-03-04,UMMV,Minsk FIR,1
2019-03-04,UNNT,Novosibirsk FIR,0
2019-03-04,URRV,Rostov-Na-Donu FIR,0
2019-03-04,UUWV,Moscow FIR,59
2019-03-04,UWWW,Samara FIR,0
2019-03-05,BIRD,Reykjavik FIR,3
2019-03-05,EBBU,Brussels FIR,37
2019-03-05,EDGG,Langen FIR,122
2019-03-05,EDMM,Munchen FIR,36
2019-03-05,EDWW,Bremen FIR,30
2019-03-05,EETT,Tallinn FIR,0
2019-03-05,EFIN,Helsinki FIR,8
2019-03-05,EGPX,Scottish FIR,31
2019-03-05,EGTT,London FIR,242
2019-03-05,EHAA,Amsterdam FIR,49
2019-03-05,EISN,Shannon FIR,24
2019-03-05,EKDK,Copenhagen FIR,19
2019-03-05,ENOB,Bodo Oceanic FIR,0
2019-03-05,ENOR,Polaris FIR,10
2019-03-05,EPWW,Warszawa FIR,9
2019-03-05,ESAA,Sweden FIR,9
2019-03-05,EVRR,Riga FIR,1
2019-03-05,EYVL,Vilnius FIR,0
2019-03-05,GCCC,Canarias FIR,134
2019-03-05,GMMM,Casablanca FIR,0
2019-03-05,LAAA,Tirana FIR,4
2019-03-05,LBSR,Sofia FIR,7
2019-03-05,LDZO,Zagreb FIR,1
2019-03-05,LECB,Barcelona FIR,33
2019-03-05,LECM,Madrid FIR,141
2019-03-05,LFBB,Bordeaux FIR,4
2019-03-05,LFEE,Reims FIR,6
2019-03-05,LFFF,Paris FIR,93
2019-03-05,LFMM,Marseille FIR,10
2019-03-05,LFRR,Brest FIR,2
2019-03-05,LGGG,Athinai FIR,35
2019-03-05,LHCC,Budapest FIR,12
2019-03-05,LIBB,Brindisi FIR,4
2019-03-05,LIMM,Milano FIR,27
2019-03-05,LIRR,Roma FIR,41
2019-03-05,LJLA,Ljubljana FIR,0
2019-03-05,LKAA,Praha FIR,4
2019-03-05,LMMM,Malta FIR,8
2019-03-05,LOVV,Wien FIR,15
2019-03-05,LPPC,Lisboa FIR,102
2019-03-05,LPPO,Santa Maria FIR,0
2019-03-05,LQSB,Sarajevo FIR,0
2019-03-05,LRBB,Bucarest FIR,11
2019-03-05,LSAS,Switzerland FIR,33
2019-03-05,LUUU,Chisinau FIR,0
2019-03-05,LWSS,Skopje FIR,4
2019-03-05,LYBA,Beograd FIR,1
2019-03-05,LZBB,Bratislava  FIR,0
2019-03-05,UKBV,Kiev FIR,1
2019-03-05,UKDV,Dnipro FIR,0
2019-03-05,UKLV,Lvov FIR,0
2019-03-05,UKOV,Odessa FIR,0
2019-03-05,ULLL,Sankt-Peterburg FIR,1
2019-03-05,UMKK,Kaliningrad FIR,0
2019-03-05,UMMV,Minsk FIR,0
2019-03-05,UNNT,Novosibirsk FIR,0
2019-03-05,USSV,Yekaterinburg FIR,1
2019-03-05,UUWV,Moscow FIR,3
2019-03-05,UWWW,Samara FIR,0
2019-03-06,BIRD,Reykjavik FIR,4
2019-03-06,EBBU,Brussels FIR,72
2019-03-06,EDGG,Langen FIR,215
2019-03-06,EDMM,Munchen FIR,105
2019-03-06,EDWW,Bremen FIR,66
2019-03-06,EETT,Tallinn FIR,3
2019-03-06,EFIN,Helsinki FIR,19
2019-03-06,EGPX,Scottish FIR,8
2019-03-06,EGTT,London FIR,293
2019-03-06,EHAA,Amsterdam FIR,87
2019-03-06,EISN,Shannon FIR,12
2019-03-06,EKDK,Copenhagen FIR,29
2019-03-06,ENOB,Bodo Oceanic FIR,0
2019-03-06,ENOR,Polaris FIR,9
2019-03-06,EPWW,Warszawa FIR,52
2019-03-06,ESAA,Sweden FIR,36
2019-03-06,EVRR,Riga FIR,3
2019-03-06,EYVL,Vilnius FIR,3
2019-03-06,GCCC,Canarias FIR,41
2019-03-06,GMMM,Casablanca FIR,0
2019-03-06,LAAA,Tirana FIR,4
2019-03-06,LBSR,Sofia FIR,24
2019-03-06,LDZO,Zagreb FIR,4
2019-03-06,LECB,Barcelona FIR,113
2019-03-06,LECM,Madrid FIR,98
2019-03-06,LFBB,Bordeaux FIR,10
2019-03-06,LFEE,Reims FIR,35
2019-03-06,LFFF,Paris FIR,142
2019-03-06,LFMM,Marseille FIR,39
2019-03-06,LFRR,Brest FIR,1
2019-03-06,LGGG,Athinai FIR,33
2019-03-06,LHCC,Budapest FIR,39
2019-03-06,LIBB,Brindisi FIR,3
2019-03-06,LIMM,Milano FIR,124
2019-03-06,LIRR,Roma FIR,103
2019-03-06,LJLA,Ljubljana FIR,5
2019-03-06,LKAA,Praha FIR,23
2019-03-06,LMMM,Malta FIR,13
2019-03-06,LOVV,Wien FIR,78
2019-03-06,LPPC,Lisboa FIR,32
2019-03-06,LPPO,Santa Maria FIR,0
2019-03-06,LQSB,Sarajevo FIR,1
2019-03-06,LRBB,Bucarest FIR,34
2019-03-06,LSAS,Switzerland FIR,79
2019-03-06,LUUU,Chisinau FIR,0
2019-03-06,LWSS,Skopje FIR,2
2019-03-06,LYBA,Beograd FIR,8
2019-03-06,LZBB,Bratislava  FIR,3
2019-03-06,UKBV,Kiev FIR,9
2019-03-06,UKDV,Dnipro FIR,0
2019-03-06,UKLV,Lvov FIR,1
2019-03-06,UKOV,Odessa FIR,0
2019-03-06,ULLL,Sankt-Peterburg FIR,4
2019-03-06,UMKK,Kaliningrad FIR,0
2019-03-06,UMMV,Minsk FIR,0
2019-03-06,UNNT,Novosibirsk FIR,1
2019-03-06,URRV,Rostov-Na-Donu FIR,0
2019-03-06,USSV,Yekaterinburg FIR,0
2019-03-06,UUWV,Moscow FIR,30
2019-03-06,UWWW,Samara FIR,0
2019-03-07,BIRD,Reykjavik FIR,3
2019-03-07,EBBU,Brussels FIR,30
2019-03-07,EDGG,Langen FIR,137
2019-03-07,EDMM,Munchen FIR,47
2019-03-07,EDWW,Bremen FIR,26
2019-03-07,EETT,Tallinn FIR,4
2019-03-07,EFIN,Helsinki FIR,41
2019-03-07,EGPX,Scottish FIR,6
2019-03-07,EGTT,London FIR,126
2019-03-07,EHAA,Amsterdam FIR,62
2019-03-07,EISN,Shannon FIR,6
2019-03-07,EKDK,Copenhagen FIR,18
2019-03-07,ENOB,Bodo Oceanic FIR,0
2019-03-07,ENOR,Polaris FIR,18
